index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
40,aa,aa-1917-jfk-mco,02:55 pm,03:27 pm,05:55 pm,05:43 pm
41,aa,aa-2268-phx-ord,07:15 am,07:22 am,11:35 am,11:06 am
42,aa,aa-4277-cvg-jfk,12:10 pm,12:10 pm,02:15 pm,01:43 pm
43,aa,aa-789-ord-den,01:05 pm,01:19 pm,02:35 pm,03:13 pm
44,aa,aa-415-bos-ord,08:35 am,08:56 am,10:40 am,10:16 am
45,aa,aa-85-jfk-sfo,03:05 pm,03:36 pm,06:30 pm,06:43 pm
46,aa,aa-1544-san-ord,11:25 am,11:40 am,05:25 pm,04:56 pm
47,aa,aa-3786-iah-ord,04:00 pm,04:12 pm,06:40 pm,06:15 pm
48,aa,aa-222-lax-bos,07:10 am,07:31 am,03:30 pm,03:14 pm
49,aa,aa-3809-phx-lax,06:00 am,06:10 am,06:40 am,06:19 am
50,aa,aa-59-jfk-sfo,07:10 am,07:39 am,10:45 am,11:12 am
51,helloflight,aa-3859-iah-ord,07:10 am,07:16 am,09:40 am,09:32 am
52,helloflight,co-1586-iah-mco,07:00 pm,07:14 pm,10:15 pm,10:29 pm
53,helloflight,aa-518-mia-jfk,06:40 am,06:54 am,09:25 am,09:28 am
54,helloflight,ua-397-jfk-sfo,08:00 am,08:29 am,11:55 am,11:58 am
55,helloflight,ua-3925-iad-orf,08:41 am,08:42 am,09:54 am,09:43 am
56,helloflight,aa-1733-ord-phx,07:45 pm,07:58 pm,10:30 pm,10:30 pm
57,helloflight,ua-2830-mco-clt,03:27 pm,03:27 pm,05:05 pm,05:17 pm
58,helloflight,co-58-den-iah,11:25 am,11:32 am,02:50 pm,03:31 pm
59,helloflight,aa-1544-san-ord,11:25 am,11:40 am,05:25 pm,04:56 pm
60,helloflight,ua-5487-sfo-mry,10:39 am,10:33 am,11:19 am,11:21 am
61,helloflight,aa-204-lax-mco,11:25 pm,11:25 pm,06:55 am,06:55 am
62,helloflight,ua-414-lax-sfo,06:00 am,05:56 am,07:23 am,07:17 am
63,helloflight,co-1614-lax-iah,12:30 am,12:41 am,05:35 am,05:26 am
64,helloflight,ua-2726-fll-phl,04:00 pm,04:00 pm,06:46 pm,06:28 pm
65,helloflight,co-52-iah-lax,07:35 am,07:29 am,09:21 am,09:14 am
66,helloflight,co-1090-bos-iah,09:45 am,10:19 am,01:16 pm,01:19 pm
67,helloflight,aa-616-dfw-dtw,09:05 am,10:10 am,12:35 pm,01:27 pm
68,helloflight,ua-3515-iad-msp,08:15 am,08:12 am,10:06 am,09:56 am
69,helloflight,aa-3468-cvg-mia,07:00 am,07:25 am,09:55 am,09:45 am
70,helloflight,aa-484-dfw-mia,04:15 pm,04:29 pm,07:55 pm,07:39 pm
71,helloflight,aa-1886-bos-mia,10:45 am,10:55 am,02:20 pm,01:40 pm
72,helloflight,co-62-iah-ewr,02:30 pm,02:48 pm,07:03 pm,07:10 pm
73,helloflight,co-1561-phx-iah,08:05 am,08:00 am,11:35 am,11:32 am
74,helloflight,ua-2314-atl-phl,02:55 pm,02:55 pm,05:00 pm,04:47 pm
75,helloflight,aa-446-dfw-phl,11:50 am,12:12 pm,03:50 pm,04:09 pm
76,helloflight,co-1023-iah-den,11:40 am,11:56 am,01:17 pm,01:14 pm
77,helloflight,aa-466-iah-mia,06:00 am,06:08 am,09:20 am,09:05 am
78,helloflight,ua-3050-phx-clt,11:05 am,11:30 am,04:57 pm,05:05 pm
79,helloflight,co-89-iah-ewr,06:00 am,06:02 am,10:20 am,10:27 am
80,helloflight,co-1088-cle-iah,08:40 am,08:40 am,10:54 am,10:56 am
81,helloflight,aa-1664-mia-atl,10:15 am,10:18 am,12:10 pm,11:56 am
82,helloflight,aa-1279-dfw-phx,01:00 pm,02:04 pm,02:35 pm,03:30 pm
83,helloflight,ua-854-sfo-iah,07:53 am,07:49 am,01:39 pm,01:30 pm
84,helloflight,ua-382-iad-lax,12:30 pm,12:35 pm,03:19 pm,03:21 pm
85,helloflight,aa-4344-ord-dtw,11:45 am,12:13 pm,02:00 pm,02:10 pm
86,helloflight,ua-257-jfk-sfo,02:30 pm,02:26 pm,06:15 pm,05:42 pm
87,helloflight,ua-2945-phl-clt,12:00 am,03:11 am,01:45 pm,01:15 pm
88,helloflight,co-63-ewr-iah,05:25 pm,05:22 pm,08:22 pm,08:03 pm
89,helloflight,co-47-iah-lax,07:10 pm,08:25 pm,08:56 pm,09:52 pm
90,helloflight,aa-2050-ord-mia,10:40 am,11:05 am,02:45 pm,02:46 pm
91,helloflight,ua-248-phx-ord,12:57 pm,01:32 pm,05:15 pm,05:34 pm
92,helloflight,aa-4330-cvg-ord,03:35 pm,03:36 pm,04:00 pm,03:33 pm
93,helloflight,aa-1434-dfw-mco,07:15 am,07:21 am,10:35 am,10:36 am
94,helloflight,aa-1640-mia-mco,06:30 pm,06:30 pm,07:25 pm,07:25 pm
95,helloflight,aa-4307-ord-dtw,06:45 pm,06:55 pm,09:10 pm,08:53 pm
96,helloflight,aa-3-jfk-lax,12:00 pm,12:11 pm,03:15 pm,03:16 pm
97,helloflight,co-1694-lax-iah,07:15 pm,07:15 pm,12:21 am,12:21 am
98,helloflight,ua-843-lax-ord,01:55 pm,02:10 pm,07:53 pm,07:58 pm
99,helloflight,co-1193-ewr-mco,09:15 am,09:14 am,12:18 pm,12:09 pm
100,helloflight,aa-3842-msp-ord,06:00 am,06:56 am,07:30 am,07:51 am
101,helloflight,aa-643-mia-ord,07:10 am,07:30 am,09:35 am,09:31 am
102,helloflight,aa-1007-mia-phx,04:55 pm,05:08 pm,80:05 pm,07:55 pm
103,helloflight,aa-2525-dfw-mia,07:25 am,07:39 am,11:10 am,11:06 am
104,helloflight,ua-2906-phl-mco,03:50 pm,04:28 pm,06:23 pm,06:38 pm
105,helloflight,ua-938-den-ord,04:16 pm,04:15 pm,07:35 pm,07:36 pm
106,helloflight,aa-1221-mco-ord,08:00 wpm,08:23 pm,09:45 pm,09:53 pm
107,helloflight,co-16-lax-ewr,10:25 am,10:20 am,06:44 pm,06:34 pm
108,helloflight,ua-2515-dfw-clt,07:05 am,07:05 am,10:31 am,10:47 am
109,helloflight,aa-400-dfw-jfk,10:40 am,11:01 am,02:59 pm,03:04 pm
110,helloflight,ua-664-ord-phl,01:33 pm,01:31 pm,04:31 pm,04:23 pm
111,helloflight,aa-3756-ord-slc,12:15 pm,12:41 pm,02:45 pm,02:50 pm
112,helloflight,ua-37-ewr-mco,01:29 pm,01:48 pm,04:17 pm,04:17 pm
113,helloflight,aa-1522-sfo-ord,11:55 pm,11:55 pm,05:50 am,05:50 am
114,helloflight,ua-233-lax-jfk,04:25 pm,04:25 pm,12:29 am,12:29 am
115,helloflight,aa-3823-lax-den,09:00 pm,09:00 pm,12:15 am,12:15 am
116,helloflight,aa-2312-dfw-dtw,08:25 pm,08:25 pm,11:50 pm,11:50 pm
117,helloflight,aa-1165-jfk-mia,06:59 am,07:22 am***,10:34 am,10:0h4 am
118,helloflight,aa-431-mia-sfo,08:35 am,08:51 am,11:50 am,11:44 am
119,helloflight,ua-3373-iad-phl,08:29 am,08:26 am,09:24 am,09:13 am
120,helloflight,aa-649-ord-sna,01:30 pm,01:30 pm,03:50 pm,03:50 pm
121,helloflight,co-1250-mia-iah,02:53 pm,03:01 pm,04:48 pm,04:59 pm
122,helloflight,ua-6273-yyc-sfo,07:35 am,07:27 am,09:43 am,08:45 am
123,helloflight,ua-828-sfo-ord,11:08 pm,11:08 pm,05:11 am,05:11 am
124,helloflight,co-4888-iah-dal,05:30 pm,05:30 pm,06:40 pm,06:40 pm
125,helloflight,ua-858-pvg-sfo,01:45 pm,01:32 pm,08:27 am,08:02 am
126,helloflight,ua-2704-dtw-phx,11:15 am,11:15 am,01:40 pm,02:00 pm
127,helloflight,aa-3063-slc-lax,08:20 pm,08:39 pm,09:20 pm,09:20 pm
128,helloflight,ua-2708-ewr-clt,02:55 pm,02:55 pm,04:53 pm,04:44 pm
129,helloflight,ua-62-iah-ewr,02:30 pm,02:48 pm,07:03 pm,07:10 pm
130,helloflight,ua-1500-iah-gua,08:55 am,09:16 am,11:45 am,11:56 am
131,helloflight,aa-3804-phl-ord,02:35 pm,02:44 pm,04:05 pm,03:43 pm
132,helloflight,aa-1917-jfk-mco,02:55 pm,03:27 pm,05:55 pm,05:43 pm
133,helloflight,aa-2268-phx-ord,07:15 am,07:22 am,11:35 am,11:06 am
134,helloflight,aa-4277-cvg-jfk,12:10 pm,12:10 pm,02:15 pm,01:43 pm
135,helloflight,aa-2957-dfw-cvg,07:55 am,08:04 am,11:05 am,11:01 am
136,helloflight,ua-37-edi-ewr,09:05 am,08:52 am,11:53 am,12:09 pm
137,helloflight,aa-789-ord-den,01:05 pm,01:19 pm,02:35 pm,03:13 pm
138,helloflight,aa-415-bos-ord,08:35 am,08:56 am,10:40 am,10:16 am
139,helloflight,aa-85-jfk-sfo,03:05 pm,03:36 pm,06:30 pm,06:43 pm
140,helloflight,aa-3979-cvg-ord,07:30 am,08:04 am,08:00 am,08:06 am
141,helloflight,aa-3786-iah-ord,04:00 pm,04:12 pm,06:40 pm,06:15 pm
142,helloflight,aa-271-mia-lax,11:35 am,11:52 am,02:25 pm,02:27 pm
143,helloflight,co-50-cle-ewr,02:55 pm,03:31 pm,04:49 pm,05:26 pm
144,helloflight,ua-3099-phx-phl,11:55 am,11:55 am,06:17 pm,05:38 pm
145,helloflight,aa-4198-ord-cle,10:40 am,10:54 am,12:55 pm,12:50 pm
146,helloflight,aa-404-mia-mco,06:45 am,06:57 am,07:45 am,07:40 am
147,helloflight,co-45-ewr-mia,04:00 pm,03:58 pm,07:05 pm,06:36 pm
148,helloflight,aa-3809-phx-lax,06:00 am,06:10 am,06:40 am,06:19 am
149,helloflight,aa-59-jfk-sfo,07:10 am,07:39 am,10:45 am,11:12 am
150,helloflight,aa-222-lax-bos,07:10 am,07:31 am,03:30 pm,03:14 pm
151,boston,aa-3859-iah-ord,07:10 am,07:16 am,09:40 am,09:32 am
152,boston,co-1586-iah-mco,07:00 pm,07:14 pm,10:15 pm,10:29 pm
153,boston,aa-518-mia-jfk,06:40 am,06:54 am,09:25 am,09:28 am
154,boston,ua-397-jfk-sfo,08:00 am,08:29 am,11:55 am,11:58 am
155,boston,ua-3925-iad-orf,08:41 am,08:42 am,09:54 am,09:43 am
156,boston,aa-1733-ord-phx,07:45 pm,07:58 pm,10:30 pm,10:30 pm
157,boston,aa-3-jfk-lax,12:00 pm,12:11 pm,03:15 pm,03:16 pm
158,boston,ua-2830-mco-clt,03:27 pm,03:27 pm,05:05 pm,05:17 pm
159,boston,co-58-den-iah,11:25 am,11:32 am,02:50 pm,03:31 pm
160,boston,ua-5487-sfo-mry,10:39 am,10:33 am,11:19 am,11:21 am
161,boston,aa-204-lax-mco,11:25 pm,11:25 pm,06:55 am,06:55 am
162,boston,ua-414-lax-sfo,06:00 am,05:56 am,07:23 am,07:17 am
163,boston,co-1614-lax-iah,12:30 am,12:41 am,05:35 am,05:26 am
164,boston,ua-2726-fll-phl,04:00 pm,04:00 pm,06:46 pm,06:28 pm
165,boston,co-52-iah-lax,07:35 am,07:29 am,09:21 am,09:14 am
166,boston,co-1090-bos-iah,09:45 am,10:19 am,01:16 pm,01:19 pm
167,boston,aa-616-dfw-dtw,09:05 am,10:10 am,12:35 pm,01:27 pm
168,boston,ua-3515-iad-msp,08:15 am,08:12 am,10:06 am,09:56 am
169,boston,aa-3468-cvg-mia,07:00 am,07:25 am,09:55 am,09:45 am
170,boston,aa-484-dfw-mia,04:15 pm,04:29 pm,07:55 pm,07:39 pm
171,boston,aa-1886-bos-mia,10:45 am,10:55 am,02:20 pm,01:40 pm
172,boston,co-62-iah-ewr,02:30 pm,02:48 pm,07:03 pm,07:10 pm
173,boston,co-1561-phx-iah,08:05 am,08:00 am,11:35 am,11:32 am
174,boston,ua-2314-atl-phl,02:55 pm,02:55 pm,05:00 pm,04:47 pm
175,boston,aa-446-dfw-phl,11:50 am,12:12 pm,03:50 pm,04:09 pm
176,boston,co-1023-iah-den,11:40 am,11:56 am,01:17 mp,01:14 pm
177,boston,aa-466-iah-mia,06:00 am,06:08 am,09:20 am,09:05 am
178,boston,ua-3050-phx-clt,11:05 am,11:30 am,04:57 pm,05:05 pm
179,boston,co-89-iah-ewr,06:00 am,06:02 am,10:20 am,10:27 am
180,boston,co-1088-cle-iah,08:40 am,08:40 am,10:54 am,10:56 am
181,boston,aa-1664-mia-atl,10:15 am,10:18 am,12:10 pm,11:56 am
182,boston,aa-1279-dfw-phx,01:00 pm,02:04 pm,02:35 pm,03:30 pm
183,boston,ua-854-sfo-iah,07:53 am,07:49 am,01:39 pm,01:30 pm
184,boston,ua-382-iad-lax,12:30 pm,12:35 pm,03:19 pm,03:21 pm
185,boston,aa-4344-ord-dtw,11:45 am,12:13 pm,02:00 pm,02:10 pm
186,boston,ua-257-jfk-sfo,02:30 pm,02:26 pm,06:15 pm,05:42 pm
187,boston,ua-2945-phl-clt,12:00 am,03:11 am,01:45 pm,01:15 pm
188,boston,co-63-ewr-iah,05:25 pm,05:22 pm,08:22 pm,08:03 pm
189,boston,co-47-iah-lax,07:10 pm,08:25 pm,08:56 pm,09:52 pm
190,boston,aa-2050-ord-mia,10:40 am,11:05 am,02:45 pm,02:46 pm
191,boston,ua-248-phx-ord,12:57 pm,01:32 pm,05:15 pm,05:34 pm
192,boston,aa-4330-cvg-ord,03:35 pm,03:36 pm,04:00 pm,03:33 pm
193,boston,aa-1434-dfw-mco,07:15 am,07:21 am,10:35 am,10:36 am
194,boston,aa-1640-mia-mco,06:30 pm,06:30 pm,07:25 pm,07:25 pm
195,boston,aa-4307-ord-dtw,06:45 pm,06:55 pm,09:10 pm,08:53 pm
196,boston,co-1694-lax-iah,07:15 pm,07:15 pm,12:21 am,12:21 am
197,boston,ua-843-lax-ord,01:55 pm,02:10 pm,07:53 pm,07:58 pm
198,boston,co-1193-ewr-mco,09:15 am,09:14 am,12:18 pm,12:09 pm
199,boston,aa-3842-msp-ord,06:00 am,06:56 am,07:30 am,07:51 am
200,boston,aa-643-mia-ord,07:10 am,07:30 am,09:35 am,09:31 am
201,boston,aa-1007-mia-phx,04:55 pm,05:08 pm,08:05 pm,07:55 pm
202,boston,ua-2906-phl-mco,03:50 pm,04:28 pm,06:23 pm,06:38 pm
203,boston,ua-938-den-ord,04:16 pm,04:15 pm,07:35 pm,07:36 pm
204,boston,aa-1221-mco-ord,8:00 pm,08:23 pm,09:45 pm,09:53 pm
205,boston,co-16-lax-ewr,10:25 am,10:20 am,06:44 pm,06:34 pm
206,boston,ua-2515-dfw-clt,07:05 am,07:05 am,10:31 am,10:47 am
207,boston,aa-400-dfw-jfk,10:40 am,11:01 am,02:59 pm,03:04 pm
208,boston,ua-664-ord-phl,01:33 pm,01:31 pm,04:31 pm,04:23 pm
209,boston,aa-3756-ord-slc,12:15 pm,12:41 pm,02:45 pm,02:50 pm
210,boston,ua-37-ewr-mco,01:29 pm,01:48 pm,04:17 pm,04:17 pm
211,boston,aa-1522-sfo-ord,11:55 pm,11:55 pm,05:50 am,05:50 am
212,boston,ua-233-lax-jfk,04:25 pm,04:25 pm,12:29 am,12:29 am
213,boston,aa-3823-lax-den,09:00 pm,09:00 pm,12:15 am,12:15 am
214,boston,aa-2312-dfw-dtw,08:25 pm,08:25 pm,11:50 pm,11:50 pm
215,boston,aa-1165-jfk-mia,06:59 am,07:22 m,10:34 am,100:4 am
216,boston,aa-431-mia-sfo,08:35 am,08:51 am,11:50 am,11:44 am
217,boston,ua-3373-iad-phl,08:29 am,08:26 am,09:24 am,09:13 am
218,boston,aa-649-ord-sna,01:30 pm,01:30 pm,03:50 pm,03:50 pm
219,boston,co-1250-mia-iah,02:53 pm,03:01 pm,04:48 pm,04:59 pm
220,boston,ua-6273-yyc-sfo,07:35 am,07:27 am,09:43 am,08:45 am
221,boston,ua-828-sfo-ord,11:08 pm,11:08 pm,05:11 am,05:11 am
222,boston,co-4888-iah-dal,05:30 pm,05:30 pm,06:40 pm,06:40 pm
223,boston,ua-858-pvg-sfo,01:45 pm,01:32 pm,08:27 am,08:02 am
224,boston,ua-2704-dtw-phx,11:15 am,11:15 am,01:40 pm,02:00 pm
225,boston,aa-3063-slc-lax,08:20 pm,08:39 pm,09:20 pm,09:20 pm
226,boston,ua-2708-ewr-clt,02:55 pm,02:55 pm,04:53 pm,04:44 pm
227,boston,ua-62-iah-ewr,02:30 pm,02:48 pm,07:03 pm,07:10 pm
228,boston,ua-1500-iah-gua,08:55 am,09:16 am,11:45 am,11:56 am
229,boston,aa-3804-phl-ord,02:35 pm,02:44 pm,04:05 pm,03:43 pm
230,boston,aa-1917-jfk-mco,02:55 pm,03:27 pm,05:55 pm,05:43 pm
231,boston,aa-2268-phx-ord,07:15 am,07:22 am,11:35 am,11:06 am
232,boston,aa-4277-cvg-jfk,12:10 pm,12:10 pm,02:15 pm,01:43 pm
233,boston,aa-2957-dfw-cvg,07:55 am,08:04 am,11:05 am,11:01 am
234,boston,ua-37-edi-ewr,09:05 am,08:52 am,11:53 am,12:09 pm
235,boston,aa-789-ord-den,01:05 pm,01:19 pm,02:35 pm,03:13 pm
236,boston,aa-415-bos-ord,08:35 am,08:56 am,10:40 am,10:16 am
237,boston,aa-85-jfk-sfo,03:05 pm,03:36 pm,06:30 pm,06:43 pm
238,boston,aa-3979-cvg-ord,07:30 am,08:04 am,08:00 am,08:06 am
239,boston,aa-1544-san-ord,11:25 am,11:40 am,05:25 pm,04:56 pm
240,boston,aa-3786-iah-ord,04:00 pm,04:12 pm,06:40 pm,06:15 pm
241,boston,aa-271-mia-lax,11:35 am,11:52 am,02:25 pm,02:27 pm
242,boston,aa-2525-dfw-mia,07:25 am,07:39 am,11:10 am,11:06 am
243,boston,co-50-cle-ewr,02:55 pm,03:31 pm,04:49 pm,05:26 pm
244,boston,ua-3099-phx-phl,11:55 am,11:55 am,06:17 pm,05:38 pm
245,boston,aa-4198-ord-cle,10:40 am,10:54 am,12:55 pm,12:50 pm
246,boston,aa-404-mia-mco,06:45 am,06:57 am,07:45 am,07:40 am
247,boston,co-45-ewr-mia,04:00 pm,03:58 pm,07:05 pm,06:36 pm
248,boston,aa-3809-phx-lax,06:00 am,06:10 am,06:40 am,06:19 am
249,boston,aa-59-jfk-sfo,07:10 am,07:39 am,10:45 am,11:12 am
250,boston,aa-222-lax-bos,07:10 am,07:31 am,03:30 pm,03:14 pm
251,weather,aa-3859-iah-ord,07:10 am,07:16 am,09:40 am,09:32 am
252,weather,aa-518-mia-jfk,06:40 am,06:54 am,09:25 am,09:28 am
253,weather,ua-397-jfk-sfo,08:00 am,08:29 am,11:55 am,11:58 am
254,weather,ua-3925-iad-orf,08:41 am,08:42 am,09:54 am,09:43 am
255,weather,aa-1733-ord-phx,07:45 pm,07:58 pm,10:30 pm,10:30 pm
256,weather,aa-1640-mia-mco,06:30 pm,06:30 pm,07:25 pm,07:25 pm
257,weather,ua-2830-mco-clt,03:27 pm,03:27 pm,05:05 pm,05:17 pm
258,weather,co-58-den-iah,11:25 am,11:32 am,02:50 pm,03:31 pm
259,weather,aa-1544-san-ord,11:25 am,11:40 am,05:25 pm,04:56 pm
260,weather,ua-5487-sfo-mry,10:39 am,10:33 am,11:19 am,11:21 am
261,weather,aa-204-lax-mco,11:25 pm,11:25 pm,06:55 am,06:55 am
262,weather,ua-414-lax-sfo,06:00 am,05:56 am,07:23 am,07:17 am
263,weather,aa-3756-ord-slc,12:15 pm,12:41 pm,02:45 pm,02:50 pm
264,weather,ua-2726-fll-phl,04:00 pm,04:00 pm,06:46 pm,06:28 pm
265,weather,co-1090-bos-iah,09:45 am,10:19 am,01:16 pm,01:19 pm
266,weather,aa-3468-cvg-mia,07:00 am,07:25 am,09:55 am,09:45 am
267,weather,ua-3515-iad-msp,08:15 am,08:12 am,10:06 am,09:56 am
268,weather,aa-484-dfw-mia,04:15 pm,04:29 pm,07:55 pm,07:39 pm
269,weather,co-62-iah-ewr,02:30 pm,02:48 pm,07:03 pm,07:10 pm
270,weather,aa-446-dfw-phl,11:50 am,12:12 pm,03:50 pm,04:09 pm
271,weather,aa-466-iah-mia,06:00 am,06:08 am,09:20 am,09:05 am
272,weather,ua-3050-phx-clt,11:05 am,11:30 am,04:57 pm,05:05 pm
273,weather,co-89-iah-ewr,06:00 am,06:02 am,10:20 am,10:27 am
274,weather,co-1088-cle-iah,08:40 am,08:40 am,10:54 am,10:56 am
275,weather,aa-1886-bos-mia,10:45 am,10:55 am,02:20 pm,01:40 pm
276,weather,aa-1664-mia-atl,10:15 am,10:18 am,12:10 pm,11:56 am
277,weather,aa-3979-cvg-ord,07:30 am,08:04 am,08:00 am,08:06 am
278,weather,aa-1279-dfw-phx,01:00 pm,02:04 pm,02:35 pm,03:30 pm
279,weather,co-1614-lax-iah,12:30 am,12:41 am,05:35 am,05:26 am
280,weather,aa-616-dfw-dtw,09:05 am,10:10 am,12:35 pm,01:27 pm
281,weather,aa-4344-ord-dtw,11:45 am,12:13 pm,02:00 pm,02:10 pm
282,weather,ua-2945-phl-clt,12:00 am,03:11 am,01:45 pm,01:15 pm
283,weather,aa-2525-dfw-mia,07:25 am,07:39 am,11:10 am,11:06 am
284,weather,aa-271-mia-lax,11:35 am,11:52 am,02:25 pm,02:27 pm
285,weather,aa-2050-ord-mia,10:40 am,11:05 am,02:45 pm,02:46 pm
286,weather,aa-1434-dfw-mco,07:15 am,07:21 am,10:35 am,10:36 am
287,weather,co-1561-phx-iah,08:05 am,08:00 am,11:35 am,11:32 am
288,weather,aa-4307-ord-dtw,06:45 pm,06:55 pm,09:10 pm,08:53 pm
289,weather,aa-3-jfk-lax,12:00 pm,12:11 pm,03:15 pm,03:16 pm
290,weather,co-1694-lax-iah,07:15 pm,07:15 pm,12:21 am,12:21 am
291,weather,ua-843-lax-ord,01:55 pm,02:10 pm,07:53 pm,07:58 pm
292,weather,co-1193-ewr-mco,09:15 am,09:14 am,12:18 pm,12:09 pm
293,weather,aa-3842-msp-ord,06:00 am,06:56 am,07:30 am,07:51 am
294,weather,aa-643-mia-ord,07:10 am,07:30 am,09:35 am,09:31 am
295,weather,ua-2906-phl-mco,03:50 pm,04:28 pm,06:23 pm,06:38 pm
296,weather,ua-938-den-ord,04:16 pm,04:15 pm,07:35 pm,07:36 pm
297,weather,aa-1221-mco-ord,08:0 pm,08:23 pm,09:45 pm,09:53 pm
298,weather,co-16-lax-ewr,10:25 am,10:20 am,06:44 pm,06:34 pm
299,weather,ua-2515-dfw-clt,07:05 am,07:05 am,10:31 am,10:47 am
300,weather,aa-400-dfw-jfk,10:40 am,11:01 am,02:59 pm,03:04 pm
301,weather,ua-664-ord-phl,01:33 pm,01:31 pm,04:31 pm,04:23 pm
302,weather,aa-1522-sfo-ord,11:55 pm,11:55 pm,05:50 am,05:50 am
303,weather,ua-233-lax-jfk,04:25 pm,04:25 pm,12:29 am,12:29 am
304,weather,aa-3823-lax-den,09:00 pm,09:00 pm,12:15 am,12:15 am
305,weather,aa-2312-dfw-dtw,08:25 pm,08:25 pm,11:50 pm,11:50 pm
306,weather,aa-1165-jfk-mia,06:59 am,7:22 am,10:34 am,10:40 am
307,weather,aa-431-mia-sfo,08:35 am,08:51 am,11:50 am,11:44 am
308,weather,ua-257-jfk-sfo,02:30 pm,02:26 pm,06:15 pm,05:42 pm
309,weather,ua-3373-iad-phl,08:29 am,08:26 am,09:24 am,09:13 am
310,weather,aa-649-ord-sna,01:30 pm,01:30 pm,03:50 pm,03:50 pm
311,weather,co-1250-mia-iah,02:53 pm,03:01 pm,04:48 pm,04:59 pm
312,weather,ua-6273-yyc-sfo,07:35 am,07:27 am,09:43 am,08:45 am
313,weather,ua-858-pvg-sfo,01:45 pm,01:32 pm,08:27 am,08:02 am
314,weather,ua-2704-dtw-phx,11:15 am,11:15 am,01:40 pm,02:00 pm
315,weather,aa-3063-slc-lax,08:20 pm,08:39 pm,09:20 pm,09:20 pm
316,weather,ua-2708-ewr-clt,02:55 pm,02:55 pm,04:53 pm,04:44 pm
317,weather,ua-62-iah-ewr,02:30 pm,02:48 pm,07:03 pm,07:10 pm
318,weather,aa-3804-phl-ord,02:35 pm,02:44 pm,04:05 pm,03:43 pm
