没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1.5/dirty_flights_mix_1.5.csv
Running Horizon with dirty file: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1.5/dirty_flights_mix_1.5.csv
( CO-1694-LAX-IAH , empty ), 0.001684
( AA-466-IAH-MIA , 06:00AM ), 0.000421
( AA-466-IAH-MIA , 6:00 AM ), 0.000421
( AA-466-IAH-MIA , 06:0 AM ), 0.000421
( CO-45-EWR-MIA , 06:36 PM ), 0.009259
( CO-45-EWR-MIA , 07:05 PM ), 0.009259
( CO-45-EWR-MIA , 03:58 PM ), 0.009259
( CO-45-EWR-MIA , 04:00 PM ), 0.009259
( AA-2525-DFW-MIA , 11:06 AM ), 0.010101
( AA-2525-DFW-MIA , 11g:06 AM ), 0.000421
( AA-2525-DFW-MIA , empty ), 0.000842
( AA-2525-DFW-MIA , 11:10 AM ), 0.010522
( AA-2525-DFW-MIA , 07:39 AM ), 0.010943
( AA-2525-DFW-MIA , 07:25 AM ), 0.010522
( AA-2525-DFW-MIA , 7:25 AM ), 0.000421
( CO-52-IAH-LAX , 09:14 AM ), 0.007997
( CO-52-IAH-LAX , empty ), 0.001263
( CO-52-IAH-LAX , 09:21 AM ), 0.007997
( CO-52-IAH-LAX , 07:29 AM ), 0.007997
( CO-52-IAH-LAX , 0:29 AM ), 0.000421
( CO-52-IAH-LAX , 07:35 AM ), 0.007997
( AA-400-DFW-JFK , 03:04 PM ), 0.010101
( AA-400-DFW-JFK , 02:59 PM ), 0.009680
( AA-400-DFW-JFK , 02:59m PM ), 0.000421
( AA-400-DFW-JFK , 11:01 AM ), 0.009680
( AA-400-DFW-JFK , 11:0 1AM ), 0.000421
( AA-400-DFW-JFK , 10:40 AM ), 0.010101
( CO-89-IAH-EWR , 10:27 AM ), 0.008418
( CO-89-IAH-EWR , 10:20 AM ), 0.008418
( CO-89-IAH-EWR , 06:02 AM ), 0.008418
( CO-89-IAH-EWR , 06:00 AM ), 0.008418
( CO-1023-IAH-DEN , 01:14 PM ), 0.008418
( CO-1023-IAH-DEN , 0114 PM ), 0.000421
( CO-1023-IAH-DEN , empty ), 0.001263
( CO-1023-IAH-DEN , 01:17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17 MP ), 0.001684
( CO-1023-IAH-DEN , 0:117 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17 M ), 0.000421
( CO-1023-IAH-DEN , 0:17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:71 PM ), 0.000842
( CO-1023-IAH-DEN , 01:17 PzM ), 0.000421
( CO-1023-IAH-DEN , 01:17 PiM ), 0.000421
( CO-1023-IAH-DEN , 01:7 PM ), 0.000842
( CO-1023-IAH-DEN , 01:1 7PM ), 0.000421
( CO-1023-IAH-DEN , 01:17t PM ), 0.000421
( CO-1023-IAH-DEN , 01:1 PM ), 0.000842
( CO-1023-IAH-DEN , 01:e17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17 PeM ), 0.000421
( CO-1023-IAH-DEN , 01:17m PM ), 0.000421
( CO-1023-IAH-DEN , 11:56 AM ), 0.008838
( CO-1023-IAH-DEN , 11:56AM ), 0.000421
( CO-1023-IAH-DEN , 11:40 AM ), 0.008838
( AA-518-MIA-JFK , 09:28 AM ), 0.008838
( AA-518-MIA-JFK , empty ), 0.000842
( AA-518-MIA-JFK , 09:28x AM ), 0.000421
( AA-518-MIA-JFK , 09:25 AM ), 0.008838
( AA-518-MIA-JFK , 0:25 AM ), 0.000421
( AA-518-MIA-JFK , 06:54 AM ), 0.009680
( AA-518-MIA-JFK , 06:40 AM ), 0.009680
( CO-63-EWR-IAH , 08:03 PM ), 0.008838
( CO-63-EWR-IAH , 08:22 PM ), 0.008838
( CO-63-EWR-IAH , 05:22 PM ), 0.008838
( CO-63-EWR-IAH , 05:25 PM ), 0.008418
( CO-63-EWR-IAH , 05:52 PM ), 0.000421
( AA-1886-BOS-MIA , 01:40 PM ), 0.007997
( AA-1886-BOS-MIA , 02:20 PM ), 0.007576
( AA-1886-BOS-MIA , 02:2 0PM ), 0.000421
( AA-1886-BOS-MIA , 10:55 AM ), 0.007997
( AA-1886-BOS-MIA , 10:45 AM ), 0.007997
( AA-484-DFW-MIA , 07:39 PM ), 0.010522
( AA-484-DFW-MIA , empty ), 0.001684
( AA-484-DFW-MIA , 07:55 PM ), 0.009680
( AA-484-DFW-MIA , 04:29 PM ), 0.010522
( AA-484-DFW-MIA , 0:29 PM ), 0.000421
( AA-484-DFW-MIA , 04:15 PM ), 0.010943
( AA-4277-CVG-JFK , 01:43 PM ), 0.010943
( AA-4277-CVG-JFK , 02:15 PM ), 0.010101
( AA-4277-CVG-JFK , 0215 PM ), 0.000421
( AA-4277-CVG-JFK , 02:1a5 PM ), 0.000421
( AA-4277-CVG-JFK , 12:10 PM ), 0.021886
( UA-854-SFO-IAH , 01:30 PM ), 0.008418
( UA-854-SFO-IAH , empty ), 0.001263
( UA-854-SFO-IAH , 01:39 PM ), 0.007155
( UA-854-SFO-IAH , 1:39 PM ), 0.000421
( UA-854-SFO-IAH , 01:3 PM ), 0.000421
( UA-854-SFO-IAH , 01:39 M ), 0.000421
( UA-854-SFO-IAH , 07:49 AM ), 0.008418
( UA-854-SFO-IAH , 07:53 AM ), 0.007997
( UA-854-SFO-IAH , 7:53 AM ), 0.000421
( UA-854-SFO-IAH , 07:5 AM ), 0.000421
( AA-3842-MSP-ORD , 07:51 AM ), 0.011364
( AA-3842-MSP-ORD , 07:30 AM ), 0.011364
( AA-3842-MSP-ORD , empty ), 0.001684
( AA-3842-MSP-ORD , 06:56 AM ), 0.009680
( AA-3842-MSP-ORD , 06:00 AM ), 0.010943
( AA-3842-MSP-ORD , 06:00 aAM ), 0.000421
( CO-47-IAH-LAX , 09:52 PM ), 0.008838
( CO-47-IAH-LAX , 08:56 PM ), 0.008838
( CO-47-IAH-LAX , 08:25 PM ), 0.008838
( CO-47-IAH-LAX , 07:10 PM ), 0.008418
( CO-47-IAH-LAX , x07:10 PM ), 0.000421
( AA-1007-MIA-PHX , 07:55 PM ), 0.001263
( AA-1007-MIA-PHX , 07:5 PM ), 0.000421
( AA-1007-MIA-PHX , 0j7:55 PM ), 0.000421
( AA-1007-MIA-PHX , 0755 PM ), 0.000842
( AA-1007-MIA-PHX , 0:755 PM ), 0.000421
( AA-1007-MIA-PHX , 07:55 M ), 0.000842
( AA-1007-MIA-PHX , 07:55 MP ), 0.001263
( AA-1007-MIA-PHX , 0:55 PM ), 0.000421
( AA-1007-MIA-PHX , 07:55 nPM ), 0.000421
( AA-1007-MIA-PHX , 07:55z PM ), 0.000421
( AA-1007-MIA-PHX , 07:5 5PM ), 0.000421
( AA-1007-MIA-PHX , 7:55 PM ), 0.000421
( AA-1007-MIA-PHX , 07:u55 PM ), 0.000421
( AA-1007-MIA-PHX , 075:5 PM ), 0.000842
( AA-1007-MIA-PHX , 08:05 PM ), 0.007997
( AA-1007-MIA-PHX , 80:05 PM ), 0.000421
( AA-1007-MIA-PHX , 08:0m5 PM ), 0.000421
( AA-1007-MIA-PHX , 05:08 PM ), 0.000842
( AA-1007-MIA-PHX , empty ), 0.000421
( AA-1007-MIA-PHX , 5:08 PM ), 0.000842
( AA-1007-MIA-PHX , 05:0 8PM ), 0.000421
( AA-1007-MIA-PHX , 0:508 PM ), 0.000421
( AA-1007-MIA-PHX , 0508 PM ), 0.000421
( AA-1007-MIA-PHX , 05:0y8 PM ), 0.000421
( AA-1007-MIA-PHX , 05:08 M ), 0.000842
( AA-1007-MIA-PHX , 050:8 PM ), 0.000842
( AA-1007-MIA-PHX , 05:0g8 PM ), 0.000421
( AA-1007-MIA-PHX , 05:08 MP ), 0.000421
( AA-1007-MIA-PHX , 05:08f PM ), 0.000421
( AA-1007-MIA-PHX , 05:08PM ), 0.000842
( AA-1007-MIA-PHX , 05:08 PfM ), 0.000421
( AA-1007-MIA-PHX , 05:08o PM ), 0.000421
( AA-1007-MIA-PHX , 05:0 PM ), 0.000421
( AA-1007-MIA-PHX , 04:55 PM ), 0.008838
( AA-649-ORD-SNA , 03:50 PM ), 0.018098
( AA-649-ORD-SNA , empty ), 0.000421
( AA-649-ORD-SNA , 01:30 PM ), 0.018519
( UA-3515-IAD-MSP , 09:56 AM ), 0.007997
( UA-3515-IAD-MSP , empty ), 0.000842
( UA-3515-IAD-MSP , 10:06 AM ), 0.007997
( UA-3515-IAD-MSP , 08:12 AM ), 0.008418
( UA-3515-IAD-MSP , 08:15 AM ), 0.008418
( AA-1544-SAN-ORD , 04:56 PM ), 0.009259
( AA-1544-SAN-ORD , 05:25 PM ), 0.009259
( AA-1544-SAN-ORD , 11:40 AM ), 0.009259
( AA-1544-SAN-ORD , 11:25 AM ), 0.009259
( AA-4307-ORD-DTW , empty ), 0.000421
( AA-4307-ORD-DTW , 08:53 PM ), 0.011364
( AA-4307-ORD-DTW , 09:10 PM ), 0.011364
( AA-4307-ORD-DTW , 09:10PM ), 0.000421
( AA-4307-ORD-DTW , 06:55 PM ), 0.011785
( AA-4307-ORD-DTW , 06:45 PM ), 0.011785
( UA-5487-SFO-MRY , 11:21 AM ), 0.007576
( UA-5487-SFO-MRY , 11:19 AM ), 0.007576
( UA-5487-SFO-MRY , 10:33 AM ), 0.007155
( UA-5487-SFO-MRY , empty ), 0.001263
( UA-5487-SFO-MRY , 10:39 AM ), 0.006734
( AA-2312-DFW-DTW , 11:50 PM ), 0.021886
( AA-2312-DFW-DTW , 11:f50 PM ), 0.000421
( AA-2312-DFW-DTW , empty ), 0.001263
( AA-2312-DFW-DTW , 08:25 PM ), 0.021886
( UA-828-SFO-ORD , 05:11 AM ), 0.018939
( UA-828-SFO-ORD , 05:11 M ), 0.000421
( UA-828-SFO-ORD , 5:11 AM ), 0.000421
( UA-828-SFO-ORD , 0511 AM ), 0.000421
( UA-828-SFO-ORD , 11:08 PM ), 0.018939
( UA-828-SFO-ORD , 11:08 MP ), 0.000421
( UA-828-SFO-ORD , empty ), 0.000842
( UA-414-LAX-SFO , 07:17 AM ), 0.009680
( UA-414-LAX-SFO , 07:23 AM ), 0.009680
( UA-414-LAX-SFO , 05:56 AM ), 0.009680
( UA-414-LAX-SFO , 06:00 AM ), 0.009259
( UA-414-LAX-SFO , empty ), 0.000421
( AA-3-JFK-LAX , 03:16 PM ), 0.009680
( AA-3-JFK-LAX , empty ), 0.000842
( AA-3-JFK-LAX , 03:e16 PM ), 0.000421
( AA-3-JFK-LAX , 03:15 PM ), 0.010522
( AA-3-JFK-LAX , 12:11 PM ), 0.010101
( AA-3-JFK-LAX , 12:00 PM ), 0.009259
( AA-3-JFK-LAX , 12:00P M ), 0.000421
( AA-3-JFK-LAX , l12:00 PM ), 0.000421
( AA-3-JFK-LAX , 12:00 MP ), 0.000421
( AA-222-LAX-BOS , 03:14 PM ), 0.010101
( AA-222-LAX-BOS , 03:30 PM ), 0.010101
( AA-222-LAX-BOS , 07:31 AM ), 0.009680
( AA-222-LAX-BOS , 07:3 1AM ), 0.000421
( AA-222-LAX-BOS , 07:10 AM ), 0.009680
( AA-222-LAX-BOS , empty ), 0.000421
( AA-404-MIA-MCO , 07:40 AM ), 0.011364
( AA-404-MIA-MCO , 07:45 AM ), 0.010522
( AA-404-MIA-MCO , empty ), 0.000842
( AA-404-MIA-MCO , 0o7:45 AM ), 0.000421
( AA-404-MIA-MCO , 06:57 AM ), 0.010522
( AA-404-MIA-MCO , 6:57 AM ), 0.000421
( AA-404-MIA-MCO , 06:45 AM ), 0.011364
( AA-3809-PHX-LAX , 06:19 AM ), 0.010943
( AA-3809-PHX-LAX , 06:91 AM ), 0.000421
( AA-3809-PHX-LAX , 06:40 AM ), 0.010522
( AA-3809-PHX-LAX , 06:04 AM ), 0.000421
( AA-3809-PHX-LAX , empty ), 0.000842
( AA-3809-PHX-LAX , 06:10 AM ), 0.011364
( AA-3809-PHX-LAX , 06:00 AM ), 0.010522
( AA-3809-PHX-LAX , 06:00 M ), 0.000421
( UA-2906-PHL-MCO , 06:38 PM ), 0.010101
( UA-2906-PHL-MCO , 06:23 PM ), 0.010101
( UA-2906-PHL-MCO , 04:28 PM ), 0.009259
( UA-2906-PHL-MCO , 04:28 M ), 0.000421
( UA-2906-PHL-MCO , empty ), 0.000421
( UA-2906-PHL-MCO , 03:50 PM ), 0.009680
( UA-2906-PHL-MCO , 3:50 PM ), 0.000421
( UA-3373-IAD-PHL , 09:13 AM ), 0.009680
( UA-3373-IAD-PHL , 09:24 AM ), 0.009680
( UA-3373-IAD-PHL , 08:26 AM ), 0.009259
( UA-3373-IAD-PHL , 0f8:26 AM ), 0.000421
( UA-3373-IAD-PHL , 08:29 AM ), 0.009680
( AA-3823-LAX-DEN , 12:15 AM ), 0.021044
( AA-3823-LAX-DEN , 12:15 MA ), 0.000421
( AA-3823-LAX-DEN , 12:15AM ), 0.000421
( AA-3823-LAX-DEN , 09:00 PM ), 0.021886
( AA-3786-IAH-ORD , 06:15 PM ), 0.011364
( AA-3786-IAH-ORD , empty ), 0.001263
( AA-3786-IAH-ORD , 06:40 PM ), 0.011785
( AA-3786-IAH-ORD , 04:12 PM ), 0.010101
( AA-3786-IAH-ORD , 40:12 PM ), 0.000421
( AA-3786-IAH-ORD , 04:12 MP ), 0.000421
( AA-3786-IAH-ORD , 04:00 PM ), 0.011785
( AA-3859-IAH-ORD , 09:32 AM ), 0.010101
( AA-3859-IAH-ORD , 09:32 zAM ), 0.000421
( AA-3859-IAH-ORD , 9:32 AM ), 0.000842
( AA-3859-IAH-ORD , 09:40 AM ), 0.010943
( AA-3859-IAH-ORD , empty ), 0.000421
( AA-3859-IAH-ORD , 07:16 AM ), 0.010943
( AA-3859-IAH-ORD , 0b7:16 AM ), 0.000421
( AA-3859-IAH-ORD , 07:10 AM ), 0.010943
( AA-3859-IAH-ORD , 0:10 AM ), 0.000421
( UA-37-EDI-EWR , 12:09 PM ), 0.008418
( UA-37-EDI-EWR , 11:53 AM ), 0.008418
( UA-37-EDI-EWR , 08:52 AM ), 0.008418
( UA-37-EDI-EWR , 09:05 AM ), 0.008418
( UA-2945-PHL-CLT , 01:15 PM ), 0.010101
( UA-2945-PHL-CLT , 01:45 PM ), 0.010101
( UA-2945-PHL-CLT , 03:11 AM ), 0.009680
( UA-2945-PHL-CLT , empty ), 0.000421
( UA-2945-PHL-CLT , 12:00 AM ), 0.010101
( AA-616-DFW-DTW , 01:27 PM ), 0.010522
( AA-616-DFW-DTW , 01:2n7 PM ), 0.000421
( AA-616-DFW-DTW , 12:35 PM ), 0.010943
( AA-616-DFW-DTW , 10:10 AM ), 0.010101
( AA-616-DFW-DTW , 10h:10 AM ), 0.000421
( AA-616-DFW-DTW , empty ), 0.000421
( AA-616-DFW-DTW , 09:05 AM ), 0.010522
( AA-616-DFW-DTW , 0a9:05 AM ), 0.000421
( AA-3979-CVG-ORD , 0:06 AM ), 0.000421
( AA-3979-CVG-ORD , 08:06 AM ), 0.009680
( AA-3979-CVG-ORD , empty ), 0.000421
( AA-3979-CVG-ORD , 08:06 M ), 0.000421
( AA-3979-CVG-ORD , 08:00 AM ), 0.010943
( AA-3979-CVG-ORD , 08:04 AM ), 0.010522
( AA-3979-CVG-ORD , 08:0 4AM ), 0.000421
( AA-3979-CVG-ORD , 07:30 AM ), 0.010522
( AA-3979-CVG-ORD , 0:30 AM ), 0.000421
( UA-2704-DTW-PHX , 02:00 PM ), 0.008838
( UA-2704-DTW-PHX , 01:40 PM ), 0.007576
( UA-2704-DTW-PHX , 10:40 PM ), 0.000421
( UA-2704-DTW-PHX , 01:40p PM ), 0.000421
( UA-2704-DTW-PHX , 01:40 PpM ), 0.000421
( UA-2704-DTW-PHX , 11:15 AM ), 0.015993
( UA-2704-DTW-PHX , empty ), 0.001263
( UA-2704-DTW-PHX , 11:15 M ), 0.000421
( AA-2268-PHX-ORD , 11:j06 AM ), 0.000421
( AA-2268-PHX-ORD , 11:06 AM ), 0.010101
( AA-2268-PHX-ORD , empty ), 0.000421
( AA-2268-PHX-ORD , 11:35 AM ), 0.010943
( AA-2268-PHX-ORD , 07:22 AM ), 0.010522
( AA-2268-PHX-ORD , 07:22 AtM ), 0.000421
( AA-2268-PHX-ORD , 07:15 AM ), 0.010522
( AA-2268-PHX-ORD , 07:15 AaM ), 0.000421
( UA-3050-PHX-CLT , 05:05 PM ), 0.010522
( UA-3050-PHX-CLT , 04:57 PM ), 0.009680
( UA-3050-PHX-CLT , empty ), 0.000842
( UA-3050-PHX-CLT , 11:30 AM ), 0.010101
( UA-3050-PHX-CLT , 11:30 lAM ), 0.000421
( UA-3050-PHX-CLT , 11:05 AM ), 0.010522
( CO-1090-BOS-IAH , 01:19 PM ), 0.007997
( CO-1090-BOS-IAH , empty ), 0.000842
( CO-1090-BOS-IAH , 01:19PM ), 0.000421
( CO-1090-BOS-IAH , 01:16 PM ), 0.004209
( CO-1090-BOS-IAH , 01:1 PM ), 0.000421
( CO-1090-BOS-IAH , 01:61 PM ), 0.000842
( CO-1090-BOS-IAH , 1:16 PM ), 0.001263
( CO-1090-BOS-IAH , 01:16PM ), 0.000421
( CO-1090-BOS-IAH , 01q:16 PM ), 0.000421
( CO-1090-BOS-IAH , 01:16n PM ), 0.000421
( CO-1090-BOS-IAH , 10:16 PM ), 0.000421
( CO-1090-BOS-IAH , 0t1:16 PM ), 0.000421
( CO-1090-BOS-IAH , 10:19 MA ), 0.000421
( CO-1090-BOS-IAH , 10:19 AM ), 0.008418
( CO-1090-BOS-IAH , 09:45 AM ), 0.008418
( AA-1221-MCO-ORD , 09:53 PM ), 0.011785
( AA-1221-MCO-ORD , 09:45 PM ), 0.011364
( AA-1221-MCO-ORD , 09:45u PM ), 0.000421
( AA-1221-MCO-ORD , 08:23 PM ), 0.011785
( AA-1221-MCO-ORD , 08:00 PM ), 0.004630
( AA-1221-MCO-ORD , 08:00 wPM ), 0.000421
( AA-1221-MCO-ORD , 8:00 PM ), 0.000421
( AA-1221-MCO-ORD , 08:0 PM ), 0.000842
( AA-1221-MCO-ORD , 08:00 M ), 0.000421
( AA-1221-MCO-ORD , 08:00 MP ), 0.000842
( AA-1221-MCO-ORD , 08:i00 PM ), 0.000421
( AA-1221-MCO-ORD , 08:0 0PM ), 0.000421
( AA-1221-MCO-ORD , 08:00e PM ), 0.000421
( AA-1221-MCO-ORD , 08:00PM ), 0.000421
( AA-1221-MCO-ORD , 08:00 PM*** ), 0.000421
( AA-1221-MCO-ORD , 08:0y0 PM ), 0.000421
( AA-1221-MCO-ORD , 0:800 PM ), 0.000421
( AA-1221-MCO-ORD , 08:00 hPM ), 0.000421
( AA-1221-MCO-ORD , 08:h00 PM ), 0.000421
( AA-1221-MCO-ORD , 08:0s0 PM ), 0.000421
( AA-1279-DFW-PHX , 03:30 PM ), 0.010522
( AA-1279-DFW-PHX , 02:35 PM ), 0.010522
( AA-1279-DFW-PHX , 02:04 PM ), 0.010101
( AA-1279-DFW-PHX , empty ), 0.000421
( AA-1279-DFW-PHX , 01:00 PM ), 0.010522
( AA-1522-SFO-ORD , 05:50 AM ), 0.018519
( AA-1522-SFO-ORD , 05:50 M ), 0.000421
( AA-1522-SFO-ORD , 5:50 AM ), 0.000421
( AA-1522-SFO-ORD , 11:55 PM ), 0.017677
( AA-1522-SFO-ORD , empty ), 0.000842
( AA-1522-SFO-ORD , 11:55 nPM ), 0.000421
( AA-1522-SFO-ORD , 1:55 PM ), 0.000421
( AA-3756-ORD-SLC , 0v2:50 PM ), 0.000421
( AA-3756-ORD-SLC , 02:50 PM ), 0.010522
( AA-3756-ORD-SLC , 02:45 PM ), 0.010522
( AA-3756-ORD-SLC , 0:45 PM ), 0.000421
( AA-3756-ORD-SLC , 12:41 PM ), 0.010943
( AA-3756-ORD-SLC , 12:15 PM ), 0.010943
( AA-2957-DFW-CVG , 11:01 AM ), 0.009259
( AA-2957-DFW-CVG , 11:0t1 AM ), 0.000421
( AA-2957-DFW-CVG , 11:1 AM ), 0.000421
( AA-2957-DFW-CVG , empty ), 0.000842
( AA-2957-DFW-CVG , 11:05 AM ), 0.010522
( AA-2957-DFW-CVG , 08:04 AM ), 0.010522
( AA-2957-DFW-CVG , 07:55 AM ), 0.009680
( AA-2957-DFW-CVG , 07:55 lAM ), 0.000421
( CO-1614-LAX-IAH , 05:26 AM ), 0.009259
( CO-1614-LAX-IAH , 05:35 AM ), 0.009259
( CO-1614-LAX-IAH , 12:41 AM ), 0.009259
( CO-1614-LAX-IAH , 12:30 AM ), 0.009259
( UA-938-DEN-ORD , 07:36 PM ), 0.009680
( UA-938-DEN-ORD , 07:35 PM ), 0.009680
( UA-938-DEN-ORD , 04:15 PM ), 0.009680
( UA-938-DEN-ORD , 04:16 PM ), 0.009680
( AA-789-ORD-DEN , 03:13 PM ), 0.011364
( AA-789-ORD-DEN , 0:313 PM ), 0.000421
( AA-789-ORD-DEN , 02:35 PM ), 0.011785
( AA-789-ORD-DEN , 01:19 PM ), 0.010943
( AA-789-ORD-DEN , 01:19d PM ), 0.000421
( AA-789-ORD-DEN , empty ), 0.001263
( AA-789-ORD-DEN , 01:05 PM ), 0.010101
( AA-789-ORD-DEN , 010:5 PM ), 0.000421
( AA-789-ORD-DEN , f01:05 PM ), 0.000421
( AA-3804-PHL-ORD , 03:43 PM ), 0.011364
( AA-3804-PHL-ORD , 04:05 PM ), 0.010101
( AA-3804-PHL-ORD , empty ), 0.001263
( AA-3804-PHL-ORD , 02:44 PM ), 0.010522
( AA-3804-PHL-ORD , 02:w44 PM ), 0.000421
( AA-3804-PHL-ORD , 024:4 PM ), 0.000421
( AA-3804-PHL-ORD , 02:35 PM ), 0.011364
( CO-58-DEN-IAH , 03:31 PM ), 0.008418
( CO-58-DEN-IAH , 02:50 PM ), 0.008418
( CO-58-DEN-IAH , 11:32 AM ), 0.008418
( CO-58-DEN-IAH , 11:25 AM ), 0.008418
( CO-62-IAH-EWR , 07:10 PM ), 0.008418
( CO-62-IAH-EWR , 7:10 PM ), 0.000421
( CO-62-IAH-EWR , 07:03 PM ), 0.008838
( CO-62-IAH-EWR , 02:48 PoM ), 0.000421
( CO-62-IAH-EWR , 02:48 PM ), 0.008418
( CO-62-IAH-EWR , 02:30 PM ), 0.007576
