没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.25/dirty_hospitals_mix_0.25.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.25/dirty_hospitals_mix_0.25.csv
( huntbsville hospital , 2562651000 ), 0.001000
( mg h lanier memorial hospital , 10025 ), 0.001000
( mg h lanier memorial hospital , 4800 48th st ), 0.001000
( mg h lanier memorial hospital , voluntary non-profit - other ), 0.001000
( mg h lanier memorial hospital , valley ), 0.001000
( mg h lanier memorial hospital , al ), 0.001000
( decatur general hospital , 2563412000 ), 0.001000
( decatur general hospital , 35609 ), 0.001000
( decatur general hospital , 10085 ), 0.001000
( decatur general hospital , 1201 7th street se ), 0.001000
( decatur general hospital , government - hospital district or authority ), 0.001000
( decatur general hospital , decatur ), 0.001000
( decatur general hospital , empty ), 0.001000
( southwest alabama medical center , 3346366221 ), 0.025000
( southwest alabama medical center , 36784 ), 0.024000
( southwest alabama medical center , empty ), 0.002000
( southwest alabama medical center , 10015 ), 0.025000
( southwest alabama medical center , 33700 highway 43 ), 0.024000
( southwest alabama medical center , 33700 highwya 43 ), 0.001000
( southwest alabama medical center , government - federal ), 0.025000
( southwest alabama medical center , thomasville ), 0.024000
( southwest alabama medical center , al ), 0.025000
( prattville baptist hospital , 3343614267 ), 0.019000
( prattville baptist hospital , empty ), 0.002000
( prattville baptist hospital , 36067 ), 0.019000
( prattville baptist hospital , n36067 ), 0.001000
( prattville baptist hospital , 10108 ), 0.020000
( prattville baptist hospital , 124 s memorial dr ), 0.020000
( prattville baptist hospital , voluntary non-profit - private ), 0.020000
( prattville baptist hospital , prattville ), 0.019000
( prattville baptist hospital , al ), 0.020000
( g h lanier memorial hospital , 3347561400 ), 0.023000
( g h lanier memorial hospital , l3347561400 ), 0.001000
( g h lanier memorial hospital , 36854 ), 0.024000
( g h lanier memorial hospital , 10025 ), 0.024000
( g h lanier memorial hospital , 4800 48th st ), 0.024000
( g h lanier memorial hospital , voluntary non-profit - other ), 0.024000
( g h lanier memorial hospital , valley ), 0.024000
( g h lanier memorial hospital , al ), 0.023000
( g h lanier memorial hospital , zal ), 0.001000
( baptist medical center south , 3342882100 ), 0.025000
( baptist medical center south , 36116 ), 0.025000
( baptist medical center south , 10023 ), 0.025000
( baptist medical center south , 2105 east south boulevard ), 0.025000
( baptist medical center south , voluntary non-profit - church ), 0.025000
( baptist medical center south , montgomery ), 0.025000
( baptist medical center south , al ), 0.025000
( helen keller memorial hospital , 2563864556 ), 0.024000
( helen keller memorial hospital , 35660 ), 0.024000
( helen keller memorial hospital , 10019 ), 0.024000
( helen keller memorial hospital , 1300 south montgomery avenue ), 0.023000
( helen keller memorial hospital , 300 south montgomery avenue ), 0.001000
( helen keller memorial hospital , government - hospital idstrict or authority ), 0.001000
( helen keller memorial hospital , government - hospital district or authority ), 0.023000
( helen keller memorial hospital , sheffield ), 0.024000
( helen keller memorial hospital , al ), 0.024000
( east alabama medical center and snf , 3347493411 ), 0.025000
( east alabama medical center and snf , 36801 ), 0.024000
( east alabama medical center and snf , j36801 ), 0.001000
( east alabama medical center and snf , 10029 ), 0.025000
( east alabama medical center and snf , 2000 pepperell parkway ), 0.025000
( east alabama medical center and snf , government - hospital district or authority ), 0.025000
( east alabama medical center and snf , opelika ), 0.025000
( east alabama medical center and snf , al ), 0.025000
( fayette medical center , 2059325966 ), 0.025000
( fayette medical center , 35555 ), 0.025000
( fayette medical center , 10045 ), 0.025000
( fayette medical center , 1653 temple avenue north ), 0.025000
( fayette medical center , voluntary non-profit - other ), 0.024000
( fayette medical center , voulntary non-profit - other ), 0.001000
( fayette medical center , fayette ), 0.025000
( fayette medical center , al ), 0.025000
( eliza coffee memorial hospital , 2567688400 ), 0.024000
( eliza coffee memorial hospital , 35631 ), 0.024000
( eliza coffee memorial hospital , 10006 ), 0.024000
( eliza coffee memorial hospital , 205 marengo street ), 0.023000
( eliza coffee memorial hospital , empty ), 0.001000
( eliza coffee memorial hospital , voluntary non-profit - other ), 0.024000
( eliza coffee memorial hospital , florence ), 0.024000
( eliza coffee memorial hospital , al ), 0.024000
( northwest medical center , 2054877736 ), 0.025000
( northwest medical center , 35594 ), 0.025000
( northwest medical center , 10086 ), 0.025000
( northwest medical center , 1530 u s highway 43 ), 0.024000
( northwest medical center , 1530 uj s highway 43 ), 0.001000
( northwest medical center , proprietary ), 0.025000
( northwest medical center , winfield ), 0.025000
( northwest medical center , al ), 0.025000
( st vincents hospital , 2059397000 ), 0.005000
( st vincents hospital , 35205 ), 0.005000
( st vincents hospital , 10056 ), 0.005000
( st vincents hospital , 810 st vincents drive ), 0.005000
( st vincents hospital , voluntary non-profit - other ), 0.005000
( st vincents hospital , birmingham ), 0.005000
( st vincents hospital , al ), 0.005000
( callahan eye foundation hospital , 2053258100 ), 0.022000
( callahan eye foundation hospital , 2035258100 ), 0.001000
( callahan eye foundation hospital , 2563864556 ), 0.001000
( callahan eye foundation hospital , 2567688400 ), 0.001000
( callahan eye foundation hospital , 3343353374 ), 0.002000
( callahan eye foundation hospital , 2056208100 ), 0.003000
( callahan eye foundation hospital , 35233 ), 0.022000
( callahan eye foundation hospital , 35660 ), 0.001000
( callahan eye foundation hospital , 35631 ), 0.001000
( callahan eye foundation hospital , 36049 ), 0.002000
( callahan eye foundation hospital , 35007 ), 0.003000
( callahan eye foundation hospital , 32533 ), 0.001000
( callahan eye foundation hospital , 10018 ), 0.023000
( callahan eye foundation hospital , 10019 ), 0.001000
( callahan eye foundation hospital , 10006 ), 0.001000
( callahan eye foundation hospital , 10008 ), 0.002000
( callahan eye foundation hospital , 10016 ), 0.003000
( callahan eye foundation hospital , 1720 university blvd ), 0.023000
( callahan eye foundation hospital , 1300 south montgomery avenue ), 0.001000
( callahan eye foundation hospital , 205 marengo street ), 0.001000
( callahan eye foundation hospital , 101 hospital circle ), 0.002000
( callahan eye foundation hospital , 1000 first street north ), 0.003000
( callahan eye foundation hospital , voluntary non-profit - private ), 0.023000
( callahan eye foundation hospital , government - hospital district or authority ), 0.001000
( callahan eye foundation hospital , voluntary non-profit - other ), 0.001000
( callahan eye foundation hospital , government - federal ), 0.002000
( callahan eye foundation hospital , voluntary non-profit - church ), 0.003000
( callahan eye foundation hospital , birmingham ), 0.022000
( callahan eye foundation hospital , sheffield ), 0.001000
( callahan eye foundation hospital , florence ), 0.001000
( callahan eye foundation hospital , luverne ), 0.002000
( callahan eye foundation hospital , alabaster ), 0.003000
( callahan eye foundation hospital , irmingham ), 0.001000
( callahan eye foundation hospital , al ), 0.029000
( callahan eye foundation hospital , l ), 0.001000
( elba general hospital , 3348972257 ), 0.025000
( elba general hospital , 36323 ), 0.025000
( elba general hospital , 10027 ), 0.025000
( elba general hospital , 987 drayton street ), 0.025000
( elba general hospital , voluntary non-profit - other ), 0.025000
( elba general hospital , elba ), 0.025000
( elba general hospital , al ), 0.025000
( marshall medical center south , 2565938310 ), 0.024000
( marshall medical center south , 256e5938310 ), 0.001000
( marshall medical center south , 35957 ), 0.025000
( marshall medical center south , 10005 ), 0.025000
( marshall medical center south , 2505 u s highway 431 north ), 0.025000
( marshall medical center south , empty ), 0.001000
( marshall medical center south , government - hospital district or authority ), 0.024000
( marshall medical center south , boaz ), 0.025000
( marshall medical center south , al ), 0.025000
( gadsden regional medical center , 2564944000 ), 0.025000
( gadsden regional medical center , 35903 ), 0.025000
( gadsden regional medical center , 10040 ), 0.025000
( gadsden regional medical center , 1007 goodyear avenue ), 0.025000
( gadsden regional medical center , proprietary ), 0.025000
( gadsden regional medical center , gadsden ), 0.025000
( gadsden regional medical center , al ), 0.025000
( st vincents blount , 2052743000 ), 0.019000
( st vincents blount , 35121 ), 0.019000
( st vincents blount , 10050 ), 0.019000
( st vincents blount , 150 gilbreath drive ), 0.019000
( st vincents blount , voluntary non-profit - private ), 0.019000
( st vincents blount , oneonta ), 0.019000
( st vincents blount , al ), 0.019000
( univ of south alabama medical center , 2514717110 ), 0.013000
( univ of south alabama medical center , 36617 ), 0.013000
( univ of south alabama medical center , 10087 ), 0.013000
( univ of south alabama medical center , 2451 fillingim street ), 0.013000
( univ of south alabama medical center , government - state ), 0.013000
( univ of south alabama medical center , mobile ), 0.013000
( univ of south alabama medical center , al ), 0.013000
( riverview regional medical center , 2565435200 ), 0.028000
( riverview regional medical center , 35901 ), 0.028000
( riverview regional medical center , 10046 ), 0.028000
( riverview regional medical center , 600 south third street ), 0.028000
( riverview regional medical center , proprietary ), 0.028000
( riverview regional medical center , gadsden ), 0.028000
( riverview regional medical center , al ), 0.028000
( flowers hospital , 3347935000 ), 0.017000
( flowers hospital , 36305 ), 0.017000
( flowers hospital , 10055 ), 0.017000
( flowers hospital , 4370 west main street ), 0.017000
( flowers hospital , proprietary ), 0.017000
( flowers hospital , dothan ), 0.017000
( flowers hospital , al ), 0.017000
( stringfellow memorial hospital , 2562358900 ), 0.026000
( stringfellow memorial hospital , 25623589t00 ), 0.001000
( stringfellow memorial hospital , 36201 ), 0.027000
( stringfellow memorial hospital , 10038 ), 0.027000
( stringfellow memorial hospital , 301 east 18th st ), 0.026000
( stringfellow memorial hospital , 301 east 18t st ), 0.001000
( stringfellow memorial hospital , proprietary ), 0.027000
( stringfellow memorial hospital , anniston ), 0.027000
( stringfellow memorial hospital , al ), 0.027000
( dale medical center , 3347742601 ), 0.025000
( dale medical center , 36360 ), 0.025000
( dale medical center , 10021 ), 0.025000
( dale medical center , 126 hospital ave ), 0.025000
( dale medical center , government - hospital district or authority ), 0.024000
( dale medical center , government -hospital district or authority ), 0.001000
( dale medical center , ozark ), 0.025000
( dale medical center , al ), 0.025000
( marshall medical center north , 2565718000 ), 0.025000
( marshall medical center north , 35976 ), 0.025000
( marshall medical center north , 10010 ), 0.025000
( marshall medical center north , 8000 alabama highway 69 ), 0.025000
( marshall medical center north , government - hospital district or authority ), 0.025000
( marshall medical center north , guntersville ), 0.025000
( marshall medical center north , al ), 0.025000
( crenshaw community hospital , 3343353374 ), 0.022000
( crenshaw community hospital , 36049 ), 0.022000
( crenshaw community hospital , 10008 ), 0.022000
( crenshaw community hospital , 101 hospital circle ), 0.022000
( crenshaw community hospital , government - federal ), 0.022000
( crenshaw community hospital , luverne ), 0.022000
( crenshaw community hospital , al ), 0.022000
( shelby baptist medical center , 2056208100 ), 0.022000
( shelby baptist medical center , 35007 ), 0.022000
( shelby baptist medical center , 10016 ), 0.022000
( shelby baptist medical center , 1000 first street north ), 0.022000
( shelby baptist medical center , voluntary non-profit - church ), 0.022000
( shelby baptist medical center , alabaster ), 0.022000
( shelby baptist medical center , al ), 0.022000
( university of alabama hospital , 2059344011 ), 0.025000
( university of alabama hospital , 35233 ), 0.025000
( university of alabama hospital , 10033 ), 0.025000
( university of alabama hospital , 619 south 19th street ), 0.025000
( university of alabama hospital , government - state ), 0.025000
( university of alabama hospital , birmingham ), 0.025000
( university of alabama hospital , al ), 0.025000
( jackson hospital & clinic inc , 3342938000 ), 0.025000
( jackson hospital & clinic inc , 36106 ), 0.024000
( jackson hospital & clinic inc , 3606 ), 0.001000
( jackson hospital & clinic inc , 10024 ), 0.025000
( jackson hospital & clinic inc , 1725 pine street ), 0.025000
( jackson hospital & clinic inc , voluntary non-profit - private ), 0.025000
( jackson hospital & clinic inc , montgomery ), 0.025000
( jackson hospital & clinic inc , al ), 0.025000
( 36467 , no ), 0.023000
( 35957 , yes ), 0.025000
( n36067 , yes ), 0.001000
( 36617 , yes ), 0.013000
( 36278 , no ), 0.025000
( n35150 , no ), 0.001000
( 35640 , yes ), 0.025000
( 36033 , no ), 0.025000
( 35609 , yes ), 0.001000
( 36854 , yes ), 0.024000
( 36854 , ymes ), 0.001000
( 35631 , yes ), 0.025000
( 99559 , no ), 0.002000
( j36801 , yes ), 0.001000
( 35058 , yes ), 0.025000
( 35968 , yes ), 0.025000
( 35150 , no ), 0.017000
( 35653 , yes ), 0.002000
( 36302 , yes ), 0.024000
( 36302 , empty ), 0.001000
( 36801 , yes ), 0.024000
( 35555 , yes ), 0.024000
( 35555 , empty ), 0.001000
( 35901 , yes ), 0.028000
( 36360 , yes ), 0.025000
( 36106 , yes ), 0.024000
( 36049 , yes ), 0.025000
( 63467 , no ), 0.001000
( 36078 , no ), 0.025000
( 35801 , yes ), 0.027000
( 35121 , yes ), 0.019000
( 35121 , yse ), 0.001000
( 35235 , yes ), 0.025000
( 35594 , yes ), 0.024000
( 35594 , ys ), 0.001000
( 36323 , yes ), 0.025000
( 35570 , yes ), 0.025000
( 35976 , yes ), 0.025000
( 35007 , yes ), 0.025000
( 99508 , yes ), 0.018000
( 35045 , yes ), 0.025000
( 36201 , yes ), 0.028000
( 36116 , yes ), 0.025000
( 35205 , yes ), 0.005000
( 3606 , yes ), 0.001000
( 36067 , yes ), 0.019000
( 35903 , yes ), 0.025000
( 35233 , yes ), 0.048000
( 35233 , no ), 0.001000
( 35233 , ys ), 0.001000
( 36420 , no ), 0.025000
( 36330 , yes ), 0.025000
( 35960 , yes ), 0.025000
( 35660 , yes ), 0.025000
( 36784 , yes ), 0.024000
( 32533 , yes ), 0.001000
( 36305 , yes ), 0.017000
( 10049 , medical center enterprise ), 0.025000
( 10016 , shelby baptist medical center ), 0.022000
( 10016 , callahan eye foundation hospital ), 0.003000
( 10025 , g h lanier memorial hospital ), 0.024000
( 10025 , mg h lanier memorial hospital ), 0.001000
( 10085 , decatur general hospital ), 0.001000
( 10047 , georgiana hospital ), 0.025000
( 10018 , callahan eye foundation hospital ), 0.023000
( 10018 , callahan eye foundation hspital ), 0.001000
( 10018 , callahan eye fuondation hospital ), 0.001000
( 10005 , marshall medical center south ), 0.025000
( 10034 , community hospital inc ), 0.025000
( 10010 , marshall medical center north ), 0.025000
( 20017 , alaska regional hospital ), 0.018000
( 10086 , northwest medical center ), 0.025000
( 10108 , prattville baptist hospital ), 0.020000
( 10035 , cullman regional medical center ), 0.025000
( 10040 , gadsden regional medical center ), 0.025000
( 10055 , flowers hospital ), 0.017000
( 10007 , mizell memorial hospital ), 0.025000
( 10158 , russellville hospital ), 0.002000
( 20018 , yukon kuskokwim delta reg hospital ), 0.002000
( 10021 , dale medical center ), 0.025000
( 10024 , jackson hospital & clinic inc ), 0.025000
( 10087 , univ of south alabama medical center ), 0.013000
( 10023 , baptist medical center south ), 0.025000
( 10036 , andalusia regional hospital ), 0.025000
( 10046 , riverview regional medical center ), 0.028000
( 10011 , st vincents east ), 0.025000
( 10022 , cherokee medical center ), 0.025000
( 10006 , eliza coffee memorial hospital ), 0.024000
( 10006 , callahan eye foundation hospital ), 0.001000
( 10044 , marion regional medical center ), 0.025000
( 10033 , university of alabama hospital ), 0.025000
( 10056 , st vincents hospital ), 0.005000
( 10029 , east alabama medical center and snf ), 0.025000
( 10164 , coosa valley medical center ), 0.018000
( 10050 , st vincents blount ), 0.019000
( 10050 , empty ), 0.001000
( 10012 , dekalb regional medical center ), 0.025000
( 10043 , chilton medical center ), 0.025000
( 10032 , wedowee hospital ), 0.025000
( 10019 , callahan eye foundation hospital ), 0.001000
( 10019 , helen keller memorial hospital ), 0.024000
( 10015 , southwest alabama medical center ), 0.025000
( 10001 , southeast alabama medical center ), 0.025000
( 10027 , elba general hospital ), 0.025000
( 10045 , fayette medical center ), 0.025000
( 10039 , huntsville hospital ), 0.027000
( 10039 , huntbsville hospital ), 0.001000
( 10038 , stringfellow memorial hospital ), 0.027000
( 10038 , stringfellow meumorial hospital ), 0.001000
( 10009 , hartselle medical center ), 0.025000
( 10008 , crenshaw community hospital ), 0.022000
( 10008 , callahan eye foundation hospital ), 0.002000
( 10008 , empty ), 0.001000
( pn-2 , pneumonia patients assessed and given pneumococcal vaccination ), 0.041000
( pn-2 , al_pn-2 ), 0.040000
( pn-2 , ak_pn-2 ), 0.001000
( pn-2 , pneumonia ), 0.041000
( ami-2 , heart attack patients given aspirin at discharge ), 0.041000
( ami-2 , al_ami-2 ), 0.038000
( ami-2 , ak_ami-2 ), 0.001000
( ami-2 , al_mi-2 ), 0.001000
( ami-2 , al_mai-2 ), 0.001000
( ami-2 , heart attack ), 0.041000
( hf-4 , heart failure patients given smoking cessation advice/counseling ), 0.041000
( hf-4 , al_hf-4 ), 0.040000
( hf-4 , ak_hf-4 ), 0.001000
( hf-4 , heart failure ), 0.040000
( hf-4 , hart failure ), 0.001000
( pn-6 , pneumonia patients given the most appropriate initial antibiotic(s) ), 0.039000
( pn-6 , pneumonia patents given the most appropriate initial antibiotic(s) ), 0.001000
( pn-6 , al_pn-6 ), 0.039000
( pn-6 , ak_pn-6 ), 0.001000
( pn-6 , pneumonia ), 0.040000
( ami-7a , heart attack patients given fibrinolytic medication within 30 minutes of arrival ), 0.039000
( ami-7a , al_ami-7a ), 0.038000
( ami-7a , al_mi-7a ), 0.001000
( ami-7a , heart attack ), 0.039000
( pn-7 , pneumonia patients assessed and given influenza vaccination ), 0.040000
( pn-7 , al_pn-7 ), 0.039000
( pn-7 , ak_pn-7 ), 0.001000
( pn-7 , pneumonia ), 0.040000
( cac-2 , children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma ), 0.003000
( cac-2 , al_cac-2 ), 0.003000
( cac-2 , children s asthma care ), 0.003000
( scip-inf-4 , all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery ), 0.037000
( scip-inf-4 , al_scip-inf-4 ), 0.036000
( scip-inf-4 , ak_scip-inf-4 ), 0.001000
( scip-inf-4 , surgical infection prevention ), 0.035000
( scip-inf-4 , surgical infection prevefntion ), 0.001000
( scip-inf-4 , surgical infectin prevention ), 0.001000
( scip-inf-2 , surgery patients who were given the  right kind  of antibiotic to help prevent infection ), 0.038000
( scip-inf-2 , surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ), 0.001000
( scip-inf-2 , al_scip-inf-2 ), 0.038000
( scip-inf-2 , ak_scip-inf-2 ), 0.001000
( scip-inf-2 , surgical infection prevention ), 0.038000
( scip-inf-2 , surgicla infection prevention ), 0.001000
( ami-4 , heart attack patients given smoking cessation advice/counseling ), 0.040000
( ami-4 , al_ami-4 ), 0.040000
( ami-4 , heart attack ), 0.040000
( hf-1 , heart failure patients given discharge instructions ), 0.040000
( hf-1 , al_hf-1 ), 0.038000
