没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_2/dirty_flights_mix_2.csv
Running Horizon with dirty file: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_2/dirty_flights_mix_2.csv
( CO-1614-LAX-IAH , 05:26 M ), 0.000421
( AA-1221-MCO-ORD , 09q:53 PM ), 0.000421
( AA-1221-MCO-ORD , 09:45 PM ), 0.011785
( AA-1221-MCO-ORD , 08:23 PM ), 0.001263
( AA-1221-MCO-ORD , 0s8:23 PM ), 0.000421
( AA-1221-MCO-ORD , 08:2 PM ), 0.000842
( AA-1221-MCO-ORD , 0:823 PM ), 0.000842
( AA-1221-MCO-ORD , 08:23 M ), 0.000842
( AA-1221-MCO-ORD , 08:2 3PM ), 0.000842
( AA-1221-MCO-ORD , 0823 PM ), 0.000421
( AA-1221-MCO-ORD , 08:23 MP ), 0.000842
( AA-1221-MCO-ORD , 08:32 PM ), 0.000842
( AA-1221-MCO-ORD , 08j:23 PM ), 0.000421
( AA-1221-MCO-ORD , 08:23PM ), 0.000421
( AA-1221-MCO-ORD , 08:23 PuM ), 0.000421
( AA-1221-MCO-ORD , 8:23 PM ), 0.000842
( AA-1221-MCO-ORD , 08:23u PM ), 0.000421
( AA-1221-MCO-ORD , 08v:23 PM ), 0.000421
( AA-1221-MCO-ORD , 80:23 PM ), 0.000842
( AA-1221-MCO-ORD , 08:2l3 PM ), 0.000421
( AA-1221-MCO-ORD , 08:m23 PM ), 0.000421
( AA-1221-MCO-ORD , 08:00 PM ), 0.001263
( AA-1221-MCO-ORD , 08:00 PpM ), 0.000421
( AA-1221-MCO-ORD , 08:0 PM ), 0.001263
( AA-1221-MCO-ORD , 08:00 PM*** ), 0.000842
( AA-1221-MCO-ORD , 08:00 MP ), 0.001684
( AA-1221-MCO-ORD , r08:00 PM ), 0.000421
( AA-1221-MCO-ORD , 0:800 PM ), 0.000421
( AA-1221-MCO-ORD , 08:0y0 PM ), 0.000421
( AA-1221-MCO-ORD , 8:00 PM ), 0.000842
( AA-1221-MCO-ORD , 08y:00 PM ), 0.000421
( AA-1221-MCO-ORD , 08:00 wPM ), 0.000421
( AA-1221-MCO-ORD , 08:00 aPM ), 0.000421
( AA-1221-MCO-ORD , 08g:00 PM ), 0.000421
( AA-1221-MCO-ORD , 08:0 0PM ), 0.000421
( AA-1221-MCO-ORD , 08:00PM ), 0.000421
( AA-1221-MCO-ORD , 08:v00 PM ), 0.000421
( AA-1221-MCO-ORD , 0800 PM ), 0.000421
( AA-1221-MCO-ORD , 08:00 PlM ), 0.000421
( AA-616-DFW-DTW , 01:27 PM ), 0.010943
( AA-616-DFW-DTW , 12:35 PM ), 0.010943
( AA-616-DFW-DTW , 10:10 AM ), 0.010101
( AA-616-DFW-DTW , 1b0:10 AM ), 0.000421
( AA-616-DFW-DTW , empty ), 0.000842
( AA-616-DFW-DTW , 09:05 AM ), 0.010522
( UA-6273-YYC-SFO , 08:45 AM ), 0.007997
( UA-6273-YYC-SFO , 08:45AM ), 0.000421
( UA-6273-YYC-SFO , 08:4 AM ), 0.000421
( UA-6273-YYC-SFO , 09:43 AM ), 0.008418
( UA-6273-YYC-SFO , 09:43 MA ), 0.000421
( UA-6273-YYC-SFO , 07:27 AM ), 0.008838
( UA-6273-YYC-SFO , 07:35 AM ), 0.008838
( UA-2314-ATL-PHL , 04:47 PM ), 0.008838
( UA-2314-ATL-PHL , 05:00 PM ), 0.008418
( UA-2314-ATL-PHL , empty ), 0.000421
( UA-2314-ATL-PHL , 02:55 PM ), 0.017256
( UA-2314-ATL-PHL , 20:55 PM ), 0.000421
( UA-843-LAX-ORD , 07:58 PM ), 0.008838
( UA-843-LAX-ORD , empty ), 0.001684
( UA-843-LAX-ORD , 07:53 PM ), 0.007997
( UA-843-LAX-ORD , 02:10 PM ), 0.007576
( UA-843-LAX-ORD , p02:10 PM ), 0.000421
( UA-843-LAX-ORD , 02:1k0 PM ), 0.000421
( UA-843-LAX-ORD , 01:55 PM ), 0.008418
( AA-1007-MIA-PHX , 07:55 PM ), 0.003367
( AA-1007-MIA-PHX , 07:55 PM*** ), 0.000842
( AA-1007-MIA-PHX , 07:55P M ), 0.000842
( AA-1007-MIA-PHX , 07:5 PM ), 0.000421
( AA-1007-MIA-PHX , 70:55 PM ), 0.000842
( AA-1007-MIA-PHX , 07:55 M ), 0.000421
( AA-1007-MIA-PHX , 07:55 PqM ), 0.000421
( AA-1007-MIA-PHX , 07:55a PM ), 0.000421
( AA-1007-MIA-PHX , 07:5 5PM ), 0.000421
( AA-1007-MIA-PHX , 0755 PM ), 0.000421
( AA-1007-MIA-PHX , 7:55 PM ), 0.000421
( AA-1007-MIA-PHX , 08:05 PM ), 0.008838
( AA-1007-MIA-PHX , 05:08 PM ), 0.007997
( AA-1007-MIA-PHX , 05:08 ePM ), 0.000421
( AA-1007-MIA-PHX , 0:08 PM ), 0.000421
( AA-1007-MIA-PHX , 04:55 PM ), 0.007997
( AA-1007-MIA-PHX , 04:l55 PM ), 0.000421
( AA-1007-MIA-PHX , empty ), 0.000421
( AA-3809-PHX-LAX , 06:19 AM ), 0.011364
( AA-3809-PHX-LAX , 06:40 AM ), 0.011364
( AA-3809-PHX-LAX , 06:10 AM ), 0.010522
( AA-3809-PHX-LAX , empty ), 0.000421
( AA-3809-PHX-LAX , 06:1p0 AM ), 0.000421
( AA-3809-PHX-LAX , 06:00 AM ), 0.011364
( AA-446-DFW-PHL , 04:09 PM ), 0.010522
( AA-446-DFW-PHL , 040:9 PM ), 0.000421
( AA-446-DFW-PHL , 03:50 PM ), 0.010522
( AA-446-DFW-PHL , empty ), 0.001684
( AA-446-DFW-PHL , 12:12 PM ), 0.010101
( AA-446-DFW-PHL , 12:12PM ), 0.000421
( AA-446-DFW-PHL , 11:50 AM ), 0.009680
( AA-446-DFW-PHL , j11:50 AM ), 0.000421
( CO-89-IAH-EWR , 10:27 AM ), 0.007997
( CO-89-IAH-EWR , empty ), 0.001263
( CO-89-IAH-EWR , 10:20 AM ), 0.008418
( CO-89-IAH-EWR , 06:02 AM ), 0.008418
( CO-89-IAH-EWR , 06:00 M ), 0.000421
( CO-89-IAH-EWR , 06:00 AM ), 0.007155
( AA-1279-DFW-PHX , 03:30 PM ), 0.009680
( AA-1279-DFW-PHX , 03:30 MP ), 0.000421
( AA-1279-DFW-PHX , empty ), 0.000842
( AA-1279-DFW-PHX , 02:35 PM ), 0.010522
( AA-1279-DFW-PHX , 02:04 PM ), 0.009680
( AA-1279-DFW-PHX , 02:4 PM ), 0.000421
( AA-1279-DFW-PHX , 01:00 PM ), 0.010522
( AA-649-ORD-SNA , 03:50 PM ), 0.018098
( AA-649-ORD-SNA , empty ), 0.000421
( AA-649-ORD-SNA , 01:30 PM ), 0.018519
( UA-1500-IAH-GUA , 11:56 AM ), 0.006313
( UA-1500-IAH-GUA , 11:56 oAM ), 0.000421
( UA-1500-IAH-GUA , empty ), 0.001684
( UA-1500-IAH-GUA , 11:45 AM ), 0.006734
( UA-1500-IAH-GUA , 09:16 AM ), 0.006734
( UA-1500-IAH-GUA , 08:55 AM ), 0.006734
( CO-4888-IAH-DAL , 06:40 PM ), 0.016414
( CO-4888-IAH-DAL , 6:40 PM ), 0.000421
( CO-4888-IAH-DAL , 06:4t0 PM ), 0.000421
( CO-4888-IAH-DAL , empty ), 0.001263
( CO-4888-IAH-DAL , 05:30 PM ), 0.017677
( CO-4888-IAH-DAL , 0:30 PM ), 0.000421
( CO-4888-IAH-DAL , 05:30 mPM ), 0.000421
( UA-3373-IAD-PHL , 09:13 AM ), 0.009259
( UA-3373-IAD-PHL , 0:13 AM ), 0.000421
( UA-3373-IAD-PHL , 09:24 AM ), 0.009680
( UA-3373-IAD-PHL , 08:26 AM ), 0.009680
( UA-3373-IAD-PHL , 08:29 AM ), 0.009259
( UA-3373-IAD-PHL , empty ), 0.000421
( AA-3-JFK-LAX , 03:16 PM ), 0.010522
( AA-3-JFK-LAX , 0315 PM ), 0.000421
( AA-3-JFK-LAX , 03:15 PM ), 0.009680
( AA-3-JFK-LAX , empty ), 0.001263
( AA-3-JFK-LAX , 12:11 PM ), 0.009680
( AA-3-JFK-LAX , 12:00 PM ), 0.010522
( AA-518-MIA-JFK , 09:28 AM ), 0.009259
( AA-518-MIA-JFK , 9:28 AM ), 0.000421
( AA-518-MIA-JFK , 09:25 AM ), 0.009259
( AA-518-MIA-JFK , empty ), 0.001263
( AA-518-MIA-JFK , 06:54 AM ), 0.009259
( AA-518-MIA-JFK , 06:40 AM ), 0.008838
( AA-518-MIA-JFK , 06:0 AM ), 0.000421
( AA-3804-PHL-ORD , 03:43 PM ), 0.011364
( AA-3804-PHL-ORD , 04:05 PM ), 0.011364
( AA-3804-PHL-ORD , 02:44 PM ), 0.010522
( AA-3804-PHL-ORD , empty ), 0.001263
( AA-3804-PHL-ORD , 02:35 PM ), 0.010943
( AA-2525-DFW-MIA , 11:06 AM ), 0.010943
( AA-2525-DFW-MIA , 11:0 AM ), 0.000421
( AA-2525-DFW-MIA , 11:10 AM ), 0.010101
( AA-2525-DFW-MIA , 11:10 M ), 0.000421
( AA-2525-DFW-MIA , 07:39 AM ), 0.010522
( AA-2525-DFW-MIA , empty ), 0.000421
( AA-2525-DFW-MIA , 07:25 AM ), 0.010943
( CO-1694-LAX-IAH , 12:21 AM ), 0.021465
( CO-1694-LAX-IAH , 12:12 AM ), 0.000421
( CO-1694-LAX-IAH , 07:15 PM ), 0.021465
( CO-1694-LAX-IAH , 07:15P M ), 0.000421
( AA-3859-IAH-ORD , 09:32 AM ), 0.010101
( AA-3859-IAH-ORD , empty ), 0.001684
( AA-3859-IAH-ORD , 093:2 AM ), 0.000421
( AA-3859-IAH-ORD , 09:40 AM ), 0.010943
( AA-3859-IAH-ORD , 07:16 AM ), 0.011364
( AA-3859-IAH-ORD , 07:10 AM ), 0.010943
( AA-3468-CVG-MIA , 09:45 AM ), 0.010101
( AA-3468-CVG-MIA , empty ), 0.001263
( AA-3468-CVG-MIA , 09:45A M ), 0.000421
( AA-3468-CVG-MIA , 09:4 5AM ), 0.000421
( AA-3468-CVG-MIA , 09:55 AM ), 0.010522
( AA-3468-CVG-MIA , 90:55 AM ), 0.000421
( AA-3468-CVG-MIA , 9:55 AM ), 0.000421
( AA-3468-CVG-MIA , 07:25 AM ), 0.010522
( AA-3468-CVG-MIA , 0:725 AM ), 0.000421
( AA-3468-CVG-MIA , 07:00 AM ), 0.010943
( UA-2708-EWR-CLT , 04:44 PM ), 0.007576
( UA-2708-EWR-CLT , empty ), 0.000421
( UA-2708-EWR-CLT , 04:44P M ), 0.000421
( UA-2708-EWR-CLT , 04:53 PM ), 0.007997
( UA-2708-EWR-CLT , 04:5 3PM ), 0.000421
( UA-2708-EWR-CLT , 02:55 PM ), 0.016414
( UA-2708-EWR-CLT , 02:5 PM ), 0.000421
( UA-2726-FLL-PHL , 06:28 PM ), 0.008838
( UA-2726-FLL-PHL , empty ), 0.000842
( UA-2726-FLL-PHL , 06:46 PM ), 0.009259
( UA-2726-FLL-PHL , 60:46 PM ), 0.000421
( UA-2726-FLL-PHL , 04:00 PM ), 0.019360
( AA-431-MIA-SFO , 11:44 AM ), 0.010943
( AA-431-MIA-SFO , empty ), 0.002525
( AA-431-MIA-SFO , 11:50 AM ), 0.010943
( AA-431-MIA-SFO , 08:51 AM ), 0.010101
( AA-431-MIA-SFO , 08:35 AM ), 0.010522
( AA-431-MIA-SFO , y08:35 AM ), 0.000421
( UA-37-EDI-EWR , 12:09 PM ), 0.008418
( UA-37-EDI-EWR , 11:53 AM ), 0.007997
( UA-37-EDI-EWR , empty ), 0.001263
( UA-37-EDI-EWR , 08:52 AM ), 0.008418
( UA-37-EDI-EWR , 09:05 AM ), 0.007576
( AA-3063-SLC-LAX , 09:20 PM ), 0.019360
( AA-3063-SLC-LAX , 09:20s PM ), 0.000421
( AA-3063-SLC-LAX , 0920 PM ), 0.000421
( AA-3063-SLC-LAX , 08:39 PM ), 0.010101
( AA-3063-SLC-LAX , 08:20 PM ), 0.010101
( UA-257-JFK-SFO , 05:42 PM ), 0.010943
( UA-257-JFK-SFO , empty ), 0.001263
( UA-257-JFK-SFO , 06:15 PM ), 0.010943
( UA-257-JFK-SFO , 02:26 PM ), 0.010943
( UA-257-JFK-SFO , 02:30 PM ), 0.011364
( AA-59-JFK-SFO , 11:12 AM ), 0.012205
( AA-59-JFK-SFO , 10:45 AM ), 0.012205
( AA-59-JFK-SFO , 07:39 AM ), 0.011364
( AA-59-JFK-SFO , 07i:39 AM ), 0.000421
( AA-59-JFK-SFO , empty ), 0.000421
( AA-59-JFK-SFO , 07:10 AM ), 0.011785
( AA-59-JFK-SFO , 07:10AM ), 0.000421
( AA-404-MIA-MCO , 07:40 AM ), 0.010943
( AA-404-MIA-MCO , 0:40 AM ), 0.000421
( AA-404-MIA-MCO , 07:45 AM ), 0.010522
( AA-404-MIA-MCO , 07:45 M ), 0.000421
( AA-404-MIA-MCO , 07:45 AcM ), 0.000421
( AA-404-MIA-MCO , 06:57 AM ), 0.011364
( AA-404-MIA-MCO , 06:45 AM ), 0.010943
( AA-404-MIA-MCO , empty ), 0.000421
( UA-2830-MCO-CLT , 05:17 PM ), 0.008838
( UA-2830-MCO-CLT , 05:05 PM ), 0.008838
( UA-2830-MCO-CLT , 03:27 PM ), 0.016835
( UA-2830-MCO-CLT , empty ), 0.000842
( AA-643-MIA-ORD , 09:31 AM ), 0.010101
( AA-643-MIA-ORD , empty ), 0.000842
( AA-643-MIA-ORD , 09:31 M ), 0.000421
( AA-643-MIA-ORD , 09:35 AM ), 0.010522
( AA-643-MIA-ORD , 07:30 AM ), 0.010522
( AA-643-MIA-ORD , 07:0 AM ), 0.000421
( AA-643-MIA-ORD , 07:10 AM ), 0.010943
( CO-50-CLE-EWR , 05:26 PM ), 0.007997
( CO-50-CLE-EWR , 05:26 PqM ), 0.000421
( CO-50-CLE-EWR , empty ), 0.000842
( CO-50-CLE-EWR , 04:49 PM ), 0.008418
( CO-50-CLE-EWR , 03:31 PM ), 0.008838
( CO-50-CLE-EWR , 02:55 PM ), 0.008838
( CO-63-EWR-IAH , 08:03 PM ), 0.008418
( CO-63-EWR-IAH , empty ), 0.001263
( CO-63-EWR-IAH , 08:22 PM ), 0.008838
( CO-63-EWR-IAH , 05:22 PM ), 0.007576
( CO-63-EWR-IAH , 05:22k PM ), 0.000421
( CO-63-EWR-IAH , 05i:22 PM ), 0.000421
( CO-63-EWR-IAH , 05:2b2 PM ), 0.000421
( CO-63-EWR-IAH , 05:25 PM ), 0.007997
( UA-382-IAD-LAX , 03:21 PM ), 0.009259
( UA-382-IAD-LAX , empty ), 0.001263
( UA-382-IAD-LAX , 03:2m1 PM ), 0.000421
( UA-382-IAD-LAX , 03:19 PM ), 0.009259
( UA-382-IAD-LAX , 0:19 PM ), 0.000421
( UA-382-IAD-LAX , 12:35 PM ), 0.010101
( UA-382-IAD-LAX , 12:30 PM ), 0.008838
( UA-382-IAD-LAX , 1x2:30 PM ), 0.000421
( UA-382-IAD-LAX , 1:30 PM ), 0.000421
( AA-4277-CVG-JFK , 01:43 PM ), 0.010943
( AA-4277-CVG-JFK , 02:15 PM ), 0.009680
( AA-4277-CVG-JFK , empty ), 0.000842
( AA-4277-CVG-JFK , 0i2:15 PM ), 0.000421
( AA-4277-CVG-JFK , 20:15 PM ), 0.000421
( AA-4277-CVG-JFK , 12:10 PM ), 0.021044
( AA-4277-CVG-JFK , 12:10 tPM ), 0.000421
( CO-1250-MIA-IAH , 04:59 PM ), 0.009259
( CO-1250-MIA-IAH , 04:48 PM ), 0.008838
( CO-1250-MIA-IAH , 04:48 M ), 0.000421
( CO-1250-MIA-IAH , 03:01 PM ), 0.009259
( CO-1250-MIA-IAH , 02:53 PM ), 0.009259
( CO-52-IAH-LAX , 09:14 AM ), 0.007576
( CO-52-IAH-LAX , 09s:14 AM ), 0.000421
( CO-52-IAH-LAX , empty ), 0.000842
( CO-52-IAH-LAX , 09:21 AM ), 0.007997
( CO-52-IAH-LAX , 07:29 AM ), 0.008418
( CO-52-IAH-LAX , 07:35 AM ), 0.008418
( AA-3979-CVG-ORD , 08:06 AM ), 0.010522
( AA-3979-CVG-ORD , empty ), 0.001263
( AA-3979-CVG-ORD , 08:00 AM ), 0.010522
( AA-3979-CVG-ORD , 08:04 AM ), 0.010101
( AA-3979-CVG-ORD , 08:04c AM ), 0.000421
( AA-3979-CVG-ORD , 07:30 AM ), 0.010943
( UA-3515-IAD-MSP , 09:56 AM ), 0.008418
( UA-3515-IAD-MSP , 10:06 AM ), 0.008418
( UA-3515-IAD-MSP , 08:12 AM ), 0.008418
( UA-3515-IAD-MSP , 08:15 AM ), 0.007997
( UA-3515-IAD-MSP , 0815 AM ), 0.000421
( AA-2050-ORD-MIA , 02g:46 PM ), 0.000421
( AA-2050-ORD-MIA , 02:46 PM ), 0.011364
( AA-2050-ORD-MIA , 02:45 PM ), 0.011364
( AA-2050-ORD-MIA , 0:245 PM ), 0.000421
( AA-2050-ORD-MIA , 11:05 AM ), 0.011364
( AA-2050-ORD-MIA , 11:05A M ), 0.000421
( AA-2050-ORD-MIA , 10:40 AM ), 0.011785
( UA-3099-PHX-PHL , 05:38 PM ), 0.009680
( UA-3099-PHX-PHL , 06:17 PM ), 0.009259
( UA-3099-PHX-PHL , empty ), 0.000842
( UA-3099-PHX-PHL , 11:55 AM ), 0.018519
( UA-3099-PHX-PHL , 11:55 M ), 0.000421
( AA-466-IAH-MIA , 09:05 AM ), 0.010943
( AA-466-IAH-MIA , 9:05 AM ), 0.000421
( AA-466-IAH-MIA , 09:20 AM ), 0.010943
( AA-466-IAH-MIA , empty ), 0.000842
( AA-466-IAH-MIA , 06:08 AM ), 0.011364
( AA-466-IAH-MIA , 06:00 AM ), 0.010522
( AA-466-IAH-MIA , 06:00f AM ), 0.000421
( UA-37-EWR-MCO , 04:17 PM ), 0.015993
( UA-37-EWR-MCO , empty ), 0.000842
( UA-37-EWR-MCO , 04:1 PM ), 0.000421
( UA-37-EWR-MCO , 04:1 7PM ), 0.000421
( UA-37-EWR-MCO , 01:48 PM ), 0.008838
( UA-37-EWR-MCO , 01:29 PM ), 0.008838
( AA-1434-DFW-MCO , 10:36 AM ), 0.010943
( AA-1434-DFW-MCO , 10:35 AM ), 0.010522
( AA-1434-DFW-MCO , 1035 AM ), 0.000421
( AA-1434-DFW-MCO , 07:21 AM ), 0.010522
( AA-1434-DFW-MCO , 07:21AM ), 0.000421
( AA-1434-DFW-MCO , 07:15 AM ), 0.010522
( AA-1434-DFW-MCO , empty ), 0.000421
( UA-62-IAH-EWR , 07:10 PM ), 0.008418
( UA-62-IAH-EWR , 07:03 PM ), 0.008418
( UA-62-IAH-EWR , 02:48 PM ), 0.008418
( UA-62-IAH-EWR , 02:30 PM ), 0.008418
( AA-1165-JFK-MIA , 10:04 AM ), 0.000421
( AA-1165-JFK-MIA , 100:4 AM ), 0.000842
( AA-1165-JFK-MIA , 1a0:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:40 AM ), 0.000842
( AA-1165-JFK-MIA , 1004 AM ), 0.000421
( AA-1165-JFK-MIA , 10:04o AM ), 0.000421
( AA-1165-JFK-MIA , 1:004 AM ), 0.001263
( AA-1165-JFK-MIA , 10:4 AM ), 0.000842
( AA-1165-JFK-MIA , 10:04 MA ), 0.000842
( AA-1165-JFK-MIA , 10x:04 AM ), 0.000421
( AA-1165-JFK-MIA , 01:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:0 AM ), 0.000421
( AA-1165-JFK-MIA , 0:04 AM ), 0.000842
( AA-1165-JFK-MIA , 10:04r AM ), 0.000421
( AA-1165-JFK-MIA , 10:04 AjM ), 0.000421
( AA-1165-JFK-MIA , 10h:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:i04 AM ), 0.000421
( AA-1165-JFK-MIA , 1p0:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:34 AM ), 0.009680
( AA-1165-JFK-MIA , empty ), 0.001263
( AA-1165-JFK-MIA , 07:22 AM ), 0.000842
( AA-1165-JFK-MIA , n07:22 AM ), 0.000421
( AA-1165-JFK-MIA , 07:22 MA ), 0.000421
( AA-1165-JFK-MIA , 0:722 AM ), 0.001263
( AA-1165-JFK-MIA , 07:2z2 AM ), 0.000421
( AA-1165-JFK-MIA , c07:22 AM ), 0.000421
( AA-1165-JFK-MIA , 0722 AM ), 0.000421
( AA-1165-JFK-MIA , 07:2b2 AM ), 0.000421
( AA-1165-JFK-MIA , 07:2 AM ), 0.000421
( AA-1165-JFK-MIA , 07:l22 AM ), 0.000421
( AA-1165-JFK-MIA , 0:22 AM ), 0.000842
( AA-1165-JFK-MIA , 07:22A M ), 0.000421
