没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_0.25/dirty_flights_mix_0.25.csv
Running Horizon with dirty file: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_0.25/dirty_flights_mix_0.25.csv
( AA-1165-JFK-MIA , 10:04 AM ), 0.010522
( CO-1088-CLE-IAH , 10:54 AM ), 0.008418
( CO-1088-CLE-IAH , 08:40 AM ), 0.016835
( UA-3099-PHX-PHL , 05:38 PM ), 0.009680
( UA-3099-PHX-PHL , 06:17 PM ), 0.009680
( UA-3099-PHX-PHL , empty ), 0.000421
( UA-3099-PHX-PHL , 11:55 AM ), 0.018939
( UA-1500-IAH-GUA , 11:56 AM ), 0.007155
( UA-1500-IAH-GUA , 11:45 AM ), 0.007155
( UA-1500-IAH-GUA , 09:16 AM ), 0.007155
( UA-1500-IAH-GUA , 08:55 AM ), 0.007155
( UA-858-PVG-SFO , 08:02 AM ), 0.007576
( UA-858-PVG-SFO , 08:27 AM ), 0.007576
( UA-858-PVG-SFO , 01:32 PM ), 0.007576
( UA-858-PVG-SFO , 01:45 PM ), 0.007576
( AA-4307-ORD-DTW , 08:53 PM ), 0.011364
( AA-4307-ORD-DTW , 08:53 MP ), 0.000421
( AA-4307-ORD-DTW , 09:10 PM ), 0.011785
( AA-4307-ORD-DTW , 06:55 PM ), 0.011785
( AA-4307-ORD-DTW , 06:45 PM ), 0.011785
( AA-4344-ORD-DTW , 02:10 PM ), 0.009259
( AA-4344-ORD-DTW , 02:1a0 PM ), 0.000421
( AA-4344-ORD-DTW , 02:00 PM ), 0.009680
( AA-4344-ORD-DTW , 12:13 PM ), 0.009680
( AA-4344-ORD-DTW , 11:45 AM ), 0.009680
( CO-58-DEN-IAH , 03:31 PM ), 0.008418
( CO-58-DEN-IAH , 02:50 PM ), 0.008418
( CO-58-DEN-IAH , 11:32 AM ), 0.008418
( CO-58-DEN-IAH , 11:25 AM ), 0.008418
( AA-616-DFW-DTW , 01:27 PM ), 0.010943
( AA-616-DFW-DTW , 12:35 PM ), 0.010943
( AA-616-DFW-DTW , 10:10 AM ), 0.010943
( AA-616-DFW-DTW , 09:05 AM ), 0.010943
( UA-5487-SFO-MRY , 11:21 AM ), 0.007576
( UA-5487-SFO-MRY , 11:19 AM ), 0.007576
( UA-5487-SFO-MRY , 10:33 AM ), 0.007576
( UA-5487-SFO-MRY , 10:39 AM ), 0.007576
( CO-1023-IAH-DEN , 01:14 PM ), 0.009259
( CO-1023-IAH-DEN , 01:17 PM ), 0.007155
( CO-1023-IAH-DEN , 01:17 PvM ), 0.000421
( CO-1023-IAH-DEN , 01:17 MP ), 0.000421
( CO-1023-IAH-DEN , 01:17 tPM ), 0.000421
( CO-1023-IAH-DEN , 01:17u PM ), 0.000421
( CO-1023-IAH-DEN , 1:17 PM ), 0.000421
( CO-1023-IAH-DEN , 11:56 AM ), 0.009259
( CO-1023-IAH-DEN , 11:40 AM ), 0.009259
( AA-1886-BOS-MIA , 01:40 PM ), 0.007997
( AA-1886-BOS-MIA , 02:20 PM ), 0.007576
( AA-1886-BOS-MIA , 02:i20 PM ), 0.000421
( AA-1886-BOS-MIA , 10:55 AM ), 0.007997
( AA-1886-BOS-MIA , 10:45 AM ), 0.007997
( UA-3925-IAD-ORF , 09:43 AM ), 0.011364
( UA-3925-IAD-ORF , 09:54 AM ), 0.011364
( UA-3925-IAD-ORF , 08:42 AM ), 0.011364
( UA-3925-IAD-ORF , 08:41 AM ), 0.011364
( AA-431-MIA-SFO , 11:44 AM ), 0.011364
( AA-431-MIA-SFO , 11:50 AM ), 0.011364
( AA-431-MIA-SFO , 08:51 AM ), 0.011364
( AA-431-MIA-SFO , 08:35 AM ), 0.011364
( AA-1221-MCO-ORD , 09:53 PM ), 0.011785
( AA-1221-MCO-ORD , 09:45 PM ), 0.011785
( AA-1221-MCO-ORD , 08:23 PM ), 0.011785
( AA-1221-MCO-ORD , 08:00 PM ), 0.010943
( AA-1221-MCO-ORD , 080:0 PM ), 0.000421
( AA-1221-MCO-ORD , 08:00P M ), 0.000421
( CO-4888-IAH-DAL , 06:40 PM ), 0.018519
( CO-4888-IAH-DAL , 05:30 PM ), 0.018519
( AA-466-IAH-MIA , 09:05 AM ), 0.011364
( AA-466-IAH-MIA , 09:20 AM ), 0.011364
( AA-466-IAH-MIA , 06:08 AM ), 0.011364
( AA-466-IAH-MIA , 06:00 AM ), 0.011364
( UA-6273-YYC-SFO , 08:45 AM ), 0.008418
( UA-6273-YYC-SFO , 08:4d5 AM ), 0.000421
( UA-6273-YYC-SFO , 09:43 AM ), 0.008838
( UA-6273-YYC-SFO , 07:27 AM ), 0.008838
( UA-6273-YYC-SFO , 07:35 AM ), 0.008418
( UA-6273-YYC-SFO , 073:5 AM ), 0.000421
( AA-204-LAX-MCO , 06:55 AM ), 0.020623
( AA-204-LAX-MCO , 0655 AM ), 0.000421
( AA-204-LAX-MCO , 11:25 PM ), 0.020202
( AA-204-LAX-MCO , 1:125 PM ), 0.000421
( AA-204-LAX-MCO , empty ), 0.000421
( AA-4198-ORD-CLE , 12:50 PM ), 0.010101
( AA-4198-ORD-CLE , empty ), 0.000421
( AA-4198-ORD-CLE , 12:55 PM ), 0.010522
( AA-4198-ORD-CLE , 10:54 AM ), 0.010522
( AA-4198-ORD-CLE , 10:40 AM ), 0.010522
( AA-2525-DFW-MIA , 11:06 AM ), 0.010943
( AA-2525-DFW-MIA , 11:10 AM ), 0.010943
( AA-2525-DFW-MIA , 07:39 AM ), 0.010943
( AA-2525-DFW-MIA , 07:25 AM ), 0.010943
( CO-16-LAX-EWR , 06:34 PM ), 0.008838
( CO-16-LAX-EWR , 06:44 PM ), 0.008838
( CO-16-LAX-EWR , 10:20 AM ), 0.008418
( CO-16-LAX-EWR , 10:20 MA ), 0.000421
( CO-16-LAX-EWR , 10:25 AM ), 0.008418
( CO-16-LAX-EWR , empty ), 0.000421
( UA-843-LAX-ORD , 07:58 PM ), 0.008838
( UA-843-LAX-ORD , 07:53 PM ), 0.008838
( UA-843-LAX-ORD , 02:10 PM ), 0.008838
( UA-843-LAX-ORD , 01:55 PM ), 0.008838
( AA-3809-PHX-LAX , 06:19 AM ), 0.011364
( AA-3809-PHX-LAX , 06:40 AM ), 0.011364
( AA-3809-PHX-LAX , 06:10 AM ), 0.011364
( AA-3809-PHX-LAX , 06:00 AM ), 0.011364
( AA-4330-CVG-ORD , 03:33 PM ), 0.009680
( AA-4330-CVG-ORD , 04:00 PM ), 0.009259
( AA-4330-CVG-ORD , 04:00PM ), 0.000421
( AA-4330-CVG-ORD , 03:36 PM ), 0.009680
( AA-4330-CVG-ORD , 03:35 PM ), 0.009680
( UA-3373-IAD-PHL , 09:13 AM ), 0.009680
( UA-3373-IAD-PHL , 09:24 AM ), 0.009680
( UA-3373-IAD-PHL , 08:26 AM ), 0.009680
( UA-3373-IAD-PHL , 08:29 AM ), 0.009680
( AA-1434-DFW-MCO , 10:36 AM ), 0.010943
( AA-1434-DFW-MCO , 10:35 AM ), 0.010522
( AA-1434-DFW-MCO , 10:v35 AM ), 0.000421
( AA-1434-DFW-MCO , 07:21 AM ), 0.010943
( AA-1434-DFW-MCO , 07:15 AM ), 0.010522
( AA-1434-DFW-MCO , empty ), 0.000421
( CO-1193-EWR-MCO , 12:09 PM ), 0.010943
( CO-1193-EWR-MCO , 12:18 PM ), 0.010943
( CO-1193-EWR-MCO , 09:14 AM ), 0.010943
( CO-1193-EWR-MCO , 09:15 AM ), 0.010943
( AA-3756-ORD-SLC , 02:50 PM ), 0.010943
( AA-3756-ORD-SLC , 02:45 PM ), 0.010943
( AA-3756-ORD-SLC , 12:41 PM ), 0.010522
( AA-3756-ORD-SLC , 12:41 sPM ), 0.000421
( AA-3756-ORD-SLC , 12:15 PM ), 0.010943
( UA-37-EDI-EWR , 12:09 PM ), 0.008418
( UA-37-EDI-EWR , 11:53 AM ), 0.008418
( UA-37-EDI-EWR , 08:52 AM ), 0.008418
( UA-37-EDI-EWR , 09:05 AM ), 0.008418
( UA-414-LAX-SFO , 07:17 AM ), 0.009259
( UA-414-LAX-SFO , 07:17A M ), 0.000421
( UA-414-LAX-SFO , 07:23 AM ), 0.009680
( UA-414-LAX-SFO , 05:56 AM ), 0.009680
( UA-414-LAX-SFO , 06:00 AM ), 0.009680
( AA-3823-LAX-DEN , 12:15 AM ), 0.021886
( AA-3823-LAX-DEN , 09:00 PM ), 0.021886
( UA-938-DEN-ORD , 07:36 PM ), 0.009680
( UA-938-DEN-ORD , 07:35 PM ), 0.009680
( UA-938-DEN-ORD , 04:15 PM ), 0.009680
( UA-938-DEN-ORD , 04:16 PM ), 0.009680
( AA-4277-CVG-JFK , 01:43 PM ), 0.010943
( AA-4277-CVG-JFK , 02:15 PM ), 0.010943
( AA-4277-CVG-JFK , 12:10 PM ), 0.021886
( CO-62-IAH-EWR , 07:10 PM ), 0.008838
( CO-62-IAH-EWR , 07:03 PM ), 0.008838
( CO-62-IAH-EWR , 02:48 PM ), 0.008838
( CO-62-IAH-EWR , 02:30 PM ), 0.008838
( AA-2050-ORD-MIA , 02:46 PM ), 0.011785
( AA-2050-ORD-MIA , 02:45 PM ), 0.011785
( AA-2050-ORD-MIA , 11:05 AM ), 0.011364
( AA-2050-ORD-MIA , 11:a05 AM ), 0.000421
( AA-2050-ORD-MIA , 10:40 AM ), 0.011785
( AA-643-MIA-ORD , 09:31 AM ), 0.010943
( AA-643-MIA-ORD , 09:35 AM ), 0.010943
( AA-643-MIA-ORD , 07:30 AM ), 0.010943
( AA-643-MIA-ORD , 07:10 AM ), 0.010943
( UA-2726-FLL-PHL , 06:28 PM ), 0.009680
( UA-2726-FLL-PHL , 06:46 PM ), 0.009680
( UA-2726-FLL-PHL , 04:00 PM ), 0.019360
( AA-3859-IAH-ORD , 09:32 AM ), 0.010943
( AA-3859-IAH-ORD , 09:m32 AM ), 0.000421
( AA-3859-IAH-ORD , 09:40 AM ), 0.010943
( AA-3859-IAH-ORD , 094:0 AM ), 0.000421
( AA-3859-IAH-ORD , 07:16 AM ), 0.011364
( AA-3859-IAH-ORD , 07:10 AM ), 0.010943
( AA-3859-IAH-ORD , 0:10 AM ), 0.000421
( AA-1007-MIA-PHX , 07:55 PM ), 0.006313
( AA-1007-MIA-PHX , 07q:55 PM ), 0.000421
( AA-1007-MIA-PHX , 7:55 PM ), 0.000421
( AA-1007-MIA-PHX , 07:55 PM*** ), 0.000421
( AA-1007-MIA-PHX , 07:55PM ), 0.000421
( AA-1007-MIA-PHX , 07:55 MP ), 0.000842
( AA-1007-MIA-PHX , 08:05 PM ), 0.008418
( AA-1007-MIA-PHX , empty ), 0.000421
( AA-1007-MIA-PHX , 05:08 PM ), 0.006734
( AA-1007-MIA-PHX , 05:08 MP ), 0.000842
( AA-1007-MIA-PHX , 0508 PM ), 0.000421
( AA-1007-MIA-PHX , 5:08 PM ), 0.000421
( AA-1007-MIA-PHX , 050:8 PM ), 0.000421
( AA-1007-MIA-PHX , 04:55 PM ), 0.008838
( AA-3804-PHL-ORD , 03:43 PM ), 0.011364
( AA-3804-PHL-ORD , 04:05 PM ), 0.010943
( AA-3804-PHL-ORD , 04:5 PM ), 0.000421
( AA-3804-PHL-ORD , 02:44 PM ), 0.011364
( AA-3804-PHL-ORD , 02:35 PM ), 0.011364
( AA-3468-CVG-MIA , 09:45 AM ), 0.011364
( AA-3468-CVG-MIA , 09:55 AM ), 0.011364
( AA-3468-CVG-MIA , 07:25 AM ), 0.010943
( AA-3468-CVG-MIA , empty ), 0.000421
( AA-3468-CVG-MIA , 07:00 AM ), 0.011364
( AA-404-MIA-MCO , 07:40 AM ), 0.011364
( AA-404-MIA-MCO , 07:45 AM ), 0.011364
( AA-404-MIA-MCO , 06:57 AM ), 0.011364
( AA-404-MIA-MCO , 06:45 AM ), 0.011364
( UA-37-EWR-MCO , 04:17 PM ), 0.017256
( UA-37-EWR-MCO , empty ), 0.000421
( UA-37-EWR-MCO , 01:48 PM ), 0.008838
( UA-37-EWR-MCO , 01:29 PM ), 0.008838
( AA-271-MIA-LAX , 02:27 PM ), 0.010522
( AA-271-MIA-LAX , 02:25 PM ), 0.010101
( AA-271-MIA-LAX , 0225 PM ), 0.000421
( AA-271-MIA-LAX , 11:52 AM ), 0.010522
( AA-271-MIA-LAX , 11:35 AM ), 0.010522
( AA-1733-ORD-PHX , 10:30 PM ), 0.022727
( AA-1733-ORD-PHX , 07:58 PM ), 0.010943
( AA-1733-ORD-PHX , empty ), 0.000421
( AA-1733-ORD-PHX , 07:45 PM ), 0.011364
( AA-518-MIA-JFK , 09:28 AM ), 0.009680
( AA-518-MIA-JFK , 09:25 AM ), 0.009680
( AA-518-MIA-JFK , 06:54 AM ), 0.009680
( AA-518-MIA-JFK , 06:40 AM ), 0.009680
( CO-63-EWR-IAH , 08:03 PM ), 0.008838
( CO-63-EWR-IAH , 08:22 PM ), 0.008418
( CO-63-EWR-IAH , 08:22 zPM ), 0.000421
( CO-63-EWR-IAH , 05:22 PM ), 0.008838
( CO-63-EWR-IAH , 05:25 PM ), 0.008838
( AA-415-BOS-ORD , 10:16 AM ), 0.009259
( AA-415-BOS-ORD , 10:40 AM ), 0.009259
( AA-415-BOS-ORD , 08:56 AM ), 0.009259
( AA-415-BOS-ORD , 08:35 AM ), 0.009259
( UA-854-SFO-IAH , 01:30 PM ), 0.008838
( UA-854-SFO-IAH , 01:39 PM ), 0.008838
( UA-854-SFO-IAH , 07:49 AM ), 0.008838
( UA-854-SFO-IAH , 07:53 AM ), 0.008838
( AA-2268-PHX-ORD , 11:06 AM ), 0.010943
( AA-2268-PHX-ORD , 11:35 AM ), 0.010943
( AA-2268-PHX-ORD , 07:22 AM ), 0.010943
( AA-2268-PHX-ORD , 07:15 AM ), 0.010943
( UA-2830-MCO-CLT , 05:17 PM ), 0.008838
( UA-2830-MCO-CLT , 05:05 PM ), 0.008838
( UA-2830-MCO-CLT , 03:27 PM ), 0.017677
( CO-1090-BOS-IAH , 01:19 PM ), 0.008838
( CO-1090-BOS-IAH , 01:16 PM ), 0.008418
( CO-1090-BOS-IAH , empty ), 0.000421
( CO-1090-BOS-IAH , 10:19 AM ), 0.008838
( CO-1090-BOS-IAH , 09:45 AM ), 0.008838
( AA-789-ORD-DEN , 03:13 PM ), 0.011785
( AA-789-ORD-DEN , 02:35 PM ), 0.011785
( AA-789-ORD-DEN , 01:19 PM ), 0.010943
( AA-789-ORD-DEN , empty ), 0.000421
( AA-789-ORD-DEN , 01:1 PM ), 0.000421
( AA-789-ORD-DEN , 01:05 PM ), 0.011785
( CO-89-IAH-EWR , 10:27 AM ), 0.008418
( CO-89-IAH-EWR , 10:20 AM ), 0.008418
( CO-89-IAH-EWR , 06:02 AM ), 0.008418
( CO-89-IAH-EWR , 06:00 AM ), 0.008418
( AA-3842-MSP-ORD , 07:51 AM ), 0.011364
( AA-3842-MSP-ORD , 07:30 AM ), 0.010943
( AA-3842-MSP-ORD , empty ), 0.000421
( AA-3842-MSP-ORD , 06:56 AM ), 0.011364
( AA-3842-MSP-ORD , 06:00 AM ), 0.011364
( AA-3979-CVG-ORD , 08:06 AM ), 0.010522
( AA-3979-CVG-ORD , empty ), 0.000421
( AA-3979-CVG-ORD , 08:00 AM ), 0.010522
( AA-3979-CVG-ORD , 08:0 0AM ), 0.000421
( AA-3979-CVG-ORD , 08:04 AM ), 0.010943
( AA-3979-CVG-ORD , 07:30 AM ), 0.010943
( AA-2957-DFW-CVG , 11:01 AM ), 0.010522
( AA-2957-DFW-CVG , 11:05 AM ), 0.010522
( AA-2957-DFW-CVG , 08:04 AM ), 0.010522
( AA-2957-DFW-CVG , 07:55 AM ), 0.010522
( AA-3786-IAH-ORD , 06:15 PM ), 0.011785
( AA-3786-IAH-ORD , 06:40 PM ), 0.011785
( AA-3786-IAH-ORD , 04:12 PM ), 0.011785
( AA-3786-IAH-ORD , 04:00 PM ), 0.011785
( UA-2945-PHL-CLT , 01:15 PM ), 0.010101
( UA-2945-PHL-CLT , 01:45 PM ), 0.010101
( UA-2945-PHL-CLT , 03:11 AM ), 0.010101
( UA-2945-PHL-CLT , 12:00 AM ), 0.010101
( AA-3063-SLC-LAX , 09:20 PM ), 0.020202
( AA-3063-SLC-LAX , 08:39 PM ), 0.010101
( AA-3063-SLC-LAX , 08:20 PM ), 0.010101
( AA-484-DFW-MIA , 07:39 PM ), 0.010943
( AA-484-DFW-MIA , 07:55 PM ), 0.010943
( AA-484-DFW-MIA , 04:29 PM ), 0.010943
( AA-484-DFW-MIA , 04:15 PM ), 0.010943
( UA-2314-ATL-PHL , 04:47 PM ), 0.008838
( UA-2314-ATL-PHL , 05:00 PM ), 0.008838
( UA-2314-ATL-PHL , 02:55 PM ), 0.017677
( CO-50-CLE-EWR , 05:26 PM ), 0.008838
( CO-50-CLE-EWR , 04:49 PM ), 0.008838
( CO-50-CLE-EWR , 03:31 PM ), 0.008418
( CO-50-CLE-EWR , 03:z31 PM ), 0.000421
( CO-50-CLE-EWR , 02:55 PM ), 0.008838
( CO-47-IAH-LAX , 09:52 PM ), 0.008838
( CO-47-IAH-LAX , 08:56 PM ), 0.008418
( CO-47-IAH-LAX , 08:56 MP ), 0.000421
( CO-47-IAH-LAX , 08:25 PM ), 0.008838
( CO-47-IAH-LAX , 07:10 PM ), 0.008418
( CO-47-IAH-LAX , empty ), 0.000421
( CO-1694-LAX-IAH , 12:21 AM ), 0.021886
( CO-1694-LAX-IAH , 07:15 PM ), 0.021886
( CO-52-IAH-LAX , 09:14 AM ), 0.008418
( CO-52-IAH-LAX , 09:21 AM ), 0.008418
( CO-52-IAH-LAX , 07:29 AM ), 0.008418
( CO-52-IAH-LAX , 07:35 AM ), 0.008418
( AA-400-DFW-JFK , 03:04 PM ), 0.009680
( AA-400-DFW-JFK , 3:04 PM ), 0.000421
( AA-400-DFW-JFK , 02:59 PM ), 0.010101
( AA-400-DFW-JFK , 11:01 AM ), 0.010101
( AA-400-DFW-JFK , 10:40 AM ), 0.010101
( UA-828-SFO-ORD , 05:11 AM ), 0.019781
( UA-828-SFO-ORD , 0b5:11 AM ), 0.000421
( UA-828-SFO-ORD , 11:08 PM ), 0.020202
( AA-222-LAX-BOS , 03:14 PM ), 0.010101
( AA-222-LAX-BOS , 03:30 PM ), 0.010101
( AA-222-LAX-BOS , 07:31 AM ), 0.010101
( AA-222-LAX-BOS , 07:10 AM ), 0.010101
( AA-1664-MIA-ATL , 11:56 AM ), 0.010943
( AA-1664-MIA-ATL , 12:10 PM ), 0.010943
( AA-1664-MIA-ATL , 10:18 AM ), 0.010943
( AA-1664-MIA-ATL , 10:15 AM ), 0.010943
( UA-2515-DFW-CLT , 10:47 AM ), 0.008838
( UA-2515-DFW-CLT , 10:31 AM ), 0.008838
( UA-2515-DFW-CLT , 07:05 AM ), 0.017677
( UA-3515-IAD-MSP , 09:56 AM ), 0.008418
( UA-3515-IAD-MSP , 10:06 AM ), 0.008418
( UA-3515-IAD-MSP , 08:12 AM ), 0.008418
( UA-3515-IAD-MSP , 08:15 AM ), 0.008418
( CO-1250-MIA-IAH , 04:59 PM ), 0.009259
( CO-1250-MIA-IAH , 04:48 PM ), 0.009259
( CO-1250-MIA-IAH , 03:01 PM ), 0.009259
( CO-1250-MIA-IAH , 02:53 PM ), 0.009259
( AA-59-JFK-SFO , 11:12 AM ), 0.011785
( AA-59-JFK-SFO , 11:12 MA ), 0.000421
( AA-59-JFK-SFO , 10:45 AM ), 0.011785
( AA-59-JFK-SFO , empty ), 0.000421
( AA-59-JFK-SFO , 07:39 AM ), 0.012205
( AA-59-JFK-SFO , 07:10 AM ), 0.012205
( UA-664-ORD-PHL , 04:23 PM ), 0.012205
( UA-664-ORD-PHL , 04:31 PM ), 0.012205
( UA-664-ORD-PHL , 01:31 PM ), 0.012205
( UA-664-ORD-PHL , 01:33 PM ), 0.012205
( UA-2704-DTW-PHX , 02:00 PM ), 0.008418
( UA-2704-DTW-PHX , empty ), 0.000421
( UA-2704-DTW-PHX , 01:40 PM ), 0.008838
( UA-2704-DTW-PHX , 11:15 AM ), 0.017677
( UA-62-IAH-EWR , 07:10 PM ), 0.008418
( UA-62-IAH-EWR , 07:03 PM ), 0.008418
( UA-62-IAH-EWR , 02:48 PM ), 0.008418
( UA-62-IAH-EWR , 02:30 PM ), 0.008418
( CO-45-EWR-MIA , 06:36 PM ), 0.008838
( CO-45-EWR-MIA , 06:36 PwM ), 0.000421
( CO-45-EWR-MIA , 07:05 PM ), 0.009259
( CO-45-EWR-MIA , 03:58 PM ), 0.009259
( CO-45-EWR-MIA , 04:00 PM ), 0.009259
( AA-1522-SFO-ORD , 05:50 AM ), 0.019360
( AA-1522-SFO-ORD , 11:55 PM ), 0.019360
( CO-1561-PHX-IAH , 11:32 AM ), 0.008838
( CO-1561-PHX-IAH , 11:35 AM ), 0.008838
( CO-1561-PHX-IAH , 08:00 AM ), 0.008838
( CO-1561-PHX-IAH , 08:05 AM ), 0.008838
( AA-446-DFW-PHL , 04:09 PM ), 0.010943
( AA-446-DFW-PHL , 03:50 PM ), 0.010943
( AA-446-DFW-PHL , 12:12 PM ), 0.010943
( AA-446-DFW-PHL , 11:50 AM ), 0.010943
( AA-85-JFK-SFO , 06:43 PM ), 0.010943
( AA-85-JFK-SFO , 06:30 PM ), 0.010943
( AA-85-JFK-SFO , 03:36 PM ), 0.010522
( AA-85-JFK-SFO , 03:36 MP ), 0.000421
( AA-85-JFK-SFO , 03:05 PM ), 0.010943
( CO-1614-LAX-IAH , 05:26 AM ), 0.009259
( CO-1614-LAX-IAH , 05:35 AM ), 0.009259
( CO-1614-LAX-IAH , 12:41 AM ), 0.008838
( CO-1614-LAX-IAH , e12:41 AM ), 0.000421
( CO-1614-LAX-IAH , 12:30 AM ), 0.009259
( AA-2312-DFW-DTW , 11:50 PM ), 0.022727
( AA-2312-DFW-DTW , 08:25 PM ), 0.022727
( AA-1279-DFW-PHX , 03:30 PM ), 0.010522
( AA-1279-DFW-PHX , 02:35 PM ), 0.010522
( AA-1279-DFW-PHX , 02:04 PM ), 0.010522
( AA-1279-DFW-PHX , 01:00 PM ), 0.010522
( UA-2906-PHL-MCO , 06:38 PM ), 0.010101
( UA-2906-PHL-MCO , 06:23 PM ), 0.010101
( UA-2906-PHL-MCO , 04:28 PM ), 0.010101
( UA-2906-PHL-MCO , 03:50 PM ), 0.010101
( AA-649-ORD-SNA , 03:50 PM ), 0.018519
( AA-649-ORD-SNA , 01:30 PM ), 0.018519
( UA-382-IAD-LAX , 03:21 PM ), 0.010101
( UA-382-IAD-LAX , empty ), 0.000421
( UA-382-IAD-LAX , 03:19 PM ), 0.009680
( UA-382-IAD-LAX , 12:35 PM ), 0.010101
( UA-382-IAD-LAX , 12:30 PM ), 0.010101
( UA-3050-PHX-CLT , 05:05 PM ), 0.010522
( UA-3050-PHX-CLT , 04:57 PM ), 0.010522
( UA-3050-PHX-CLT , 11:30 AM ), 0.010522
( UA-3050-PHX-CLT , 11:05 AM ), 0.010522
( UA-248-PHX-ORD , 05:34 PM ), 0.008418
( UA-248-PHX-ORD , 05:15 PM ), 0.008418
( UA-248-PHX-ORD , 01:32 PM ), 0.008418
( UA-248-PHX-ORD , 12:57 PM ), 0.008418
( UA-257-JFK-SFO , 05:42 PM ), 0.011364
( UA-257-JFK-SFO , 06:15 PM ), 0.011364
( UA-257-JFK-SFO , 02:26 PM ), 0.010943
( UA-257-JFK-SFO , empty ), 0.000421
( UA-257-JFK-SFO , 02:30 PM ), 0.010943
( UA-257-JFK-SFO , 2:30 PM ), 0.000421
( AA-1640-MIA-MCO , 07:25 PM ), 0.023569
( AA-1640-MIA-MCO , 06:30 PM ), 0.023569
( 01:30 PM , 01:30 PM ), 0.009259
( 12:29 AM , 12:29 AM ), 0.011364
( 09:45 AM , 10:19 AM ), 0.008838
( 01:40 PM , 02:00 PM ), 0.008418
( 01:40 PM , empty ), 0.000421
( 10:30 PM , 10:30 PM ), 0.011364
( 05:05 PM , 05:17 PM ), 0.008838
( 05:11 AM , 05:11 AM ), 0.009680
( 06:15 PM , 05:42 PM ), 0.011364
( 02:50 PM , 03:31 PM ), 0.008418
( 09:20 PM , 09:20 PM ), 0.010101
( 07:25 PM , 07:25 PM ), 0.011785
( 06:55 AM , 06:55 AM ), 0.010101
( 06:55 AM , 0655 AM ), 0.000421
( 12:15 AM , 12:15 AM ), 0.010943
( 04:17 PM , 04:17 PM ), 0.008418
( 04:17 PM , empty ), 0.000421
( 03:30 PM , 03:14 PM ), 0.010101
( empty , 03:21 PM ), 0.000421
( empty , 11:12 AM ), 0.000421
( empty , 07:51 AM ), 0.000421
( empty , 07q:55 PM ), 0.000421
( empty , 01:19 PM ), 0.000421
( empty , 10:20 AM ), 0.000421
( empty , 11:25 PM ), 0.000421
( empty , 07:22 AM ), 0.000421
( empty , 07:21 AM ), 0.000421
( empty , 08:25 PM ), 0.000421
