没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1.75/dirty_flights_mix_1.75.csv
Running Horizon with dirty file: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1.75/dirty_flights_mix_1.75.csv
( CO-4888-IAH-DAL , 06:40 PM ), 0.018098
( CO-1090-BOS-IAH , 01:16PM ), 0.000421
( CO-1090-BOS-IAH , 01:6 PM ), 0.000421
( CO-1090-BOS-IAH , 01n:16 PM ), 0.000421
( CO-1090-BOS-IAH , 01:1v6 PM ), 0.000421
( CO-1090-BOS-IAH , 0c1:16 PM ), 0.000421
( CO-1090-BOS-IAH , 0:116 PM ), 0.000421
( CO-1090-BOS-IAH , 01:1r6 PM ), 0.000421
( CO-1090-BOS-IAH , 01:16 qPM ), 0.000421
( CO-1090-BOS-IAH , 01:61 PM ), 0.000421
( CO-1090-BOS-IAH , 10:19 AM ), 0.008838
( CO-1090-BOS-IAH , 09:45 AM ), 0.008838
( CO-45-EWR-MIA , 06:36 PM ), 0.008838
( CO-45-EWR-MIA , empty ), 0.001263
( CO-45-EWR-MIA , 07:05 PM ), 0.008838
( CO-45-EWR-MIA , 07:05 MP ), 0.000421
( CO-45-EWR-MIA , 03:58 PM ), 0.009259
( CO-45-EWR-MIA , 04:00 PM ), 0.008418
( AA-4198-ORD-CLE , 12:50 PM ), 0.010522
( AA-4198-ORD-CLE , 12:55 PM ), 0.009680
( AA-4198-ORD-CLE , empty ), 0.001263
( AA-4198-ORD-CLE , 10:54 AM ), 0.010101
( AA-4198-ORD-CLE , 10:f54 AM ), 0.000421
( AA-4198-ORD-CLE , 10:40 AM ), 0.010101
( AA-3786-IAH-ORD , 06:15 PM ), 0.011785
( AA-3786-IAH-ORD , 06:40 PM ), 0.011364
( AA-3786-IAH-ORD , 06:40 MP ), 0.000421
( AA-3786-IAH-ORD , 04:12 PM ), 0.011364
( AA-3786-IAH-ORD , empty ), 0.000421
( AA-3786-IAH-ORD , 04:00 PM ), 0.011364
( AA-3786-IAH-ORD , 04:00 jPM ), 0.000421
( AA-4330-CVG-ORD , 03:33 PM ), 0.009680
( AA-4330-CVG-ORD , 04:00 PM ), 0.008838
( AA-4330-CVG-ORD , empty ), 0.000842
( AA-4330-CVG-ORD , 4:00 PM ), 0.000421
( AA-4330-CVG-ORD , 03:36 PM ), 0.009680
( AA-4330-CVG-ORD , 03:35 PM ), 0.008838
( AA-4330-CVG-ORD , 03:35 MP ), 0.000421
( UA-2704-DTW-PHX , 02:00 PM ), 0.008838
( UA-2704-DTW-PHX , 01:40 PM ), 0.007997
( UA-2704-DTW-PHX , 10:40 PM ), 0.000421
( UA-2704-DTW-PHX , empty ), 0.001684
( UA-2704-DTW-PHX , 11:15 AM ), 0.015993
( UA-2704-DTW-PHX , 11:15 MA ), 0.000421
( AA-649-ORD-SNA , 03:50 PM ), 0.018519
( AA-649-ORD-SNA , 01:30 PM ), 0.018098
( AA-649-ORD-SNA , empty ), 0.000421
( AA-85-JFK-SFO , 06:43 PM ), 0.010943
( AA-85-JFK-SFO , 06:30 PM ), 0.010943
( AA-85-JFK-SFO , 03:36 PM ), 0.010943
( AA-85-JFK-SFO , 03:05 PM ), 0.010522
( AA-85-JFK-SFO , 03:0 PM ), 0.000421
( AA-1544-SAN-ORD , 04:56 PM ), 0.009259
( AA-1544-SAN-ORD , 05:25 PM ), 0.008838
( AA-1544-SAN-ORD , empty ), 0.001263
( AA-1544-SAN-ORD , 11:40 AM ), 0.008838
( AA-1544-SAN-ORD , 11:25 AM ), 0.008838
( AA-222-LAX-BOS , 03:14 PM ), 0.010101
( AA-222-LAX-BOS , 03:30 PM ), 0.009680
( AA-222-LAX-BOS , empty ), 0.000842
( AA-222-LAX-BOS , 07:31 AM ), 0.009259
( AA-222-LAX-BOS , 07:31 AoM ), 0.000421
( AA-222-LAX-BOS , 07:10 AM ), 0.010101
( AA-4344-ORD-DTW , 02:10 PM ), 0.009680
( AA-4344-ORD-DTW , 02:00 PM ), 0.009259
( AA-4344-ORD-DTW , 02:00P M ), 0.000421
( AA-4344-ORD-DTW , 12:13 PM ), 0.008838
( AA-4344-ORD-DTW , 2:13 PM ), 0.000421
( AA-4344-ORD-DTW , 12:3 PM ), 0.000421
( AA-4344-ORD-DTW , 11:45 AM ), 0.009680
( AA-4307-ORD-DTW , 08:53 PM ), 0.011364
( AA-4307-ORD-DTW , 8:53 PM ), 0.000421
( AA-4307-ORD-DTW , 09:10 PM ), 0.011364
( AA-4307-ORD-DTW , 0:10 PM ), 0.000421
( AA-4307-ORD-DTW , 06:55 PM ), 0.010522
( AA-4307-ORD-DTW , empty ), 0.000842
( AA-4307-ORD-DTW , 06:5 PM ), 0.000421
( AA-4307-ORD-DTW , 06:45 PM ), 0.011785
( UA-248-PHX-ORD , 05:34 PM ), 0.008418
( UA-248-PHX-ORD , 05:15 PM ), 0.007997
( UA-248-PHX-ORD , empty ), 0.000842
( UA-248-PHX-ORD , 01:32 PM ), 0.008418
( UA-248-PHX-ORD , 12:57 PM ), 0.007155
( UA-248-PHX-ORD , 12:5 PM ), 0.000421
( UA-248-PHX-ORD , 12:z57 PM ), 0.000421
( UA-6273-YYC-SFO , 08:45 AM ), 0.008838
( UA-6273-YYC-SFO , 09:43 AM ), 0.008418
( UA-6273-YYC-SFO , 09:43 AgM ), 0.000421
( UA-6273-YYC-SFO , 07:27 AM ), 0.007576
( UA-6273-YYC-SFO , d07:27 AM ), 0.000421
( UA-6273-YYC-SFO , 0:27 AM ), 0.000421
( UA-6273-YYC-SFO , empty ), 0.000842
( UA-6273-YYC-SFO , 07:35 AM ), 0.008418
( AA-789-ORD-DEN , 03:13 PM ), 0.011785
( AA-789-ORD-DEN , 02:35 PM ), 0.010943
( AA-789-ORD-DEN , empty ), 0.000842
( AA-789-ORD-DEN , 0:35 PM ), 0.000421
( AA-789-ORD-DEN , 01:19 PM ), 0.010943
( AA-789-ORD-DEN , 1:19 PM ), 0.000421
( AA-789-ORD-DEN , 0:119 PM ), 0.000421
( AA-789-ORD-DEN , 01:05 PM ), 0.011364
( CO-89-IAH-EWR , 10:27 AM ), 0.008418
( CO-89-IAH-EWR , 10:20 AM ), 0.008418
( CO-89-IAH-EWR , 06:02 AM ), 0.007997
( CO-89-IAH-EWR , empty ), 0.000842
( CO-89-IAH-EWR , 06:00 AM ), 0.007997
( AA-3809-PHX-LAX , 06:19 AM ), 0.009680
( AA-3809-PHX-LAX , 06:m19 AM ), 0.000421
( AA-3809-PHX-LAX , empty ), 0.002104
( AA-3809-PHX-LAX , 06:1b9 AM ), 0.000421
( AA-3809-PHX-LAX , 06:40 AM ), 0.010101
( AA-3809-PHX-LAX , 0:640 AM ), 0.000421
( AA-3809-PHX-LAX , 06:10 AM ), 0.010943
( AA-3809-PHX-LAX , 06:10AM ), 0.000421
( AA-3809-PHX-LAX , 06:00 AM ), 0.010943
( AA-415-BOS-ORD , 10:16 AM ), 0.008838
( AA-415-BOS-ORD , 10:h16 AM ), 0.000421
( AA-415-BOS-ORD , 10:40 AM ), 0.009259
( AA-415-BOS-ORD , 08:56 AM ), 0.008838
( AA-415-BOS-ORD , empty ), 0.000421
( AA-415-BOS-ORD , 08:35 AM ), 0.008838
( AA-415-BOS-ORD , 0835 AM ), 0.000421
( AA-271-MIA-LAX , 02:27 PM ), 0.010101
( AA-271-MIA-LAX , empty ), 0.000421
( AA-271-MIA-LAX , 02:25 PM ), 0.010522
( AA-271-MIA-LAX , 11:52 AM ), 0.010522
( AA-271-MIA-LAX , 11:35 AM ), 0.010101
( AA-271-MIA-LAX , 11:3 AM ), 0.000421
( AA-1522-SFO-ORD , 05:50 AM ), 0.018519
( AA-1522-SFO-ORD , 0:550 AM ), 0.000421
( AA-1522-SFO-ORD , 50:50 AM ), 0.000421
( AA-1522-SFO-ORD , 11:55 PM ), 0.018519
( AA-1522-SFO-ORD , 11:55 PM*** ), 0.000421
( AA-1522-SFO-ORD , empty ), 0.000421
( UA-3050-PHX-CLT , 05:05 PM ), 0.010522
( UA-3050-PHX-CLT , 04:57 PM ), 0.010101
( UA-3050-PHX-CLT , empty ), 0.000842
( UA-3050-PHX-CLT , 11:30 AM ), 0.010522
( UA-3050-PHX-CLT , 11:05 AM ), 0.010101
( AA-2268-PHX-ORD , 11:06 AM ), 0.010943
( AA-2268-PHX-ORD , 11:35 AM ), 0.010943
( AA-2268-PHX-ORD , empty ), 0.000842
( AA-2268-PHX-ORD , 07:r22 AM ), 0.000421
( AA-2268-PHX-ORD , 07a:22 AM ), 0.000421
( AA-2268-PHX-ORD , 07:22 AM ), 0.009680
( AA-2268-PHX-ORD , 07:15 AM ), 0.010101
( AA-2268-PHX-ORD , 07:1 5AM ), 0.000421
( CO-47-IAH-LAX , 09:52 PM ), 0.008418
( CO-47-IAH-LAX , empty ), 0.000421
( CO-47-IAH-LAX , 08:56 PM ), 0.008838
( CO-47-IAH-LAX , 08:25 PM ), 0.008418
( CO-47-IAH-LAX , 08:l25 PM ), 0.000421
( CO-47-IAH-LAX , 07:10 PM ), 0.008838
( AA-400-DFW-JFK , 03:04 PM ), 0.010101
( AA-400-DFW-JFK , 02:59 PM ), 0.009259
( AA-400-DFW-JFK , empty ), 0.001263
( AA-400-DFW-JFK , 11:01 AM ), 0.009259
( AA-400-DFW-JFK , 1:101 AM ), 0.000421
( AA-400-DFW-JFK , 11:01 AM*** ), 0.000421
( AA-400-DFW-JFK , 10:40 AM ), 0.009680
( UA-37-EWR-MCO , 04:17 PM ), 0.016414
( UA-37-EWR-MCO , 40:17 PM ), 0.000421
( UA-37-EWR-MCO , 04:17P M ), 0.000421
( UA-37-EWR-MCO , empty ), 0.000421
( UA-37-EWR-MCO , 01:48 PM ), 0.008838
( UA-37-EWR-MCO , 01:29 PM ), 0.008838
( UA-3373-IAD-PHL , 09:13 AM ), 0.009680
( UA-3373-IAD-PHL , 09:24 AM ), 0.008838
( UA-3373-IAD-PHL , empty ), 0.000842
( UA-3373-IAD-PHL , 08:26 AM ), 0.009680
( UA-3373-IAD-PHL , 08:29 AM ), 0.009680
( AA-2050-ORD-MIA , 02:46 PM ), 0.010943
( AA-2050-ORD-MIA , empty ), 0.001263
( AA-2050-ORD-MIA , 0:246 PM ), 0.000421
( AA-2050-ORD-MIA , 02:45 PM ), 0.011364
( AA-2050-ORD-MIA , 11:05 AM ), 0.010943
( AA-2050-ORD-MIA , 1:05 AM ), 0.000421
( AA-2050-ORD-MIA , 10:40 AM ), 0.011785
( UA-3925-IAD-ORF , 09:43 AM ), 0.010522
( UA-3925-IAD-ORF , 09:3 AM ), 0.000421
( UA-3925-IAD-ORF , 0m9:43 AM ), 0.000421
( UA-3925-IAD-ORF , 09:54 AM ), 0.010522
( UA-3925-IAD-ORF , empty ), 0.001263
( UA-3925-IAD-ORF , 08:42 AM ), 0.010943
( UA-3925-IAD-ORF , 08:4 2AM ), 0.000421
( UA-3925-IAD-ORF , 08:41 AM ), 0.010522
( UA-3925-IAD-ORF , 08:41 AxM ), 0.000421
( UA-233-LAX-JFK , 12:29 AM ), 0.021886
( UA-233-LAX-JFK , 1229 AM ), 0.000421
( UA-233-LAX-JFK , 12:2 AM ), 0.000421
( UA-233-LAX-JFK , 04:25 PM ), 0.022727
( UA-2945-PHL-CLT , 01:15 PM ), 0.008418
( UA-2945-PHL-CLT , empty ), 0.001263
( UA-2945-PHL-CLT , 10:15 PM ), 0.000421
( UA-2945-PHL-CLT , 01o:15 PM ), 0.000421
( UA-2945-PHL-CLT , x01:15 PM ), 0.000421
( UA-2945-PHL-CLT , 01:45 PM ), 0.009259
( UA-2945-PHL-CLT , 30:11 AM ), 0.000421
( UA-2945-PHL-CLT , 03:11 AM ), 0.009680
( UA-2945-PHL-CLT , 12:00 AM ), 0.010101
( AA-3804-PHL-ORD , 03:43 PM ), 0.010522
( AA-3804-PHL-ORD , empty ), 0.001263
( AA-3804-PHL-ORD , 04:05 PM ), 0.010943
( AA-3804-PHL-ORD , 04:5 PM ), 0.000421
( AA-3804-PHL-ORD , 02:44 PM ), 0.011364
( AA-3804-PHL-ORD , 02:35 PM ), 0.010943
( CO-58-DEN-IAH , 03:31 PM ), 0.008418
( CO-58-DEN-IAH , 02:50 MP ), 0.000421
( CO-58-DEN-IAH , 02:50 PM ), 0.007997
( CO-58-DEN-IAH , 11:32 AM ), 0.008418
( CO-58-DEN-IAH , 11:25 AM ), 0.008418
( AA-1917-JFK-MCO , 05:43 PM ), 0.010101
( AA-1917-JFK-MCO , empty ), 0.001263
( AA-1917-JFK-MCO , 05:55 PM ), 0.009680
( AA-1917-JFK-MCO , 05:5f5 PM ), 0.000421
( AA-1917-JFK-MCO , 03:27 PM ), 0.010101
( AA-1917-JFK-MCO , 02:55 PM ), 0.010522
( CO-62-IAH-EWR , 07:10 PM ), 0.007997
( CO-62-IAH-EWR , 07o:10 PM ), 0.000421
( CO-62-IAH-EWR , 7:10 PM ), 0.000421
( CO-62-IAH-EWR , 07:03 PM ), 0.008838
( CO-62-IAH-EWR , 02:48 PM ), 0.008838
( CO-62-IAH-EWR , 02:30 PM ), 0.007576
( CO-62-IAH-EWR , empty ), 0.001263
( UA-2314-ATL-PHL , 04:47 PM ), 0.008838
( UA-2314-ATL-PHL , 05:00 PM ), 0.008838
( UA-2314-ATL-PHL , 02:55 PM ), 0.016835
( UA-2314-ATL-PHL , empty ), 0.000842
( UA-397-JFK-SFO , 11:58 AM ), 0.007997
( UA-397-JFK-SFO , empty ), 0.002104
( UA-397-JFK-SFO , 11:55 AM ), 0.009259
( UA-397-JFK-SFO , 08:29 AM ), 0.008418
( UA-397-JFK-SFO , 08:00 AM ), 0.008838
( UA-397-JFK-SFO , 08:00 AqM ), 0.000421
( AA-2312-DFW-DTW , 11:50 PM ), 0.021044
( AA-2312-DFW-DTW , 1z1:50 PM ), 0.000421
( AA-2312-DFW-DTW , empty ), 0.000842
( AA-2312-DFW-DTW , 11:50 M ), 0.000421
( AA-2312-DFW-DTW , 08:25 PM ), 0.021886
( AA-2312-DFW-DTW , 08:25PM ), 0.000421
( AA-2312-DFW-DTW , 0i8:25 PM ), 0.000421
( AA-1640-MIA-MCO , 07:25 PM ), 0.022306
( AA-1640-MIA-MCO , empty ), 0.001263
( AA-1640-MIA-MCO , 07:52 PM ), 0.000421
( AA-1640-MIA-MCO , 0m7:25 PM ), 0.000421
( AA-1640-MIA-MCO , 06:30 PM ), 0.022306
( AA-1640-MIA-MCO , 063:0 PM ), 0.000421
( AA-1733-ORD-PHX , 10:30 PM ), 0.020623
( AA-1733-ORD-PHX , 1:30 PM ), 0.000421
( AA-1733-ORD-PHX , empty ), 0.001263
( AA-1733-ORD-PHX , 10:30b PM ), 0.000421
( AA-1733-ORD-PHX , 10c:30 PM ), 0.000421
( AA-1733-ORD-PHX , 07:58 PM ), 0.011364
( AA-1733-ORD-PHX , 07:45 PM ), 0.010943
( AA-616-DFW-DTW , 01:27 PM ), 0.010943
( AA-616-DFW-DTW , 12:35 PM ), 0.010522
( AA-616-DFW-DTW , empty ), 0.001263
( AA-616-DFW-DTW , 10:10 AM ), 0.010522
( AA-616-DFW-DTW , 09:05 AM ), 0.009680
( AA-616-DFW-DTW , 090:5 AM ), 0.000421
( AA-616-DFW-DTW , 0905 AM ), 0.000421
( UA-37-EDI-EWR , 12:09 PM ), 0.008418
( UA-37-EDI-EWR , 11:53 AM ), 0.008418
( UA-37-EDI-EWR , 08:52 AM ), 0.008418
( UA-37-EDI-EWR , 09:05 AM ), 0.007997
( UA-37-EDI-EWR , 09g:05 AM ), 0.000421
( CO-1193-EWR-MCO , 12:09 PM ), 0.010522
( CO-1193-EWR-MCO , empty ), 0.000421
( CO-1193-EWR-MCO , 12:1t8 PM ), 0.000421
( CO-1193-EWR-MCO , 12:18 PM ), 0.010522
( CO-1193-EWR-MCO , 09:14 AM ), 0.010943
( CO-1193-EWR-MCO , 09:15 AM ), 0.010943
( AA-1279-DFW-PHX , 03:30 PM ), 0.010101
( AA-1279-DFW-PHX , 03:30s PM ), 0.000421
( AA-1279-DFW-PHX , 02:35 PM ), 0.010522
( AA-1279-DFW-PHX , 02:04 PM ), 0.010522
( AA-1279-DFW-PHX , 01:00 PM ), 0.010101
( AA-1279-DFW-PHX , 01:0 0PM ), 0.000421
( AA-3756-ORD-SLC , 02:50 PM ), 0.010101
( AA-3756-ORD-SLC , 2:50 PM ), 0.000421
( AA-3756-ORD-SLC , 02:5 PM ), 0.000421
( AA-3756-ORD-SLC , 02:45 PM ), 0.009680
( AA-3756-ORD-SLC , 02:45P M ), 0.000421
( AA-3756-ORD-SLC , 02:4q5 PM ), 0.000421
( AA-3756-ORD-SLC , 02:45 MP ), 0.000421
( AA-3756-ORD-SLC , 12:41 PM ), 0.010522
( AA-3756-ORD-SLC , empty ), 0.000421
( AA-3756-ORD-SLC , 12:15 PM ), 0.010522
( AA-3756-ORD-SLC , 1215 PM ), 0.000421
( UA-664-ORD-PHL , 04:23 PM ), 0.011364
( UA-664-ORD-PHL , empty ), 0.001684
( UA-664-ORD-PHL , 04:31 PM ), 0.012205
( UA-664-ORD-PHL , 01:31 PM ), 0.011364
( UA-664-ORD-PHL , 01:33 PM ), 0.012205
( CO-1023-IAH-DEN , 01:14 PM ), 0.009259
( CO-1023-IAH-DEN , 01:17 PM ), 0.000421
( CO-1023-IAH-DEN , 011:7 PM ), 0.001684
( CO-1023-IAH-DEN , 01:17 xPM ), 0.000421
( CO-1023-IAH-DEN , 01:q17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17P M ), 0.000842
( CO-1023-IAH-DEN , d01:17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:1g7 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17PM ), 0.000421
( CO-1023-IAH-DEN , t01:17 PM ), 0.000421
( CO-1023-IAH-DEN , empty ), 0.000421
( CO-1023-IAH-DEN , 10:17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:1s7 PM ), 0.000421
( CO-1023-IAH-DEN , 0:117 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17 aPM ), 0.000421
( CO-1023-IAH-DEN , 01:7 PM ), 0.000421
( CO-1023-IAH-DEN , 01i:17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:l17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:1 7PM ), 0.000421
( CO-1023-IAH-DEN , 11:56 AM ), 0.009259
( CO-1023-IAH-DEN , 11:40 AM ), 0.009259
( AA-3468-CVG-MIA , 09:45 AM ), 0.010943
( AA-3468-CVG-MIA , empty ), 0.000842
( AA-3468-CVG-MIA , 09:55 AM ), 0.010943
( AA-3468-CVG-MIA , 09:55 pAM ), 0.000421
( AA-3468-CVG-MIA , 07:25 AM ), 0.010101
( AA-3468-CVG-MIA , 7:25 AM ), 0.000421
( AA-3468-CVG-MIA , 70:25 AM ), 0.000421
( AA-3468-CVG-MIA , 07:00 AM ), 0.011364
( AA-3063-SLC-LAX , 09:20 PM ), 0.019781
( AA-3063-SLC-LAX , 09:20 MP ), 0.000421
( AA-3063-SLC-LAX , 08:39 PM ), 0.010101
( AA-3063-SLC-LAX , 08:20 PM ), 0.009259
( AA-3063-SLC-LAX , c08:20 PM ), 0.000421
( AA-3063-SLC-LAX , 08y:20 PM ), 0.000421
( AA-466-IAH-MIA , 09:05 AM ), 0.011364
( AA-466-IAH-MIA , 09:20 AM ), 0.010943
( AA-466-IAH-MIA , 09:20 M ), 0.000421
