没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.5/dirty_hospitals_mix_0.5.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.5/dirty_hospitals_mix_0.5.csv
( coosa valley medical center , 2562495000 ), 0.018000
( wedowee hospital , 209 north main street ), 0.024000
( wedowee hospital , government - local ), 0.024000
( wedowee hospital , wedowee ), 0.024000
( wedowee hospital , al ), 0.024000
( g h lanier memorial hospital , 3347561400 ), 0.025000
( g h lanier memorial hospital , 36854 ), 0.025000
( g h lanier memorial hospital , 10025 ), 0.025000
( g h lanier memorial hospital , 4800 48th st ), 0.025000
( g h lanier memorial hospital , voluntary non-profit - other ), 0.025000
( g h lanier memorial hospital , valley ), 0.025000
( g h lanier memorial hospital , al ), 0.023000
( g h lanier memorial hospital , empty ), 0.002000
( mizell mmeorial hospital , empty ), 0.001000
( mizell mmeorial hospital , 36467 ), 0.001000
( mizell mmeorial hospital , 10007 ), 0.001000
( mizell mmeorial hospital , 702 n main st ), 0.001000
( mizell mmeorial hospital , voluntary non-profit - private ), 0.001000
( mizell mmeorial hospital , opp ), 0.001000
( mizell mmeorial hospital , al ), 0.001000
( georgiana hospital , 3343762205 ), 0.025000
( georgiana hospital , 36033 ), 0.024000
( georgiana hospital , 6033 ), 0.001000
( georgiana hospital , 10047 ), 0.025000
( georgiana hospital , 515 miranda st ), 0.025000
( georgiana hospital , voluntary non-profit - private ), 0.024000
( georgiana hospital , voluntary noon-profit - private ), 0.001000
( georgiana hospital , georgiana ), 0.025000
( georgiana hospital , al ), 0.025000
( yukon kuskokwim delta reg hospital , 9075436300 ), 0.002000
( yukon kuskokwim delta reg hospital , 99559 ), 0.002000
( yukon kuskokwim delta reg hospital , 20018 ), 0.002000
( yukon kuskokwim delta reg hospital , po box 287 ), 0.002000
( yukon kuskokwim delta reg hospital , government - federal ), 0.002000
( yukon kuskokwim delta reg hospital , bethel ), 0.002000
( yukon kuskokwim delta reg hospital , ak ), 0.002000
( empty , 2565938310 ), 0.001000
( empty , 2565718000 ), 0.001000
( empty , 3347742601 ), 0.001000
( empty , 2563572111 ), 0.001000
( empty , 2059325966 ), 0.001000
( empty , 35957 ), 0.001000
( empty , 35976 ), 0.001000
( empty , 36360 ), 0.001000
( empty , 36278 ), 0.001000
( empty , 35555 ), 0.001000
( empty , 10005 ), 0.001000
( empty , 10010 ), 0.001000
( empty , 10021 ), 0.001000
( empty , 10032 ), 0.001000
( empty , 10045 ), 0.001000
( empty , 2505 u s highway 431 north ), 0.001000
( empty , 8000 alabama highway 69 ), 0.001000
( empty , 126 hospital ave ), 0.001000
( empty , 209 north main street ), 0.001000
( empty , 1653 temple avenue north ), 0.001000
( empty , government - hospital district or authority ), 0.003000
( empty , government - local ), 0.001000
( empty , voluntary non-profit - other ), 0.001000
( empty , morgan ), 0.001000
( empty , jefferson ), 0.001000
( empty , dale ), 0.001000
( empty , elmore ), 0.001000
( empty , coffee ), 0.001000
( empty , yes ), 0.005000
( empty , boaz ), 0.001000
( empty , guntersville ), 0.001000
( empty , ozark ), 0.001000
( empty , wedowee ), 0.001000
( empty , fayette ), 0.001000
( empty , ami-1 ), 0.001000
( empty , ami-7a ), 0.001000
( empty , ami-4 ), 0.001000
( empty , pn-4 ), 0.001000
( empty , ami-3 ), 0.001000
( empty , al ), 0.005000
( mizell memorial hospital , 3344933541 ), 0.024000
( mizell memorial hospital , 35233 ), 0.002000
( mizell memorial hospital , 36467 ), 0.022000
( mizell memorial hospital , 10007 ), 0.024000
( mizell memorial hospital , 702 n main st ), 0.024000
( mizell memorial hospital , voluntary non-profit - private ), 0.024000
( mizell memorial hospital , opp ), 0.024000
( mizell memorial hospital , al ), 0.024000
( callahan eye foutndation hospital , 2053258100 ), 0.001000
( callahan eye foutndation hospital , 35233 ), 0.001000
( callahan eye foutndation hospital , 10018 ), 0.001000
( callahan eye foutndation hospital , 1720 university blvd ), 0.001000
( callahan eye foutndation hospital , voluntary non-profit - private ), 0.001000
( callahan eye foutndation hospital , birmingham ), 0.001000
( callahan eye foutndation hospital , al ), 0.001000
( russellville hospital , 2563321611 ), 0.002000
( russellville hospital , 35653 ), 0.002000
( russellville hospital , 10158 ), 0.002000
( russellville hospital , 15155 highway 43 ), 0.002000
( russellville hospital , proprietary ), 0.002000
( russellville hospital , russellville ), 0.002000
( russellville hospital , al ), 0.002000
( hartselle medical center , 2567736511 ), 0.025000
( hartselle medical center , 35640 ), 0.025000
( hartselle medical center , 10009 ), 0.025000
( hartselle medical center , 201 pine street northwest ), 0.025000
( hartselle medical center , proprietary ), 0.025000
( hartselle medical center , hartselle ), 0.024000
( hartselle medical center , empty ), 0.001000
( hartselle medical center , al ), 0.024000
( hartselle medical center , l ), 0.001000
( crenshaw community hospital , 3343353374 ), 0.025000
( crenshaw community hospital , 36049 ), 0.025000
( crenshaw community hospital , 10008 ), 0.025000
( crenshaw community hospital , 101 hospital circle ), 0.025000
( crenshaw community hospital , government - federal ), 0.025000
( crenshaw community hospital , luverne ), 0.025000
( crenshaw community hospital , al ), 0.024000
( crenshaw community hospital , empty ), 0.001000
( baptist medical center south , 3342882100 ), 0.024000
( baptist medical center south , 334882100 ), 0.001000
( baptist medical center south , 36116 ), 0.025000
( baptist medical center south , 10023 ), 0.025000
( baptist medical center south , 2105 east south boulevard ), 0.024000
( baptist medical center south , empty ), 0.001000
( baptist medical center south , voluntary non-profit - church ), 0.025000
( baptist medical center south , montgomery ), 0.025000
( baptist medical center south , al ), 0.025000
( east alabama medical center and snf , 3347493411 ), 0.025000
( east alabama medical center and snf , 36801 ), 0.024000
( east alabama medical center and snf , 36081 ), 0.001000
( east alabama medical center and snf , 10029 ), 0.025000
( east alabama medical center and snf , 2000 pepperell parkway ), 0.025000
( east alabama medical center and snf , government - hospital district or authority ), 0.025000
( east alabama medical center and snf , opelika ), 0.025000
( east alabama medical center and snf , al ), 0.025000
( callahan eye foundation hospital , 2053258100 ), 0.020000
( callahan eye foundation hospital , 2563864556 ), 0.004000
( callahan eye foundation hospital , 2565938310 ), 0.003000
( callahan eye foundation hospital , 2058383122 ), 0.005000
( callahan eye foundation hospital , 3346366221 ), 0.002000
( callahan eye foundation hospital , 35233 ), 0.020000
( callahan eye foundation hospital , 35660 ), 0.004000
( callahan eye foundation hospital , 35957 ), 0.003000
( callahan eye foundation hospital , 35235 ), 0.005000
( callahan eye foundation hospital , 36784 ), 0.002000
( callahan eye foundation hospital , 10018 ), 0.020000
( callahan eye foundation hospital , 10019 ), 0.004000
( callahan eye foundation hospital , 10005 ), 0.003000
( callahan eye foundation hospital , 10011 ), 0.005000
( callahan eye foundation hospital , 10015 ), 0.002000
( callahan eye foundation hospital , 1720 university blvd ), 0.018000
( callahan eye foundation hospital , 1300 south montgomery avenue ), 0.004000
( callahan eye foundation hospital , 2505 u s highway 431 north ), 0.003000
( callahan eye foundation hospital , 50 medical park east drive ), 0.005000
( callahan eye foundation hospital , 33700 highway 43 ), 0.002000
( callahan eye foundation hospital , 1720 universityj blvd ), 0.001000
( callahan eye foundation hospital , 720 university blvd ), 0.001000
( callahan eye foundation hospital , voluntary non-profit - private ), 0.024000
( callahan eye foundation hospital , empty ), 0.001000
( callahan eye foundation hospital , government - hospital district or authority ), 0.007000
( callahan eye foundation hospital , government - federal ), 0.002000
( callahan eye foundation hospital , birmingham ), 0.025000
( callahan eye foundation hospital , sheffield ), 0.004000
( callahan eye foundation hospital , boaz ), 0.003000
( callahan eye foundation hospital , thomasville ), 0.002000
( callahan eye foundation hospital , al ), 0.032000
( callahan eye foundation hospital , l ), 0.001000
( callahan eye foundation hospital , abl ), 0.001000
( university of alabama hospital , 2059344011 ), 0.025000
( university of alabama hospital , 35233 ), 0.024000
( university of alabama hospital , 3233 ), 0.001000
( university of alabama hospital , 10033 ), 0.025000
( university of alabama hospital , 619 south 19th street ), 0.025000
( university of alabama hospital , government - state ), 0.025000
( university of alabama hospital , birmingham ), 0.025000
( university of alabama hospital , al ), 0.025000
( shelby baptist medical center , 2056208100 ), 0.025000
( shelby baptist medical center , 35007 ), 0.025000
( shelby baptist medical center , 10016 ), 0.025000
( shelby baptist medical center , 1000 first street north ), 0.025000
( shelby baptist medical center , voluntary non-profit - church ), 0.025000
( shelby baptist medical center , alabaster ), 0.025000
( shelby baptist medical center , al ), 0.024000
( shelby baptist medical center , empty ), 0.001000
( marion regional medical centre , 2059216200 ), 0.001000
( marion regional medical centre , 35570 ), 0.001000
( marion regional medical centre , 10044 ), 0.001000
( marion regional medical centre , 1256 military street south ), 0.001000
( marion regional medical centre , voluntary non-profit - private ), 0.001000
( marion regional medical centre , hamilton ), 0.001000
( marion regional medical centre , al ), 0.001000
( st vincents hospital , 2059397000 ), 0.005000
( st vincents hospital , 35205 ), 0.005000
( st vincents hospital , 10056 ), 0.005000
( st vincents hospital , 810 st vincents drive ), 0.005000
( st vincents hospital , voluntary non-profit - other ), 0.005000
( st vincents hospital , birmingham ), 0.005000
( st vincents hospital , al ), 0.004000
( st vincents hospital , la ), 0.001000
( decatur general hospital , 2563412000 ), 0.001000
( decatur general hospital , 35609 ), 0.001000
( decatur general hospital , 10085 ), 0.001000
( decatur general hospital , 1201 7th street se ), 0.001000
( decatur general hospital , government - hospital district or authority ), 0.001000
( decatur general hospital , decatur ), 0.001000
( decatur general hospital , al ), 0.001000
( chilton medical center , 2057552500 ), 0.025000
( chilton medical center , 35045 ), 0.025000
( chilton medical center , 10043 ), 0.025000
( chilton medical center , 1010 lay dam road ), 0.025000
( chilton medical center , voluntary non-profit - private ), 0.025000
( chilton medical center , clanton ), 0.025000
( chilton medical center , al ), 0.025000
( st vincents blount , 2052743000 ), 0.020000
( st vincents blount , 35121 ), 0.019000
( st vincents blount , empty ), 0.001000
( st vincents blount , 10050 ), 0.020000
( st vincents blount , 150 gilbreathd rive ), 0.001000
( st vincents blount , 150 gilbreath drive ), 0.019000
( st vincents blount , voluntary non-profit - private ), 0.020000
( st vincents blount , oneonta ), 0.020000
( st vincents blount , al ), 0.020000
( eliza coffee memorial hospital , 2567688400 ), 0.025000
( eliza coffee memorial hospital , 35631 ), 0.024000
( eliza coffee memorial hospital , empty ), 0.001000
( eliza coffee memorial hospital , 10006 ), 0.025000
( eliza coffee memorial hospital , 205 marengo street ), 0.025000
( eliza coffee memorial hospital , voluntary non-profit - other ), 0.025000
( eliza coffee memorial hospital , florence ), 0.025000
( eliza coffee memorial hospital , al ), 0.025000
( callaha eye foundation hospital , 2053258100 ), 0.001000
( callaha eye foundation hospital , 35233 ), 0.001000
( callaha eye foundation hospital , 10018 ), 0.001000
( callaha eye foundation hospital , 1720 university blvd ), 0.001000
( callaha eye foundation hospital , voluntary non-profit - private ), 0.001000
( callaha eye foundation hospital , birmingam ), 0.001000
( callaha eye foundation hospital , al ), 0.001000
( callahan eye founadtion hospital , 2053258100 ), 0.001000
( callahan eye founadtion hospital , 35233 ), 0.001000
( callahan eye founadtion hospital , 10018 ), 0.001000
( callahan eye founadtion hospital , 1720 university blvd ), 0.001000
( callahan eye founadtion hospital , voluntary non-profit - private ), 0.001000
( callahan eye founadtion hospital , birmingham ), 0.001000
( callahan eye founadtion hospital , al ), 0.001000
( cllahan eye foundation hospital , 2053258100 ), 0.001000
( cllahan eye foundation hospital , 35233 ), 0.001000
( cllahan eye foundation hospital , 10018 ), 0.001000
( cllahan eye foundation hospital , 1720 university blvd ), 0.001000
( cllahan eye foundation hospital , voluntary non-profit - private ), 0.001000
( cllahan eye foundation hospital , birmingham ), 0.001000
( cllahan eye foundation hospital , al ), 0.001000
( northwest medical center , 2054877736 ), 0.024000
( northwest medical center , 35594 ), 0.024000
( northwest medical center , 10086 ), 0.024000
( northwest medical center , 1530 u s highway 43 ), 0.023000
( northwest medical center , 1530k u s highway 43 ), 0.001000
( northwest medical center , proprietary ), 0.023000
( northwest medical center , proprietray ), 0.001000
( northwest medical center , winfield ), 0.024000
( northwest medical center , al ), 0.024000
( community hospital inc , 3342836541 ), 0.025000
( community hospital inc , 36078 ), 0.025000
( community hospital inc , 10034 ), 0.025000
( community hospital inc , 805 friendship road ), 0.025000
( community hospital inc , voluntary non-profit - private ), 0.025000
( community hospital inc , tallassee ), 0.024000
( community hospital inc , empty ), 0.001000
( community hospital inc , al ), 0.025000
( andalusia regional hospital , 3342228466 ), 0.024000
( andalusia regional hospital , empty ), 0.001000
( andalusia regional hospital , 36420 ), 0.025000
( andalusia regional hospital , 10036 ), 0.025000
( andalusia regional hospital , 849 south three notch street ), 0.024000
( andalusia regional hospital , 849 south three notch treet ), 0.001000
( andalusia regional hospital , proprietary ), 0.025000
( andalusia regional hospital , andalusia ), 0.025000
( andalusia regional hospital , al ), 0.024000
( andalusia regional hospital , l ), 0.001000
( medical center enterprise , 3343470584 ), 0.024000
( medical center enterprise , empty ), 0.002000
( medical center enterprise , 36330 ), 0.024000
( medical center enterprise , 3630 ), 0.001000
( medical center enterprise , 10049 ), 0.025000
( medical center enterprise , 400 n edwards street ), 0.025000
( medical center enterprise , proprietary ), 0.025000
( medical center enterprise , enterprise ), 0.024000
( medical center enterprise , al ), 0.025000
( marshall medical center south , 2565938310 ), 0.021000
( marshall medical center south , 35957 ), 0.021000
( marshall medical center south , 10005 ), 0.021000
( marshall medical center south , 2505 u s highway 431 north ), 0.021000
( marshall medical center south , government - hospital district or authority ), 0.021000
( marshall medical center south , boaz ), 0.021000
( marshall medical center south , al ), 0.021000
( dale medical center , 3347742601 ), 0.024000
( dale medical center , 36360 ), 0.024000
( dale medical center , 10021 ), 0.024000
( dale medical center , 126 hospital ave ), 0.024000
( dale medical center , government - hospital district or authority ), 0.023000
( dale medical center , empty ), 0.002000
( dale medical center , ozark ), 0.023000
( dale medical center , al ), 0.024000
( jackson hospital & clinic inc , 3342938000 ), 0.025000
( jackson hospital & clinic inc , 36106 ), 0.025000
( jackson hospital & clinic inc , 10024 ), 0.025000
( jackson hospital & clinic inc , 1725 pine street ), 0.025000
( jackson hospital & clinic inc , voluntary non-profit - private ), 0.024000
( jackson hospital & clinic inc , empty ), 0.001000
( jackson hospital & clinic inc , montgomery ), 0.025000
( jackson hospital & clinic inc , al ), 0.024000
( jackson hospital & clinic inc , la ), 0.001000
( univ of south alabama medical center , 2514717110 ), 0.013000
( univ of south alabama medical center , 36617 ), 0.013000
( univ of south alabama medical center , 10087 ), 0.013000
( univ of south alabama medical center , 2451 fillingim street ), 0.013000
( univ of south alabama medical center , government - state ), 0.012000
( univ of south alabama medical center , empty ), 0.001000
( univ of south alabama medical center , mobile ), 0.013000
( univ of south alabama medical center , al ), 0.012000
( univ of south alabama medical center , l ), 0.001000
( prattville baptist hospital , 3343614267 ), 0.020000
( prattville baptist hospital , 36067 ), 0.020000
( prattville baptist hospital , 10108 ), 0.020000
( prattville baptist hospital , 124 s memorial dr ), 0.018000
( prattville baptist hospital , 124 s memoprial dr ), 0.001000
( prattville baptist hospital , 124 sh memorial dr ), 0.001000
( prattville baptist hospital , voluntary non-profit - private ), 0.020000
( prattville baptist hospital , prattville ), 0.020000
( prattville baptist hospital , al ), 0.020000
( stringfellow memorial hospital , 2562358900 ), 0.028000
( stringfellow memorial hospital , 36201 ), 0.028000
( stringfellow memorial hospital , 10038 ), 0.028000
( stringfellow memorial hospital , 301 east 18th st ), 0.027000
( stringfellow memorial hospital , 301 east1 8th st ), 0.001000
( stringfellow memorial hospital , proprietary ), 0.028000
( stringfellow memorial hospital , anniston ), 0.028000
( stringfellow memorial hospital , al ), 0.027000
( stringfellow memorial hospital , empty ), 0.001000
( callahan eyhe foundation hospital , 2053258100 ), 0.001000
( callahan eyhe foundation hospital , 35233 ), 0.001000
( callahan eyhe foundation hospital , 10018 ), 0.001000
( callahan eyhe foundation hospital , 1720 university blvd ), 0.001000
( callahan eyhe foundation hospital , voluntary non-profit - private ), 0.001000
( callahan eyhe foundation hospital , birmingham ), 0.001000
( callahan eyhe foundation hospital , al ), 0.001000
( southeast alabama emdical center , 3347938701 ), 0.001000
( southeast alabama emdical center , 36302 ), 0.001000
( southeast alabama emdical center , 10001 ), 0.001000
( southeast alabama emdical center , 1108 ross clark circle ), 0.001000
( southeast alabama emdical center , government - hospital district or authority ), 0.001000
( southeast alabama emdical center , dothan ), 0.001000
( southeast alabama emdical center , al ), 0.001000
( alaska regional hospital , 9072761131 ), 0.018000
( alaska regional hospital , 99508 ), 0.018000
( alaska regional hospital , 20017 ), 0.018000
( alaska regional hospital , 2801 debarr road ), 0.017000
( alaska regional hospital , 2081 debarr road ), 0.001000
( alaska regional hospital , proprietary ), 0.018000
( alaska regional hospital , anchorage ), 0.018000
( alaska regional hospital , ak ), 0.018000
( marshall medical centernorth , 2565718000 ), 0.001000
( marshall medical centernorth , 35976 ), 0.001000
( marshall medical centernorth , 10010 ), 0.001000
( marshall medical centernorth , 8000 alabama highway 69 ), 0.001000
( marshall medical centernorth , government - hospital district or authority ), 0.001000
( marshall medical centernorth , birmingham ), 0.001000
( marshall medical centernorth , al ), 0.001000
( flowers hospital , 3347935000 ), 0.017000
( flowers hospital , 36305 ), 0.016000
( flowers hospital , 3630g5 ), 0.001000
( flowers hospital , 10055 ), 0.017000
( flowers hospital , 4370 west main street ), 0.017000
( flowers hospital , proprietary ), 0.015000
( flowers hospital , empty ), 0.001000
( flowers hospital , prorpietary ), 0.001000
( flowers hospital , dothan ), 0.017000
( flowers hospital , al ), 0.017000
( st vincents east , 2058383122 ), 0.020000
( st vincents east , 35235 ), 0.020000
( st vincents east , 10011 ), 0.020000
( st vincents east , 50 medical park east drive ), 0.020000
( st vincents east , voluntary non-profit - private ), 0.020000
( st vincents east , birmingham ), 0.019000
( st vincents east , empty ), 0.001000
( st vincents east , al ), 0.020000
( xhuntsville hospital , 2562651000 ), 0.001000
( xhuntsville hospital , 35801 ), 0.001000
( xhuntsville hospital , 10039 ), 0.001000
( xhuntsville hospital , 101 sivley rd ), 0.001000
( xhuntsville hospital , government - hospital district or authority ), 0.001000
( xhuntsville hospital , huntsville ), 0.001000
( xhuntsville hospital , al ), 0.001000
( dekalb regional medical center , 2568453150 ), 0.025000
( dekalb regional medical center , 35968 ), 0.024000
( dekalb regional medical center , empty ), 0.001000
( dekalb regional medical center , 10012 ), 0.025000
( dekalb regional medical center , 200 med center drive ), 0.025000
( dekalb regional medical center , voluntary non-profit - church ), 0.025000
( dekalb regional medical center , fort payne ), 0.025000
( dekalb regional medical center , al ), 0.025000
( helen keller memorial hospital , 2563864556 ), 0.019000
( helen keller memorial hospital , 2563864565 ), 0.001000
( helen keller memorial hospital , 5263864556 ), 0.001000
( helen keller memorial hospital , 35660 ), 0.019000
( helen keller memorial hospital , 35660*** ), 0.001000
( helen keller memorial hospital , 35x660 ), 0.001000
( helen keller memorial hospital , 10019 ), 0.021000
( helen keller memorial hospital , 1300 south montgomery avenue ), 0.021000
( helen keller memorial hospital , government - hospital district or authority ), 0.019000
( helen keller memorial hospital , government - hospital district or auhtority ), 0.001000
( helen keller memorial hospital , government - hospital district or authoritsy ), 0.001000
( helen keller memorial hospital , sheffield ), 0.019000
( helen keller memorial hospital , shefftield ), 0.001000
( helen keller memorial hospital , shefield ), 0.001000
( helen keller memorial hospital , al ), 0.021000
( gadsden regional medical center , 2564944000 ), 0.025000
( gadsden regional medical center , 3a5903 ), 0.001000
( gadsden regional medical center , 35903 ), 0.024000
( gadsden regional medical center , 10040 ), 0.025000
( gadsden regional medical center , 1007 goodyear avenue ), 0.024000
( gadsden regional medical center , empty ), 0.001000
( gadsden regional medical center , proprietary ), 0.025000
( gadsden regional medical center , gadsden ), 0.025000
( gadsden regional medical center , al ), 0.025000
( marshall medical center north , 2565718000 ), 0.023000
( marshall medical center north , 35976 ), 0.022000
( marshall medical center north , 3597t6 ), 0.001000
( marshall medical center north , 10010 ), 0.023000
( marshall medical center north , 8000 alabama highway 69 ), 0.022000
( marshall medical center north , empty ), 0.001000
( marshall medical center north , government - hospital district or authority ), 0.023000
( marshall medical center north , guntersville ), 0.022000
( marshall medical center north , birmingham ), 0.001000
( marshall medical center north , al ), 0.023000
( cullman regional medical center , 2567372000 ), 0.025000
( cullman regional medical center , 35058 ), 0.025000
( cullman regional medical center , 10035 ), 0.025000
( cullman regional medical center , 1912 alabama highway 157 ), 0.025000
( cullman regional medical center , government - hospital district or authority ), 0.025000
( cullman regional medical center , cullman ), 0.025000
( cullman regional medical center , al ), 0.024000
( cullman regional medical center , la ), 0.001000
( riverview regional medical center , 2565435200 ), 0.028000
( riverview regional medical center , 35901 ), 0.028000
( riverview regional medical center , 10046 ), 0.028000
( riverview regional medical center , 600 south third street ), 0.028000
( riverview regional medical center , proprietary ), 0.027000
( riverview regional medical center , poprietary ), 0.001000
( riverview regional medical center , gadsden ), 0.028000
( riverview regional medical center , al ), 0.028000
( marion regional medical center , 2059216200 ), 0.024000
( marion regional medical center , 35570 ), 0.023000
( marion regional medical center , empty ), 0.001000
( marion regional medical center , 10044 ), 0.024000
( marion regional medical center , 1256 military street south ), 0.024000
( marion regional medical center , voluntary non-profit - private ), 0.024000
( marion regional medical center , hamilton ), 0.024000
( marion regional medical center , al ), 0.024000
( nothwest medical center , 2054877736 ), 0.001000
( nothwest medical center , 35594 ), 0.001000
( nothwest medical center , 10086 ), 0.001000
( nothwest medical center , 1530 u s highway 43 ), 0.001000
( nothwest medical center , proprietary ), 0.001000
( nothwest medical center , winfield ), 0.001000
( nothwest medical center , al ), 0.001000
( 36323 , yes ), 0.024000
( 35233 , yes ), 0.049000
( 35233 , no ), 0.002000
( 35968 , yes ), 0.024000
( 99559 , no ), 0.002000
( 36078 , no ), 0.024000
( 36078 , empty ), 0.001000
( 36854 , yes ), 0.025000
( 35121 , yes ), 0.019000
( 3630g5 , yes ), 0.001000
( 35058 , yes ), 0.025000
( 36617 , yes ), 0.013000
( 36081 , yes ), 0.001000
( 36467 , no ), 0.023000
( 35045 , yes ), 0.025000
( 35901 , yes ), 0.026000
( 35901 , empty ), 0.001000
( 35901 , yse ), 0.001000
( 35660 , yes ), 0.021000
( 35660 , yses ), 0.001000
( 35660 , ryes ), 0.001000
( 35x660 , yes ), 0.001000
( 35660*** , yes ), 0.001000
( 35235 , yes ), 0.025000
( 35007 , yes ), 0.024000
( 35007 , eys ), 0.001000
( 36330 , yes ), 0.024000
( 35653 , yes ), 0.002000
( 35960 , yes ), 0.025000
( 35957 , yes ), 0.025000
( 36033 , no ), 0.024000
( 35594 , yes ), 0.025000
( 36201 , yes ), 0.028000
( 6033 , no ), 0.001000
( 99508 , yes ), 0.018000
( 36360 , yes ), 0.025000
( 36278 , no ), 0.025000
( 35570 , yes ), 0.024000
( 3630 , yes ), 0.001000
( 35801 , yes ), 0.028000
( 35631 , yes ), 0.024000
( 35555 , yes ), 0.025000
( 35903 , yes ), 0.024000
( 35640 , yes ), 0.025000
( 36302 , yes ), 0.025000
( 35150 , no ), 0.018000
( 36116 , yes ), 0.025000
( 36420 , no ), 0.025000
( 36106 , yes ), 0.025000
( 36801 , yes ), 0.024000
( 35976 , yes ), 0.023000
( 35976 , eys ), 0.001000
( 36305 , yes ), 0.014000
( 36305 , eys ), 0.001000
( 36305 , es ), 0.001000
( 36784 , yes ), 0.024000
( 36784 , empty ), 0.001000
( 3233 , yes ), 0.001000
( 35609 , yes ), 0.001000
( 3597t6 , yes ), 0.001000
( 35205 , yes ), 0.005000
( 36067 , yes ), 0.020000
( 3a5903 , yes ), 0.001000
( 36049 , yes ), 0.023000
( 36049 , empty ), 0.002000
( 10006 , eliza coffee memorial hospital ), 0.025000
( 10032 , wedowee hospital ), 0.024000
( 10032 , empty ), 0.001000
( 10015 , southwest alabama medical center ), 0.023000
( 10015 , callahan eye foundation hospital ), 0.002000
( 10019 , callahan eye foundation hospital ), 0.004000
( 10019 , helen keller memorial hospital ), 0.021000
( 10158 , russellville hospital ), 0.002000
( 10049 , medical center enterprise ), 0.025000
( 20017 , alaska regional hospital ), 0.018000
( 10025 , g h lanier memorial hospital ), 0.025000
( 10046 , riverview regional medical center ), 0.028000
( 10016 , shelby baptist medical center ), 0.025000
( 10087 , univ of south alabama medical center ), 0.013000
( 10009 , hartselle medical center ), 0.025000
( 10023 , baptist medical center south ), 0.025000
( 10055 , flowers hospital ), 0.017000
( 10027 , elba general hospital ), 0.025000
( 10005 , marshall medical center south ), 0.021000
