没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.75/dirty_hospitals_mix_0.75.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.75/dirty_hospitals_mix_0.75.csv
( hartselle medcial center , 2567736511 ), 0.001000
( marion regional mediacl center , hamilton ), 0.001000
( marion regional mediacl center , al ), 0.001000
( shelby baptist medical center , 2056208100 ), 0.025000
( shelby baptist medical center , 35007 ), 0.025000
( shelby baptist medical center , 10016 ), 0.025000
( shelby baptist medical center , 1000 first street north ), 0.024000
( shelby baptist medical center , 1000 first street nkorth ), 0.001000
( shelby baptist medical center , voluntary non-profit - church ), 0.025000
( shelby baptist medical center , alabaster ), 0.025000
( shelby baptist medical center , al ), 0.025000
( elba general hospital , 3348972257 ), 0.025000
( elba general hospital , 36323 ), 0.025000
( elba general hospital , 10027 ), 0.025000
( elba general hospital , 987 drayton street ), 0.025000
( elba general hospital , voluntary non-profit - other ), 0.025000
( elba general hospital , elba ), 0.025000
( elba general hospital , al ), 0.024000
( elba general hospital , l ), 0.001000
( g h lanier memorial hospital , 3347561400 ), 0.025000
( g h lanier memorial hospital , 36854 ), 0.025000
( g h lanier memorial hospital , 10025 ), 0.025000
( g h lanier memorial hospital , 4800 48th st ), 0.025000
( g h lanier memorial hospital , voluntary non-profit - other ), 0.025000
( g h lanier memorial hospital , valley ), 0.025000
( g h lanier memorial hospital , al ), 0.025000
( st vincents hospital , 2059397000 ), 0.005000
( st vincents hospital , 35205 ), 0.005000
( st vincents hospital , 10056 ), 0.005000
( st vincents hospital , 810 st vincents drive ), 0.005000
( st vincents hospital , voluntary non-profit - other ), 0.005000
( st vincents hospital , birmingham ), 0.005000
( st vincents hospital , al ), 0.005000
( st vincents east , 2058383122 ), 0.015000
( st vincents east , empty ), 0.002000
( st vincents east , 35235 ), 0.015000
( st vincents east , 10011 ), 0.016000
( st vincents east , 50 medical park east drive ), 0.015000
( st vincents east , 05 medical park east drive ), 0.001000
( st vincents east , voluntary non-profit - private ), 0.016000
( st vincents east , birmingham ), 0.016000
( st vincents east , al ), 0.016000
( helen keller memorial hospital , 2563864556 ), 0.014000
( helen keller memorial hospital , 2563864565 ), 0.001000
( helen keller memorial hospital , 2568364556 ), 0.001000
( helen keller memorial hospital , 256386455s6 ), 0.001000
( helen keller memorial hospital , 35660 ), 0.017000
( helen keller memorial hospital , 10019 ), 0.017000
( helen keller memorial hospital , 1300 south montgomery avenue ), 0.017000
( helen keller memorial hospital , government - hospital district or authority ), 0.013000
( helen keller memorial hospital , governmnt - hospital district or authority ), 0.001000
( helen keller memorial hospital , government - hospital distric tor authority ), 0.001000
( helen keller memorial hospital , government - hospital districtor authority ), 0.001000
( helen keller memorial hospital , government - hosiptal district or authority ), 0.001000
( helen keller memorial hospital , sheffield ), 0.013000
( helen keller memorial hospital , empty ), 0.001000
( helen keller memorial hospital , shefield ), 0.001000
( helen keller memorial hospital , sheffiedl ), 0.001000
( helen keller memorial hospital , sheffeld ), 0.001000
( helen keller memorial hospital , al ), 0.014000
( helen keller memorial hospital , ajl ), 0.001000
( helen keller memorial hospital , ual ), 0.001000
( helen keller memorial hospital , cal ), 0.001000
( russellville hospital , 2563321611 ), 0.002000
( russellville hospital , 35653 ), 0.002000
( russellville hospital , 10158 ), 0.002000
( russellville hospital , 15155 highway 43 ), 0.002000
( russellville hospital , proprietary ), 0.002000
( russellville hospital , russellville ), 0.002000
( russellville hospital , al ), 0.002000
( heeln keller memorial hospital , 2563864556 ), 0.001000
( heeln keller memorial hospital , 35660 ), 0.001000
( heeln keller memorial hospital , 10019 ), 0.001000
( heeln keller memorial hospital , 1300 south montgomery avenue ), 0.001000
( heeln keller memorial hospital , government - hospital district or authority ), 0.001000
( heeln keller memorial hospital , sheffield ), 0.001000
( heeln keller memorial hospital , al ), 0.001000
( east alabama medical center and snf , 3347493411 ), 0.024000
( east alabama medical center and snf , empty ), 0.003000
( east alabama medical center and snf , 36801 ), 0.024000
( east alabama medical center and snf , 36810 ), 0.001000
( east alabama medical center and snf , 10029 ), 0.025000
( east alabama medical center and snf , 2000 pepperell parkway ), 0.025000
( east alabama medical center and snf , government - hospital district or authority ), 0.024000
( east alabama medical center and snf , opelika ), 0.024000
( east alabama medical center and snf , al ), 0.025000
( marion regional medical center , 2059216200 ), 0.023000
( marion regional medical center , 35570 ), 0.023000
( marion regional medical center , 10044 ), 0.023000
( marion regional medical center , 1256 military street south ), 0.023000
( marion regional medical center , voluntary non-profit - private ), 0.023000
( marion regional medical center , hamilton ), 0.023000
( marion regional medical center , al ), 0.022000
( marion regional medical center , empty ), 0.001000
( wedowee hospital , 2563572111 ), 0.023000
( wedowee hospital , 25q63572111 ), 0.001000
( wedowee hospital , empty ), 0.003000
( wedowee hospital , 36278 ), 0.025000
( wedowee hospital , 10032 ), 0.025000
( wedowee hospital , 209 north main street ), 0.024000
( wedowee hospital , government - local ), 0.025000
( wedowee hospital , wedowee ), 0.024000
( wedowee hospital , al ), 0.025000
( stringfegllow memorial hospital , 2562358900 ), 0.001000
( stringfegllow memorial hospital , 36201 ), 0.001000
( stringfegllow memorial hospital , 10038 ), 0.001000
( stringfegllow memorial hospital , 301 east 18th st ), 0.001000
( stringfegllow memorial hospital , proprietary ), 0.001000
( stringfegllow memorial hospital , anniston ), 0.001000
( stringfegllow memorial hospital , al ), 0.001000
( univ of south alabama medical center , 2514717110 ), 0.013000
( univ of south alabama medical center , 36617 ), 0.012000
( univ of south alabama medical center , empty ), 0.003000
( univ of south alabama medical center , 10087 ), 0.013000
( univ of south alabama medical center , 2451 fillingim street ), 0.012000
( univ of south alabama medical center , government - state ), 0.013000
( univ of south alabama medical center , mobile ), 0.012000
( univ of south alabama medical center , al ), 0.013000
( st vincents xeast , 2058383122 ), 0.001000
( st vincents xeast , 35235 ), 0.001000
( st vincents xeast , 10011 ), 0.001000
( st vincents xeast , 50 medical park east drive ), 0.001000
( st vincents xeast , voluntary non-profit - private ), 0.001000
( st vincents xeast , birmingham ), 0.001000
( st vincents xeast , al ), 0.001000
( marion regoinal medical center , 2059216200 ), 0.001000
( marion regoinal medical center , 35570 ), 0.001000
( marion regoinal medical center , 10044 ), 0.001000
( marion regoinal medical center , 1256 military street south ), 0.001000
( marion regoinal medical center , voluntary non-profit - private ), 0.001000
( marion regoinal medical center , hamilton ), 0.001000
( marion regoinal medical center , al ), 0.001000
( marshall medical center south , 2565938310 ), 0.024000
( marshall medical center south , empty ), 0.004000
( marshall medical center south , 35957 ), 0.025000
( marshall medical center south , 10005 ), 0.025000
( marshall medical center south , 2505 u s highway 431 north ), 0.023000
( marshall medical center south , 2505 u s highway 431 norh ), 0.001000
( marshall medical center south , government - hospital district or authority ), 0.023000
( marshall medical center south , government - hospital district or autohrity ), 0.001000
( marshall medical center south , boaz ), 0.025000
( marshall medical center south , al ), 0.024000
( riverviewr egional medical center , 2565435200 ), 0.001000
( riverviewr egional medical center , 35901 ), 0.001000
( riverviewr egional medical center , 10046 ), 0.001000
( riverviewr egional medical center , 600 south third street ), 0.001000
( riverviewr egional medical center , proprietary ), 0.001000
( riverviewr egional medical center , gadsden ), 0.001000
( riverviewr egional medical center , al ), 0.001000
( mizell memorial hospital , 3344933541 ), 0.021000
( mizell memorial hospital , empty ), 0.002000
( mizell memorial hospital , 36467 ), 0.020000
( mizell memorial hospital , 3467 ), 0.001000
( mizell memorial hospital , 10007 ), 0.022000
( mizell memorial hospital , 702 n main st ), 0.022000
( mizell memorial hospital , voluntary non-profit - private ), 0.022000
( mizell memorial hospital , opp ), 0.022000
( mizell memorial hospital , al ), 0.022000
( callahan eye foundation hospital , 2053258100 ), 0.024000
( callahan eye foundation hospital , 2567688400 ), 0.003000
( callahan eye foundation hospital , 3344933541 ), 0.003000
( callahan eye foundation hospital , 2565718000 ), 0.002000
( callahan eye foundation hospital , 2058383122 ), 0.008000
( callahan eye foundation hospital , 2568453150 ), 0.005000
( callahan eye foundation hospital , 3346366221 ), 0.001000
( callahan eye foundation hospital , 35233 ), 0.021000
( callahan eye foundation hospital , 35631 ), 0.003000
( callahan eye foundation hospital , 36467 ), 0.003000
( callahan eye foundation hospital , 35976 ), 0.002000
( callahan eye foundation hospital , 35235 ), 0.008000
( callahan eye foundation hospital , 35968 ), 0.005000
( callahan eye foundation hospital , 36784 ), 0.001000
( callahan eye foundation hospital , 3533 ), 0.001000
( callahan eye foundation hospital , 35233*** ), 0.001000
( callahan eye foundation hospital , 3z5233 ), 0.001000
( callahan eye foundation hospital , 10018 ), 0.024000
( callahan eye foundation hospital , 10006 ), 0.003000
( callahan eye foundation hospital , 10007 ), 0.003000
( callahan eye foundation hospital , 10010 ), 0.002000
( callahan eye foundation hospital , 10011 ), 0.008000
( callahan eye foundation hospital , 10012 ), 0.005000
( callahan eye foundation hospital , 10015 ), 0.001000
( callahan eye foundation hospital , 1720 university blvd ), 0.021000
( callahan eye foundation hospital , 205 marengo street ), 0.003000
( callahan eye foundation hospital , 702 n main st ), 0.003000
( callahan eye foundation hospital , 8000 alabama highway 69 ), 0.002000
( callahan eye foundation hospital , 50 medical park east drive ), 0.008000
( callahan eye foundation hospital , 200 med center drive ), 0.005000
( callahan eye foundation hospital , 33700 highway 43 ), 0.001000
( callahan eye foundation hospital , 1720 university bvd ), 0.001000
( callahan eye foundation hospital , 1720 university lvd ), 0.001000
( callahan eye foundation hospital , 1720 university xblvd ), 0.001000
( callahan eye foundation hospital , voluntary non-profit - private ), 0.035000
( callahan eye foundation hospital , voluntary non-profit - other ), 0.003000
( callahan eye foundation hospital , government - hospital district or authority ), 0.002000
( callahan eye foundation hospital , voluntary non-profit - church ), 0.005000
( callahan eye foundation hospital , government - federal ), 0.001000
( callahan eye foundation hospital , birmingham ), 0.032000
( callahan eye foundation hospital , florence ), 0.003000
( callahan eye foundation hospital , opp ), 0.003000
( callahan eye foundation hospital , guntersville ), 0.002000
( callahan eye foundation hospital , fort payne ), 0.005000
( callahan eye foundation hospital , thomasville ), 0.001000
( callahan eye foundation hospital , al ), 0.046000
( stringfellow memorial hospital , 2562358900 ), 0.025000
( stringfellow memorial hospital , empty ), 0.002000
( stringfellow memorial hospital , 36201 ), 0.025000
( stringfellow memorial hospital , 10038 ), 0.026000
( stringfellow memorial hospital , 301 east 18th st ), 0.026000
( stringfellow memorial hospital , proprietary ), 0.026000
( stringfellow memorial hospital , anniston ), 0.026000
( stringfellow memorial hospital , al ), 0.026000
( helen keller memorial hosiptal , 2563864556 ), 0.001000
( helen keller memorial hosiptal , 35660 ), 0.001000
( helen keller memorial hosiptal , 10019 ), 0.001000
( helen keller memorial hosiptal , 1300 south montgomery avenue ), 0.001000
( helen keller memorial hosiptal , government - hospital district or authority ), 0.001000
( helen keller memorial hosiptal , sheffield ), 0.001000
( helen keller memorial hosiptal , al ), 0.001000
( southeast alabama medical center , 3347938701 ), 0.025000
( southeast alabama medical center , 36302 ), 0.025000
( southeast alabama medical center , 10001 ), 0.025000
( southeast alabama medical center , 1108 ross clark circle ), 0.025000
( southeast alabama medical center , government - hospital district or authority ), 0.024000
( southeast alabama medical center , government - hopital district or authority ), 0.001000
( southeast alabama medical center , dothan ), 0.024000
( southeast alabama medical center , dodthan ), 0.001000
( southeast alabama medical center , al ), 0.025000
( crenshaw community hospital , 3343353374 ), 0.025000
( crenshaw community hospital , 36049 ), 0.025000
( crenshaw community hospital , 10008 ), 0.025000
( crenshaw community hospital , 101 hospital circle ), 0.025000
( crenshaw community hospital , government - federal ), 0.025000
( crenshaw community hospital , luverne ), 0.025000
( crenshaw community hospital , al ), 0.025000
( southwest alabama medical center , 3346366221 ), 0.024000
( southwest alabama medical center , 36784 ), 0.024000
( southwest alabama medical center , 10015 ), 0.024000
( southwest alabama medical center , 33700 highway 43 ), 0.024000
( southwest alabama medical center , government - federal ), 0.024000
( southwest alabama medical center , thomasville ), 0.021000
( southwest alabama medical center , birmingham ), 0.003000
( southwest alabama medical center , al ), 0.023000
( southwest alabama medical center , la ), 0.001000
( dale medical center , 3347742601 ), 0.024000
( dale medical center , 36360 ), 0.024000
( dale medical center , 10021 ), 0.024000
( dale medical center , 126 hospital ave ), 0.024000
( dale medical center , government - hospital district or authority ), 0.024000
( dale medical center , ozark ), 0.024000
( dale medical center , al ), 0.024000
( fayette medical center , 2059325966 ), 0.025000
( fayette medical center , 35555 ), 0.025000
( fayette medical center , 10045 ), 0.025000
( fayette medical center , 1653 temple avenue north ), 0.025000
( fayette medical center , voluntary non-profit - other ), 0.025000
( fayette medical center , fayette ), 0.025000
( fayette medical center , al ), 0.025000
( helen keller memoriatl hospital , 2563864556 ), 0.001000
( helen keller memoriatl hospital , 35660 ), 0.001000
( helen keller memoriatl hospital , 10019 ), 0.001000
( helen keller memoriatl hospital , 1300 south montgomery avenue ), 0.001000
( helen keller memoriatl hospital , government - hospital district or authority ), 0.001000
( helen keller memoriatl hospital , sheffield ), 0.001000
( helen keller memoriatl hospital , al ), 0.001000
( chilton medical center , 2057552500 ), 0.025000
( chilton medical center , 35045 ), 0.025000
( chilton medical center , 10043 ), 0.025000
( chilton medical center , 1010 lay dam road ), 0.025000
( chilton medical center , voluntary non-profit - private ), 0.024000
( chilton medical center , volnutary non-profit - private ), 0.001000
( chilton medical center , clanton ), 0.025000
( chilton medical center , al ), 0.025000
( riverview regional medical center , 2565435200 ), 0.027000
( riverview regional medical center , 35901 ), 0.027000
( riverview regional medical center , 10046 ), 0.027000
( riverview regional medical center , 600 south third street ), 0.027000
( riverview regional medical center , proprietary ), 0.027000
( riverview regional medical center , gadsden ), 0.027000
( riverview regional medical center , al ), 0.025000
( riverview regional medical center , la ), 0.001000
( riverview regional medical center , l ), 0.001000
( huntsville hospital , 2562651000 ), 0.028000
( huntsville hospital , 35801 ), 0.027000
( huntsville hospital , 358t01 ), 0.001000
( huntsville hospital , 10039 ), 0.028000
( huntsville hospital , 101 sivley rd ), 0.028000
( huntsville hospital , government - hospital district or authority ), 0.028000
( huntsville hospital , huntsville ), 0.026000
( huntsville hospital , hunsville ), 0.001000
( huntsville hospital , uhntsville ), 0.001000
( huntsville hospital , al ), 0.028000
( jackson hospital & clinic inc , 3342938000 ), 0.025000
( jackson hospital & clinic inc , 3610f6 ), 0.001000
( jackson hospital & clinic inc , 36106 ), 0.024000
( jackson hospital & clinic inc , 10024 ), 0.025000
( jackson hospital & clinic inc , 1725 pine street ), 0.025000
( jackson hospital & clinic inc , voluntary non-profit - private ), 0.025000
( jackson hospital & clinic inc , montgomery ), 0.025000
( jackson hospital & clinic inc , al ), 0.025000
( community hospital inc , 3342836541 ), 0.025000
( community hospital inc , 36078 ), 0.025000
( community hospital inc , 10034 ), 0.025000
( community hospital inc , 805 friendship road ), 0.025000
( community hospital inc , voluntary non-profit - private ), 0.025000
( community hospital inc , tallassee ), 0.025000
( community hospital inc , al ), 0.025000
( callahan eye foundation hospiatl , 2053258100 ), 0.001000
( callahan eye foundation hospiatl , 35233 ), 0.001000
( callahan eye foundation hospiatl , 10018 ), 0.001000
( callahan eye foundation hospiatl , 1720 university blvd ), 0.001000
( callahan eye foundation hospiatl , voluntary non-profit - private ), 0.001000
( callahan eye foundation hospiatl , birmingham ), 0.001000
( callahan eye foundation hospiatl , al ), 0.001000
( cherokee medical center , 2569275531 ), 0.025000
( cherokee medical center , 35960 ), 0.025000
( cherokee medical center , 10022 ), 0.025000
( cherokee medical center , 400 northwood dr ), 0.023000
( cherokee medical center , empty ), 0.003000
( cherokee medical center , voluntary non-profit - private ), 0.023000
( cherokee medical center , voluntray non-profit - private ), 0.001000
( cherokee medical center , centre ), 0.025000
( cherokee medical center , al ), 0.025000
( eliza coffee memorial hospital , 2567688400 ), 0.022000
( eliza coffee memorial hospital , 35631 ), 0.021000
( eliza coffee memorial hospital , empty ), 0.001000
( eliza coffee memorial hospital , 10006 ), 0.022000
( eliza coffee memorial hospital , 205 marengo street ), 0.022000
( eliza coffee memorial hospital , voluntary non-profit - other ), 0.022000
( eliza coffee memorial hospital , florence ), 0.022000
( eliza coffee memorial hospital , al ), 0.022000
( medical center enterprise , 3343470584 ), 0.022000
( medical center enterprise , 3343470854 ), 0.001000
( medical center enterprise , 36330 ), 0.023000
( medical center enterprise , 10049 ), 0.023000
( medical center enterprise , 400 n edwards street ), 0.022000
( medical center enterprise , 400 n ewards street ), 0.001000
( medical center enterprise , proprietary ), 0.022000
( medical center enterprise , propriyetary ), 0.001000
( medical center enterprise , enterprise ), 0.023000
( medical center enterprise , al ), 0.021000
( medical center enterprise , empty ), 0.002000
( flowers hospital , 3347935000 ), 0.016000
( flowers hospital , empty ), 0.001000
( flowers hospital , 36305 ), 0.017000
( flowers hospital , 10055 ), 0.017000
( flowers hospital , 4370 west main street ), 0.017000
( flowers hospital , proprietary ), 0.017000
( flowers hospital , othan ), 0.001000
( flowers hospital , dothan ), 0.016000
( flowers hospital , al ), 0.017000
( yukon kuskokwim delta reg hospital , 9075436300 ), 0.002000
( yukon kuskokwim delta reg hospital , 99559 ), 0.002000
( yukon kuskokwim delta reg hospital , 20018 ), 0.002000
( yukon kuskokwim delta reg hospital , po box 287 ), 0.002000
( yukon kuskokwim delta reg hospital , government - federal ), 0.002000
( yukon kuskokwim delta reg hospital , bethel ), 0.002000
( yukon kuskokwim delta reg hospital , ak ), 0.002000
( stringfellow memoial hospital , 2562358900 ), 0.001000
( stringfellow memoial hospital , 36201 ), 0.001000
( stringfellow memoial hospital , 10038 ), 0.001000
( stringfellow memoial hospital , 301 east 18th st ), 0.001000
( stringfellow memoial hospital , proprietary ), 0.001000
( stringfellow memoial hospital , anniston ), 0.001000
( stringfellow memoial hospital , al ), 0.001000
( university of alabama hospital , 2059344011 ), 0.025000
( university of alabama hospital , 35233 ), 0.024000
( university of alabama hospital , empty ), 0.002000
( university of alabama hospital , 10033 ), 0.025000
( university of alabama hospital , 619 south 19th street ), 0.025000
( university of alabama hospital , government - state ), 0.023000
( university of alabama hospital , overnment - state ), 0.001000
( university of alabama hospital , birmingham ), 0.025000
( university of alabama hospital , al ), 0.024000
( university of alabama hospital , l ), 0.001000
( gadsden regional medical center , 2564944000 ), 0.025000
( gadsden regional medical center , 35903 ), 0.025000
( gadsden regional medical center , 10040 ), 0.025000
( gadsden regional medical center , 1007 goodyear avenue ), 0.025000
( gadsden regional medical center , proprietary ), 0.025000
( gadsden regional medical center , gadsden ), 0.025000
( gadsden regional medical center , al ), 0.024000
( gadsden regional medical center , la ), 0.001000
( dekalb regional medical center , 2568453150 ), 0.020000
( dekalb regional medical center , 35968 ), 0.020000
( dekalb regional medical center , 10012 ), 0.020000
( dekalb regional medical center , 200 med center drive ), 0.020000
( dekalb regional medical center , voluntary non-profit - church ), 0.020000
( dekalb regional medical center , fort payne ), 0.020000
( dekalb regional medical center , al ), 0.020000
( decatur general hospital , 2563412000 ), 0.001000
( decatur general hospital , 35609 ), 0.001000
( decatur general hospital , 10085 ), 0.001000
( decatur general hospital , empty ), 0.001000
( decatur general hospital , government - hospital district or authority ), 0.001000
( decatur general hospital , decatur ), 0.001000
( decatur general hospital , al ), 0.001000
( prattville baptist hospital , 3343614267 ), 0.019000
( prattville baptist hospital , 36067 ), 0.019000
( prattville baptist hospital , 10108 ), 0.019000
( prattville baptist hospital , 124 s memorial dr ), 0.018000
( prattville baptist hospital , 124 s memorival dr ), 0.001000
( prattville baptist hospital , voluntary non-profit - private ), 0.017000
( prattville baptist hospital , empty ), 0.002000
( prattville baptist hospital , prattville ), 0.019000
