没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1.25/dirty_flights_mix_1.25.csv
Running Horizon with dirty file: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1.25/dirty_flights_mix_1.25.csv
( UA-2906-PHL-MCO , 06:38 PM ), 0.010101
( UA-664-ORD-PHL , 01:31 PM ), 0.011785
( UA-664-ORD-PHL , 01:3 PM ), 0.000421
( UA-664-ORD-PHL , 01:33 PM ), 0.012205
( CO-1694-LAX-IAH , 12:21 AM ), 0.021465
( CO-1694-LAX-IAH , 12:21s AM ), 0.000421
( CO-1694-LAX-IAH , 07:15 PM ), 0.021465
( CO-1694-LAX-IAH , empty ), 0.000421
( UA-2830-MCO-CLT , 05:17 PM ), 0.008838
( UA-2830-MCO-CLT , 05:05 PM ), 0.008418
( UA-2830-MCO-CLT , 05:05P M ), 0.000421
( UA-2830-MCO-CLT , 03:27 PM ), 0.017256
( UA-2830-MCO-CLT , empty ), 0.000421
( AA-1165-JFK-MIA , 10:04 AM ), 0.002946
( AA-1165-JFK-MIA , 10:04AM ), 0.000842
( AA-1165-JFK-MIA , 10:k04 AM ), 0.000421
( AA-1165-JFK-MIA , 0:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:04 MA ), 0.001263
( AA-1165-JFK-MIA , 10:u04 AM ), 0.000421
( AA-1165-JFK-MIA , 1:004 AM ), 0.000421
( AA-1165-JFK-MIA , 1:04 AM ), 0.000421
( AA-1165-JFK-MIA , 1f0:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:4 AM ), 0.001263
( AA-1165-JFK-MIA , 10:0 AM ), 0.000421
( AA-1165-JFK-MIA , 10k:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:0q4 AM ), 0.000421
( AA-1165-JFK-MIA , 10:04 M ), 0.000421
( AA-1165-JFK-MIA , 10:34 AM ), 0.010101
( AA-1165-JFK-MIA , 10:w34 AM ), 0.000421
( AA-1165-JFK-MIA , 07:22 AM ), 0.003367
( AA-1165-JFK-MIA , 0722 AM ), 0.000421
( AA-1165-JFK-MIA , 07:22AM ), 0.000421
( AA-1165-JFK-MIA , 07:f22 AM ), 0.000421
( AA-1165-JFK-MIA , 7:22 AM ), 0.000842
( AA-1165-JFK-MIA , 0:722 AM ), 0.001263
( AA-1165-JFK-MIA , 072:2 AM ), 0.000421
( AA-1165-JFK-MIA , 07:22 AM*** ), 0.000421
( AA-1165-JFK-MIA , a07:22 AM ), 0.000421
( AA-1165-JFK-MIA , 0:22 AM ), 0.000842
( AA-1165-JFK-MIA , 07:22 MA ), 0.000421
( AA-1165-JFK-MIA , 07:2 AM ), 0.000421
( AA-1165-JFK-MIA , f07:22 AM ), 0.000421
( AA-1165-JFK-MIA , 07:22 AuM ), 0.000421
( AA-1165-JFK-MIA , 06:59 AM ), 0.001684
( AA-1165-JFK-MIA , 06:9 AM ), 0.000421
( AA-1165-JFK-MIA , 06:g59 AM ), 0.000421
( AA-1165-JFK-MIA , 06:5 9AM ), 0.001263
( AA-1165-JFK-MIA , 06:59 rAM ), 0.000421
( AA-1165-JFK-MIA , 0659 AM ), 0.000842
( AA-1165-JFK-MIA , 60:59 AM ), 0.000421
( AA-1165-JFK-MIA , 6:59 AM ), 0.001263
( AA-1165-JFK-MIA , 06:95 AM ), 0.000421
( AA-1165-JFK-MIA , 06:59 M ), 0.000421
( AA-1165-JFK-MIA , 06:5i9 AM ), 0.000421
( AA-1165-JFK-MIA , 06:59AM ), 0.000421
( AA-1165-JFK-MIA , 0j6:59 AM ), 0.000421
( AA-1165-JFK-MIA , 06d:59 AM ), 0.000421
( AA-1165-JFK-MIA , 06:59 uAM ), 0.000421
( AA-1165-JFK-MIA , 0e6:59 AM ), 0.000421
( AA-1165-JFK-MIA , 06:l59 AM ), 0.000421
( AA-1007-MIA-PHX , 07:55 PM ), 0.008838
( AA-1007-MIA-PHX , 08:05 PM ), 0.008418
( AA-1007-MIA-PHX , empty ), 0.000421
( AA-1007-MIA-PHX , 05:08 PM ), 0.008838
( AA-1007-MIA-PHX , 04:55 PM ), 0.008838
( UA-2515-DFW-CLT , 10:47 AM ), 0.008838
( UA-2515-DFW-CLT , 10:31 AM ), 0.008838
( UA-2515-DFW-CLT , 07:05 AM ), 0.017677
( CO-1614-LAX-IAH , 05:26 AM ), 0.008838
( CO-1614-LAX-IAH , 0526 AM ), 0.000421
( CO-1614-LAX-IAH , 05:35 AM ), 0.009259
( CO-1614-LAX-IAH , 12:41 AM ), 0.008838
( CO-1614-LAX-IAH , 12w:41 AM ), 0.000421
( CO-1614-LAX-IAH , 12:30 AM ), 0.009259
( UA-938-DEN-ORD , 07:36 PM ), 0.009680
( UA-938-DEN-ORD , 07:35 PM ), 0.009680
( UA-938-DEN-ORD , 04:15 PM ), 0.009259
( UA-938-DEN-ORD , 0415 PM ), 0.000421
( UA-938-DEN-ORD , 04:16 PM ), 0.009680
( AA-466-IAH-MIA , 09:05 AM ), 0.010943
( AA-466-IAH-MIA , 9:05 AM ), 0.000421
( AA-466-IAH-MIA , 09:20 AM ), 0.010943
( AA-466-IAH-MIA , 09:20 bAM ), 0.000421
( AA-466-IAH-MIA , 06:08 AM ), 0.010943
( AA-466-IAH-MIA , 06:j08 AM ), 0.000421
( AA-466-IAH-MIA , 06:00 AM ), 0.011364
( CO-58-DEN-IAH , 03:31 PM ), 0.008418
( CO-58-DEN-IAH , 02:50 PM ), 0.007997
( CO-58-DEN-IAH , empty ), 0.000842
( CO-58-DEN-IAH , 11:32 AM ), 0.007997
( CO-58-DEN-IAH , 11:25 AM ), 0.008418
( CO-16-LAX-EWR , 06:34 PM ), 0.008838
( CO-16-LAX-EWR , 06:44 PM ), 0.007997
( CO-16-LAX-EWR , 06:44 MP ), 0.000421
( CO-16-LAX-EWR , 0644 PM ), 0.000421
( CO-16-LAX-EWR , 10:20 AM ), 0.008418
( CO-16-LAX-EWR , 10:x20 AM ), 0.000421
( CO-16-LAX-EWR , 10:25 AM ), 0.008838
( AA-59-JFK-SFO , 11:12 AM ), 0.011785
( AA-59-JFK-SFO , empty ), 0.000421
( AA-59-JFK-SFO , 10:45 AM ), 0.011785
( AA-59-JFK-SFO , 1:045 AM ), 0.000421
( AA-59-JFK-SFO , 07:39 AM ), 0.012205
( AA-59-JFK-SFO , 07:10 AM ), 0.012205
( AA-643-MIA-ORD , 09:31 AM ), 0.010522
( AA-643-MIA-ORD , empty ), 0.001263
( AA-643-MIA-ORD , 09:35 AM ), 0.010522
( AA-643-MIA-ORD , 07:30 AM ), 0.010522
( AA-643-MIA-ORD , 07:10 AM ), 0.010943
( AA-2050-ORD-MIA , 02:46 PM ), 0.011364
( AA-2050-ORD-MIA , 0b2:46 PM ), 0.000421
( AA-2050-ORD-MIA , 02:45 PM ), 0.011785
( AA-2050-ORD-MIA , 11:05 AM ), 0.011785
( AA-2050-ORD-MIA , 10:40 AM ), 0.011785
( AA-3979-CVG-ORD , 08:06 AM ), 0.010943
( AA-3979-CVG-ORD , 08:00 AM ), 0.010522
( AA-3979-CVG-ORD , 08:00 AM*** ), 0.000421
( AA-3979-CVG-ORD , 08:04 AM ), 0.010943
( AA-3979-CVG-ORD , 07:30 AM ), 0.010522
( AA-3979-CVG-ORD , 07:d30 AM ), 0.000421
( UA-6273-YYC-SFO , 08:45 AM ), 0.008838
( UA-6273-YYC-SFO , 09:43 AM ), 0.008838
( UA-6273-YYC-SFO , 07:27 AM ), 0.008838
( UA-6273-YYC-SFO , 07:35 AM ), 0.008838
( CO-63-EWR-IAH , 08:03 PM ), 0.008838
( CO-63-EWR-IAH , 08:22 PM ), 0.008838
( CO-63-EWR-IAH , 05:22 PM ), 0.008418
( CO-63-EWR-IAH , empty ), 0.000421
( CO-63-EWR-IAH , 05:25 PM ), 0.008418
( CO-63-EWR-IAH , 50:25 PM ), 0.000421
( UA-37-EDI-EWR , 12:09 PM ), 0.007576
( UA-37-EDI-EWR , 1:09 PM ), 0.000421
( UA-37-EDI-EWR , empty ), 0.001684
( UA-37-EDI-EWR , 11:53 AM ), 0.008418
( UA-37-EDI-EWR , 08:52 AM ), 0.007576
( UA-37-EDI-EWR , 09:05 AM ), 0.007997
( UA-62-IAH-EWR , 07:10 PM ), 0.007997
( UA-62-IAH-EWR , empty ), 0.000421
( UA-62-IAH-EWR , 07:03 PM ), 0.008418
( UA-62-IAH-EWR , 02:48 PM ), 0.007997
( UA-62-IAH-EWR , 02:48 MP ), 0.000421
( UA-62-IAH-EWR , 02:30 PM ), 0.008418
( AA-2312-DFW-DTW , 11:50 PM ), 0.022306
( AA-2312-DFW-DTW , empty ), 0.000421
( AA-2312-DFW-DTW , 08:25 PM ), 0.022727
( AA-3468-CVG-MIA , 09:45 AM ), 0.010101
( AA-3468-CVG-MIA , empty ), 0.000842
( AA-3468-CVG-MIA , 90:45 AM ), 0.000421
( AA-3468-CVG-MIA , 09:h45 AM ), 0.000421
( AA-3468-CVG-MIA , 09:55 AM ), 0.010943
( AA-3468-CVG-MIA , 09:w55 AM ), 0.000421
( AA-3468-CVG-MIA , 07:25 AM ), 0.011364
( AA-3468-CVG-MIA , 07:00 AM ), 0.010943
( CO-1586-IAH-MCO , 10:29 PM ), 0.009259
( CO-1586-IAH-MCO , empty ), 0.000421
( CO-1586-IAH-MCO , 10:15 PM ), 0.009680
( CO-1586-IAH-MCO , 07:14 PM ), 0.009680
( CO-1586-IAH-MCO , 07:00 PM ), 0.009680
( AA-2268-PHX-ORD , 11:06 AM ), 0.010522
( AA-2268-PHX-ORD , empty ), 0.000842
( AA-2268-PHX-ORD , 11:35 AM ), 0.010522
( AA-2268-PHX-ORD , 1:35 AM ), 0.000421
( AA-2268-PHX-ORD , 07:22 AM ), 0.010522
( AA-2268-PHX-ORD , 07:15 AM ), 0.010522
( AA-2268-PHX-ORD , 07:1 AM ), 0.000421
( CO-1088-CLE-IAH , 10:56 AM ), 0.007997
( CO-1088-CLE-IAH , empty ), 0.000421
( CO-1088-CLE-IAH , 10:54 AM ), 0.008418
( CO-1088-CLE-IAH , 08:40 AM ), 0.016835
( AA-649-ORD-SNA , 03:50 PM ), 0.017256
( AA-649-ORD-SNA , 03:50 MP ), 0.000421
( AA-649-ORD-SNA , empty ), 0.000421
( AA-649-ORD-SNA , p03:50 PM ), 0.000421
( AA-649-ORD-SNA , 01:30 PM ), 0.018519
( UA-257-JFK-SFO , 05:42 PM ), 0.010522
( UA-257-JFK-SFO , 05:42 M ), 0.000421
( UA-257-JFK-SFO , empty ), 0.000842
( UA-257-JFK-SFO , 06:15 PM ), 0.010522
( UA-257-JFK-SFO , 0:15 PM ), 0.000421
( UA-257-JFK-SFO , 02:26 PM ), 0.011364
( UA-257-JFK-SFO , 02:30 PM ), 0.011364
( AA-400-DFW-JFK , 03:04 PM ), 0.010101
( AA-400-DFW-JFK , 02:59 PM ), 0.009680
( AA-400-DFW-JFK , 02:59 MP ), 0.000421
( AA-400-DFW-JFK , 11:01 AM ), 0.007997
( AA-400-DFW-JFK , empty ), 0.001263
( AA-400-DFW-JFK , 11:01 MA ), 0.000421
( AA-400-DFW-JFK , 11:01 M ), 0.000421
( AA-400-DFW-JFK , 10:40 AM ), 0.010101
( CO-1090-BOS-IAH , 01:19 PM ), 0.008838
( CO-1090-BOS-IAH , 01:16 PM ), 0.004209
( CO-1090-BOS-IAH , 011:6 PM ), 0.000421
( CO-1090-BOS-IAH , 01:16PM ), 0.000842
( CO-1090-BOS-IAH , 10:16 PM ), 0.000421
( CO-1090-BOS-IAH , 01:1 PM ), 0.000421
( CO-1090-BOS-IAH , 01:16P M ), 0.000421
( CO-1090-BOS-IAH , 1:16 PM ), 0.000421
( CO-1090-BOS-IAH , l01:16 PM ), 0.000842
( CO-1090-BOS-IAH , 01:16 M ), 0.000421
( CO-1090-BOS-IAH , 01r:16 PM ), 0.000421
( CO-1090-BOS-IAH , 10:19 AM ), 0.008838
( CO-1090-BOS-IAH , 09:45 AM ), 0.008838
( AA-1664-MIA-ATL , 11:56 AM ), 0.010943
( AA-1664-MIA-ATL , 12:10 PM ), 0.010943
( AA-1664-MIA-ATL , 10:18 AM ), 0.009680
( AA-1664-MIA-ATL , 10:1u8 AM ), 0.000421
( AA-1664-MIA-ATL , 10:8 AM ), 0.000421
( AA-1664-MIA-ATL , empty ), 0.000842
( AA-1664-MIA-ATL , 10:15 AM ), 0.010522
( UA-397-JFK-SFO , 11:58 AM ), 0.009259
( UA-397-JFK-SFO , 11:55 AM ), 0.008838
( UA-397-JFK-SFO , 11:55AM ), 0.000421
( UA-397-JFK-SFO , 08:29 AM ), 0.009259
( UA-397-JFK-SFO , 08:00 AM ), 0.008838
( UA-397-JFK-SFO , empty ), 0.000421
( CO-1193-EWR-MCO , 12:09 PM ), 0.010522
( CO-1193-EWR-MCO , 12j:09 PM ), 0.000421
( CO-1193-EWR-MCO , 12:18 PM ), 0.010101
( CO-1193-EWR-MCO , empty ), 0.000421
( CO-1193-EWR-MCO , 2:18 PM ), 0.000421
( CO-1193-EWR-MCO , 09:14 AM ), 0.010522
( CO-1193-EWR-MCO , 0:914 AM ), 0.000421
( CO-1193-EWR-MCO , 09:15 AM ), 0.010522
( CO-1193-EWR-MCO , 09:15 M ), 0.000421
( AA-1522-SFO-ORD , 05:50 AM ), 0.019360
( AA-1522-SFO-ORD , 11:55 PM ), 0.018939
( AA-1522-SFO-ORD , 1:55 PM ), 0.000421
( UA-3373-IAD-PHL , 09:13 AM ), 0.009259
( UA-3373-IAD-PHL , 0913 AM ), 0.000421
( UA-3373-IAD-PHL , 09:24 AM ), 0.009259
( UA-3373-IAD-PHL , empty ), 0.000421
( UA-3373-IAD-PHL , 08:26 AM ), 0.009680
( UA-3373-IAD-PHL , 08:29 AM ), 0.009680
( CO-62-IAH-EWR , 07:10 PM ), 0.008838
( CO-62-IAH-EWR , 07:03 PM ), 0.008418
( CO-62-IAH-EWR , empty ), 0.000421
( CO-62-IAH-EWR , 02:48 PM ), 0.008418
( CO-62-IAH-EWR , 0m2:48 PM ), 0.000421
( CO-62-IAH-EWR , 02:30 PM ), 0.008838
( UA-2708-EWR-CLT , 04:44 PM ), 0.008418
( UA-2708-EWR-CLT , 04:53 PM ), 0.007997
( UA-2708-EWR-CLT , 0453 PM ), 0.000421
( UA-2708-EWR-CLT , 02:55 PM ), 0.016835
( CO-52-IAH-LAX , 09:14 AM ), 0.007997
( CO-52-IAH-LAX , 09:14 M ), 0.000421
( CO-52-IAH-LAX , 09:21 AM ), 0.008418
( CO-52-IAH-LAX , 07:29 AM ), 0.008418
( CO-52-IAH-LAX , 07:35 AM ), 0.008418
( UA-858-PVG-SFO , 08:02 AM ), 0.007576
( UA-858-PVG-SFO , 08:27 AM ), 0.007155
( UA-858-PVG-SFO , empty ), 0.000421
( UA-858-PVG-SFO , 01:32 PM ), 0.007576
( UA-858-PVG-SFO , 01:45 PM ), 0.007576
( AA-204-LAX-MCO , 06:55 AM ), 0.020623
( AA-204-LAX-MCO , 0:55 AM ), 0.000421
( AA-204-LAX-MCO , 11:25 PM ), 0.021044
( UA-3099-PHX-PHL , 05:38 PM ), 0.009680
( UA-3099-PHX-PHL , 06:17 PM ), 0.009680
( UA-3099-PHX-PHL , 11:55 AM ), 0.019360
( AA-616-DFW-DTW , 01:27 PM ), 0.010522
( AA-616-DFW-DTW , empty ), 0.000421
( AA-616-DFW-DTW , 12:35 PM ), 0.010943
( AA-616-DFW-DTW , 10:10 AM ), 0.010943
( AA-616-DFW-DTW , 09:05 AM ), 0.010943
( AA-415-BOS-ORD , 10:16 AM ), 0.009259
( AA-415-BOS-ORD , 10:40 AM ), 0.008838
( AA-415-BOS-ORD , 10:40AM ), 0.000421
( AA-415-BOS-ORD , 08:56 AM ), 0.009259
( AA-415-BOS-ORD , 08:35 AM ), 0.009259
( UA-3050-PHX-CLT , 05:05 PM ), 0.010101
( UA-3050-PHX-CLT , 05:05 MP ), 0.000421
( UA-3050-PHX-CLT , 04:57 PM ), 0.010522
( UA-3050-PHX-CLT , 11:30 AM ), 0.010101
( UA-3050-PHX-CLT , 11:30 AM*** ), 0.000421
( UA-3050-PHX-CLT , 11:05 AM ), 0.010522
( AA-484-DFW-MIA , 07:39 PM ), 0.010101
( AA-484-DFW-MIA , 07:39o PM ), 0.000421
( AA-484-DFW-MIA , 7:39 PM ), 0.000421
( AA-484-DFW-MIA , 07:55 PM ), 0.010943
( AA-484-DFW-MIA , 04:29 PM ), 0.010943
( AA-484-DFW-MIA , 04:15 PM ), 0.009259
( AA-484-DFW-MIA , empty ), 0.001684
( UA-414-LAX-SFO , 07:17 AM ), 0.009680
( UA-414-LAX-SFO , 07:23 AM ), 0.009680
( UA-414-LAX-SFO , 05:56 AM ), 0.009680
( UA-414-LAX-SFO , 06:00 AM ), 0.009259
( UA-414-LAX-SFO , empty ), 0.000421
( AA-1279-DFW-PHX , 03:30 PM ), 0.009680
( AA-1279-DFW-PHX , empty ), 0.000421
( AA-1279-DFW-PHX , 033:0 PM ), 0.000421
( AA-1279-DFW-PHX , 02:35 PM ), 0.010522
( AA-1279-DFW-PHX , 02:04 PM ), 0.010101
( AA-1279-DFW-PHX , 02:04 M ), 0.000421
( AA-1279-DFW-PHX , 01:00 PM ), 0.010522
( AA-3-JFK-LAX , 03:16 PM ), 0.010101
( AA-3-JFK-LAX , empty ), 0.000421
( AA-3-JFK-LAX , 03:15 PM ), 0.010522
( AA-3-JFK-LAX , 12:11 PM ), 0.010522
( AA-3-JFK-LAX , 12:00 PM ), 0.010101
( AA-3-JFK-LAX , 12s:00 PM ), 0.000421
( AA-1917-JFK-MCO , 05:43 PM ), 0.010522
( AA-1917-JFK-MCO , 05:55 PM ), 0.010522
( AA-1917-JFK-MCO , 03:27 PM ), 0.010522
( AA-1917-JFK-MCO , 02:55 PM ), 0.009259
( AA-1917-JFK-MCO , empty ), 0.000842
( AA-1917-JFK-MCO , 20:55 PM ), 0.000421
( AA-222-LAX-BOS , 03:14 PM ), 0.009680
( AA-222-LAX-BOS , 0:314 PM ), 0.000421
( AA-222-LAX-BOS , 03:30 PM ), 0.010101
( AA-222-LAX-BOS , 07:31 AM ), 0.010101
( AA-222-LAX-BOS , 07:10 AM ), 0.009680
( AA-222-LAX-BOS , empty ), 0.000421
( AA-3063-SLC-LAX , 09:20 PM ), 0.020202
( AA-3063-SLC-LAX , empty ), 0.000421
( AA-3063-SLC-LAX , 08:39 PM ), 0.009680
( AA-3063-SLC-LAX , 08:20 PM ), 0.010101
( CO-47-IAH-LAX , 09:52 PM ), 0.008418
( CO-47-IAH-LAX , 0:52 PM ), 0.000421
