没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_0.5/dirty_flights_mix_0.5.csv
Running Horizon with dirty file: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_0.5/dirty_flights_mix_0.5.csv
( UA-2704-DTW-PHX , 02:00 PM ), 0.008838
( AA-3063-SLC-LAX , 09:20 PM ), 0.019781
( AA-3063-SLC-LAX , empty ), 0.000421
( AA-3063-SLC-LAX , 08:39 PM ), 0.010101
( AA-3063-SLC-LAX , 08:20 PM ), 0.009680
( AA-3063-SLC-LAX , 08:2 PM ), 0.000421
( AA-3468-CVG-MIA , 09:45 AM ), 0.011364
( AA-3468-CVG-MIA , 09:55 AM ), 0.011364
( AA-3468-CVG-MIA , 07:25 AM ), 0.011364
( AA-3468-CVG-MIA , 07:00 AM ), 0.011364
( UA-5487-SFO-MRY , 11:21 AM ), 0.007576
( UA-5487-SFO-MRY , 11:19 AM ), 0.007576
( UA-5487-SFO-MRY , 10:33 AM ), 0.007576
( UA-5487-SFO-MRY , 10:39 AM ), 0.007576
( AA-4307-ORD-DTW , 08:53 PM ), 0.011785
( AA-4307-ORD-DTW , 09:10 PM ), 0.011364
( AA-4307-ORD-DTW , 09:1u0 PM ), 0.000421
( AA-4307-ORD-DTW , 06:55 PM ), 0.011785
( AA-4307-ORD-DTW , 06:45 PM ), 0.011785
( UA-62-IAH-EWR , 07:10 PM ), 0.008418
( UA-62-IAH-EWR , 07:03 PM ), 0.008418
( UA-62-IAH-EWR , 02:48 PM ), 0.008418
( UA-62-IAH-EWR , 02:30 PM ), 0.008418
( CO-50-CLE-EWR , 05:26 PM ), 0.008838
( CO-50-CLE-EWR , 04:49 PM ), 0.008838
( CO-50-CLE-EWR , 03:31 PM ), 0.008418
( CO-50-CLE-EWR , empty ), 0.000421
( CO-50-CLE-EWR , 02:55 PM ), 0.008838
( AA-1917-JFK-MCO , 05:43 PM ), 0.010522
( AA-1917-JFK-MCO , 05:55 PM ), 0.010522
( AA-1917-JFK-MCO , 03:27 PM ), 0.010522
( AA-1917-JFK-MCO , 02:55 PM ), 0.010101
( AA-1917-JFK-MCO , 02:p55 PM ), 0.000421
( AA-1279-DFW-PHX , 03:30 PM ), 0.010522
( AA-1279-DFW-PHX , 02:35 PM ), 0.010522
( AA-1279-DFW-PHX , 02:04 PM ), 0.010522
( AA-1279-DFW-PHX , 01:00 PM ), 0.010522
( UA-3515-IAD-MSP , 09:56 AM ), 0.008418
( UA-3515-IAD-MSP , 10:06 AM ), 0.008418
( UA-3515-IAD-MSP , 08:12 AM ), 0.008418
( UA-3515-IAD-MSP , 08:15 AM ), 0.008418
( CO-1193-EWR-MCO , 12:09 PM ), 0.010943
( CO-1193-EWR-MCO , 12:18 PM ), 0.010522
( CO-1193-EWR-MCO , empty ), 0.000842
( CO-1193-EWR-MCO , 09:14 AM ), 0.010522
( CO-1193-EWR-MCO , 09:15 AM ), 0.010943
( UA-6273-YYC-SFO , 08:45 AM ), 0.008838
( UA-6273-YYC-SFO , 09:43 AM ), 0.008838
( UA-6273-YYC-SFO , 07:27 AM ), 0.008838
( UA-6273-YYC-SFO , 07:35 AM ), 0.008838
( AA-3842-MSP-ORD , 07:51 AM ), 0.011364
( AA-3842-MSP-ORD , 07:30 AM ), 0.011364
( AA-3842-MSP-ORD , 06:56 AM ), 0.011364
( AA-3842-MSP-ORD , 06:00 AM ), 0.011364
( UA-2906-PHL-MCO , 06:38 PM ), 0.010101
( UA-2906-PHL-MCO , 06:23 PM ), 0.010101
( UA-2906-PHL-MCO , 04:28 PM ), 0.010101
( UA-2906-PHL-MCO , 03:50 PM ), 0.010101
( CO-1088-CLE-IAH , 10:56 AM ), 0.008418
( CO-1088-CLE-IAH , 10:54 AM ), 0.008418
( CO-1088-CLE-IAH , 08:40 AM ), 0.016835
( AA-4198-ORD-CLE , 12:50 PM ), 0.010522
( AA-4198-ORD-CLE , 12:55 PM ), 0.010522
( AA-4198-ORD-CLE , 10:54 AM ), 0.010522
( AA-4198-ORD-CLE , 10:40 AM ), 0.010101
( AA-4198-ORD-CLE , 10:j40 AM ), 0.000421
( AA-3786-IAH-ORD , 06:15 PM ), 0.011785
( AA-3786-IAH-ORD , 06:40 PM ), 0.011785
( AA-3786-IAH-ORD , 04:12 PM ), 0.011785
( AA-3786-IAH-ORD , 04:00 PM ), 0.011785
( CO-1250-MIA-IAH , 04:59 PM ), 0.009259
( CO-1250-MIA-IAH , 04:48 PM ), 0.009259
( CO-1250-MIA-IAH , 03:01 PM ), 0.009259
( CO-1250-MIA-IAH , 02:53 PM ), 0.009259
( CO-52-IAH-LAX , 09:14 AM ), 0.008418
( CO-52-IAH-LAX , 09:21 AM ), 0.008418
( CO-52-IAH-LAX , 07:29 AM ), 0.008418
( CO-52-IAH-LAX , 07:35 AM ), 0.008418
( AA-466-IAH-MIA , 09:05 AM ), 0.011364
( AA-466-IAH-MIA , 09:20 AM ), 0.011364
( AA-466-IAH-MIA , 06:08 AM ), 0.011364
( AA-466-IAH-MIA , 06:00 AM ), 0.011364
( AA-4344-ORD-DTW , 02:10 PM ), 0.009680
( AA-4344-ORD-DTW , 02:00 PM ), 0.009680
( AA-4344-ORD-DTW , 12:13 PM ), 0.009259
( AA-4344-ORD-DTW , 1213 PM ), 0.000421
( AA-4344-ORD-DTW , 11:45 AM ), 0.009680
( CO-4888-IAH-DAL , 06:40 PM ), 0.018098
( CO-4888-IAH-DAL , empty ), 0.000421
( CO-4888-IAH-DAL , 05:30 PM ), 0.018519
( UA-3925-IAD-ORF , 09:43 AM ), 0.011364
( UA-3925-IAD-ORF , 09:54 AM ), 0.011364
( UA-3925-IAD-ORF , 08:42 AM ), 0.010522
( UA-3925-IAD-ORF , 08:42 M ), 0.000421
( UA-3925-IAD-ORF , empty ), 0.000421
( UA-3925-IAD-ORF , 08:41 AM ), 0.011364
( UA-3099-PHX-PHL , 05:38 PM ), 0.009680
( UA-3099-PHX-PHL , 06:17 PM ), 0.009259
( UA-3099-PHX-PHL , empty ), 0.000421
( UA-3099-PHX-PHL , 11:55 AM ), 0.019360
( CO-1586-IAH-MCO , 10:29 PM ), 0.009680
( CO-1586-IAH-MCO , 10:15 PM ), 0.009680
( CO-1586-IAH-MCO , 07:14 PM ), 0.009259
( CO-1586-IAH-MCO , empty ), 0.000421
( CO-1586-IAH-MCO , 07:00 PM ), 0.009680
( AA-3809-PHX-LAX , 06:19 AM ), 0.011364
( AA-3809-PHX-LAX , 06:40 AM ), 0.011364
( AA-3809-PHX-LAX , 06:10 AM ), 0.010522
( AA-3809-PHX-LAX , 06:10A M ), 0.000421
( AA-3809-PHX-LAX , empty ), 0.000421
( AA-3809-PHX-LAX , 06:00 AM ), 0.011364
( AA-1544-SAN-ORD , 04:56 PM ), 0.009259
( AA-1544-SAN-ORD , 05:25 PM ), 0.009259
( AA-1544-SAN-ORD , 11:40 AM ), 0.009259
( AA-1544-SAN-ORD , 11:25 AM ), 0.009259
( AA-446-DFW-PHL , 04:09 PM ), 0.010101
( AA-446-DFW-PHL , 04:09PM ), 0.000421
( AA-446-DFW-PHL , empty ), 0.000842
( AA-446-DFW-PHL , 03:50 PM ), 0.010943
( AA-446-DFW-PHL , 12:12 PM ), 0.010522
( AA-446-DFW-PHL , 11:50 AM ), 0.010943
( CO-16-LAX-EWR , 06:34 PM ), 0.008418
( CO-16-LAX-EWR , empty ), 0.000842
( CO-16-LAX-EWR , 06:44 PM ), 0.008838
( CO-16-LAX-EWR , 10:20 AM ), 0.008838
( CO-16-LAX-EWR , 10:25 AM ), 0.008418
( AA-2050-ORD-MIA , 02:46 PM ), 0.011785
( AA-2050-ORD-MIA , 02:45 PM ), 0.011785
( AA-2050-ORD-MIA , 11:05 AM ), 0.011785
( AA-2050-ORD-MIA , 10:40 AM ), 0.011364
( AA-2050-ORD-MIA , 1:040 AM ), 0.000421
( AA-85-JFK-SFO , 06:43 PM ), 0.010943
( AA-85-JFK-SFO , 06:30 PM ), 0.010522
( AA-85-JFK-SFO , 0:30 PM ), 0.000421
( AA-85-JFK-SFO , 03:36 PM ), 0.010943
( AA-85-JFK-SFO , 03:05 PM ), 0.010943
( AA-271-MIA-LAX , 02:27 PM ), 0.010522
( AA-271-MIA-LAX , 02:25 PM ), 0.010101
( AA-271-MIA-LAX , empty ), 0.000421
( AA-271-MIA-LAX , 11:52 AM ), 0.010101
( AA-271-MIA-LAX , 11:x52 AM ), 0.000421
( AA-271-MIA-LAX , 11:35 AM ), 0.010522
( AA-204-LAX-MCO , 06:55 AM ), 0.021044
( AA-204-LAX-MCO , 11:25 PM ), 0.021044
( AA-1733-ORD-PHX , 10:30 PM ), 0.022306
( AA-1733-ORD-PHX , 10:q30 PM ), 0.000421
( AA-1733-ORD-PHX , 07:58 PM ), 0.011364
( AA-1733-ORD-PHX , 07:45 PM ), 0.011364
( CO-47-IAH-LAX , 09:52 PM ), 0.008418
( CO-47-IAH-LAX , 09:52 M ), 0.000421
( CO-47-IAH-LAX , 08:56 PM ), 0.008418
( CO-47-IAH-LAX , 80:56 PM ), 0.000421
( CO-47-IAH-LAX , 08:25 PM ), 0.008838
( CO-47-IAH-LAX , 07:10 PM ), 0.008838
( CO-1561-PHX-IAH , 11:32 AM ), 0.008838
( CO-1561-PHX-IAH , 11:35 AM ), 0.008838
( CO-1561-PHX-IAH , 08:00 AM ), 0.008838
( CO-1561-PHX-IAH , 08:05 AM ), 0.008838
( AA-400-DFW-JFK , 03:04 PM ), 0.010101
( AA-400-DFW-JFK , 02:59 PM ), 0.010101
( AA-400-DFW-JFK , 11:01 AM ), 0.010101
( AA-400-DFW-JFK , 10:40 AM ), 0.010101
( AA-3804-PHL-ORD , 03:43 PM ), 0.010522
( AA-3804-PHL-ORD , 0m3:43 PM ), 0.000421
( AA-3804-PHL-ORD , empty ), 0.000421
( AA-3804-PHL-ORD , 04:05 PM ), 0.011364
( AA-3804-PHL-ORD , 02:44 PM ), 0.011364
( AA-3804-PHL-ORD , 02:35 PM ), 0.011364
( AA-3979-CVG-ORD , 08:06 AM ), 0.010943
( AA-3979-CVG-ORD , 08:00 AM ), 0.010522
( AA-3979-CVG-ORD , empty ), 0.000421
( AA-3979-CVG-ORD , 08:04 AM ), 0.010943
( AA-3979-CVG-ORD , 07:30 AM ), 0.010943
( UA-248-PHX-ORD , 05:34 PM ), 0.008418
( UA-248-PHX-ORD , 05:15 PM ), 0.008418
( UA-248-PHX-ORD , 01:32 PM ), 0.008418
( UA-248-PHX-ORD , 12:57 PM ), 0.008418
( AA-3823-LAX-DEN , 12:15 AM ), 0.021044
( AA-3823-LAX-DEN , 12:15 MA ), 0.000421
( AA-3823-LAX-DEN , 12:15 AwM ), 0.000421
( AA-3823-LAX-DEN , 09:00 PM ), 0.021886
( UA-233-LAX-JFK , 12:29 AM ), 0.022306
( UA-233-LAX-JFK , empty ), 0.000421
( UA-233-LAX-JFK , 04:25 PM ), 0.022727
( UA-397-JFK-SFO , 11:58 AM ), 0.009259
( UA-397-JFK-SFO , 11:55 AM ), 0.009259
( UA-397-JFK-SFO , 08:29 AM ), 0.009259
( UA-397-JFK-SFO , 08:00 AM ), 0.008838
( UA-397-JFK-SFO , empty ), 0.000421
( UA-2515-DFW-CLT , 10:47 AM ), 0.008838
( UA-2515-DFW-CLT , 10:31 AM ), 0.008838
( UA-2515-DFW-CLT , 07:05 AM ), 0.017677
( AA-1434-DFW-MCO , 10:36 AM ), 0.010943
( AA-1434-DFW-MCO , 10:35 AM ), 0.010943
( AA-1434-DFW-MCO , 07:21 AM ), 0.010943
( AA-1434-DFW-MCO , 07:15 AM ), 0.010943
( CO-1614-LAX-IAH , 05:26 AM ), 0.008838
( CO-1614-LAX-IAH , 05:6 AM ), 0.000421
( CO-1614-LAX-IAH , 05:35 AM ), 0.009259
( CO-1614-LAX-IAH , 12:41 AM ), 0.007997
( CO-1614-LAX-IAH , empty ), 0.000842
( CO-1614-LAX-IAH , 12:4 AM ), 0.000421
( CO-1614-LAX-IAH , 12:30 AM ), 0.009259
( AA-616-DFW-DTW , 01:27 PM ), 0.010943
( AA-616-DFW-DTW , 12:35 PM ), 0.010943
( AA-616-DFW-DTW , 10:10 AM ), 0.010943
( AA-616-DFW-DTW , 09:05 AM ), 0.010943
( UA-37-EWR-MCO , 04:17 PM ), 0.017256
( UA-37-EWR-MCO , empty ), 0.000421
( UA-37-EWR-MCO , 01:48 PM ), 0.008838
( UA-37-EWR-MCO , 01:29 PM ), 0.008838
( AA-3859-IAH-ORD , 09:32 AM ), 0.011364
( AA-3859-IAH-ORD , 09:40 AM ), 0.011364
( AA-3859-IAH-ORD , 07:16 AM ), 0.010943
( AA-3859-IAH-ORD , empty ), 0.000421
( AA-3859-IAH-ORD , 07:10 AM ), 0.011364
( AA-59-JFK-SFO , 11:12 AM ), 0.012205
( AA-59-JFK-SFO , 10:45 AM ), 0.012205
( AA-59-JFK-SFO , 07:39 AM ), 0.012205
( AA-59-JFK-SFO , 07:10 AM ), 0.011785
( AA-59-JFK-SFO , empty ), 0.000421
( UA-382-IAD-LAX , 03:21 PM ), 0.010101
( UA-382-IAD-LAX , 03:19 PM ), 0.010101
( UA-382-IAD-LAX , 12:35 PM ), 0.010101
( UA-382-IAD-LAX , 12:30 PM ), 0.010101
( AA-4277-CVG-JFK , 01:43 PM ), 0.010943
( AA-4277-CVG-JFK , 02:15 PM ), 0.010101
( AA-4277-CVG-JFK , 0215 PM ), 0.000421
( AA-4277-CVG-JFK , 02:15 MP ), 0.000421
( AA-4277-CVG-JFK , 12:10 PM ), 0.021886
( UA-2726-FLL-PHL , 06:28 PM ), 0.009680
( UA-2726-FLL-PHL , 06:46 PM ), 0.009680
( UA-2726-FLL-PHL , 04:00 PM ), 0.019360
( UA-37-EDI-EWR , 12:09 PM ), 0.008418
( UA-37-EDI-EWR , 11:53 AM ), 0.007997
( UA-37-EDI-EWR , 1:53 AM ), 0.000421
( UA-37-EDI-EWR , 08:52 AM ), 0.008418
( UA-37-EDI-EWR , 09:05 AM ), 0.008418
( UA-3050-PHX-CLT , 05:05 PM ), 0.010101
( UA-3050-PHX-CLT , 050:5 PM ), 0.000421
( UA-3050-PHX-CLT , 04:57 PM ), 0.010522
( UA-3050-PHX-CLT , 11:30 AM ), 0.010522
( UA-3050-PHX-CLT , 11:05 AM ), 0.010522
( CO-58-DEN-IAH , 03:31 PM ), 0.007997
( CO-58-DEN-IAH , empty ), 0.000421
( CO-58-DEN-IAH , 02:50 PM ), 0.008418
( CO-58-DEN-IAH , 11:32 AM ), 0.008418
( CO-58-DEN-IAH , 11:25 AM ), 0.008418
( AA-1007-MIA-PHX , 07:55 PM ), 0.003788
( AA-1007-MIA-PHX , 0:755 PM ), 0.000421
( AA-1007-MIA-PHX , 07:55P M ), 0.000842
( AA-1007-MIA-PHX , 07:55 iPM ), 0.000421
( AA-1007-MIA-PHX , 7:55 PM ), 0.000842
( AA-1007-MIA-PHX , 07:55 PfM ), 0.000421
( AA-1007-MIA-PHX , 07:55 PuM ), 0.000421
( AA-1007-MIA-PHX , 07:5 PM ), 0.000421
( AA-1007-MIA-PHX , 0n7:55 PM ), 0.000421
( AA-1007-MIA-PHX , 70:55 PM ), 0.000421
( AA-1007-MIA-PHX , 07:55 M ), 0.000421
( AA-1007-MIA-PHX , 08:05 PM ), 0.008838
( AA-1007-MIA-PHX , 05:08 PM ), 0.004209
( AA-1007-MIA-PHX , 05:08 MP ), 0.000421
( AA-1007-MIA-PHX , 05:08PM ), 0.000421
( AA-1007-MIA-PHX , 05:8 PM ), 0.000421
( AA-1007-MIA-PHX , 0c5:08 PM ), 0.000421
( AA-1007-MIA-PHX , 5:08 PM ), 0.000421
( AA-1007-MIA-PHX , 05:08 PvM ), 0.000421
( AA-1007-MIA-PHX , 050:8 PM ), 0.000421
( AA-1007-MIA-PHX , 50:08 PM ), 0.000421
( AA-1007-MIA-PHX , 05:08 uPM ), 0.000421
( AA-1007-MIA-PHX , 05:08h PM ), 0.000421
( AA-1007-MIA-PHX , 05:08f PM ), 0.000421
( AA-1007-MIA-PHX , 04:55 PM ), 0.008418
( AA-1007-MIA-PHX , 04:5 PM ), 0.000421
( AA-2525-DFW-MIA , 11:06 AM ), 0.010943
( AA-2525-DFW-MIA , 11:10 AM ), 0.010943
( AA-2525-DFW-MIA , 07:39 AM ), 0.010943
( AA-2525-DFW-MIA , 07:25 AM ), 0.010943
( CO-1023-IAH-DEN , 01:14 PM ), 0.009259
( CO-1023-IAH-DEN , 01:17 PM ), 0.007155
( CO-1023-IAH-DEN , 01h:17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17b PM ), 0.000421
( CO-1023-IAH-DEN , 0117 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17k PM ), 0.000421
( CO-1023-IAH-DEN , 10:17 PM ), 0.000421
( CO-1023-IAH-DEN , 11:56 AM ), 0.008418
( CO-1023-IAH-DEN , 1:56 AM ), 0.000421
( CO-1023-IAH-DEN , empty ), 0.000421
( CO-1023-IAH-DEN , 11:40 AM ), 0.009259
( AA-404-MIA-MCO , 07:40 AM ), 0.011364
( AA-404-MIA-MCO , 07:45 AM ), 0.011364
( AA-404-MIA-MCO , 06:57 AM ), 0.011364
( AA-404-MIA-MCO , 06:45 AM ), 0.010943
( AA-404-MIA-MCO , empty ), 0.000421
( AA-4330-CVG-ORD , 03:33 PM ), 0.009680
( AA-4330-CVG-ORD , 04:00 PM ), 0.009680
( AA-4330-CVG-ORD , 03:36 PM ), 0.009259
( AA-4330-CVG-ORD , empty ), 0.000421
( AA-4330-CVG-ORD , 03:35 PM ), 0.009680
( AA-2268-PHX-ORD , 11:06 AM ), 0.010943
( AA-2268-PHX-ORD , 11:35 AM ), 0.010943
( AA-2268-PHX-ORD , 07:22 AM ), 0.010943
( AA-2268-PHX-ORD , 07:15 AM ), 0.010943
( AA-1522-SFO-ORD , 05:50 AM ), 0.019360
( AA-1522-SFO-ORD , 11:55 PM ), 0.019360
( AA-649-ORD-SNA , 03:50 PM ), 0.018519
( AA-649-ORD-SNA , 01:30 PM ), 0.018519
( UA-3373-IAD-PHL , 09:13 AM ), 0.009680
( UA-3373-IAD-PHL , 09:24 AM ), 0.009680
( UA-3373-IAD-PHL , 08:26 AM ), 0.009680
( UA-3373-IAD-PHL , 08:29 AM ), 0.009680
( UA-1500-IAH-GUA , 11:56 AM ), 0.007155
( UA-1500-IAH-GUA , 11:45 AM ), 0.006734
( UA-1500-IAH-GUA , 11:4 5AM ), 0.000421
( UA-1500-IAH-GUA , 09:16 AM ), 0.007155
( UA-1500-IAH-GUA , 08:55 AM ), 0.007155
( AA-1165-JFK-MIA , 10:04 AM ), 0.010101
( AA-1165-JFK-MIA , 01:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:34 AM ), 0.010522
( AA-1165-JFK-MIA , 07:22 AM ), 0.010522
( AA-1165-JFK-MIA , 06:59 AM ), 0.005471
( AA-1165-JFK-MIA , 06:5b9 AM ), 0.000421
( AA-1165-JFK-MIA , 06:5 AM ), 0.000842
( AA-1165-JFK-MIA , 06:5 9AM ), 0.000421
( AA-1165-JFK-MIA , 06:59 AnM ), 0.000421
( AA-1165-JFK-MIA , 06:59AM ), 0.000421
( AA-1165-JFK-MIA , 06:e59 AM ), 0.000421
( AA-1165-JFK-MIA , 06:59A M ), 0.000421
( AA-1165-JFK-MIA , 0659 AM ), 0.000842
( AA-1165-JFK-MIA , 065:9 AM ), 0.000421
( AA-1165-JFK-MIA , 06:59 M ), 0.000421
( AA-643-MIA-ORD , 09:31 AM ), 0.010943
( AA-643-MIA-ORD , 09:35 AM ), 0.010943
( AA-643-MIA-ORD , 07:30 AM ), 0.010943
( AA-643-MIA-ORD , 07:10 AM ), 0.010101
( AA-643-MIA-ORD , 07:0 AM ), 0.000421
( AA-643-MIA-ORD , 07:1 AM ), 0.000421
( AA-222-LAX-BOS , 03:14 PM ), 0.009680
( AA-222-LAX-BOS , 03:14u PM ), 0.000421
( AA-222-LAX-BOS , 03:30 PM ), 0.010101
( AA-222-LAX-BOS , 07:31 AM ), 0.010101
( AA-222-LAX-BOS , 07:10 AM ), 0.010101
( AA-484-DFW-MIA , 07:39 PM ), 0.010943
( AA-484-DFW-MIA , 07:55 PM ), 0.010943
( AA-484-DFW-MIA , 04:29 PM ), 0.010943
( AA-484-DFW-MIA , 04:15 PM ), 0.010943
( UA-828-SFO-ORD , 05:11 AM ), 0.020202
( UA-828-SFO-ORD , 11:08 PM ), 0.020202
( AA-2957-DFW-CVG , 11:01 AM ), 0.010522
( AA-2957-DFW-CVG , 11:05 AM ), 0.010101
( AA-2957-DFW-CVG , empty ), 0.000842
( AA-2957-DFW-CVG , 08:04 AM ), 0.010101
( AA-2957-DFW-CVG , 08:0 AM ), 0.000421
( AA-2957-DFW-CVG , 07:55 AM ), 0.010101
( AA-3756-ORD-SLC , 02:50 PM ), 0.010522
( AA-3756-ORD-SLC , empty ), 0.000421
( AA-3756-ORD-SLC , 02:45 PM ), 0.010943
( AA-3756-ORD-SLC , 12:41 PM ), 0.010943
( AA-3756-ORD-SLC , 12:15 PM ), 0.010943
( UA-858-PVG-SFO , 08:02 AM ), 0.007576
( UA-858-PVG-SFO , 08:27 AM ), 0.007576
( UA-858-PVG-SFO , 01:32 PM ), 0.007576
( UA-858-PVG-SFO , 01:45 PM ), 0.007576
( AA-518-MIA-JFK , 09:28 AM ), 0.009680
( AA-518-MIA-JFK , 09:25 AM ), 0.009259
( AA-518-MIA-JFK , empty ), 0.000842
( AA-518-MIA-JFK , 06:54 AM ), 0.009680
( AA-518-MIA-JFK , 06:40 AM ), 0.009259
( CO-62-IAH-EWR , 07:10 PM ), 0.008838
( CO-62-IAH-EWR , 07:03 PM ), 0.008838
( CO-62-IAH-EWR , 02:48 PM ), 0.008838
( CO-62-IAH-EWR , 02:30 PM ), 0.008838
( UA-2314-ATL-PHL , 04:47 PM ), 0.008418
( UA-2314-ATL-PHL , 04:47x PM ), 0.000421
( UA-2314-ATL-PHL , 05:00 PM ), 0.008838
( UA-2314-ATL-PHL , 02:55 PM ), 0.017256
( UA-2314-ATL-PHL , 02:55 MP ), 0.000421
( UA-843-LAX-ORD , 07:58 PM ), 0.008838
( UA-843-LAX-ORD , 07:53 PM ), 0.008418
( UA-843-LAX-ORD , empty ), 0.000842
( UA-843-LAX-ORD , 02:10 PM ), 0.008838
( UA-843-LAX-ORD , 01:55 PM ), 0.008418
( CO-1694-LAX-IAH , 12:21 AM ), 0.021886
( CO-1694-LAX-IAH , 07:15 PM ), 0.021465
( CO-1694-LAX-IAH , empty ), 0.000421
( CO-45-EWR-MIA , 06:36 PM ), 0.008418
( CO-45-EWR-MIA , 06:36 MP ), 0.000421
( CO-45-EWR-MIA , 06:36P M ), 0.000421
( CO-45-EWR-MIA , 07:05 PM ), 0.009259
( CO-45-EWR-MIA , 03:58 PM ), 0.008838
( CO-45-EWR-MIA , 03:58 M ), 0.000421
( CO-45-EWR-MIA , 04:00 PM ), 0.009259
( UA-2708-EWR-CLT , 04:44 PM ), 0.008418
( UA-2708-EWR-CLT , 04:53 PM ), 0.008418
( UA-2708-EWR-CLT , 02:55 PM ), 0.016835
( UA-854-SFO-IAH , 01:30 PM ), 0.008838
( UA-854-SFO-IAH , 01:39 PM ), 0.008838
( UA-854-SFO-IAH , 07:49 AM ), 0.008838
( UA-854-SFO-IAH , 07:53 AM ), 0.008838
( CO-89-IAH-EWR , 10:27 AM ), 0.008418
