没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_1.25/dirty_hospitals_mix_1.25.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_1.25/dirty_hospitals_mix_1.25.csv
( crenshaw community hospital , 3343353374 ), 0.013000
( cayllahan eye foundation hospital , al ), 0.001000
( callahan eye foundation hospoital , 2053258100 ), 0.001000
( callahan eye foundation hospoital , 35233 ), 0.001000
( callahan eye foundation hospoital , 10018 ), 0.001000
( callahan eye foundation hospoital , 1720 university blvd ), 0.001000
( callahan eye foundation hospoital , voluntary non-profit - private ), 0.001000
( callahan eye foundation hospoital , birmingham ), 0.001000
( callahan eye foundation hospoital , al ), 0.001000
( callahan eye foundtaion hospital , 2053258100 ), 0.002000
( callahan eye foundtaion hospital , 35233 ), 0.002000
( callahan eye foundtaion hospital , 10018 ), 0.002000
( callahan eye foundtaion hospital , 1720 university blvd ), 0.002000
( callahan eye foundtaion hospital , voluntary non-profit - private ), 0.002000
( callahan eye foundtaion hospital , birmingham ), 0.002000
( callahan eye foundtaion hospital , al ), 0.002000
( yukon kuskokwim delta reg hospital , 9075436300 ), 0.002000
( yukon kuskokwim delta reg hospital , 99559 ), 0.001000
( yukon kuskokwim delta reg hospital , 99559*** ), 0.001000
( yukon kuskokwim delta reg hospital , 20018 ), 0.002000
( yukon kuskokwim delta reg hospital , po box 287 ), 0.002000
( yukon kuskokwim delta reg hospital , government - federal ), 0.002000
( yukon kuskokwim delta reg hospital , bethel ), 0.002000
( yukon kuskokwim delta reg hospital , ak ), 0.002000
( southeast alabama mbedical center , 3347938701 ), 0.001000
( southeast alabama mbedical center , 36302 ), 0.001000
( southeast alabama mbedical center , 10001 ), 0.001000
( southeast alabama mbedical center , 1108 ross clark circle ), 0.001000
( southeast alabama mbedical center , government - hospital district or authority ), 0.001000
( southeast alabama mbedical center , dthan ), 0.001000
( southeast alabama mbedical center , al ), 0.001000
( cullman regional medical center , 2567372000 ), 0.023000
( cullman regional medical center , empty ), 0.004000
( cullman regional medical center , 35058 ), 0.023000
( cullman regional medical center , 5058 ), 0.001000
( cullman regional medical center , 10035 ), 0.025000
( cullman regional medical center , 1912 alabama highway 157 ), 0.024000
( cullman regional medical center , government - hospital district or authority ), 0.024000
( cullman regional medical center , governmnt - hospital district or authority ), 0.001000
( cullman regional medical center , cullman ), 0.025000
( cullman regional medical center , al ), 0.024000
( cullman regional medical center , l ), 0.001000
( fayette medical center , 2059325966 ), 0.024000
( fayette medical center , 2059352966 ), 0.001000
( fayette medical center , 35555 ), 0.025000
( fayette medical center , 10045 ), 0.025000
( fayette medical center , 1653 temple avenue north ), 0.025000
( fayette medical center , voluntary non-profit - other ), 0.025000
( fayette medical center , fayette ), 0.025000
( fayette medical center , al ), 0.024000
( fayette medical center , empty ), 0.001000
( georgiana hospital , 3343762205 ), 0.024000
( georgiana hospital , 36033 ), 0.024000
( georgiana hospital , 10047 ), 0.024000
( georgiana hospital , 515 miranda st ), 0.023000
( georgiana hospital , empty ), 0.004000
( georgiana hospital , voluntary non-profit - private ), 0.023000
( georgiana hospital , georgiana ), 0.021000
( georgiana hospital , georgaina ), 0.001000
( georgiana hospital , al ), 0.021000
( georgiana hospital , la ), 0.001000
( georgiana hospital , l ), 0.001000
( georgiana hospital , kal ), 0.001000
( st vncents east , 2058383122 ), 0.001000
( st vncents east , 3235 ), 0.001000
( st vncents east , 10011 ), 0.001000
( st vncents east , 50 medical park east drive ), 0.001000
( st vncents east , voluntary non-profit - private ), 0.001000
( st vncents east , birmingham ), 0.001000
( st vncents east , al ), 0.001000
( marion regional medical center , 2059216200 ), 0.024000
( marion regional medical center , 35570 ), 0.024000
( marion regional medical center , 10044 ), 0.024000
( marion regional medical center , 1256 military street south ), 0.024000
( marion regional medical center , voluntary non-profit - private ), 0.024000
( marion regional medical center , hamilton ), 0.024000
( marion regional medical center , al ), 0.024000
( strigfellow memorial hospital , 2562358900 ), 0.001000
( strigfellow memorial hospital , 36201 ), 0.001000
( strigfellow memorial hospital , 10038 ), 0.001000
( strigfellow memorial hospital , 301 east 18th st ), 0.001000
( strigfellow memorial hospital , proprietary ), 0.001000
( strigfellow memorial hospital , anniston ), 0.001000
( strigfellow memorial hospital , al ), 0.001000
( helen keller memorial hospital , 2563864556 ), 0.013000
( helen keller memorial hospital , 25638g64556 ), 0.001000
( helen keller memorial hospital , 2568364556 ), 0.002000
( helen keller memorial hospital , 2x563864556 ), 0.001000
( helen keller memorial hospital , 256364556 ), 0.001000
( helen keller memorial hospital , 25s63864556 ), 0.001000
( helen keller memorial hospital , 256386556 ), 0.001000
( helen keller memorial hospital , 35660 ), 0.020000
( helen keller memorial hospital , 10019 ), 0.020000
( helen keller memorial hospital , 1300 south montgomery avenue ), 0.014000
( helen keller memorial hospital , 1300 sourth montgomery avenue ), 0.001000
( helen keller memorial hospital , 1300 south montgoery avenue ), 0.001000
( helen keller memorial hospital , 130 south montgomery avenue ), 0.001000
( helen keller memorial hospital , 1300 southc montgomery avenue ), 0.001000
( helen keller memorial hospital , 1300s outh montgomery avenue ), 0.001000
( helen keller memorial hospital , 1300 south montgomery aveneu ), 0.001000
( helen keller memorial hospital , government - hospital district or authority ), 0.015000
( helen keller memorial hospital , government - ohspital district or authority ), 0.001000
( helen keller memorial hospital , government - hospital district or athority ), 0.001000
( helen keller memorial hospital , government - hospital district or eauthority ), 0.001000
( helen keller memorial hospital , overnment - hospital district or authority ), 0.001000
( helen keller memorial hospital , government - hospital districto r authority ), 0.001000
( helen keller memorial hospital , sheffield ), 0.014000
( helen keller memorial hospital , siheffield ), 0.001000
( helen keller memorial hospital , sehffield ), 0.001000
( helen keller memorial hospital , heffield ), 0.001000
( helen keller memorial hospital , shfefield ), 0.001000
( helen keller memorial hospital , shefield ), 0.001000
( helen keller memorial hospital , empty ), 0.001000
( helen keller memorial hospital , al ), 0.020000
( dale medical cpenter , 3347742601 ), 0.001000
( dale medical cpenter , 36360 ), 0.001000
( dale medical cpenter , 10021 ), 0.001000
( dale medical cpenter , 126 hospital ave ), 0.001000
( dale medical cpenter , government - hospital district or authority ), 0.001000
( dale medical cpenter , ozark ), 0.001000
( dale medical cpenter , al ), 0.001000
( marshall medical center north , 2565718000 ), 0.025000
( marshall medical center north , 35976 ), 0.025000
( marshall medical center north , 10010 ), 0.025000
( marshall medical center north , 8000 alabama highway 69 ), 0.025000
( marshall medical center north , government - hospital district or authority ), 0.025000
( marshall medical center north , guntersville ), 0.025000
( marshall medical center north , al ), 0.022000
( marshall medical center north , empty ), 0.003000
( callahan eye foundation hospital , 2053258100 ), 0.016000
( callahan eye foundation hospital , 3343353374 ), 0.011000
( callahan eye foundation hospital , 3343353347 ), 0.001000
( callahan eye foundation hospital , 2058383122 ), 0.004000
( callahan eye foundation hospital , 2568453150 ), 0.013000
( callahan eye foundation hospital , 3346366221 ), 0.006000
( callahan eye foundation hospital , 2056208100 ), 0.005000
( callahan eye foundation hospital , empty ), 0.005000
( callahan eye foundation hospital , 35233 ), 0.010000
( callahan eye foundation hospital , 36049 ), 0.012000
( callahan eye foundation hospital , 35235 ), 0.004000
( callahan eye foundation hospital , 35968 ), 0.013000
( callahan eye foundation hospital , 36784 ), 0.006000
( callahan eye foundation hospital , 35007 ), 0.006000
( callahan eye foundation hospital , 3j5233 ), 0.001000
( callahan eye foundation hospital , 3523 ), 0.002000
( callahan eye foundation hospital , 35l233 ), 0.001000
( callahan eye foundation hospital , m35233 ), 0.001000
( callahan eye foundation hospital , 3z5233 ), 0.001000
( callahan eye foundation hospital , 10018 ), 0.016000
( callahan eye foundation hospital , 10008 ), 0.012000
( callahan eye foundation hospital , 10011 ), 0.004000
( callahan eye foundation hospital , 10012 ), 0.013000
( callahan eye foundation hospital , 10015 ), 0.006000
( callahan eye foundation hospital , 10016 ), 0.006000
( callahan eye foundation hospital , 1720 university blvd ), 0.016000
( callahan eye foundation hospital , 101 hospital circle ), 0.012000
( callahan eye foundation hospital , 50 medical park east drive ), 0.004000
( callahan eye foundation hospital , 200 med center drive ), 0.013000
( callahan eye foundation hospital , 33700 highway 43 ), 0.006000
( callahan eye foundation hospital , 1000 first street north ), 0.006000
( callahan eye foundation hospital , voluntary non-profit - private ), 0.019000
( callahan eye foundation hospital , government - federal ), 0.018000
( callahan eye foundation hospital , voluntary non-profit - church ), 0.017000
( callahan eye foundation hospital , oluntary non-profit - church ), 0.001000
( callahan eye foundation hospital , birmingham ), 0.022000
( callahan eye foundation hospital , lpuverne ), 0.001000
( callahan eye foundation hospital , luverne ), 0.011000
( callahan eye foundation hospital , fort payne ), 0.013000
( callahan eye foundation hospital , thomasville ), 0.006000
( callahan eye foundation hospital , alabaster ), 0.004000
( callahan eye foundation hospital , al ), 0.049000
( callahan eye foundation hospital , l ), 0.002000
( callahan eye foundation hospital , yal ), 0.002000
( callahan eye foundation hospital , la ), 0.001000
( callahan eye foundation hospital , apl ), 0.001000
( st vincents hospital , 2059397000 ), 0.005000
( st vincents hospital , 35205 ), 0.005000
( st vincents hospital , 10056 ), 0.005000
( st vincents hospital , 810 st vincents drive ), 0.005000
( st vincents hospital , voluntary non-profit - other ), 0.005000
( st vincents hospital , birmingham ), 0.005000
( st vincents hospital , al ), 0.005000
( decatur general hospital , 2563412000 ), 0.001000
( decatur general hospital , 35609 ), 0.001000
( decatur general hospital , 10085 ), 0.001000
( decatur general hospital , 1201 7th street se ), 0.001000
( decatur general hospital , government - hospital district or authority ), 0.001000
( decatur general hospital , decatur ), 0.001000
( decatur general hospital , al ), 0.001000
( northwest meical center , 2054877736 ), 0.001000
( northwest meical center , 35594 ), 0.001000
( northwest meical center , 10086 ), 0.001000
( northwest meical center , 1530 u s highway 43 ), 0.001000
( northwest meical center , proprietary ), 0.001000
( northwest meical center , winfield ), 0.001000
( northwest meical center , al ), 0.001000
( bapptist medical center south , 3342882100 ), 0.001000
( bapptist medical center south , 36116 ), 0.001000
( bapptist medical center south , 10023 ), 0.001000
( bapptist medical center south , 2105 east south boulevard ), 0.001000
( bapptist medical center south , voluntary non-profit - church ), 0.001000
( bapptist medical center south , montgomery ), 0.001000
( bapptist medical center south , al ), 0.001000
( elba general hospital , 3348972257 ), 0.024000
( elba general hospital , 36323 ), 0.024000
( elba general hospital , 10027 ), 0.024000
( elba general hospital , 987 drayton street ), 0.024000
( elba general hospital , voluntary non-profit - other ), 0.024000
( elba general hospital , elba ), 0.022000
( elba general hospital , eclba ), 0.001000
( elba general hospital , elab ), 0.001000
( elba general hospital , al ), 0.024000
( alasika regional hospital , 9072761131 ), 0.001000
( alasika regional hospital , 99508 ), 0.001000
( alasika regional hospital , 20017 ), 0.001000
( alasika regional hospital , 2801 debarr road ), 0.001000
( alasika regional hospital , proprietary ), 0.001000
( alasika regional hospital , anchorage ), 0.001000
( alasika regional hospital , ak ), 0.001000
( northwest medical center , 2054877736 ), 0.022000
( northwest medical center , 35594 ), 0.021000
( northwest medical center , empty ), 0.001000
( northwest medical center , 10086 ), 0.022000
( northwest medical center , 1530 u s highway 43 ), 0.022000
( northwest medical center , proprietary ), 0.022000
( northwest medical center , winfield ), 0.022000
( northwest medical center , al ), 0.022000
( callahan eye foundatio hospital , 2053258100 ), 0.001000
( callahan eye foundatio hospital , 35233 ), 0.001000
( callahan eye foundatio hospital , 10018 ), 0.001000
( callahan eye foundatio hospital , 1720 university blvd ), 0.001000
( callahan eye foundatio hospital , voluntary non-profit - private ), 0.001000
( callahan eye foundatio hospital , birmingham ), 0.001000
( callahan eye foundatio hospital , al ), 0.001000
( andalusia regional hospital , 3342228466 ), 0.024000
( andalusia regional hospital , 36420 ), 0.023000
( andalusia regional hospital , empty ), 0.003000
( andalusia regional hospital , 10036 ), 0.024000
( andalusia regional hospital , 849 south three notch street ), 0.023000
( andalusia regional hospital , 49 south three notch street ), 0.001000
( andalusia regional hospital , proprietary ), 0.022000
( andalusia regional hospital , andalusia ), 0.023000
( andalusia regional hospital , andaulsia ), 0.001000
( andalusia regional hospital , al ), 0.024000
( huntsville hospital , 2562651000 ), 0.027000
( huntsville hospital , 35801 ), 0.026000
( huntsville hospital , 35810 ), 0.001000
( huntsville hospital , 10039 ), 0.027000
( huntsville hospital , empty ), 0.002000
( huntsville hospital , 101 sivley rd ), 0.026000
( huntsville hospital , government - hospital district or authority ), 0.027000
( huntsville hospital , huntsville ), 0.026000
( huntsville hospital , huntysville ), 0.001000
( huntsville hospital , al ), 0.026000
( eliza coffee memoribal hospital , 2567688400 ), 0.001000
( eliza coffee memoribal hospital , empty ), 0.001000
( eliza coffee memoribal hospital , 10006 ), 0.001000
( eliza coffee memoribal hospital , 205 marengo street ), 0.001000
( eliza coffee memoribal hospital , voluntary non-profit - other ), 0.001000
( eliza coffee memoribal hospital , florence ), 0.001000
( eliza coffee memoribal hospital , al ), 0.001000
( g h lanier memorial hospital , 3347561400 ), 0.025000
( g h lanier memorial hospital , 36854 ), 0.025000
( g h lanier memorial hospital , 10025 ), 0.025000
( g h lanier memorial hospital , 4800 48th st ), 0.025000
( g h lanier memorial hospital , voluntary non-profit - other ), 0.025000
( g h lanier memorial hospital , valley ), 0.024000
( g h lanier memorial hospital , vallye ), 0.001000
( g h lanier memorial hospital , al ), 0.025000
( elba general hosital , 3348972257 ), 0.001000
( elba general hosital , empty ), 0.001000
( elba general hosital , 10027 ), 0.001000
( elba general hosital , 987 drayton street ), 0.001000
( elba general hosital , voluntary non-profit - other ), 0.001000
( elba general hosital , elba ), 0.001000
( elba general hosital , al ), 0.001000
( dekalb regional medical center , 2568453150 ), 0.009000
( dekalb regional medical center , empty ), 0.002000
( dekalb regional medical center , 35968 ), 0.010000
( dekalb regional medical center , 10012 ), 0.010000
( dekalb regional medical center , 200 med center drive ), 0.010000
( dekalb regional medical center , voluntary non-profit - church ), 0.010000
( dekalb regional medical center , fort payne ), 0.009000
( dekalb regional medical center , al ), 0.010000
( mizell memorial hosprital , 3344933541 ), 0.001000
( mizell memorial hosprital , 35233 ), 0.001000
( mizell memorial hosprital , 10007 ), 0.001000
( mizell memorial hosprital , 702 n main st ), 0.001000
( mizell memorial hosprital , voluntary non-profit - private ), 0.001000
( mizell memorial hosprital , opp ), 0.001000
( mizell memorial hosprital , al ), 0.001000
( chilton medical center , 2057552500 ), 0.023000
( chilton medical center , empty ), 0.001000
( chilton medical center , 35045 ), 0.024000
( chilton medical center , 10043 ), 0.024000
( chilton medical center , 1010 lay dam road ), 0.023000
( chilton medical center , 1010 layf dam road ), 0.001000
( chilton medical center , voluntary non-profit - private ), 0.024000
( chilton medical center , clanton ), 0.023000
( chilton medical center , clantorn ), 0.001000
( chilton medical center , al ), 0.024000
( prattville baptist hospital , 3343614267 ), 0.020000
( prattville baptist hospital , 36067 ), 0.019000
( prattville baptist hospital , empty ), 0.002000
( prattville baptist hospital , 10108 ), 0.020000
( prattville baptist hospital , 124 s memorial dr ), 0.019000
( prattville baptist hospital , voluntary non-profit - private ), 0.020000
( prattville baptist hospital , prattville ), 0.020000
( prattville baptist hospital , al ), 0.020000
( community hospital inc , 3342836541 ), 0.024000
( community hospital inc , 36078 ), 0.024000
( community hospital inc , 10034 ), 0.024000
( community hospital inc , 805 friendshp road ), 0.001000
( community hospital inc , 805 friendship roda ), 0.001000
( community hospital inc , 805 friendship road ), 0.021000
( community hospital inc , empty ), 0.003000
( community hospital inc , voluntary non-profit - private ), 0.024000
( community hospital inc , tallassee ), 0.021000
( community hospital inc , tlalassee ), 0.001000
( community hospital inc , al ), 0.024000
( flowers hospital , 3347935000 ), 0.016000
( flowers hospital , 36305 ), 0.015000
( flowers hospital , 33605 ), 0.001000
( flowers hospital , 10055 ), 0.016000
( flowers hospital , 4370 west main street ), 0.016000
( flowers hospital , proprietary ), 0.014000
( flowers hospital , empty ), 0.003000
( flowers hospital , dothan ), 0.015000
( flowers hospital , al ), 0.016000
( southeast alabama medical center , 3347938701 ), 0.023000
( southeast alabama medical center , 3347938z701 ), 0.001000
( southeast alabama medical center , 36302 ), 0.024000
( southeast alabama medical center , 10001 ), 0.024000
( southeast alabama medical center , 1108 ross clark circle ), 0.023000
( southeast alabama medical center , 1108 ross clark crcle ), 0.001000
( southeast alabama medical center , government - hospital district or authority ), 0.023000
( southeast alabama medical center , empty ), 0.002000
( southeast alabama medical center , dothan ), 0.023000
( southeast alabama medical center , al ), 0.024000
( empty , 2563864556 ), 0.002000
( empty , 2567688400 ), 0.001000
( empty , 2568453150 ), 0.001000
( empty , 3347935000 ), 0.001000
( empty , 2054877736 ), 0.002000
( empty , 2562495000 ), 0.001000
( empty , 3342228466 ), 0.001000
( empty , 2562651000 ), 0.001000
( empty , 2059216200 ), 0.001000
( empty , 3343762205 ), 0.001000
( empty , 35660 ), 0.002000
( empty , empty ), 0.001000
( empty , 35968 ), 0.001000
( empty , 36305 ), 0.001000
( empty , 35594 ), 0.002000
( empty , 35150 ), 0.001000
( empty , 36420 ), 0.001000
( empty , 35801 ), 0.001000
( empty , 35570 ), 0.001000
( empty , 36033 ), 0.001000
( empty , 10019 ), 0.002000
( empty , 10006 ), 0.001000
( empty , 10012 ), 0.001000
( empty , 10055 ), 0.001000
( empty , 10086 ), 0.002000
( empty , 10164 ), 0.001000
( empty , 10036 ), 0.001000
( empty , 10039 ), 0.001000
( empty , 10044 ), 0.001000
( empty , 10047 ), 0.001000
( empty , 1300 south montgomery avenue ), 0.002000
( empty , 205 marengo street ), 0.001000
( empty , 200 med center drive ), 0.001000
( empty , 4370 west main street ), 0.001000
( empty , 1530 u s highway 43 ), 0.002000
( empty , 315 w hickory st ), 0.001000
( empty , 849 south three notch street ), 0.001000
( empty , 101 sivley rd ), 0.001000
( empty , 1256 military street south ), 0.001000
( empty , 515 miranda st ), 0.001000
( empty , government - hopital district or authority ), 0.001000
( empty , government - hospital district or authority ), 0.002000
( empty , voluntary non-profit - other ), 0.002000
( empty , voluntary non-profit - church ), 0.001000
( empty , proprietary ), 0.004000
( empty , voluntary non-profit - private ), 0.002000
( empty , houston ), 0.002000
( empty , lauderdale ), 0.001000
( empty , de kalb ), 0.001000
( empty , mobile ), 0.001000
( empty , jefferson ), 0.002000
( empty , dale ), 0.001000
( empty , elmore ), 0.002000
( empty , butler ), 0.002000
( empty , yes ), 0.010000
( empty , es ), 0.001000
( empty , no ), 0.001000
( empty , sheffield ), 0.002000
( empty , florence ), 0.001000
( empty , fort payne ), 0.001000
( empty , dothan ), 0.001000
( empty , winfield ), 0.002000
( empty , sylacauga ), 0.001000
( empty , andalusia ), 0.001000
( empty , huntsville ), 0.001000
( empty , hamilton ), 0.001000
( empty , georgiana ), 0.001000
( empty , ami-8a ), 0.003000
( empty , pn-4 ), 0.002000
( empty , ami-4 ), 0.001000
( empty , pn-3b ), 0.001000
( empty , pn-7 ), 0.001000
( empty , scip-vte-2 ), 0.001000
( empty , hf-4 ), 0.001000
( empty , pn-2 ), 0.001000
( empty , ami-2 ), 0.001000
( empty , al ), 0.012000
( jackson hospital & clinic inc , 3342938000 ), 0.025000
( jackson hospital & clinic inc , 36106 ), 0.023000
( jackson hospital & clinic inc , empty ), 0.001000
( jackson hospital & clinic inc , 36016 ), 0.001000
( jackson hospital & clinic inc , 10024 ), 0.025000
( jackson hospital & clinic inc , 1725 pine street ), 0.025000
( jackson hospital & clinic inc , voluntary non-profit - private ), 0.025000
( jackson hospital & clinic inc , montgomery ), 0.025000
( jackson hospital & clinic inc , al ), 0.025000
( southwest alabama medical center , 3346366221 ), 0.019000
( southwest alabama medical center , 36784 ), 0.018000
( southwest alabama medical center , 367w84 ), 0.001000
( southwest alabama medical center , 10015 ), 0.019000
( southwest alabama medical center , 33700 highway 43 ), 0.019000
( southwest alabama medical center , government - federal ), 0.019000
( southwest alabama medical center , thomasville ), 0.019000
( southwest alabama medical center , al ), 0.019000
( mqedical center enterprise , 3343470584 ), 0.001000
( mqedical center enterprise , 3a6330 ), 0.001000
( mqedical center enterprise , 10049 ), 0.001000
( mqedical center enterprise , 400 n edwards street ), 0.001000
( mqedical center enterprise , proprietary ), 0.001000
( mqedical center enterprise , enterprise ), 0.001000
( mqedical center enterprise , al ), 0.001000
( chilton medical pcenter , 2057552500 ), 0.001000
( chilton medical pcenter , 35045 ), 0.001000
( chilton medical pcenter , 10043 ), 0.001000
( chilton medical pcenter , 1010 lay dam road ), 0.001000
( chilton medical pcenter , voluntary non-profit - private ), 0.001000
( chilton medical pcenter , clanton ), 0.001000
( chilton medical pcenter , al ), 0.001000
( baptist medical center south , 3342882100 ), 0.022000
( baptist medical center south , empty ), 0.003000
( baptist medical center south , 3p342882100 ), 0.001000
( baptist medical center south , 36116 ), 0.024000
( baptist medical center south , 10023 ), 0.024000
( baptist medical center south , 2105 east south boulevard ), 0.022000
( baptist medical center south , voluntary non-profit - church ), 0.024000
( baptist medical center south , montgomery ), 0.024000
( baptist medical center south , al ), 0.024000
( helen keller memorial hospiatl , 2563864556 ), 0.001000
( helen keller memorial hospiatl , 35660 ), 0.001000
( helen keller memorial hospiatl , 10019 ), 0.001000
( helen keller memorial hospiatl , 1300 south montgomery avenue ), 0.001000
( helen keller memorial hospiatl , government - hospital district or authority ), 0.001000
( helen keller memorial hospiatl , sheffield ), 0.001000
( helen keller memorial hospiatl , al ), 0.001000
( stringfellow memorial hospital , 2562358900 ), 0.027000
( stringfellow memorial hospital , 36201 ), 0.026000
( stringfellow memorial hospital , empty ), 0.001000
( stringfellow memorial hospital , 10038 ), 0.027000
( stringfellow memorial hospital , 301 east 18th st ), 0.027000
( stringfellow memorial hospital , proprietary ), 0.027000
( stringfellow memorial hospital , anniston ), 0.027000
( stringfellow memorial hospital , al ), 0.027000
( russellville hospital , 2563321611 ), 0.002000
( russellville hospital , 35653 ), 0.002000
( russellville hospital , 10158 ), 0.002000
( russellville hospital , 15155 highway 43 ), 0.002000
( russellville hospital , proprietary ), 0.002000
( russellville hospital , russellville ), 0.002000
( russellville hospital , al ), 0.001000
( russellville hospital , empty ), 0.001000
( st vincents blount , 2052743000 ), 0.020000
( st vincents blount , 35121 ), 0.020000
( st vincents blount , 10050 ), 0.020000
( st vincents blount , 150 gilbreath drive ), 0.020000
( st vincents blount , voluntary non-profit - private ), 0.019000
( st vincents blount , empty ), 0.002000
( st vincents blount , oneonta ), 0.020000
( st vincents blount , al ), 0.018000
( st vincents blount , l ), 0.001000
( university of alabama hospital , 2059344011 ), 0.024000
( university of alabama hospital , empty ), 0.002000
( university of alabama hospital , 35233 ), 0.025000
( university of alabama hospital , 10033 ), 0.025000
( university of alabama hospital , 619 south 19th street ), 0.025000
( university of alabama hospital , government - state ), 0.022000
( university of alabama hospital , government - stte ), 0.001000
( university of alabama hospital , governmnt - state ), 0.001000
( university of alabama hospital , geovernment - state ), 0.001000
( university of alabama hospital , birmingham ), 0.023000
( university of alabama hospital , birminghaqm ), 0.001000
( university of alabama hospital , al ), 0.024000
( university of alabama hospital , acl ), 0.001000
( mizell memorial hospital , 3344933541 ), 0.024000
( mizell memorial hospital , 35233 ), 0.005000
( mizell memorial hospital , 36467 ), 0.019000
( mizell memorial hospital , 10007 ), 0.024000
( mizell memorial hospital , 702 n main st ), 0.024000
( mizell memorial hospital , voluntary non-profit - private ), 0.023000
( mizell memorial hospital , voluntary non-pmrofit - private ), 0.001000
( mizell memorial hospital , opp ), 0.024000
( mizell memorial hospital , al ), 0.022000
( mizell memorial hospital , la ), 0.001000
( mizell memorial hospital , l ), 0.001000
( alaska regional hospital , 9072761131 ), 0.016000
( alaska regional hospital , empty ), 0.002000
( alaska regional hospital , 99508 ), 0.016000
( alaska regional hospital , 20017 ), 0.017000
( alaska regional hospital , 2801 debarr road ), 0.017000
( alaska regional hospital , proprietary ), 0.017000
( alaska regional hospital , anchorage ), 0.017000
( alaska regional hospital , ak ), 0.017000
( callahan eye founation hospital , 2053258100 ), 0.001000
( callahan eye founation hospital , 35233 ), 0.001000
( callahan eye founation hospital , 10018 ), 0.001000
( callahan eye founation hospital , 1720 university blvd ), 0.001000
( callahan eye founation hospital , voluntary non-profit - private ), 0.001000
( callahan eye founation hospital , birmingham ), 0.001000
( callahan eye founation hospital , al ), 0.001000
( marshall medical center south , 2565938310 ), 0.025000
( marshall medical center south , 35957 ), 0.024000
( marshall medical center south , empty ), 0.001000
( marshall medical center south , 10005 ), 0.025000
( marshall medical center south , 2505 u s highway 431 north ), 0.023000
( marshall medical center south , 2505 u s khighway 431 north ), 0.001000
( marshall medical center south , 2505 u s highwday 431 north ), 0.001000
( marshall medical center south , government - hospital district or authority ), 0.024000
( marshall medical center south , government - hospital district lor authority ), 0.001000
( marshall medical center south , boaz ), 0.025000
( marshall medical center south , al ), 0.023000
( marshall medical center south , la ), 0.001000
( marshall medical center south , l ), 0.001000
( helen keller memdorial hospital , 2563864556 ), 0.001000
