没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_1/dirty_hospitals_mix_1.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_1/dirty_hospitals_mix_1.csv
( southeast alabama medical center , 3347938701 ), 0.021000
( alaska regional hospital , empty ), 0.001000
( alaska regional hospital , 99508 ), 0.017000
( alaska regional hospital , 20017 ), 0.017000
( alaska regional hospital , 2801 debarr road ), 0.017000
( alaska regional hospital , proprietary ), 0.017000
( alaska regional hospital , anchorage ), 0.016000
( alaska regional hospital , ancohrage ), 0.001000
( alaska regional hospital , ak ), 0.017000
( southwest alabama meadical center , 3346366221 ), 0.001000
( southwest alabama meadical center , 36784 ), 0.001000
( southwest alabama meadical center , 10015 ), 0.001000
( southwest alabama meadical center , 33700 highway 43 ), 0.001000
( southwest alabama meadical center , government - federal ), 0.001000
( southwest alabama meadical center , thomasville ), 0.001000
( southwest alabama meadical center , al ), 0.001000
( chilton imedical center , 2057552500 ), 0.001000
( chilton imedical center , 35045 ), 0.001000
( chilton imedical center , 10043 ), 0.001000
( chilton imedical center , 1010 lay dam road ), 0.001000
( chilton imedical center , voluntary non-profit - private ), 0.001000
( chilton imedical center , clanton ), 0.001000
( chilton imedical center , al ), 0.001000
( baptist medical center south , 3342882100 ), 0.025000
( baptist medical center south , 36116 ), 0.024000
( baptist medical center south , empty ), 0.002000
( baptist medical center south , 10023 ), 0.025000
( baptist medical center south , 2105 east south boulevard ), 0.025000
( baptist medical center south , voluntary non-profit - church ), 0.025000
( baptist medical center south , montgomery ), 0.025000
( baptist medical center south , al ), 0.024000
( chilton medical center , 2057552500 ), 0.024000
( chilton medical center , 35045 ), 0.024000
( chilton medical center , 10043 ), 0.024000
( chilton medical center , 1010 lay dam road ), 0.024000
( chilton medical center , voluntary non-profit - private ), 0.024000
( chilton medical center , clanton ), 0.023000
( chilton medical center , empty ), 0.001000
( chilton medical center , al ), 0.024000
( g h lanier memorial hospital , 3347561400 ), 0.024000
( g h lanier memorial hospital , 36854 ), 0.024000
( g h lanier memorial hospital , 10025 ), 0.024000
( g h lanier memorial hospital , 4800 48th st ), 0.024000
( g h lanier memorial hospital , voluntary non-profit - other ), 0.024000
( g h lanier memorial hospital , valley ), 0.024000
( g h lanier memorial hospital , al ), 0.023000
( g h lanier memorial hospital , l ), 0.001000
( medical center enetrprise , 3343470584 ), 0.001000
( medical center enetrprise , 36330 ), 0.001000
( medical center enetrprise , 10049 ), 0.001000
( medical center enetrprise , 400 n edwards street ), 0.001000
( medical center enetrprise , proprietary ), 0.001000
( medical center enetrprise , enterprise ), 0.001000
( medical center enetrprise , al ), 0.001000
( east alabama medical center and snf , 3347493411 ), 0.023000
( east alabama medical center and snf , 36801 ), 0.023000
( east alabama medical center and snf , 10029 ), 0.023000
( east alabama medical center and snf , 2000 pepperell parkway ), 0.022000
( east alabama medical center and snf , 2000 pepperel lparkway ), 0.001000
( east alabama medical center and snf , government - hospital district or authority ), 0.022000
( east alabama medical center and snf , government - hospital district or authroity ), 0.001000
( east alabama medical center and snf , opelika ), 0.021000
( east alabama medical center and snf , poelika ), 0.001000
( east alabama medical center and snf , empty ), 0.001000
( east alabama medical center and snf , al ), 0.023000
( st vincents blount , 2052743000 ), 0.019000
( st vincents blount , 35121 ), 0.019000
( st vincents blount , 10050 ), 0.019000
( st vincents blount , 150 gilbreath drive ), 0.019000
( st vincents blount , voluntary non-profit - private ), 0.018000
( st vincents blount , empty ), 0.002000
( st vincents blount , oneonta ), 0.018000
( st vincents blount , oneotna ), 0.001000
( st vincents blount , al ), 0.018000
( prattville baptist hospital , 3343614267 ), 0.019000
( prattville baptist hospital , 343614267 ), 0.001000
( prattville baptist hospital , 36067 ), 0.020000
( prattville baptist hospital , 10108 ), 0.020000
( prattville baptist hospital , 124 s memorial dr ), 0.019000
( prattville baptist hospital , empty ), 0.001000
( prattville baptist hospital , voluntary non-profit - private ), 0.019000
( prattville baptist hospital , voluntary non-prokfit - private ), 0.001000
( prattville baptist hospital , prattville ), 0.020000
( prattville baptist hospital , al ), 0.019000
( prattville baptist hospital , anl ), 0.001000
( huntsville hospital , 2562651000 ), 0.026000
( huntsville hospital , 256265100m0 ), 0.001000
( huntsville hospital , 256265100x0 ), 0.001000
( huntsville hospital , 35801 ), 0.028000
( huntsville hospital , 10039 ), 0.028000
( huntsville hospital , 101 sivley rd ), 0.027000
( huntsville hospital , 11 sivley rd ), 0.001000
( huntsville hospital , government - hospital district or authority ), 0.028000
( huntsville hospital , huntsville ), 0.028000
( huntsville hospital , al ), 0.028000
( university of alabama hospital , 2059344011 ), 0.025000
( university of alabama hospital , 35233 ), 0.024000
( university of alabama hospital , 3533 ), 0.001000
( university of alabama hospital , 10033 ), 0.025000
( university of alabama hospital , 619 south 19th street ), 0.025000
( university of alabama hospital , government - state ), 0.025000
( university of alabama hospital , birmingham ), 0.024000
( university of alabama hospital , birminghma ), 0.001000
( university of alabama hospital , al ), 0.025000
( marshall medical center north , 2565718000 ), 0.015000
( marshall medical center north , empty ), 0.001000
( marshall medical center north , 35976 ), 0.016000
( marshall medical center north , 10010 ), 0.016000
( marshall medical center north , 8000 alabama highway 69 ), 0.016000
( marshall medical center north , government - hospital district or authority ), 0.016000
( marshall medical center north , guntersville ), 0.016000
( marshall medical center north , al ), 0.016000
( hartselle medical center , 2567736511 ), 0.022000
( hartselle medical center , 35640 ), 0.022000
( hartselle medical center , 10009 ), 0.022000
( hartselle medical center , 201 pine street northwest ), 0.020000
( hartselle medical center , empty ), 0.004000
( hartselle medical center , 201 pine srteet northwest ), 0.001000
( hartselle medical center , proprietary ), 0.021000
( hartselle medical center , hartselle ), 0.016000
( hartselle medical center , birmingham ), 0.004000
( hartselle medical center , al ), 0.020000
( hartselle medical center , la ), 0.001000
( hartselle medical center , l ), 0.001000
( hartselle mnedical center , 2567736511 ), 0.001000
( hartselle mnedical center , 35640 ), 0.001000
( hartselle mnedical center , 10009 ), 0.001000
( hartselle mnedical center , 201 pine street northwest ), 0.001000
( hartselle mnedical center , proprietary ), 0.001000
( hartselle mnedical center , birmingham ), 0.001000
( hartselle mnedical center , al ), 0.001000
( hele keller memorial hospital , 2563864556 ), 0.001000
( hele keller memorial hospital , 35660 ), 0.001000
( hele keller memorial hospital , 10019 ), 0.001000
( hele keller memorial hospital , 1300 south montgomery avenue ), 0.001000
( hele keller memorial hospital , government - hospital district or authority ), 0.001000
( hele keller memorial hospital , sheffield ), 0.001000
( hele keller memorial hospital , al ), 0.001000
( heen keller memorial hospital , 2563864556 ), 0.001000
( heen keller memorial hospital , 35660 ), 0.001000
( heen keller memorial hospital , 10019 ), 0.001000
( heen keller memorial hospital , 1300 south montgomery avenue ), 0.001000
( heen keller memorial hospital , government - hospital district or authority ), 0.001000
( heen keller memorial hospital , sheffield ), 0.001000
( heen keller memorial hospital , al ), 0.001000
( flowers hospital , 3347935000 ), 0.015000
( flowers hospital , 3349735000 ), 0.001000
( flowers hospital , empty ), 0.001000
( flowers hospital , 36305 ), 0.017000
( flowers hospital , 10055 ), 0.017000
( flowers hospital , 4370 west main street ), 0.017000
( flowers hospital , proprietary ), 0.016000
( flowers hospital , propfrietary ), 0.001000
( flowers hospital , dothan ), 0.017000
( flowers hospital , al ), 0.017000
( st vincents east , 2058383122 ), 0.023000
( st vincents east , empty ), 0.004000
( st vincents east , 35235 ), 0.023000
( st vincents east , 10011 ), 0.024000
( st vincents east , 50 medical park east drive ), 0.022000
( st vincents east , 50 medical park eats drive ), 0.001000
( st vincents east , voluntary non-profit - private ), 0.023000
( st vincents east , vluntary non-profit - private ), 0.001000
( st vincents east , birmingham ), 0.024000
( st vincents east , al ), 0.023000
( coosba valley medical center , 2562495000 ), 0.001000
( coosba valley medical center , 35150 ), 0.001000
( coosba valley medical center , 10164 ), 0.001000
( coosba valley medical center , 315 w hickory st ), 0.001000
( coosba valley medical center , voluntary non-profit - other ), 0.001000
( coosba valley medical center , sylacauga ), 0.001000
( coosba valley medical center , al ), 0.001000
( helen kellr memorial hospital , 2563864556 ), 0.001000
( helen kellr memorial hospital , 35660 ), 0.001000
( helen kellr memorial hospital , 10019 ), 0.001000
( helen kellr memorial hospital , 1300 south montgomery avenue ), 0.001000
( helen kellr memorial hospital , government - hospital district or authority ), 0.001000
( helen kellr memorial hospital , sheffield ), 0.001000
( helen kellr memorial hospital , al ), 0.001000
( east alabama medical centerv and snf , 3347493411 ), 0.001000
( east alabama medical centerv and snf , 36801 ), 0.001000
( east alabama medical centerv and snf , 10029 ), 0.001000
( east alabama medical centerv and snf , 2000 pepperell parkway ), 0.001000
( east alabama medical centerv and snf , government - hospital district or authority ), 0.001000
( east alabama medical centerv and snf , opelika ), 0.001000
( east alabama medical centerv and snf , al ), 0.001000
( marshall medical center south , 2565938310 ), 0.016000
( marshall medical center south , 35957 ), 0.016000
( marshall medical center south , 10005 ), 0.016000
( marshall medical center south , 2505 u s highway 431 north ), 0.016000
( marshall medical center south , government - hospital district or authority ), 0.015000
( marshall medical center south , governmentt - hospital district or authority ), 0.001000
( marshall medical center south , boaz ), 0.016000
( marshall medical center south , al ), 0.016000
( helen keller meorial hospital , 2563864556 ), 0.001000
( helen keller meorial hospital , 35660 ), 0.001000
( helen keller meorial hospital , 10019 ), 0.001000
( helen keller meorial hospital , 1300 south montgomery avenue ), 0.001000
( helen keller meorial hospital , government - hospital district or authority ), 0.001000
( helen keller meorial hospital , sheffield ), 0.001000
( helen keller meorial hospital , al ), 0.001000
( callahan eye foundation hospital , 2053258100 ), 0.022000
( callahan eye foundation hospital , 2y053258100 ), 0.001000
( callahan eye foundation hospital , 053258100 ), 0.001000
( callahan eye foundation hospital , 205325810 ), 0.001000
( callahan eye foundation hospital , 2565938310 ), 0.009000
( callahan eye foundation hospital , 2567688400 ), 0.001000
( callahan eye foundation hospital , 3344933541 ), 0.007000
( callahan eye foundation hospital , 3343353374 ), 0.008000
( callahan eye foundation hospital , 2567736511 ), 0.001000
( callahan eye foundation hospital , 2565718000 ), 0.009000
( callahan eye foundation hospital , 35233 ), 0.019000
( callahan eye foundation hospital , empty ), 0.005000
( callahan eye foundation hospital , 3523e3 ), 0.001000
( callahan eye foundation hospital , 35323 ), 0.001000
( callahan eye foundation hospital , 32533 ), 0.001000
( callahan eye foundation hospital , k35233 ), 0.001000
( callahan eye foundation hospital , 35957 ), 0.009000
( callahan eye foundation hospital , 35631 ), 0.001000
( callahan eye foundation hospital , 36467 ), 0.007000
( callahan eye foundation hospital , 36049 ), 0.008000
( callahan eye foundation hospital , 35640 ), 0.001000
( callahan eye foundation hospital , 35976 ), 0.009000
( callahan eye foundation hospital , 35233*** ), 0.001000
( callahan eye foundation hospital , 10018 ), 0.025000
( callahan eye foundation hospital , 10005 ), 0.009000
( callahan eye foundation hospital , 10006 ), 0.001000
( callahan eye foundation hospital , 10007 ), 0.007000
( callahan eye foundation hospital , 10008 ), 0.008000
( callahan eye foundation hospital , 10009 ), 0.001000
( callahan eye foundation hospital , 10010 ), 0.009000
( callahan eye foundation hospital , 1720 university blvd ), 0.025000
( callahan eye foundation hospital , 2505 u s highway 431 north ), 0.009000
( callahan eye foundation hospital , 205 marengo street ), 0.001000
( callahan eye foundation hospital , 702 n main st ), 0.007000
( callahan eye foundation hospital , 101 hospital circle ), 0.008000
( callahan eye foundation hospital , 201 pine street northwest ), 0.001000
( callahan eye foundation hospital , 8000 alabama highway 69 ), 0.009000
( callahan eye foundation hospital , voluntary non-profit - private ), 0.030000
( callahan eye foundation hospital , government - hospital district or authority ), 0.018000
( callahan eye foundation hospital , voluntary non-profit - other ), 0.001000
( callahan eye foundation hospital , government - federal ), 0.008000
( callahan eye foundation hospital , proprietary ), 0.001000
( callahan eye foundation hospital , birmingham ), 0.025000
( callahan eye foundation hospital , boaz ), 0.009000
( callahan eye foundation hospital , florence ), 0.001000
( callahan eye foundation hospital , opp ), 0.006000
( callahan eye foundation hospital , luverne ), 0.008000
( callahan eye foundation hospital , hartselle ), 0.001000
( callahan eye foundation hospital , guntersville ), 0.009000
( callahan eye foundation hospital , al ), 0.054000
( callahan eye foundation hospital , la ), 0.001000
( callahan eye foundation hospital , acl ), 0.001000
( callahan eye foundation hospital , l ), 0.002000
