没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1/dirty_flights_mix_1.csv
Running Horizon with dirty file: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1/dirty_flights_mix_1.csv
( AA-204-LAX-MCO , 06:55 AM ), 0.021044
( AA-518-MIA-JFK , 06:54 AM ), 0.009680
( AA-518-MIA-JFK , 06:40 AM ), 0.009680
( AA-1221-MCO-ORD , 09:53 PM ), 0.010101
( AA-1221-MCO-ORD , 09:53t PM ), 0.000421
( AA-1221-MCO-ORD , 09:35 PM ), 0.000421
( AA-1221-MCO-ORD , 09:5 PM ), 0.000421
( AA-1221-MCO-ORD , 09:53P M ), 0.000421
( AA-1221-MCO-ORD , 09:45 PM ), 0.011785
( AA-1221-MCO-ORD , 08:23 PM ), 0.011785
( AA-1221-MCO-ORD , 08:00 PM ), 0.011785
( AA-3823-LAX-DEN , 12:15 AM ), 0.021465
( AA-3823-LAX-DEN , empty ), 0.000842
( AA-3823-LAX-DEN , 09:00 PM ), 0.021465
( AA-3468-CVG-MIA , 09:45 AM ), 0.011364
( AA-3468-CVG-MIA , 09:55 AM ), 0.010943
( AA-3468-CVG-MIA , 0955 AM ), 0.000421
( AA-3468-CVG-MIA , 07:25 AM ), 0.010943
( AA-3468-CVG-MIA , empty ), 0.000421
( AA-3468-CVG-MIA , 07:00 AM ), 0.011364
( CO-1694-LAX-IAH , 12:21 AM ), 0.021886
( CO-1694-LAX-IAH , 07:15 PM ), 0.021465
( CO-1694-LAX-IAH , empty ), 0.000421
( AA-2957-DFW-CVG , 11:01 MA ), 0.000421
( AA-2957-DFW-CVG , 11:01 AM ), 0.010101
( AA-2957-DFW-CVG , 11:05 AM ), 0.010522
( AA-2957-DFW-CVG , 08:04 AM ), 0.010522
( AA-2957-DFW-CVG , 07:55 AM ), 0.010101
( AA-2957-DFW-CVG , 07a:55 AM ), 0.000421
( UA-397-JFK-SFO , 11:58 AM ), 0.009259
( UA-397-JFK-SFO , 11:55 AM ), 0.009259
( UA-397-JFK-SFO , 08:29 AM ), 0.009259
( UA-397-JFK-SFO , 08:00 AM ), 0.009259
( AA-4198-ORD-CLE , 12:50 PM ), 0.010101
( AA-4198-ORD-CLE , empty ), 0.000842
( AA-4198-ORD-CLE , 12:55 PM ), 0.010101
( AA-4198-ORD-CLE , 10:54 AM ), 0.010522
( AA-4198-ORD-CLE , 10:40 AM ), 0.010522
( CO-1250-MIA-IAH , 04:59 PM ), 0.009259
( CO-1250-MIA-IAH , 04:48 PM ), 0.009259
( CO-1250-MIA-IAH , 03:01 PM ), 0.008838
( CO-1250-MIA-IAH , 03:h01 PM ), 0.000421
( CO-1250-MIA-IAH , 02:53 PM ), 0.008838
( CO-1250-MIA-IAH , 02:3 PM ), 0.000421
( CO-1193-EWR-MCO , 12:09 PM ), 0.010522
( CO-1193-EWR-MCO , empty ), 0.000421
( CO-1193-EWR-MCO , 12:1 8PM ), 0.000421
( CO-1193-EWR-MCO , 12:18 PM ), 0.010522
( CO-1193-EWR-MCO , 09:14 AM ), 0.010943
( CO-1193-EWR-MCO , 09:15 AM ), 0.010522
( CO-1193-EWR-MCO , 0:915 AM ), 0.000421
( UA-37-EDI-EWR , 12:09 PM ), 0.008418
( UA-37-EDI-EWR , 11:53 AM ), 0.008418
( UA-37-EDI-EWR , 08:52 AM ), 0.008418
( UA-37-EDI-EWR , 09:05 AM ), 0.008418
( CO-1090-BOS-IAH , 01:19 PM ), 0.008838
( CO-1090-BOS-IAH , 01:16 PM ), 0.004630
( CO-1090-BOS-IAH , 0:16 PM ), 0.000421
( CO-1090-BOS-IAH , 01:16PM ), 0.000842
( CO-1090-BOS-IAH , y01:16 PM ), 0.000421
( CO-1090-BOS-IAH , 01:16 PiM ), 0.000421
( CO-1090-BOS-IAH , 01:16P M ), 0.000842
( CO-1090-BOS-IAH , 01:1 PM ), 0.000421
( CO-1090-BOS-IAH , 1:16 PM ), 0.000421
( CO-1090-BOS-IAH , 01:16x PM ), 0.000421
( CO-1090-BOS-IAH , 10:19 AM ), 0.008418
( CO-1090-BOS-IAH , 10:19A M ), 0.000421
( CO-1090-BOS-IAH , 09:45 AM ), 0.008838
( AA-271-MIA-LAX , 02:27 PM ), 0.010522
( AA-271-MIA-LAX , 02:25 PM ), 0.010101
( AA-271-MIA-LAX , 02:25 qPM ), 0.000421
( AA-271-MIA-LAX , 11:52 AM ), 0.010522
( AA-271-MIA-LAX , 11:35 AM ), 0.010522
( AA-3804-PHL-ORD , 03:43 PM ), 0.010943
( AA-3804-PHL-ORD , 0343 PM ), 0.000421
( AA-3804-PHL-ORD , 04:05 PM ), 0.011364
( AA-3804-PHL-ORD , 02:44 PM ), 0.010943
( AA-3804-PHL-ORD , 02:44PM ), 0.000421
( AA-3804-PHL-ORD , 02:35 PM ), 0.010943
( AA-3804-PHL-ORD , 02:3 PM ), 0.000421
( AA-1279-DFW-PHX , 03:30 PM ), 0.010101
( AA-1279-DFW-PHX , 03:30 rPM ), 0.000421
( AA-1279-DFW-PHX , 02:35 PM ), 0.010522
( AA-1279-DFW-PHX , 02:04 PM ), 0.010101
( AA-1279-DFW-PHX , 02:4 PM ), 0.000421
( AA-1279-DFW-PHX , 01:00 PM ), 0.010522
( UA-2704-DTW-PHX , 02:00 PM ), 0.008418
( UA-2704-DTW-PHX , 0s2:00 PM ), 0.000421
( UA-2704-DTW-PHX , 01:40 PM ), 0.008838
( UA-2704-DTW-PHX , 11:15 AM ), 0.017256
( UA-2704-DTW-PHX , empty ), 0.000421
( UA-6273-YYC-SFO , 08:45 AM ), 0.008838
( UA-6273-YYC-SFO , 09:43 AM ), 0.008838
( UA-6273-YYC-SFO , 07:27 AM ), 0.008418
( UA-6273-YYC-SFO , empty ), 0.000842
( UA-6273-YYC-SFO , 07:35 AM ), 0.007576
( UA-6273-YYC-SFO , 07:53 AM ), 0.000421
( UA-6273-YYC-SFO , 07:35AM ), 0.000421
( UA-382-IAD-LAX , 03:21 PM ), 0.009680
( UA-382-IAD-LAX , 03:v21 PM ), 0.000421
( UA-382-IAD-LAX , 03:19 PM ), 0.010101
( UA-382-IAD-LAX , 12:35 PM ), 0.010101
( UA-382-IAD-LAX , 12:30 PM ), 0.010101
( AA-1886-BOS-MIA , 01:40 PM ), 0.007997
( AA-1886-BOS-MIA , 02:20 PM ), 0.007576
( AA-1886-BOS-MIA , empty ), 0.000421
( AA-1886-BOS-MIA , 10:55 AM ), 0.007997
( AA-1886-BOS-MIA , 10:45 AM ), 0.007997
( AA-3063-SLC-LAX , 09:20 PM ), 0.020202
( AA-3063-SLC-LAX , 08:39 PM ), 0.010101
( AA-3063-SLC-LAX , 08:20 PM ), 0.009259
( AA-3063-SLC-LAX , 08:2 0PM ), 0.000421
( AA-3063-SLC-LAX , empty ), 0.000421
( UA-3515-IAD-MSP , 09:56 AM ), 0.008418
( UA-3515-IAD-MSP , 10:06 AM ), 0.007997
( UA-3515-IAD-MSP , 0:06 AM ), 0.000421
( UA-3515-IAD-MSP , 08:12 AM ), 0.008418
( UA-3515-IAD-MSP , 08:15 AM ), 0.008418
( AA-2050-ORD-MIA , 02:46 PM ), 0.011364
( AA-2050-ORD-MIA , 0246 PM ), 0.000421
( AA-2050-ORD-MIA , 02:45 PM ), 0.011785
( AA-2050-ORD-MIA , 11:05 AM ), 0.011785
( AA-2050-ORD-MIA , 10:40 AM ), 0.011364
( AA-2050-ORD-MIA , empty ), 0.000421
( UA-2314-ATL-PHL , 04:47 PM ), 0.008418
( UA-2314-ATL-PHL , 0:447 PM ), 0.000421
( UA-2314-ATL-PHL , 05:00 PM ), 0.008838
( UA-2314-ATL-PHL , 02:55 PM ), 0.016835
( UA-2314-ATL-PHL , empty ), 0.000842
( AA-789-ORD-DEN , 03:13 PM ), 0.010943
( AA-789-ORD-DEN , empty ), 0.001263
( AA-789-ORD-DEN , 02:35 PM ), 0.011785
( AA-789-ORD-DEN , 01:19 PM ), 0.011364
( AA-789-ORD-DEN , 01:05 PM ), 0.011785
( AA-3979-CVG-ORD , 08:06 AM ), 0.010943
( AA-3979-CVG-ORD , 08:00 AM ), 0.010522
( AA-3979-CVG-ORD , empty ), 0.000421
( AA-3979-CVG-ORD , 08:04 AM ), 0.010522
( AA-3979-CVG-ORD , 08:04A M ), 0.000421
( AA-3979-CVG-ORD , 07:30 AM ), 0.010522
( AA-3979-CVG-ORD , 07:z30 AM ), 0.000421
( UA-3050-PHX-CLT , 05:05 PM ), 0.010522
( UA-3050-PHX-CLT , 04:57 PM ), 0.010101
( UA-3050-PHX-CLT , 04:57 PgM ), 0.000421
( UA-3050-PHX-CLT , 11:30 AM ), 0.010101
( UA-3050-PHX-CLT , empty ), 0.000842
( UA-3050-PHX-CLT , 11:05 AM ), 0.010101
( AA-4277-CVG-JFK , 01:43 PM ), 0.010522
( AA-4277-CVG-JFK , 1:43 PM ), 0.000421
( AA-4277-CVG-JFK , 02:15 PM ), 0.010522
( AA-4277-CVG-JFK , empty ), 0.000421
( AA-4277-CVG-JFK , 12:10 PM ), 0.021886
( AA-616-DFW-DTW , 01:27 PM ), 0.010522
( AA-616-DFW-DTW , empty ), 0.000842
( AA-616-DFW-DTW , 12:35 PM ), 0.010101
( AA-616-DFW-DTW , 12:a35 PM ), 0.000421
( AA-616-DFW-DTW , 12:35 M ), 0.000421
( AA-616-DFW-DTW , 10:10 AM ), 0.010943
( AA-616-DFW-DTW , 09:05 AM ), 0.010522
( CO-1088-CLE-IAH , 10:56 AM ), 0.007997
( CO-1088-CLE-IAH , empty ), 0.001684
( CO-1088-CLE-IAH , 10:54 AM ), 0.008418
( CO-1088-CLE-IAH , 08:40 AM ), 0.015572
( AA-431-MIA-SFO , 11:44 AM ), 0.011364
( AA-431-MIA-SFO , empty ), 0.000421
( AA-431-MIA-SFO , 11:50 AM ), 0.010943
( AA-431-MIA-SFO , 08:51 AM ), 0.011364
( AA-431-MIA-SFO , 08:35 AM ), 0.011364
( AA-1917-JFK-MCO , 05:43 PM ), 0.010522
( AA-1917-JFK-MCO , 05:55 PM ), 0.008838
( AA-1917-JFK-MCO , empty ), 0.000842
( AA-1917-JFK-MCO , 05:5 5PM ), 0.000421
( AA-1917-JFK-MCO , 0:555 PM ), 0.000421
( AA-1917-JFK-MCO , a05:55 PM ), 0.000421
( AA-1917-JFK-MCO , 03:27 PM ), 0.010101
( AA-1917-JFK-MCO , 02:55 PM ), 0.010522
( AA-1664-MIA-ATL , 11:56 AM ), 0.010522
( AA-1664-MIA-ATL , empty ), 0.000421
( AA-1664-MIA-ATL , 12:10 PM ), 0.010943
( AA-1664-MIA-ATL , 10:18 AM ), 0.010943
( AA-1664-MIA-ATL , 10:15 AM ), 0.010943
( AA-415-BOS-ORD , 10:16 AM ), 0.009259
( AA-415-BOS-ORD , 10:40 AM ), 0.009259
( AA-415-BOS-ORD , 08:56 AM ), 0.009259
( AA-415-BOS-ORD , 08:35 AM ), 0.009259
( AA-3786-IAH-ORD , 06:15 PM ), 0.011785
( AA-3786-IAH-ORD , 06:40 PM ), 0.011785
( AA-3786-IAH-ORD , 04:12 PM ), 0.011785
( AA-3786-IAH-ORD , 04:00 PM ), 0.011785
( UA-2726-FLL-PHL , 06:28 PM ), 0.009680
( UA-2726-FLL-PHL , 06:46 PM ), 0.009259
( UA-2726-FLL-PHL , empty ), 0.001263
( UA-2726-FLL-PHL , 04:00 PM ), 0.018519
( AA-1640-MIA-MCO , 07:25 PM ), 0.023148
( AA-1640-MIA-MCO , 7:25 PM ), 0.000421
( AA-1640-MIA-MCO , 06:30 PM ), 0.023569
( AA-222-LAX-BOS , 03:14 PM ), 0.009259
( AA-222-LAX-BOS , 03:14 MP ), 0.000421
( AA-222-LAX-BOS , 0:14 PM ), 0.000421
( AA-222-LAX-BOS , 03:30 PM ), 0.008838
( AA-222-LAX-BOS , empty ), 0.001263
( AA-222-LAX-BOS , 07:31 AM ), 0.010101
( AA-222-LAX-BOS , 07:10 AM ), 0.010101
( AA-1544-SAN-ORD , 04:56 PM ), 0.009259
( AA-1544-SAN-ORD , 05:25 PM ), 0.009259
( AA-1544-SAN-ORD , 11:40 AM ), 0.008838
( AA-1544-SAN-ORD , empty ), 0.000421
( AA-1544-SAN-ORD , 11:25 AM ), 0.009259
( AA-3756-ORD-SLC , 02:50 PM ), 0.010943
( AA-3756-ORD-SLC , 02:45 PM ), 0.010943
( AA-3756-ORD-SLC , 12:41 PM ), 0.010943
( AA-3756-ORD-SLC , 12:15 PM ), 0.010943
( UA-828-SFO-ORD , 05:11 AM ), 0.019781
( UA-828-SFO-ORD , empty ), 0.001263
( UA-828-SFO-ORD , 11:08 PM ), 0.019360
( UA-858-PVG-SFO , 08:02 AM ), 0.007576
( UA-858-PVG-SFO , 8:27 AM ), 0.000421
( UA-858-PVG-SFO , 08:27 AM ), 0.007155
( UA-858-PVG-SFO , 01:32 PM ), 0.007576
( UA-858-PVG-SFO , 01:45 PM ), 0.007576
( CO-45-EWR-MIA , 06:36 PM ), 0.009259
( CO-45-EWR-MIA , 07:05 PM ), 0.009259
( CO-45-EWR-MIA , 03:58 PM ), 0.009259
( CO-45-EWR-MIA , 04:00 PM ), 0.008838
( CO-45-EWR-MIA , 04:00 MP ), 0.000421
( AA-1007-MIA-PHX , 07:55 PM ), 0.008838
( AA-1007-MIA-PHX , 08:05 PM ), 0.008838
( AA-1007-MIA-PHX , 05:08 PM ), 0.003367
( AA-1007-MIA-PHX , 05:0 8PM ), 0.001263
( AA-1007-MIA-PHX , 0f5:08 PM ), 0.000421
( AA-1007-MIA-PHX , 0508 PM ), 0.001263
( AA-1007-MIA-PHX , 05:08 rPM ), 0.000421
( AA-1007-MIA-PHX , 05:80 PM ), 0.000421
( AA-1007-MIA-PHX , 05:08 M ), 0.000421
( AA-1007-MIA-PHX , 50:08 PM ), 0.000421
( AA-1007-MIA-PHX , 05:08 kPM ), 0.000421
( AA-1007-MIA-PHX , 05:0 PM ), 0.000421
( AA-1007-MIA-PHX , 04:55 PM ), 0.007155
( AA-1007-MIA-PHX , 04:5 PM ), 0.000421
( AA-1007-MIA-PHX , v04:55 PM ), 0.000421
( AA-1007-MIA-PHX , 04:5e5 PM ), 0.000421
( AA-1007-MIA-PHX , 04:5u5 PM ), 0.000421
( AA-1434-DFW-MCO , 10:36 AM ), 0.010522
( AA-1434-DFW-MCO , 01:36 AM ), 0.000421
( AA-1434-DFW-MCO , 1:035 AM ), 0.000421
( AA-1434-DFW-MCO , 10:35 AM ), 0.009680
( AA-1434-DFW-MCO , empty ), 0.000421
( AA-1434-DFW-MCO , 10:35 M ), 0.000421
( AA-1434-DFW-MCO , 07:21 AM ), 0.010943
( AA-1434-DFW-MCO , 07:15 AM ), 0.010943
( UA-1500-IAH-GUA , 11:56 AM ), 0.007155
( UA-1500-IAH-GUA , 11:45 AM ), 0.007155
( UA-1500-IAH-GUA , 09:16 AM ), 0.007155
( UA-1500-IAH-GUA , 08:55 AM ), 0.006734
( UA-1500-IAH-GUA , empty ), 0.000421
( AA-4344-ORD-DTW , 02:10 PM ), 0.009259
( AA-4344-ORD-DTW , empty ), 0.000421
( AA-4344-ORD-DTW , 02:00 PM ), 0.009680
( AA-4344-ORD-DTW , 12:13 PM ), 0.009680
( AA-4344-ORD-DTW , 11:45 AM ), 0.009680
( UA-414-LAX-SFO , 07:17 AM ), 0.009680
( UA-414-LAX-SFO , 07:23 AM ), 0.009680
( UA-414-LAX-SFO , 05:56 AM ), 0.009259
( UA-414-LAX-SFO , 0:556 AM ), 0.000421
( UA-414-LAX-SFO , 06:00 AM ), 0.009680
( CO-1586-IAH-MCO , 10:29 PM ), 0.009259
( CO-1586-IAH-MCO , empty ), 0.000842
( CO-1586-IAH-MCO , 10:15 PM ), 0.008418
( CO-1586-IAH-MCO , 10h:15 PM ), 0.000421
( CO-1586-IAH-MCO , 10:5 PM ), 0.000421
( CO-1586-IAH-MCO , 0:15 PM ), 0.000421
( CO-1586-IAH-MCO , 07:14 PM ), 0.009259
( CO-1586-IAH-MCO , 07:00 PM ), 0.009680
( AA-649-ORD-SNA , 03:50 PM ), 0.017256
( AA-649-ORD-SNA , empty ), 0.001263
( AA-649-ORD-SNA , 01:30 PM ), 0.018098
( AA-649-ORD-SNA , 01:30 MP ), 0.000421
( UA-3925-IAD-ORF , 09:43 AM ), 0.011364
( UA-3925-IAD-ORF , 09:54 AM ), 0.011364
( UA-3925-IAD-ORF , 08:42 AM ), 0.010943
( UA-3925-IAD-ORF , 08:42 tAM ), 0.000421
( UA-3925-IAD-ORF , 08:41 AM ), 0.011364
( AA-2525-DFW-MIA , 11:06 AM ), 0.010943
( AA-2525-DFW-MIA , 11:10 AM ), 0.010522
( AA-2525-DFW-MIA , empty ), 0.000421
( AA-2525-DFW-MIA , 07:39 AM ), 0.010522
( AA-2525-DFW-MIA , 0739 AM ), 0.000421
( AA-2525-DFW-MIA , 07:25 AM ), 0.010943
( AA-643-MIA-ORD , 09:31 AM ), 0.010943
( AA-643-MIA-ORD , 09:35 AM ), 0.010943
( AA-643-MIA-ORD , 07:30 AM ), 0.010943
( AA-643-MIA-ORD , 07:10 AM ), 0.010522
( AA-643-MIA-ORD , 07:10v AM ), 0.000421
( UA-2515-DFW-CLT , 10:47 AM ), 0.008418
( UA-2515-DFW-CLT , empty ), 0.000421
( UA-2515-DFW-CLT , 10:31 AM ), 0.008838
( UA-2515-DFW-CLT , 07:05 AM ), 0.017677
( AA-484-DFW-MIA , 07:39 PM ), 0.010943
( AA-484-DFW-MIA , 07:55 PM ), 0.010943
( AA-484-DFW-MIA , 04:29 PM ), 0.010101
( AA-484-DFW-MIA , empty ), 0.000421
( AA-484-DFW-MIA , 0w4:29 PM ), 0.000421
( AA-484-DFW-MIA , 04:15 MP ), 0.000421
( AA-484-DFW-MIA , 04:15 PM ), 0.010522
( UA-938-DEN-ORD , 07:36 PM ), 0.009680
( UA-938-DEN-ORD , 07:35 PM ), 0.009680
( UA-938-DEN-ORD , 04:15 PM ), 0.009259
( UA-938-DEN-ORD , 04:15p PM ), 0.000421
( UA-938-DEN-ORD , 04:16 PM ), 0.009259
( UA-938-DEN-ORD , 04:1i6 PM ), 0.000421
( AA-3842-MSP-ORD , 07:51 AM ), 0.011364
( AA-3842-MSP-ORD , 07:30 AM ), 0.011364
( AA-3842-MSP-ORD , 06:56 AM ), 0.011364
( AA-3842-MSP-ORD , 06:00 AM ), 0.011364
( AA-1165-JFK-MIA , 10:04 AM ), 0.002525
( AA-1165-JFK-MIA , 10:04 MA ), 0.002525
( AA-1165-JFK-MIA , 10:40 AM ), 0.000421
( AA-1165-JFK-MIA , 10:04l AM ), 0.000421
( AA-1165-JFK-MIA , 10:0p4 AM ), 0.000421
( AA-1165-JFK-MIA , h10:04 AM ), 0.000421
( AA-1165-JFK-MIA , 1004 AM ), 0.000421
( AA-1165-JFK-MIA , u10:04 AM ), 0.000421
( AA-1165-JFK-MIA , 1:004 AM ), 0.000421
( AA-1165-JFK-MIA , 1:04 AM ), 0.001263
( AA-1165-JFK-MIA , 10:04AM ), 0.000842
( AA-1165-JFK-MIA , 10:04 hAM ), 0.000421
( AA-1165-JFK-MIA , empty ), 0.000842
( AA-1165-JFK-MIA , 10:34 AM ), 0.010101
( AA-1165-JFK-MIA , 07:22 AM ), 0.005892
( AA-1165-JFK-MIA , 07:22 tAM ), 0.000421
( AA-1165-JFK-MIA , 07:22AM ), 0.000421
( AA-1165-JFK-MIA , 07:22 ApM ), 0.000421
( AA-1165-JFK-MIA , 07:22 AcM ), 0.000421
( AA-1165-JFK-MIA , 07:2 2AM ), 0.000421
( AA-1165-JFK-MIA , 7:22 AM ), 0.000842
( AA-1165-JFK-MIA , 07:22 AqM ), 0.000421
( AA-1165-JFK-MIA , 07e:22 AM ), 0.000421
( AA-1165-JFK-MIA , 07:2 AM ), 0.000421
( AA-1165-JFK-MIA , 06:59 AM ), 0.002525
( AA-1165-JFK-MIA , 06:95 AM ), 0.000421
( AA-1165-JFK-MIA , 06:u59 AM ), 0.000421
( AA-1165-JFK-MIA , 06:5 9AM ), 0.000842
( AA-1165-JFK-MIA , 06:59A M ), 0.000842
( AA-1165-JFK-MIA , x06:59 AM ), 0.000421
( AA-1165-JFK-MIA , 06c:59 AM ), 0.000421
( AA-1165-JFK-MIA , 60:59 AM ), 0.000421
( AA-1165-JFK-MIA , 06:59 MA ), 0.000421
( AA-1165-JFK-MIA , 06:59 AgM ), 0.000421
( AA-1165-JFK-MIA , 06:59y AM ), 0.000421
( AA-1165-JFK-MIA , 06:59 M ), 0.000842
( AA-1165-JFK-MIA , 06:5 AM ), 0.000421
( AA-1165-JFK-MIA , 0:659 AM ), 0.000421
( AA-1165-JFK-MIA , 06:5j9 AM ), 0.000421
( AA-1165-JFK-MIA , m06:59 AM ), 0.000421
( AA-1165-JFK-MIA , 06:5u9 AM ), 0.000421
( CO-62-IAH-EWR , 07:10 PM ), 0.008838
( CO-62-IAH-EWR , 07:03 PM ), 0.008418
( CO-62-IAH-EWR , 07:v03 PM ), 0.000421
( CO-62-IAH-EWR , 02:48 PM ), 0.008838
( CO-62-IAH-EWR , 02:30 PM ), 0.008838
( UA-62-IAH-EWR , 07:10 PM ), 0.007997
( UA-62-IAH-EWR , empty ), 0.000842
( UA-62-IAH-EWR , 07:03 PM ), 0.008418
( UA-62-IAH-EWR , 02:48 PM ), 0.007997
( UA-62-IAH-EWR , 02:30 PM ), 0.008418
( CO-89-IAH-EWR , 10:27 AM ), 0.008418
( CO-89-IAH-EWR , 10:20 AM ), 0.008418
( CO-89-IAH-EWR , 06:02 AM ), 0.008418
( CO-89-IAH-EWR , 06:00 AM ), 0.008418
( UA-843-LAX-ORD , 07:58 PM ), 0.008838
( UA-843-LAX-ORD , 07:53 PM ), 0.008838
( UA-843-LAX-ORD , 02:10 PM ), 0.008418
( UA-843-LAX-ORD , 02:1w0 PM ), 0.000421
( UA-843-LAX-ORD , 01:55 PM ), 0.008838
( UA-2830-MCO-CLT , empty ), 0.000421
( UA-2830-MCO-CLT , 05:17 PM ), 0.008418
( UA-2830-MCO-CLT , 05:05 PM ), 0.008838
( UA-2830-MCO-CLT , 03:27 PM ), 0.017677
( UA-248-PHX-ORD , 05:34 PM ), 0.008418
( UA-248-PHX-ORD , 05:15 PM ), 0.007997
( UA-248-PHX-ORD , 05:15 PuM ), 0.000421
( UA-248-PHX-ORD , 01:32 PM ), 0.008418
( UA-248-PHX-ORD , 12:57 PM ), 0.008418
( UA-664-ORD-PHL , 04:23 PM ), 0.012205
( UA-664-ORD-PHL , 04:31 PM ), 0.011785
( UA-664-ORD-PHL , empty ), 0.000842
( UA-664-ORD-PHL , 01:31 PM ), 0.011785
( UA-664-ORD-PHL , 01:33 PM ), 0.011785
( UA-664-ORD-PHL , 0133 PM ), 0.000421
( AA-4330-CVG-ORD , 03:33 PM ), 0.009680
( AA-4330-CVG-ORD , 04:00 PM ), 0.009680
( AA-4330-CVG-ORD , 03:36 PM ), 0.009680
( AA-4330-CVG-ORD , 03:35 PM ), 0.009680
( UA-854-SFO-IAH , 01:30 PM ), 0.008838
( UA-854-SFO-IAH , 01:39 PM ), 0.008838
( UA-854-SFO-IAH , 07:49 AM ), 0.008838
( UA-854-SFO-IAH , 07:53 AM ), 0.008418
( UA-854-SFO-IAH , 70:53 AM ), 0.000421
( CO-1023-IAH-DEN , 01:14 PM ), 0.009259
( CO-1023-IAH-DEN , 01:17 PM ), 0.003788
( CO-1023-IAH-DEN , 01:1 7PM ), 0.000421
( CO-1023-IAH-DEN , 1:17 PM ), 0.000421
( CO-1023-IAH-DEN , 0117 PM ), 0.001263
( CO-1023-IAH-DEN , h01:17 PM ), 0.000421
( CO-1023-IAH-DEN , 10:17 PM ), 0.000842
( CO-1023-IAH-DEN , 01:c17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17 M ), 0.000421
( CO-1023-IAH-DEN , t01:17 PM ), 0.000421
( CO-1023-IAH-DEN , 0:17 PM ), 0.000421
( CO-1023-IAH-DEN , 01r:17 PM ), 0.000421
( CO-1023-IAH-DEN , 11:56 AM ), 0.008838
( CO-1023-IAH-DEN , empty ), 0.000421
( CO-1023-IAH-DEN , 11:40 AM ), 0.009259
( UA-3373-IAD-PHL , 09:13 AM ), 0.009680
( UA-3373-IAD-PHL , 09:24 AM ), 0.009680
( UA-3373-IAD-PHL , 08:26 AM ), 0.009680
( UA-3373-IAD-PHL , 08:29 AM ), 0.009680
( UA-257-JFK-SFO , 05:42 PM ), 0.010943
( UA-257-JFK-SFO , empty ), 0.000842
