src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
aa,AA-1007-MIA-PHX,04:55 PM,05:08 PM,08:05 PM,07:55 PM
aa,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
aa,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
aa,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM
aa,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
aa,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM
aa,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
aa,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
aa,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
aa,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM
aa,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:20 PM
aa,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
aa,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
aa,AA-2268-PHX-ORD,07:15 AM,,11:35 AM,11:06 AM
aa,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
aa,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
aa,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:16 AM
aa,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
aa,AA-1544-SAN-ORD,11:25 AM,11:40 AM,05:25 PM,04:56 PM
aa,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM
aa,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
aa,AA-3809-PHX-LAX,06:00 AM,06:10 AM,,06:19 AM
aa,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
helloflight,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM
helloflight,CO-1586-IAH-MCO,07:00 PM,07:14 PM,10:15 PM,10:29 PM
helloflight,AA-518-MIA-JFK,06:40 AM,,09:25 AM,09:28 AM
helloflight,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
helloflight,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM
helloflight,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM
helloflight,UA-2830-MCO-CLT,03:27 PM,03:27 PM,05:05 PM,05:17 PM
helloflight,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 MP,03:31 PM
helloflight,AA-1544-SAN-ORD,11:25 AM,11:40 AM,05:25 PM,04:56 PM
helloflight,UA-5487-SFO-MRY,10:39 AM,10:33 AM,11:19 AM,11:21 AM
helloflight,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
helloflight,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM
helloflight,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
helloflight,UA-2726-FLL-PHL,04:00 PM,04:00 PM,06:46 PM,06:28 PM
helloflight,CO-52-IAH-LAX,07:35 AM,07:29 AM,09:21 AM,09:14 AM
helloflight,CO-1090-BOS-IAH,09:45 AM,10:19 AM,01:16 PM,0:19 PM
helloflight,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
helloflight,UA-3515-IAD-MSP,08:15 AM,08:12 AM,10:06 AM,09:56 AM
helloflight,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
helloflight,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
helloflight,AA-1886-BOS-MIA,10:45 AM,10:55 AM,02:20 PM,01:40 PM
helloflight,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
helloflight,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM
helloflight,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,04:47 PM
helloflight,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
helloflight,CO-1023-IAH-DEN,11:40 AM,11:56 AM,01:17 PM,01:14 PM
helloflight,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
helloflight,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM
helloflight,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM
helloflight,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM
helloflight,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,1:56 AM
helloflight,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
helloflight,UA-854-SFO-IAH,07:53 AM,07:49 AM,01:39 PM,10:30 PM
helloflight,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM
helloflight,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00 PM,02:10 PM
helloflight,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
helloflight,UA-2945-PHL-CLT,12:00 AM,30:11 AM,01:45 PM,01:15 PM
helloflight,CO-63-EWR-IAH,05:25 PM,05:22 PM,08:22 PM,08:03 PM
helloflight,CO-47-IAH-LAX,07:10 PM,08:25 PM,08:56 PM,09:52 PM
helloflight,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
helloflight,UA-248-PHX-ORD,12:57 PM,01:32 PM,05:15 PM,05:34 PM
helloflight,AA-4330-CVG-ORD,03:35 PM,03:36 PM,,03:33 PM
helloflight,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
helloflight,AA-1640-MIA-MCO,06:30 PM,06:30 PM,0m7:25 PM,07:25 PM
helloflight,AA-4307-ORD-DTW,06:45 PM,,09:10 PM,08:53 PM
helloflight,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
helloflight,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM
helloflight,UA-843-LAX-ORD,01:55 PM,02:10 PM,07:53 PM,07:58 PM
helloflight,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:1t8 PM,12:09 PM
helloflight,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
helloflight,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
helloflight,AA-1007-MIA-PHX,04:55 PM,05:08 PM,08:05 PM,07:55 PM
helloflight,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
helloflight,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
helloflight,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
helloflight,AA-1221-MCO-ORD,08:00 PM,8:23 PM,09:45 PM,09:53 PM
helloflight,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM
helloflight,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:47 AM
helloflight,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
helloflight,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
helloflight,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45 PM,02:50 PM
helloflight,UA-37-EWR-MCO,01:29 PM,01:48 PM,04:17 PM,04:17 PM
helloflight,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
helloflight,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM
helloflight,AA-3823-LAX-DEN,09:00 PM,0h9:00 PM,12:15 AM,12:15 AM
helloflight,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
helloflight,AA-1165-JFK-MIA,6:59 AM,07:2 AM,10:34 AM,01:04 AM
helloflight,AA-431-MIA-SFO,08:35 AM,08:51 AM,11c:50 AM,11:44 AM
helloflight,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM
helloflight,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM
helloflight,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM
helloflight,UA-6273-YYC-SFO,07:35 AM,07:27 AM,09:43 AM,08:45 AM
helloflight,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM
helloflight,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM
helloflight,UA-858-PVG-SFO,01:45 PM,0132 PM,,08:02 AM
helloflight,UA-2704-DTW-PHX,,11:15 AM,01:40 PM,02:00 PM
helloflight,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:20 PM
helloflight,UA-2708-EWR-CLT,02:55 PM,02:55 PM,04:53 PM,04:44 PM
helloflight,UA-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
helloflight,UA-1500-IAH-GUA,08:55 AM,09:16 AM,11:45 AM,11:56 AM
helloflight,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
helloflight,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
helloflight,AA-2268-PHX-ORD,07:15 AM,07:r22 AM,11:35 AM,11:06 AM
helloflight,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
helloflight,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM
helloflight,UA-37-EDI-EWR,09:05 AM,08:52 AM,11:53 AM,12:09 PM
helloflight,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
helloflight,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:16 AM
helloflight,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
helloflight,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM
helloflight,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM
helloflight,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
helloflight,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM
helloflight,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,05:38 PM
helloflight,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM
helloflight,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
helloflight,CO-45-EWR-MIA,,03:58 PM,07:05 PM,06:36 PM
helloflight,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
helloflight,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
helloflight,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
boston,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM
boston,CO-1586-IAH-MCO,07:00 PM,07:14 PM,,10:29 PM
boston,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
boston,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
boston,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM
boston,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM
boston,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
boston,UA-2830-MCO-CLT,03:27 PM,03:27 PM,05:05 PM,05:17 PM
boston,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 PM,03:31 PM
boston,UA-5487-SFO-MRY,10:39 AM,10:33 AM,11:19 AM,11:21 AM
boston,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
boston,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM
boston,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
boston,UA-2726-FLL-PHL,04:00 PM,04:00 PM,06:46 PM,06:28 PM
boston,CO-52-IAH-LAX,07:35 AM,07:29 AM,09:21 AM,09:14 AM
boston,CO-1090-BOS-IAH,09:45 AM,10:19 AM,01:16 PM,01:19 PM
boston,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
boston,UA-3515-IAD-MSP,08:15 AM,08:12 AM,10:06 AM,09:56 AM
boston,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
boston,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
boston,AA-1886-BOS-MIA,10:45 AM,10:55 AM,02:20 PM,0:40 PM
boston,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
boston,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM
boston,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,04:47 PM
boston,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
boston,CO-1023-IAH-DEN,11:40 AM,11:56 AM,011:7 PM,01:14 PM
boston,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
boston,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM
boston,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM
boston,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM
boston,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM
boston,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
boston,UA-854-SFO-IAH,07:53 AM,07:49 AM,01:39 M,01:30 PM
boston,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM
boston,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00 PM,02:10 PM
boston,UA-257-JFK-SFO,02:30 PM,02:26 PM,,05:42 PM
boston,UA-2945-PHL-CLT,12:00 AM,03:11 AM,01:45 PM,01:15 PM
boston,CO-63-EWR-IAH,05:25 PM,05:22 PM,08:22 PM,08:03 PM
boston,CO-47-IAH-LAX,07:10 PM,08:25 PM,08:56 PM,09:52 PM
boston,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
boston,UA-248-PHX-ORD,12:57 PM,01:32 PM,05:15 PM,05:34 PM
boston,AA-4330-CVG-ORD,03:35 PM,03:36 PM,04:00 PM,03:33 PM
boston,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
boston,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM
boston,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM
boston,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM
boston,UA-843-LAX-ORD,01:55 PM,02:10 PM,07:53 PM,07:58 PM
boston,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
boston,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
boston,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
boston,AA-1007-MIA-PHX,04:5 PM,,08:05 PM,07:55 PM
boston,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
boston,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
boston,AA-1221-MCO-ORD,08:00 PM,8:23 PM,09:45 PM,09:53 PM
boston,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM
boston,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:47 AM
boston,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
boston,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
boston,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45 PM,02:50 PM
boston,UA-37-EWR-MCO,01:29 PM,01:48 PM,40:17 PM,04:17 PM
boston,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
boston,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM
boston,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM
boston,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
boston,AA-1165-JFK-MIA,06:59 AeM,07:22h AM,10:34 AM,10:04AM
boston,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
boston,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM
boston,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM
boston,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM
boston,UA-6273-YYC-SFO,07:35 AM,d07:27 AM,09:43 AM,08:45 AM
boston,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM
boston,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM
boston,UA-858-PVG-SFO,01:45 PM,01:32 PM,08:27 AM,08:02 AM
boston,UA-2704-DTW-PHX,11:15 AM,11:15 AM,01:40 PM,02:00 PM
boston,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:20 PM
boston,UA-2708-EWR-CLT,02:55 PM,02:55 PM,04:53 PM,04:44 PM
boston,UA-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,0710 PM
boston,UA-1500-IAH-GUA,08:55 AM,09:16 AM,11:45 AM,11:56 AM
boston,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
boston,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
boston,AA-2268-PHX-ORD,,07a:22 AM,11:35 AM,11:06 AM
boston,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
boston,AA-2957-DFW-CVG,07:55 AM,,11:05 AM,11:01 AM
boston,UA-37-EDI-EWR,09:05 AM,08:52 AM,11:53 AM,12:09 PM
boston,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
boston,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:h16 AM
boston,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
boston,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:o00 AM,0806 AM
boston,AA-1544-SAN-ORD,11:25 AM,11:40 AM,05:25 PM,04:56 PM
boston,AA-3786-IAH-ORD,04:00 jPM,04:12 PM,06:40 PM,06:15 PM
boston,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
boston,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
boston,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM
boston,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,5:38 PM
boston,AA-4198-ORD-CLE,10:40 AM,10:54 AM,,12:50 PM
boston,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
boston,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM
boston,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
boston,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
boston,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
weather,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM
weather,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
weather,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
weather,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM
weather,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM
weather,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,
weather,UA-2830-MCO-CLT,03:27 PM,03:27 PM,05:05 PM,05:17 PM
weather,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 PM,03:31 PM
weather,AA-1544-SAN-ORD,11:25 AM,11:40 AM,05:25 PM,04:56 PM
weather,UA-5487-SFO-MRY,10:39 AM,10:33 AM,11:19 AM,11:21 AM
weather,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
weather,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM
weather,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45P M,02:50 PM
weather,UA-2726-FLL-PHL,04:00 PM,04:00 PM,06:46 PM,06:28 PM
weather,CO-1090-BOS-IAH,09:45 AM,10:19 AM,01:16 PM,
weather,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
weather,UA-3515-IAD-MSP,08:15 AM,08:12 AM,,09:56 AM
weather,AA-484-DFW-MIA,04:15 PM,04:29 PmM,07:55 PM,07:39 PM
weather,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
weather,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
weather,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
weather,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM
weather,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM
weather,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM
weather,AA-1886-BOS-MIA,10:45 AM,10:55 AM,02:20 PM,01:40 PM
weather,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM
weather,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM
weather,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
weather,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
weather,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
weather,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00P M,02:10 PM
weather,UA-2945-PHL-CLT,12:00 AM,03:11 AM,,
weather,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
weather,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
weather,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
weather,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
weather,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM
weather,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM
weather,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
weather,CO-1694-LAX-IAH,07:15 PM,07:15 PM,2:21 AM,12:21 AM
weather,UA-843-LAX-ORD,01:55 PM,02:10 PM,07:53 PM,07:58 PM
weather,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
weather,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
weather,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
weather,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
weather,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
weather,AA-1221-MCO-ORD,08:00 PM,08:2 PM,09:45 PM,09:53 PM
weather,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM
weather,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:47 AM
weather,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
weather,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
weather,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
weather,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM
weather,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM
weather,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
weather,AA-1165-JFK-MIA,06:5k9 AM,,10:34 AM,10i:04 AM
weather,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
weather,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
weather,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM
weather,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM
