没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospital/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospital/dirty_index.csv
Running Horizon with dirty file: Data/1_hospital/dirty_index.csv
( huntsvxlle hospxtal , 2562651000 ), 0.001000
( cullman regional medical center , cullman ), 0.023000
( cullman regional medical center , cuxxman ), 0.001000
( cullman regional medical center , al ), 0.024000
( stringfellow memorial hospital , 2562358900 ), 0.027000
( stringfellow memorial hospital , 256235x900 ), 0.001000
( stringfellow memorial hospital , 36201 ), 0.027000
( stringfellow memorial hospital , 36x01 ), 0.001000
( stringfellow memorial hospital , 10038 ), 0.027000
( stringfellow memorial hospital , 100x8 ), 0.001000
( stringfellow memorial hospital , 301 east 18th st ), 0.026000
( stringfellow memorial hospital , 301xeastx18thxst ), 0.001000
( stringfellow memorial hospital , 301 east 1xth st ), 0.001000
( stringfellow memorial hospital , proprietary ), 0.027000
( stringfellow memorial hospital , prxprietary ), 0.001000
( stringfellow memorial hospital , axxistox ), 0.001000
( stringfellow memorial hospital , anniston ), 0.026000
( stringfellow memorial hospital , annxston ), 0.001000
( stringfellow memorial hospital , al ), 0.028000
( helen keller memorial hospital , 2563864556 ), 0.025000
( helen keller memorial hospital , 35660 ), 0.025000
( helen keller memorial hospital , 10019 ), 0.024000
( helen keller memorial hospital , 1xx19 ), 0.001000
( helen keller memorial hospital , 1300 south montgomery avenue ), 0.025000
( helen keller memorial hospital , government - hospital district or authority ), 0.024000
( helen keller memorial hospital , gxvernment - hxspital district xr authxrity ), 0.001000
( helen keller memorial hospital , sheffield ), 0.024000
( helen keller memorial hospital , sheffxeld ), 0.001000
( helen keller memorial hospital , al ), 0.025000
( southwest alabama medical center , 3346366221 ), 0.023000
( southwest alabama medical center , xx46x66221 ), 0.001000
( southwest alabama medical center , 334x3xx221 ), 0.001000
( southwest alabama medical center , 36784 ), 0.024000
( southwest alabama medical center , x6784 ), 0.001000
( southwest alabama medical center , x00x5 ), 0.001000
( southwest alabama medical center , 10015 ), 0.023000
( southwest alabama medical center , 1xx15 ), 0.001000
( southwest alabama medical center , 33700 highway 43 ), 0.023000
( southwest alabama medical center , 33700 hxghway 43 ), 0.001000
( southwest alabama medical center , 33700 highway x3 ), 0.001000
( southwest alabama medical center , government - federal ), 0.024000
( southwest alabama medical center , governxent - federal ), 0.001000
( southwest alabama medical center , thomasville ), 0.025000
( southwest alabama medical center , al ), 0.025000
( prattville baptist hospital , 3343614267 ), 0.019000
( prattville baptist hospital , 33x361x267 ), 0.001000
( prattville baptist hospital , 36067 ), 0.019000
( prattville baptist hospital , 3x0x7 ), 0.001000
( prattville baptist hospital , 10108 ), 0.019000
( prattville baptist hospital , x0x08 ), 0.001000
( prattville baptist hospital , 124 s memorial dr ), 0.018000
( prattville baptist hospital , 124xsxmemorialxdr ), 0.001000
( prattville baptist hospital , 124 s mxmorial dr ), 0.001000
( prattville baptist hospital , voluntary non-profit - private ), 0.020000
( prattville baptist hospital , prattville ), 0.020000
( prattville baptist hospital , al ), 0.019000
( prattville baptist hospital , ax ), 0.001000
( univ ox south alabama medical center , 25x47x7xx0 ), 0.001000
( univ ox south alabama medical center , 36617 ), 0.001000
( univ ox south alabama medical center , 10087 ), 0.001000
( univ ox south alabama medical center , 2451 fillingim street ), 0.001000
( univ ox south alabama medical center , government - state ), 0.001000
( univ ox south alabama medical center , mobile ), 0.001000
( univ ox south alabama medical center , al ), 0.001000
( baptist medical cexter south , 3342882100 ), 0.001000
( baptist medical cexter south , 36116 ), 0.001000
( baptist medical cexter south , 10023 ), 0.001000
( baptist medical cexter south , 2105 east south boulevard ), 0.001000
( baptist medical cexter south , voluntary non-profit - church ), 0.001000
( baptist medical cexter south , montgomery ), 0.001000
( baptist medical cexter south , al ), 0.001000
( southeast alabama medxcal center , 3347938701 ), 0.001000
( southeast alabama medxcal center , 36302 ), 0.001000
( southeast alabama medxcal center , 10001 ), 0.001000
( southeast alabama medxcal center , 1108 ross clark circle ), 0.001000
( southeast alabama medxcal center , government - hospital district or authority ), 0.001000
( southeast alabama medxcal center , dothan ), 0.001000
( southeast alabama medxcal center , al ), 0.001000
( alaska regional hospital , 9072761131 ), 0.017000
( alaska regional hospital , 99508 ), 0.017000
( alaska regional hospital , 20017 ), 0.017000
( alaska regional hospital , 2801 debarr road ), 0.017000
( alaska regional hospital , proprietary ), 0.016000
( alaska regional hospital , proxrietary ), 0.001000
( alaska regional hospital , anchorage ), 0.016000
( alaska regional hospital , anchoraxe ), 0.001000
( alaska regional hospital , ak ), 0.017000
( wedowee hosxital , 2563572111 ), 0.001000
( wedowee hosxital , 36278 ), 0.001000
( wedowee hosxital , 10032 ), 0.001000
( wedowee hosxital , 209 north main street ), 0.001000
( wedowee hosxital , government - local ), 0.001000
( wedowee hosxital , wxdowxx ), 0.001000
( wedowee hosxital , al ), 0.001000
( andaluxia regional hoxpital , 3342228466 ), 0.001000
( andaluxia regional hoxpital , 36420 ), 0.001000
( andaluxia regional hoxpital , 10036 ), 0.001000
( andaluxia regional hoxpital , 849 south three notch street ), 0.001000
( andaluxia regional hoxpital , proprietary ), 0.001000
( andaluxia regional hoxpital , andalusia ), 0.001000
( andaluxia regional hoxpital , al ), 0.001000
( medxcal center enterprxse , 3343470584 ), 0.001000
( medxcal center enterprxse , 36330 ), 0.001000
( medxcal center enterprxse , 10049 ), 0.001000
( medxcal center enterprxse , 400 n edwards street ), 0.001000
( medxcal center enterprxse , proprietary ), 0.001000
( medxcal center enterprxse , enterprise ), 0.001000
( medxcal center enterprxse , al ), 0.001000
( yukon kuskokwim delta reg hospital , 9075436300 ), 0.002000
( yukon kuskokwim delta reg hospital , 99559 ), 0.002000
( yukon kuskokwim delta reg hospital , 20018 ), 0.002000
( yukon kuskokwim delta reg hospital , po box 287 ), 0.001000
( yukon kuskokwim delta reg hospital , poxboxx287 ), 0.001000
( yukon kuskokwim delta reg hospital , government - federal ), 0.002000
( yukon kuskokwim delta reg hospital , bethel ), 0.002000
( yukon kuskokwim delta reg hospital , ak ), 0.002000
( marshall medical center south , 2565938310 ), 0.022000
( marshall medical center south , 2x6x938310 ), 0.002000
( marshall medical center south , 2565x38310 ), 0.001000
( marshall medical center south , x5957 ), 0.001000
( marshall medical center south , 35957 ), 0.023000
( marshall medical center south , 3595x ), 0.001000
( marshall medical center south , 10005 ), 0.024000
( marshall medical center south , x0005 ), 0.001000
( marshall medical center south , 2505 u s highway 431 north ), 0.024000
( marshall medical center south , 2505xuxsxhighwayx431xnorth ), 0.001000
( marshall medical center south , government - hospital district or authority ), 0.025000
( marshall medical center south , boaz ), 0.024000
( marshall medical center south , boxz ), 0.001000
( marshall medical center south , al ), 0.023000
( marshall medical center south , xl ), 0.002000
( baptist medical center south , 3342xx2100 ), 0.001000
( baptist medical center south , 3342882100 ), 0.023000
( baptist medical center south , 36116 ), 0.024000
( baptist medical center south , 10023 ), 0.024000
( baptist medical center south , 2105 east south boulevard ), 0.024000
( baptist medical center south , voluntary non-profit - church ), 0.023000
( baptist medical center south , volxntary non-profit - chxrch ), 0.001000
( baptist medical center south , montgomery ), 0.023000
( baptist medical center south , montxomery ), 0.001000
( baptist medical center south , al ), 0.024000
( andalusia regional hospital , 3342228466 ), 0.021000
( andalusia regional hospital , 334xxx8466 ), 0.001000
( andalusia regional hospital , 33422284xx ), 0.001000
( andalusia regional hospital , 36420 ), 0.022000
( andalusia regional hospital , 3642x ), 0.001000
( andalusia regional hospital , 10036 ), 0.022000
( andalusia regional hospital , 1xx36 ), 0.001000
( andalusia regional hospital , 849 south three notch street ), 0.023000
( andalusia regional hospital , proprietary ), 0.022000
( andalusia regional hospital , prxprietary ), 0.001000
( andalusia regional hospital , andalusia ), 0.022000
( andalusia regional hospital , andaluxia ), 0.001000
( andalusia regional hospital , al ), 0.022000
( andalusia regional hospital , xl ), 0.001000
( southeast alabama medical center , 3347938701 ), 0.022000
( southeast alabama medical center , 334793870x ), 0.001000
( southeast alabama medical center , xx479x8701 ), 0.001000
( southeast alabama medical center , 36302 ), 0.024000
( southeast alabama medical center , 10001 ), 0.024000
( southeast alabama medical center , 1108 ross clark circle ), 0.024000
( southeast alabama medical center , government - hospital district or authority ), 0.020000
( southeast alabama medical center , government - hospxtal dxstrxct or authorxty ), 0.001000
( southeast alabama medical center , government - hospital xistrict or authority ), 0.001000
( southeast alabama medical center , governmenx - hospixal disxricx or auxhorixy ), 0.001000
( southeast alabama medical center , gxvernment - hxspital district xr authxrity ), 0.001000
( southeast alabama medical center , dothan ), 0.024000
( southeast alabama medical center , al ), 0.023000
( southeast alabama medical center , xl ), 0.001000
( medical center enterprise , 3343470584 ), 0.023000
( medical center enterprise , 36330 ), 0.023000
( medical center enterprise , 1004x ), 0.001000
( medical center enterprise , 10049 ), 0.022000
( medical center enterprise , 400 n edwards street ), 0.023000
( medical center enterprise , proprietary ), 0.023000
( medical center enterprise , enterprise ), 0.021000
( medical center enterprise , enterprxse ), 0.001000
( medical center enterprise , xntxrprisx ), 0.001000
( medical center enterprise , al ), 0.023000
( cherokee medical center , 2569275531 ), 0.025000
( cherokee medical center , 35960 ), 0.024000
( cherokee medical center , x5960 ), 0.001000
( cherokee medical center , 10022 ), 0.025000
( cherokee medical center , 400 northwood dr ), 0.025000
( cherokee medical center , voluntary non-profit - private ), 0.024000
( cherokee medical center , voluntaryxnon-profitx-xprivate ), 0.001000
( cherokee medical center , centre ), 0.025000
( cherokee medical center , al ), 0.024000
( cherokee medical center , ax ), 0.001000
( shelby baptist medical center , 2056208100 ), 0.025000
( shelby baptist medical center , 35007 ), 0.023000
( shelby baptist medical center , 3x007 ), 0.001000
( shelby baptist medical center , x5007 ), 0.001000
( shelby baptist medical center , 10016 ), 0.024000
( shelby baptist medical center , 1xx16 ), 0.001000
( shelby baptist medical center , 1000 first street north ), 0.024000
( shelby baptist medical center , 1000 fixst stxeet noxth ), 0.001000
( shelby baptist medical center , voluntary non-profit - church ), 0.025000
( shelby baptist medical center , alabaster ), 0.025000
( shelby baptist medical center , al ), 0.024000
( shelby baptist medical center , xl ), 0.001000
( xlxskx regionxl hospitxl , 9072761131 ), 0.001000
( xlxskx regionxl hospitxl , 99508 ), 0.001000
( xlxskx regionxl hospitxl , 20017 ), 0.001000
( xlxskx regionxl hospitxl , 2801 debarr road ), 0.001000
( xlxskx regionxl hospitxl , proprietary ), 0.001000
( xlxskx regionxl hospitxl , anchorage ), 0.001000
( xlxskx regionxl hospitxl , ak ), 0.001000
( university of alabama hospital , 20593xx011 ), 0.001000
( university of alabama hospital , 2059344011 ), 0.024000
( university of alabama hospital , 35233 ), 0.023000
( university of alabama hospital , 3x233 ), 0.001000
( university of alabama hospital , x52xx ), 0.001000
( university of alabama hospital , 10033 ), 0.025000
( university of alabama hospital , 619 south 19th street ), 0.025000
( university of alabama hospital , government - state ), 0.025000
( university of alabama hospital , birmingham ), 0.024000
( university of alabama hospital , birminxham ), 0.001000
( university of alabama hospital , al ), 0.025000
( coosa valley medical center , 2562495000 ), 0.018000
( coosa valley medical center , 35150 ), 0.016000
( coosa valley medical center , x5150 ), 0.001000
( coosa valley medical center , 3x1x0 ), 0.001000
( coosa valley medical center , 10164 ), 0.018000
( coosa valley medical center , 315 w hickory st ), 0.016000
( coosa valley medical center , 315 w hickxry st ), 0.001000
( coosa valley medical center , 315xwxhickoryxst ), 0.001000
( coosa valley medical center , voluntary non-profit - other ), 0.018000
( coosa valley medical center , sylacauga ), 0.018000
( coosa valley medical center , al ), 0.018000
( huntsville hospital , 2562651000 ), 0.027000
( huntsville hospital , 35801 ), 0.027000
( huntsville hospital , 10039 ), 0.024000
( huntsville hospital , 1003x ), 0.001000
( huntsville hospital , 1xx39 ), 0.001000
( huntsville hospital , 100x9 ), 0.001000
( huntsville hospital , 101 sivley rd ), 0.027000
( huntsville hospital , government - hospital district or authority ), 0.026000
( huntsville hospital , goverxmext - hospital district or authority ), 0.001000
( huntsville hospital , huntsville ), 0.027000
( huntsville hospital , al ), 0.026000
( huntsville hospital , xl ), 0.001000
( flowers hospital , 3347935000 ), 0.015000
( flowers hospital , xx479x5000 ), 0.001000
( flowers hospital , 36305 ), 0.014000
( flowers hospital , 3x305 ), 0.001000
( flowers hospital , x6x05 ), 0.001000
( flowers hospital , 10055 ), 0.016000
( flowers hospital , 4370 west main street ), 0.015000
( flowers hospital , 4370xwestxmainxstreet ), 0.001000
( flowers hospital , proprietary ), 0.015000
( flowers hospital , proxrietary ), 0.001000
( flowers hospital , dothan ), 0.016000
( flowers hospital , al ), 0.016000
( russellville hospital , 2563321611 ), 0.002000
( russellville hospital , 35653 ), 0.002000
( russellville hospital , 10158 ), 0.002000
( russellville hospital , 15155 highway 43 ), 0.002000
( russellville hospital , proprietary ), 0.002000
( russellville hospital , russellville ), 0.002000
( russellville hospital , al ), 0.002000
( g h lanier memorial hospital , 3347561400 ), 0.024000
( g h lanier memorial hospital , 334x561400 ), 0.001000
( g h lanier memorial hospital , 36854 ), 0.025000
( g h lanier memorial hospital , 10025 ), 0.025000
( g h lanier memorial hospital , 4800 48th st ), 0.025000
( g h lanier memorial hospital , voluntary non-profit - other ), 0.024000
( g h lanier memorial hospital , voluntary non-profit - otxer ), 0.001000
( g h lanier memorial hospital , valley ), 0.023000
( g h lanier memorial hospital , vallex ), 0.001000
( g h lanier memorial hospital , vxlley ), 0.001000
( g h lanier memorial hospital , al ), 0.024000
( g h lanier memorial hospital , ax ), 0.001000
( chilton medical center , 2057552500 ), 0.025000
( chilton medical center , 35045 ), 0.025000
( chilton medical center , 10043 ), 0.025000
( chilton medical center , 1010 lay dam road ), 0.024000
( chilton medical center , x0x0 lay dam road ), 0.001000
( chilton medical center , voluntary non-profit - private ), 0.024000
( chilton medical center , voluntaxy non-pxofit - pxivate ), 0.001000
( chilton medical center , clanton ), 0.025000
( chilton medical center , al ), 0.025000
( riverview regional medical center , 2565435200 ), 0.024000
( riverview regional medical center , x565435x00 ), 0.001000
( riverview regional medical center , 35901 ), 0.024000
( riverview regional medical center , 3590x ), 0.001000
( riverview regional medical center , 10046 ), 0.025000
( riverview regional medical center , 600 south third street ), 0.024000
( riverview regional medical center , 600 souxh xhird sxreex ), 0.001000
( riverview regional medical center , proprietary ), 0.025000
( riverview regional medical center , gadsden ), 0.025000
( riverview regional medical center , al ), 0.025000
( crenshaw community hospital , 3343353374 ), 0.024000
( crenshaw community hospital , 36049 ), 0.022000
( crenshaw community hospital , 36x49 ), 0.001000
( crenshaw community hospital , 360x9 ), 0.001000
( crenshaw community hospital , 10008 ), 0.024000
( crenshaw community hospital , 101 hospital circle ), 0.024000
( crenshaw community hospital , government - federal ), 0.024000
( crenshaw community hospital , luverne ), 0.024000
( crenshaw community hospital , ax ), 0.002000
( crenshaw community hospital , al ), 0.022000
( marshall medical cenxer norxh , 2565718000 ), 0.001000
( marshall medical cenxer norxh , 35976 ), 0.001000
( marshall medical cenxer norxh , 10010 ), 0.001000
( marshall medical cenxer norxh , 8000 alabama highway 69 ), 0.001000
( marshall medical cenxer norxh , government - hospital district or authority ), 0.001000
( marshall medical cenxer norxh , guntersville ), 0.001000
( marshall medical cenxer norxh , al ), 0.001000
( east alabama medical center and snf , 3347493411 ), 0.025000
( east alabama medical center and snf , 36801 ), 0.025000
( east alabama medical center and snf , 10029 ), 0.023000
( east alabama medical center and snf , x0029 ), 0.001000
( east alabama medical center and snf , 1xx29 ), 0.001000
( east alabama medical center and snf , 2000 pepperell parkway ), 0.025000
( east alabama medical center and snf , government - hospital district or authority ), 0.025000
( east alabama medical center and snf , opelika ), 0.025000
( east alabama medical center and snf , al ), 0.025000
( community hospital inc , 3342836541 ), 0.021000
( community hospital inc , 334x836541 ), 0.001000
( community hospital inc , 33x28365x1 ), 0.001000
( community hospital inc , 36078 ), 0.023000
( community hospital inc , 10034 ), 0.022000
( community hospital inc , 100x4 ), 0.001000
( community hospital inc , 805 friendship road ), 0.023000
( community hospital inc , voluntary non-profit - private ), 0.023000
( community hospital inc , tallassee ), 0.022000
( community hospital inc , tallaxxee ), 0.001000
( community hospital inc , al ), 0.022000
( community hospital inc , xl ), 0.001000
( georgiana hospital , 3343762205 ), 0.024000
( georgiana hospital , 36033 ), 0.024000
( georgiana hospital , 10047 ), 0.023000
( georgiana hospital , 1xx47 ), 0.001000
( georgiana hospital , 515 miranda st ), 0.021000
( georgiana hospital , 515 miranda sx ), 0.001000
( georgiana hospital , 515 miranxa st ), 0.001000
( georgiana hospital , 515 mirxndx st ), 0.001000
( georgiana hospital , voluntary non-profit - private ), 0.024000
( georgiana hospital , georgiana ), 0.023000
( georgiana hospital , geoxgiana ), 0.001000
( georgiana hospital , al ), 0.024000
( fayette medical center , 2059325966 ), 0.023000
( fayette medical center , x0593x5966 ), 0.002000
( fayette medical center , 35555 ), 0.025000
( fayette medical center , 10045 ), 0.023000
( fayette medical center , 1xx45 ), 0.001000
( fayette medical center , x0045 ), 0.001000
( fayette medical center , 1653 temple avenue north ), 0.025000
( fayette medical center , voluntary non-profit - other ), 0.025000
( fayette medical center , fayette ), 0.024000
( fayette medical center , faxette ), 0.001000
( fayette medical center , al ), 0.023000
( fayette medical center , xl ), 0.002000
( eliza coffee memorial hospital , 2567688400 ), 0.025000
( eliza coffee memorial hospital , 35631 ), 0.023000
( eliza coffee memorial hospital , 3563x ), 0.002000
( eliza coffee memorial hospital , 10006 ), 0.024000
( eliza coffee memorial hospital , 1000x ), 0.001000
( eliza coffee memorial hospital , 205 marengo street ), 0.025000
( eliza coffee memorial hospital , voluntary non-profit - other ), 0.025000
( eliza coffee memorial hospital , florence ), 0.022000
( eliza coffee memorial hospital , fxorence ), 0.001000
( eliza coffee memorial hospital , florxncx ), 0.001000
( eliza coffee memorial hospital , flxrence ), 0.001000
( eliza coffee memorial hospital , al ), 0.024000
( eliza coffee memorial hospital , xl ), 0.001000
( communitx hospital inc , 3342836541 ), 0.001000
( communitx hospital inc , 36078 ), 0.001000
( communitx hospital inc , 10034 ), 0.001000
( communitx hospital inc , 805 friendship road ), 0.001000
( communitx hospital inc , voluntary non-profit - private ), 0.001000
( communitx hospital inc , tallassee ), 0.001000
( communitx hospital inc , al ), 0.001000
( dexalb regional medical center , 2568453150 ), 0.001000
( dexalb regional medical center , 35968 ), 0.001000
( dexalb regional medical center , 10012 ), 0.001000
( dexalb regional medical center , 200 med center drive ), 0.001000
( dexalb regional medical center , voluntary non-profit - church ), 0.001000
( dexalb regional medical center , fort payne ), 0.001000
( dexalb regional medical center , al ), 0.001000
( riverview rexional medical center , 2565435200 ), 0.001000
( riverview rexional medical center , 35901 ), 0.001000
( riverview rexional medical center , 10046 ), 0.001000
( riverview rexional medical center , 600 south third street ), 0.001000
( riverview rexional medical center , proprietary ), 0.001000
( riverview rexional medical center , gadsden ), 0.001000
( riverview rexional medical center , ax ), 0.001000
( northwest medical center , 2054877736 ), 0.025000
( northwest medical center , 35594 ), 0.023000
( northwest medical center , 3xx94 ), 0.002000
( northwest medical center , 10086 ), 0.024000
( northwest medical center , 100x6 ), 0.001000
( northwest medical center , 1530 u s highway 43 ), 0.024000
( northwest medical center , 1530xuxsxhighwayx43 ), 0.001000
( northwest medical center , proprietary ), 0.024000
( northwest medical center , prxprietary ), 0.001000
( northwest medical center , winfield ), 0.024000
( northwest medical center , winfielx ), 0.001000
( northwest medical center , al ), 0.024000
( northwest medical center , ax ), 0.001000
( elba general hospital , 3348972257 ), 0.024000
( elba general hospital , 33x8972257 ), 0.001000
( elba general hospital , 36323 ), 0.025000
( elba general hospital , 10027 ), 0.024000
( elba general hospital , x0027 ), 0.001000
( elba general hospital , 987 drayton street ), 0.025000
( elba general hospital , voluntary non-profit - other ), 0.025000
( elba general hospital , elba ), 0.024000
( elba general hospital , exba ), 0.001000
( elba general hospital , al ), 0.024000
( elba general hospital , ax ), 0.001000
( st vincents hospital , 2059397000 ), 0.005000
( st vincents hospital , 35205 ), 0.005000
( st vincents hospital , 10056 ), 0.005000
( st vincents hospital , 810 st vincents drive ), 0.004000
( st vincents hospital , 810 st vxncents drxve ), 0.001000
( st vincents hospital , voluntary non-profit - other ), 0.005000
( st vincents hospital , birmingham ), 0.005000
( st vincents hospital , al ), 0.005000
( marshall medical center north , 2565718000 ), 0.024000
( marshall medical center north , 35976 ), 0.024000
( marshall medical center north , 10010 ), 0.024000
( marshall medical center north , 8000 alabama highway 69 ), 0.023000
( marshall medical center north , 8000 alabama xigxway 69 ), 0.001000
( marshall medical center north , government - hospital district or authority ), 0.024000
( marshall medical center north , guntersville ), 0.023000
( marshall medical center north , guntxrsvillx ), 0.001000
( marshall medical center north , al ), 0.023000
( marshall medical center north , xl ), 0.001000
( cullmxn regionxl medicxl center , 2567372000 ), 0.001000
( cullmxn regionxl medicxl center , 35058 ), 0.001000
( cullmxn regionxl medicxl center , 10035 ), 0.001000
( cullmxn regionxl medicxl center , 1912 alabama highway 157 ), 0.001000
( cullmxn regionxl medicxl center , government - hospital district or authority ), 0.001000
( cullmxn regionxl medicxl center , cullman ), 0.001000
( cullmxn regionxl medicxl center , al ), 0.001000
( callahan eye foundation hospital , 2053258100 ), 0.025000
( callahan eye foundation hospital , 35233 ), 0.025000
( callahan eye foundation hospital , 10018 ), 0.025000
( callahan eye foundation hospital , 1720 university blvd ), 0.024000
( callahan eye foundation hospital , 1720 univxrsity blvd ), 0.001000
( callahan eye foundation hospital , voluntary non-profit - private ), 0.025000
( callahan eye foundation hospital , birmingham ), 0.023000
( callahan eye foundation hospital , birminghxm ), 0.001000
( callahan eye foundation hospital , birmingxam ), 0.001000
( callahan eye foundation hospital , al ), 0.025000
( hartselle medical center , 2567736511 ), 0.025000
( hartselle medical center , 35640 ), 0.023000
( hartselle medical center , 3x640 ), 0.002000
( hartselle medical center , 10009 ), 0.025000
( hartselle medical center , 201 pine street northwest ), 0.024000
( hartselle medical center , 201 pine sxreex norxhwesx ), 0.001000
( hartselle medical center , proprietary ), 0.021000
( hartselle medical center , pxopxietaxy ), 0.002000
( hartselle medical center , proxrietary ), 0.001000
( hartselle medical center , xroprietary ), 0.001000
( hartselle medical center , hartselle ), 0.025000
( hartselle medical center , al ), 0.024000
