src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
aa,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
aa,AA-649-ORD-SNA,01:30 PM,,03:50 PM,
aa,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,
aa,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
aa,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
aa,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM
aa,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
aa,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
aa,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:16 AM
aa,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
aa,AA-1544-SAN-ORD,11:25 AM,11:40 AM,05:25 PM,04:56 PM
aa,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM
aa,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
aa,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
aa,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
helloflight,AA-3859-IAH-ORD,,07:16 AM,,09:22 AM
helloflight,CO-1586-IAH-MCO,07:00 PM,,10:15 PM,
helloflight,AA-518-MIA-JFK,,06:54 AM,,09:14 AM
helloflight,UA-397-JFK-SFO,,08:48 AM,,11:30 AM
helloflight,UA-3925-IAD-ORF,,09:00 AM,,09:29 AM
helloflight,AA-1733-ORD-PHX,,07:59 PM,,10:31 PM
helloflight,UA-2830-MCO-CLT,,03:50 PM,,05:14 PM
helloflight,CO-58-DEN-IAH,11:25 AM,,02:50 PM,
helloflight,AA-1544-SAN-ORD,,11:41 AM,,04:54 PM
helloflight,UA-5487-SFO-MRY,,10:53 AM,,11:11 AM
helloflight,AA-204-LAX-MCO,,11:29 PM,,12/2/11 6:35 AM
helloflight,UA-414-LAX-SFO,,06:10 AM,,07:04 AM
helloflight,CO-1614-LAX-IAH,12:30 AM,,05:35 AM,
helloflight,UA-2726-FLL-PHL,,04:10 PM,,06:25 PM
helloflight,CO-52-IAH-LAX,07:35 AM,,09:21 AM,
helloflight,CO-1090-BOS-IAH,09:45 AM,,01:16 PM,
helloflight,AA-616-DFW-DTW,,10:11 AM,,01:11 PM
helloflight,UA-3515-IAD-MSP,,08:26 AM,,09:56 AM
helloflight,AA-3468-CVG-MIA,,07:25 AM,,09:29 AM
helloflight,AA-484-DFW-MIA,,04:29 PM,,07:37 PM
helloflight,AA-1886-BOS-MIA,,10:54 AM,,01:36 PM
helloflight,CO-62-IAH-EWR,02:30 PM,,07:03 PM,
helloflight,CO-1561-PHX-IAH,08:05 AM,,11:35 AM,
helloflight,UA-2314-ATL-PHL,,03:04 PM,,04:43 PM
helloflight,AA-446-DFW-PHL,,12:13 PM,,04:08 PM
helloflight,CO-1023-IAH-DEN,11:40 AM,,01:17 PM,
helloflight,AA-466-IAH-MIA,,06:09 AM,,08:50 AM
helloflight,UA-3050-PHX-CLT,,11:45 AM,,05:00 PM
helloflight,CO-89-IAH-EWR,06:00 AM,,10:20 AM,
helloflight,CO-1088-CLE-IAH,08:40 AM,,10:54 AM,
helloflight,AA-1664-MIA-ATL,,10:19 AM,,11:50 AM
helloflight,AA-1279-DFW-PHX,,02:03 PM,,03:13 PM
helloflight,UA-854-SFO-IAH,,08:07 AM,,01:23 PM
helloflight,UA-382-IAD-LAX,,12:56 PM,,03:09 PM
helloflight,AA-4344-ORD-DTW,,12:14 PM,,01:55 PM
helloflight,UA-257-JFK-SFO,,02:43 PM,,05:22 PM
helloflight,UA-2945-PHL-CLT,,12:07 PM,,01:11 PM
helloflight,CO-63-EWR-IAH,05:25 PM,,08:22 PM,
helloflight,CO-47-IAH-LAX,07:10 PM,,08:56 PM,
helloflight,AA-2050-ORD-MIA,,11:06 AM,,02:39 PM
helloflight,UA-248-PHX-ORD,,01:43 PM,,05:24 PM
helloflight,AA-4330-CVG-ORD,03:35 PM,,04:00 PM,
helloflight,AA-1434-DFW-MCO,,07:22 AM,,10:34 AM
helloflight,AA-1640-MIA-MCO,,06:47 PM,,07:25 PM
helloflight,AA-4307-ORD-DTW,,06:56 PM,,08:38 PM
helloflight,AA-3-JFK-LAX,,12:12 PM,,03:04 PM
helloflight,CO-1694-LAX-IAH,07:15 PM,,12/2/11 12:21 AM,
helloflight,UA-843-LAX-ORD,,02:04 PM,,07:20 PM
helloflight,CO-1193-EWR-MCO,09:15 AM,,12:18 PM,
helloflight,AA-3842-MSP-ORD,,06:57 AM,,07:49 AM
helloflight,AA-643-MIA-ORD,,07:31 AM,,09:26 AM
helloflight,AA-1007-MIA-PHX,,05:09 PM,,07:43 PM
helloflight,AA-2525-DFW-MIA,,07:39 AM,,10:43 AM
helloflight,UA-2906-PHL-MCO,,04:44 PM,,06:28 PM
helloflight,UA-938-DEN-ORD,,04:37 PM,,07:23 PM
helloflight,AA-1221-MCO-ORD,,08:23 PM,,09:47 PM
helloflight,CO-16-LAX-EWR,10:25 AM,,06:44 PM,
helloflight,UA-2515-DFW-CLT,,07:30 AM,,10:43 AM
helloflight,AA-400-DFW-JFK,,11:02 AM,,02:58 PM
helloflight,UA-664-ORD-PHL,,01:48 PM,,04:20 PM
helloflight,AA-3756-ORD-SLC,,12:42 PM,,02:50 PM
helloflight,UA-37-EWR-MCO,01:29 PM,,04:17 PM,
helloflight,AA-1522-SFO-ORD,,12:11 AM,,05:52 AM
helloflight,UA-233-LAX-JFK,,04:28 PM,,12/2/11 12:01 AM
helloflight,AA-3823-LAX-DEN,,09:06 PM,,11:49 PM
helloflight,AA-2312-DFW-DTW,,08:29 PM,,11:35 PM
helloflight,AA-1165-JFK-MIA,,07:23 AM,,09:45 AM
helloflight,AA-431-MIA-SFO,,08:52 AM,,11:33 AM
helloflight,UA-3373-IAD-PHL,,08:37 AM,,09:13 AM
helloflight,AA-649-ORD-SNA,,01:41 PM,,03:29 PM
helloflight,CO-1250-MIA-IAH,02:53 PM,,04:48 PM,
helloflight,UA-6273-YYC-SFO,,07:41 AM,,08:33 AM
helloflight,UA-828-SFO-ORD,11:08 PM,,12/2/11 5:11 AM,
helloflight,CO-4888-IAH-DAL,,05:38 PM,,06:19 PM
helloflight,UA-858-PVG-SFO,,1:50 PM (+8:00),,07:50 AM
helloflight,UA-2704-DTW-PHX,,11:47 AM,,01:52 PM
helloflight,AA-3063-SLC-LAX,,08:40 PM,,09:12 PM
helloflight,UA-2708-EWR-CLT,,03:04 PM,,04:22 PM
helloflight,UA-62-IAH-EWR,02:30 PM,,07:03 PM,
helloflight,UA-1500-IAH-GUA,08:55 AM,,11:45 AM,
helloflight,AA-3804-PHL-ORD,,02:44 PM,,03:36 PM
helloflight,AA-1917-JFK-MCO,,03:28 PM,,05:39 PM
helloflight,AA-2268-PHX-ORD,,07:22 AM,,11:04 AM
helloflight,AA-4277-CVG-JFK,,12:11 PM,,01:42 PM
helloflight,AA-2957-DFW-CVG,,08:04 AM,,10:58 AM
helloflight,UA-37-EDI-EWR,9:05 AM (-00:00),,11:53 AM,
helloflight,AA-789-ORD-DEN,,01:20 PM,,02:49 PM
helloflight,AA-415-BOS-ORD,,08:55 AM,,10:12 AM
helloflight,AA-85-JFK-SFO,,03:38 PM,,06:30 PM
helloflight,AA-3979-CVG-ORD,,08:04 AM,,07:59 AM
helloflight,AA-3786-IAH-ORD,,04:12 PM,,06:11 PM
helloflight,AA-271-MIA-LAX,,11:52 AM,,02:21 PM
helloflight,CO-50-CLE-EWR,02:55 PM,,04:49 PM,
helloflight,UA-3099-PHX-PHL,,11:55 AM,,05:34 PM
helloflight,AA-4198-ORD-CLE,,10:55 AM,,12:37 PM
helloflight,AA-404-MIA-MCO,,06:58 AM,,07:37 AM
helloflight,CO-45-EWR-MIA,04:00 PM,,07:05 PM,
helloflight,AA-3809-PHX-LAX,,06:11 AM,,06:15 AM
helloflight,AA-59-JFK-SFO,,07:40 AM,,10:52 AM
helloflight,AA-222-LAX-BOS,,07:32 AM,,03:12 PM
boston,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:22 AM
boston,CO-1586-IAH-MCO,,07:42 PM,,10:23 PM
boston,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:12 AM
boston,UA-397-JFK-SFO,08:00 AM,08:49 AM,11:55 AM,11:35 AM
boston,UA-3925-IAD-ORF,,09:01 AM,,09:40 AM
boston,AA-1733-ORD-PHX,07:45 PM,07:59 PM,10:30 PM,10:39 PM&nbsp(Estimated)
boston,AA-3-JFK-LAX,12:00 PM,12:12 PM,03:15 PM,03:10 PM
boston,UA-2830-MCO-CLT,03:27 PM,03:50 PM,05:05 PM,05:17 PM
boston,CO-58-DEN-IAH,,12:37 PM,,03:25 PM
boston,UA-5487-SFO-MRY,,10:53 AM,,11:18 AM
boston,AA-204-LAX-MCO,11:25 PM,Not Available,6:55 AM Dec 02,Not Available
boston,UA-414-LAX-SFO,,06:10 AM,,07:10 AM
boston,CO-1614-LAX-IAH,,12:58 AM,,05:23 AM
boston,UA-2726-FLL-PHL,04:00 PM,04:10 PM,06:46 PM,06:25 PM
boston,CO-52-IAH-LAX,,07:56 AM,,09:09 AM
boston,CO-1090-BOS-IAH,,10:35 AM,,01:09 PM
boston,AA-616-DFW-DTW,09:05 AM,10:11 AM,12:35 PM,01:18 PM
boston,UA-3515-IAD-MSP,,08:26 AM,,09:54 AM
boston,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:42 AM
boston,AA-484-DFW-MIA,04:15 PM,04:30 PM,07:55 PM,07:35 PM
boston,AA-1886-BOS-MIA,,10:55 AM,,01:34 PM
boston,CO-62-IAH-EWR,,02:59 PM,,06:59 PM
boston,CO-1561-PHX-IAH,,08:18 AM,,11:26 AM
boston,UA-2314-ATL-PHL,,03:04 PM,,04:45 PM
boston,AA-446-DFW-PHL,11:50 AM,12:13 PM,03:50 PM,04:09 PM
boston,CO-1023-IAH-DEN,,12:06 PM,,01:12 PM
boston,AA-466-IAH-MIA,06:00 AM,06:09 AM,09:20 AM,09:00 AM
boston,UA-3050-PHX-CLT,11:05 AM,11:45 AM,04:57 PM,05:03 PM
boston,CO-89-IAH-EWR,,06:17 AM,,10:18 AM
boston,CO-1088-CLE-IAH,,09:01 AM,,10:47 AM
boston,AA-1664-MIA-ATL,10:15 AM,10:19 AM,12:10 PM,11:50 AM
boston,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:19 PM
boston,UA-854-SFO-IAH,,08:07 AM,,01:27 PM
boston,UA-382-IAD-LAX,,12:56 PM,,03:20 PM
boston,AA-4344-ORD-DTW,,12:14 PM,,02:01 PM
boston,UA-257-JFK-SFO,02:30 PM,02:43 PM,06:15 PM,05:28 PM
boston,UA-2945-PHL-CLT,12:00 PM,12:08 PM,01:45 PM,01:14 PM
boston,CO-63-EWR-IAH,,05:38 PM,,07:55 PM
boston,CO-47-IAH-LAX,,08:36 PM,,09:38 PM
boston,AA-2050-ORD-MIA,10:40 AM,11:06 AM,02:45 PM,02:37 PM
boston,UA-248-PHX-ORD,12:57 PM,,04:52 PM,
boston,AA-4330-CVG-ORD,,03:36 PM,,03:25 PM
boston,AA-1434-DFW-MCO,07:15 AM,07:22 AM,10:35 AM,10:29 AM
boston,AA-1640-MIA-MCO,06:30 PM,Not Available,07:25 PM,Not Available
boston,AA-4307-ORD-DTW,06:45 PM,06:56 PM,09:10 PM,08:43 PM
boston,CO-1694-LAX-IAH,07:15 PM,Not Available,12:21 AM Dec 02,Not Available
boston,UA-843-LAX-ORD,,02:38 PM,,07:53 PM
boston,CO-1193-EWR-MCO,09:15 AM,09:58 AM,12:18 PM,12:03 PM
boston,AA-3842-MSP-ORD,06:00 AM,06:57 AM,07:30 AM,07:51 AM
boston,AA-643-MIA-ORD,07:10 AM,07:31 AM,09:35 AM,09:29 AM
boston,AA-1007-MIA-PHX,,05:09 PM,,07:53 PM
boston,UA-2906-PHL-MCO,03:50 PM,04:46 PM,06:23 PM,06:36 PM
boston,UA-938-DEN-ORD,,04:37 PM,,07:26 PM
boston,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:49 PM
boston,CO-16-LAX-EWR,,10:37 AM,,06:13 PM
boston,UA-2515-DFW-CLT,,07:31 AM,,10:45 AM
boston,AA-400-DFW-JFK,10:40 AM,11:02 AM,02:59 PM,02:56 PM
boston,UA-664-ORD-PHL,01:33 PM,01:48 PM,04:31 PM,04:18 PM
boston,AA-3756-ORD-SLC,12:15 PM,12:42 PM,02:45 PM,02:52 PM
boston,UA-37-EWR-MCO,,02:01 PM,,04:06 PM
boston,AA-1522-SFO-ORD,11:55 PM,,5:50 AMDec 02,
boston,UA-233-LAX-JFK,04:25 PM,Not Available,12:29 AM Dec 02,Not Available
boston,AA-3823-LAX-DEN,09:00 PM,Not Available,12:15 AM Dec 02,Not Available
boston,AA-2312-DFW-DTW,08:25 PM,Not Available,11:50 PM,Not Available
boston,AA-1165-JFK-MIA,06:59 AM,07:23 AM,10:34 AM,09:58 AM
boston,AA-431-MIA-SFO,08:35 AM,08:52 AM,11:50 AM,11:40 AM
boston,UA-3373-IAD-PHL,,08:37 AM,,09:11 AM
boston,AA-649-ORD-SNA,01:30 PM,Not Available,03:50 PM,Not Available
boston,CO-1250-MIA-IAH,,03:17 PM,,04:55 PM
boston,UA-6273-YYC-SFO,,07:41 AM,,08:41 AM
boston,UA-828-SFO-ORD,11:08 PM,,5:11 AMDec 02,
boston,CO-4888-IAH-DAL,05:30 PM,,06:09 PM,
boston,UA-858-PVG-SFO,,12:45 AM,,07:58 AM
boston,UA-2704-DTW-PHX,,11:47 AM,,02:02 PM
boston,AA-3063-SLC-LAX,,08:40 PM,,09:11 PM
boston,UA-2708-EWR-CLT,,03:04 PM,,04:24 PM
boston,UA-62-IAH-EWR,,02:59 PM,,06:59 PM
boston,UA-1500-IAH-GUA,,09:43 AM,,12:10 PM
boston,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:36 PM
boston,AA-1917-JFK-MCO,02:55 PM,03:28 PM,05:55 PM,05:34 PM
boston,AA-2268-PHX-ORD,07:15 AM,07:23 AM,11:35 AM,11:07 AM
boston,AA-4277-CVG-JFK,12:10 PM,12:11 PM,02:15 PM,01:40 PM
boston,AA-2957-DFW-CVG,07:55 AM,08:05 AM,11:05 AM,11:00 AM
boston,UA-37-EDI-EWR,,09:05 AM,,12:00 PM
boston,AA-789-ORD-DEN,01:05 PM,01:20 PM,02:35 PM,03:01 PM
boston,AA-415-BOS-ORD,,08:56 AM,,10:10 AM
boston,AA-85-JFK-SFO,03:05 PM,03:38 PM,06:30 PM,06:36 PM
boston,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,07:57 AM
boston,AA-1544-SAN-ORD,,11:41 AM,,04:52 PM
boston,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:09 PM
boston,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:18 PM
boston,AA-2525-DFW-MIA,07:25 AM,07:40 AM,11:10 AM,10:53 AM
boston,CO-50-CLE-EWR,,04:02 PM,,05:09 PM
boston,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,05:35 PM
boston,AA-4198-ORD-CLE,10:40 AM,10:55 AM,12:55 PM,12:48 PM
boston,AA-404-MIA-MCO,06:45 AM,06:58 AM,07:45 AM,07:32 AM
boston,CO-45-EWR-MIA,04:00 PM,04:15 PM,07:05 PM,06:33 PM
boston,AA-3809-PHX-LAX,06:00 AM,06:11 AM,06:40 AM,06:07 AM
boston,AA-59-JFK-SFO,07:10 AM,07:40 AM,10:45 AM,11:00 AM
boston,AA-222-LAX-BOS,07:10 AM,07:32 AM,03:30 PM,03:09 PM
weather,AA-3859-IAH-ORD,07:10 AM,,09:40 AM,
weather,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:09 AM
weather,UA-397-JFK-SFO,08:00 AM,08:49 AM,11:55 AM,11:34 AM
weather,UA-3925-IAD-ORF,08:41 AM,,09:54 AM,
weather,AA-1733-ORD-PHX,07:45 PM,,10:30 PM,
weather,AA-1640-MIA-MCO,06:30 PM,06:56 PM,07:25 PM,07:35 PM
weather,UA-2830-MCO-CLT,03:27 PM,,05:05 PM,
weather,CO-58-DEN-IAH,11:25 AM,,02:50 PM,
weather,AA-1544-SAN-ORD,11:25 AM,,05:25 PM,
weather,UA-5487-SFO-MRY,10:39 AM,,11:19 AM,
weather,AA-204-LAX-MCO,11:25 PM,11:58 PM,06:55 AM,07:02 AM
weather,UA-414-LAX-SFO,06:00 AM,,07:23 AM,
weather,AA-3756-ORD-SLC,12:15 PM,,02:45 PM,
weather,UA-2726-FLL-PHL,04:00 PM,,06:46 PM,
weather,CO-1090-BOS-IAH,09:45 AM,,01:16 PM,
weather,AA-3468-CVG-MIA,07:00 AM,,09:55 AM,
weather,UA-3515-IAD-MSP,08:15 AM,,10:06 AM,
weather,AA-484-DFW-MIA,04:15 PM,,07:55 PM,
weather,CO-62-IAH-EWR,02:30 PM,,07:03 PM,
weather,AA-446-DFW-PHL,11:50 AM,,03:50 PM,
weather,AA-466-IAH-MIA,06:00 AM,06:09 AM,09:20 AM,08:50 AM
weather,UA-3050-PHX-CLT,11:05 AM,,04:57 PM,
weather,CO-89-IAH-EWR,06:00 AM,,10:20 AM,
weather,CO-1088-CLE-IAH,08:40 AM,,10:54 AM,
weather,AA-1886-BOS-MIA,10:45 AM,,02:20 PM,
weather,AA-1664-MIA-ATL,10:15 AM,10:19 AM,12:10 PM,11:50 AM
weather,AA-3979-CVG-ORD,07:30 AM,,08:00 AM,
weather,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:13 PM
weather,CO-1614-LAX-IAH,12:30 AM,,05:35 AM,
weather,AA-616-DFW-DTW,09:05 AM,10:11 AM,12:35 PM,01:11 PM
weather,AA-4344-ORD-DTW,11:45 AM,,02:00 PM,
weather,UA-2945-PHL-CLT,12:00 PM,,01:45 PM,
weather,AA-2525-DFW-MIA,07:25 AM,07:40 AM,11:10 AM,10:52 AM
weather,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:17 PM
weather,AA-2050-ORD-MIA,10:40 AM,11:06 AM,02:45 PM,02:36 PM
weather,AA-1434-DFW-MCO,07:15 AM,07:22 AM,10:35 AM,10:34 AM
weather,CO-1561-PHX-IAH,08:05 AM,,11:35 AM,
weather,AA-4307-ORD-DTW,06:45 PM,,09:10 PM,
weather,AA-3-JFK-LAX,12:00 PM,12:12 PM,03:15 PM,03:09 PM
weather,CO-1694-LAX-IAH,07:15 PM,,12:21 AM,
weather,UA-843-LAX-ORD,01:55 PM,,07:53 PM,
weather,CO-1193-EWR-MCO,09:15 AM,,12:18 PM,
weather,AA-3842-MSP-ORD,06:00 AM,,07:30 AM,
weather,AA-643-MIA-ORD,07:10 AM,07:31 AM,09:35 AM,09:23 AM
weather,UA-2906-PHL-MCO,03:50 PM,,06:23 PM,
weather,UA-938-DEN-ORD,04:16 PM,,07:35 PM,
weather,AA-1221-MCO-ORD,08:00 PM,,09:45 PM,
weather,CO-16-LAX-EWR,10:25 AM,,06:44 PM,
weather,UA-2515-DFW-CLT,07:05 AM,,10:31 AM,
weather,AA-400-DFW-JFK,10:40 AM,11:02 AM,02:59 PM,02:52 PM
weather,UA-664-ORD-PHL,01:33 PM,,04:31 PM,
weather,AA-1522-SFO-ORD,11:55 PM,12:11 AM,05:50 AM,05:49 AM
weather,UA-233-LAX-JFK,04:25 PM,04:30 PM,12:29 AM,11:56 PM
weather,AA-3823-LAX-DEN,09:00 PM,,12:15 AM,
weather,AA-2312-DFW-DTW,08:25 PM,08:44 PM,11:50 PM,11:54 PM
weather,AA-1165-JFK-MIA,06:59 AM,07:23 AM,10:34 AM,09:56 AM
weather,AA-431-MIA-SFO,08:35 AM,08:52 AM,11:50 AM,11:39 AM
weather,UA-257-JFK-SFO,02:30 PM,,06:15 PM,
weather,UA-3373-IAD-PHL,08:29 AM,,09:24 AM,
weather,AA-649-ORD-SNA,01:30 PM,,03:50 PM,
weather,CO-1250-MIA-IAH,02:53 PM,,04:48 PM,
weather,UA-6273-YYC-SFO,07:35 AM,,09:43 AM,
weather,UA-858-PVG-SFO,01:45 PM,,08:27 AM,
weather,UA-2704-DTW-PHX,11:15 AM,,01:40 PM,
weather,AA-3063-SLC-LAX,08:20 PM,,09:20 PM,
weather,UA-2708-EWR-CLT,02:55 PM,,04:53 PM,
weather,UA-62-IAH-EWR,02:30 PM,,07:03 PM,
weather,AA-3804-PHL-ORD,02:35 PM,,04:05 PM,
weather,AA-1917-JFK-MCO,02:55 PM,,05:55 PM,
weather,AA-2268-PHX-ORD,07:15 AM,07:23 AM,11:35 AM,11:04 AM
weather,UA-2314-ATL-PHL,02:55 PM,,05:00 PM,
weather,AA-4277-CVG-JFK,12:10 PM,,02:15 PM,
weather,AA-2957-DFW-CVG,07:55 AM,,11:05 AM,
weather,UA-37-EDI-EWR,09:05 AM,,11:53 AM,
weather,AA-789-ORD-DEN,01:05 PM,01:20 PM,02:35 PM,02:49 PM
weather,UA-854-SFO-IAH,07:53 AM,08:07 AM,01:39 PM,01:23 PM
weather,AA-415-BOS-ORD,08:35 AM,,10:40 AM,
weather,AA-85-JFK-SFO,03:05 PM,,06:30 PM,
weather,AA-3786-IAH-ORD,04:00 PM,,06:40 PM,
weather,CO-50-CLE-EWR,02:55 PM,,04:49 PM,
weather,UA-3099-PHX-PHL,11:55 AM,,06:17 PM,
weather,AA-4198-ORD-CLE,10:40 AM,,12:55 PM,
weather,AA-404-MIA-MCO,06:45 AM,06:58 AM,07:45 AM,07:40 AM
weather,CO-45-EWR-MIA,04:00 PM,,07:05 PM,
weather,AA-3809-PHX-LAX,06:00 AM,,06:40 AM,
weather,AA-59-JFK-SFO,07:10 AM,07:40 AM,10:45 AM,10:49 AM
weather,AA-222-LAX-BOS,07:10 AM,,03:30 PM,
airtravelcenter,AA-3859-IAH-ORD,,07:16 AM,,09:22 AM
airtravelcenter,CO-1586-IAH-MCO,07:00 PM,,10:15 PM,
airtravelcenter,AA-518-MIA-JFK,,06:54 AM,,09:14 AM
airtravelcenter,UA-397-JFK-SFO,,08:48 AM,,11:30 AM
airtravelcenter,UA-3925-IAD-ORF,,09:00 AM,,09:29 AM
airtravelcenter,AA-1733-ORD-PHX,,07:59 PM,,10:31 PM
airtravelcenter,UA-2830-MCO-CLT,,03:50 PM,,05:14 PM
airtravelcenter,CO-58-DEN-IAH,11:25 AM,,02:50 PM,
airtravelcenter,AA-1544-SAN-ORD,,11:41 AM,,04:54 PM
airtravelcenter,UA-5487-SFO-MRY,,10:53 AM,,11:11 AM
airtravelcenter,AA-204-LAX-MCO,,11:29 PM,,12/2/11 6:35 AM
airtravelcenter,UA-414-LAX-SFO,,06:10 AM,,07:04 AM
airtravelcenter,CO-1614-LAX-IAH,12:30 AM,,05:35 AM,
airtravelcenter,UA-2726-FLL-PHL,,04:10 PM,,06:25 PM
airtravelcenter,CO-52-IAH-LAX,07:35 AM,,09:21 AM,
airtravelcenter,CO-1090-BOS-IAH,09:45 AM,,01:16 PM,
airtravelcenter,AA-616-DFW-DTW,,10:11 AM,,01:11 PM
airtravelcenter,UA-3515-IAD-MSP,,08:26 AM,,09:56 AM
airtravelcenter,AA-3468-CVG-MIA,,07:25 AM,,09:29 AM
airtravelcenter,AA-484-DFW-MIA,,04:29 PM,,07:37 PM
airtravelcenter,AA-1886-BOS-MIA,,10:54 AM,,01:36 PM
airtravelcenter,CO-62-IAH-EWR,02:30 PM,,07:03 PM,
airtravelcenter,CO-1561-PHX-IAH,08:05 AM,,11:35 AM,
airtravelcenter,UA-2314-ATL-PHL,,03:04 PM,,04:43 PM
airtravelcenter,AA-446-DFW-PHL,,12:13 PM,,04:08 PM
airtravelcenter,CO-1023-IAH-DEN,11:40 AM,,01:17 PM,
airtravelcenter,AA-466-IAH-MIA,,06:09 AM,,08:50 AM
airtravelcenter,UA-3050-PHX-CLT,,11:45 AM,,05:00 PM
airtravelcenter,CO-89-IAH-EWR,06:00 AM,,10:20 AM,
airtravelcenter,CO-1088-CLE-IAH,08:40 AM,,10:54 AM,
airtravelcenter,AA-1664-MIA-ATL,,10:19 AM,,11:50 AM
