index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
31,796,brew free! or die ipa (2009),american ipa,12.0 oz.,0.07%,70.0,368,21st amendment brewery,san francisco,ca
32,531,special edition: allies win the war!,english strong ale,12.0 oz.,0.085,52.0,368,21st amendment brewery,san francisco,ca
33,432,hop crisis,american double / imperial ipa,12.0 oz.,0.097,94.0,368,21st amendment brewery,san francisco,ca
34,353,bitter american (2011),american pale ale (apa),12.0 oz,0.044,42.0,368,21st amendment brewery,san francisco,ca
35,321,fireside chat (2010),winter warmer,12.0 ounce,0.08%,45.0,368,21st amendment brewery,san francisco,ca
36,173,back in black,american black ale,12.0 ounce,0.07%,65.0,368,21st amendment brewery,san francisco,ca
37,11,monk's blood,belgian dark ale,12.0 oz.,0.083,35.0,368,21st amendment brewery,san francisco,ca
38,10,brew free! or die ipa,american ipa,12.0 oz.,0.07,65.0,368,21st amendment brewery,san francisco,ca
39,9,hell or high watermelon wheat,fruit / vegetable beer,12.0 oz.,0.049,17.0,368,21st amendment brewery,san francisco,ca
40,2519,bimini twist,american ipa,12.0 ounce,0.07,82.0,67,3 daughters brewing,st petersburg,fl
41,2518,beach blonde,american blonde ale,12.0 oz.,0.05,10.0,67,3 daughters brewing,st petersburg,fl
42,2517,rod bender red,american amber / red ale,12.0 oz.,0.059,82.0,67,3 daughters brewing,st petersburg,fl
43,2545,passion fruit prussia,berliner weissbier,12.0 oz,0.035,11.0,60,4 hands brewing company,saint louis,mo
44,2544,send help,american blonde ale,12.0 oz,0.05%,18.0,60,4 hands brewing company,saint louis,mo
45,2324,cast iron oatmeal brown,american brown ale,12.0 oz,0.06%,18.0,60,4 hands brewing company,saint louis,mo
46,2288,reprise centennial red,american amber / red ale,12.0 oz.,0.06,18.0,60,4 hands brewing company,saint louis,mo
47,2287,alter ego,american black ale,12.0 oz.,0.06%,33.0,60,4 hands brewing company,saint louis,mo
48,2286,divided sky,american ipa,12.0 oz,0.065,11.0,60,4 hands brewing company,saint louis mo,mo
49,2285,resurrected,american ipa,12.0 oz.,0.065,18.0,60,4 hands brewing company,saint louis,mo
50,1870,contact high,american pale wheat ale,12.0 oz.,0.05,28.0,60,4 hands brewing company,saint louis,mo
51,2603,galaxyfest,american ipa,16.0 ounce,0.065,65.0,27,450 north brewing company,columbus,in
52,2602,citrafest,american ipa,16.0 ounce,0.05,45.0,27,450 north brewing company,columbus,in
53,2220,barn yeti,belgian strong dark ale,16.0 oz.,0.09,18.0,27,450 north brewing company,columbus,in
54,2219,scarecrow,american ipa,16.0 oz.,0.069,65.0,27,450 north brewing company,columbus,in
55,2218,ironman,english strong ale,16.0 oz. alumi-tek,0.09%,50.0,27,450 north brewing company,columbus,in
56,2217,honey kolsch,k?lsch,16.0 ounce,0.05%,15.0,27,450 north brewing company,columbus,in
57,2216,copperhead amber,belgian dark ale,16.0 oz,0.05%,18.0,27,450 north brewing company,columbus,in
58,972,rude parrot ipa,american ipa,16.0 oz,0.059,75.0,481,7 seas brewing company,gig harbor,wa
59,866,british pale ale (2010),english pale ale,16.0 oz,0.054,30.0,481,7 seas brewing company,gig harbor,wa
60,48,british pale ale,english pale ale,16.0 ounce,0.054,30.0,481,7 seas brewing company,gig harbor,wa
61,47,ballz deep double ipa,american double / imperial ipa,16.0 oz.,0.084,82.0,481,7 seas brewing company,gig harbor,wa
62,1583,wolfman's berliner,berliner weissbier,12.0 oz.,0.038,_nan_,373,7venth sun,dunedin,fl
63,1165,colorado native,american amber / red lager,12.0 oz,0.055,26.0,462,ac golden brewing company,golden,co
64,431,colorado native (2011),american amber / red lager,12.0 ounce,0.055,26.0,462,ac golden brewing company,golden,co
65,516,jockamo ipa,american ipa,12.0 oz.,0.065,52.0,533,abita brewing company,abita springs,la
66,515,purple haze,fruit / vegetable beer,12.0 oz,0.042,13.0,533,abita brewing company,abita springs,la
67,514,abita amber,american amber / red lager,12.0 oz.,0.045,17.0,533,abita brewing company,abita springs,la
68,2540,citra ass down,american ipa,16.0 ounce,0.082,68.0,62,against the grain brewery,louisville,ky
69,2539,the brown note,american brown ale,16.0 ounce,0.05,20.0,62,against the grain brewery,louisville,ky
70,2686,citra ass down,american double / imperial ipa,16.0 ounce,0.08,68.0,1,against the grain brewery,louisville,ky
71,2685,london balling,english barleywine,16.0 oz.,0.13%,80.0,1,against the grain brewery,louisville,ky
72,2684,35 k,milk / sweet stout,16.0 oz.,0.077,25.0,1,against the grain brewery,louisville,ky
73,2683,a beer,american pale ale (apa),16.0 oz.,0.042,42.0,1,against the grain brewery,louisville,ky
74,2682,rules are rules,german pilsener,16.0 oz,0.05,25.0,1,against the grain brewery,louisville,ky
75,2681,flesh gourd'n,pumpkin ale,16.0 ounce,0.066,21.0,1,against the grain brewery,louisville,ky
76,2680,sho'nuff,belgian pale ale,16.0 oz,0.04,13.0,1,against the grain brewery,louisville,ky
77,2679,bloody show,american pilsner,16.0 oz.,0.055,17.0,1,against the grain brewery,louisville,ky
78,2678,rico sauvin,american double / imperial ipa,16.0 ounce,0.076,68.0,1,against the grain brewery,louisville,ky
79,2677,coq de la marche,saison / farmhouse ale,16.0 oz.,0.05%,38.0,1,against the grain brewery,louisville,ky
80,2676,kamen knuddeln,american wild ale,16.0 ounce,0.07%,68.0,1,against the grain brewery,louisville,ky
81,2675,pile of face,american ipa,16.0 oz.,0.06,65.0,1,against the grain brewery,louisville,ky
82,2674,the brown note,english brown ale,16.0 oz,0.05,20.0,1,against the grain brewery,louisville,ky
83,1594,maylani's coconut stout,american stout,16.0 ounce,0.053,35.0,367,airways brewing company,kent,wa
84,1162,oatmeal psa,american pale ale (apa),16.0 oz.,0.05,35.0,367,airways brewing company,kent,wa
85,1137,pre flight pilsner,american pilsner,16.0 oz.,0.052,33.0,367,airways brewing company,kent,wa
86,2403,p-town pilsner,american pilsner,12.0 oz.,0.04,20.0,117,alameda brewing,portland,or
87,2402,klickitat pale ale,american pale ale (apa),12.0 oz. alumi-tek,0.053,36.0,117,alameda brewing,portland,or
88,2401,yellow wolf imperial ipa,american double / imperial ipa,12.0 oz,0.082,103.0,117,alameda brewing,portland,or
89,1921,freeride apa,american pale ale (apa),12.0 oz.,0.053,40.0,270,alaskan brewing company,juneau,ak
90,1920,alaskan amber,altbier,12.0 oz.,0.053,18.0,270,alaskan brewing company,juneau,ak
91,2501,hopalicious,american pale ale (apa),12.0 oz.,0.057,_nan_,73,ale asylum,madison wi,_nan_
92,1535,kentucky k?lsch,k?lsch,16.0 oz,0.043,45.0,388,alltech's lexington brewing company,lexington,ky
93,1149,kentucky ipa,american ipa,16.0 oz.,0.065,45.0,388,alltech's lexington brewing company,lexington,ky
94,1474,dusty trail pale ale,american pale ale (apa),16.0 oz. alumi-tek,0.054,43.0,401,amnesia brewing company,washougal,wa
95,1473,damnesia,american ipa,16.0 oz,0.062,43.0,401,amnesia brewing company,washougal,wa
96,837,desolation ipa,american ipa,16.0 ounce,0.062,43.0,401,amnesia brewing company,washougal,wa
97,2592,liberty ale,american ipa,12.0 oz. alumi-tek,0.06%,17.0,35,anchor brewing company,san francisco,ca
98,2578,ipa,american ipa,12.0 ounce,0.07%,70.0,35,anchor brewing company,san francisco,ca
99,2577,summer wheat,american pale wheat ale,12.0 oz,0.05%,17.0,35,anchor brewing company,san francisco,ca
100,2103,california lager,american amber / red lager,12.0 oz.,0.049,17.0,35,anchor brewing company,san francisco,ca
101,2102,brotherhood steam,california common / steam beer,12.0 ounce,0.06%,17.0,35,anchor brewing company,san francisco,ca
102,2291,blood orange gose,gose,12.0 oz.,0.042,13.0,171,anderson valley brewing company,boonville,ca
103,1818,keebarlin' pale ale,american pale ale (apa),12.0 oz,0.042,13.0,171,anderson valley brewing company,boonville,ca
104,1738,"the kimmie, the yink and the holy gose",gose,12.0 oz.,0.05%,15.0,171,anderson valley brewing company,boonville,ca
105,1563,fall hornin',pumpkin ale,12.0 oz,0.06,15.0,171,anderson valley brewing company,boonville,ca
106,1520,barney flats oatmeal stout,oatmeal stout,12.0 ounce,0.057,13.0,171,anderson valley brewing company,boonville,ca
107,1350,summer solstice,cream ale,12.0 ounce,0.056,4.0,171,anderson valley brewing company,boonville,ca
108,1327,hop ottin' ipa,american ipa,12.0 oz,0.07,80.0,171,anderson valley brewing company,boonville,ca
109,1326,boont amber ale,american amber / red ale,12.0 oz.,0.06%,15.0,171,anderson valley brewing company,boonville,ca
110,1221,barney flats oatmeal stout,oatmeal stout,12.0 oz. alumi-tek,0.057,13.0,171,anderson valley brewing company,boonville,ca
111,1217,el steinber dark lager,vienna lager,16.0 oz,0.055,25.0,171,anderson valley brewing company,boonville,ca
112,811,boont amber ale (2010),american amber / red ale,12.0 oz.,0.06%,15.0,171,anderson valley brewing company,boonville,ca
113,753,summer solstice cerveza crema (2009),cream ale,12.0 oz,0.056,4.0,171,anderson valley brewing company,boonville,ca
114,572,barney flats oatmeal stout (2012),oatmeal stout,12.0 oz,0.06%,13.0,171,anderson valley brewing company,boonville,ca
115,523,winter solstice,winter warmer,12.0 ounce,0.07%,6.0,171,anderson valley brewing company,boonville,ca
116,367,hop ottin' ipa (2011),american ipa,12.0 ounce,0.07,80.0,171,anderson valley brewing company,boonville,ca
117,78,boont amber ale (2011),american amber / red ale,12.0 ounce,0.058,15.0,171,anderson valley brewing company,boonville,ca
118,77,summer solstice (2011),cream ale,12.0 oz.,0.056,4.0,171,anderson valley brewing company,boonville,ca
119,76,poleeko gold pale ale (2009),american pale ale (apa),12.0 oz.,0.055,28.0,171,anderson valley brewing company,boonville,ca
120,2337,charlie's rye ipa,american ipa,16.0 ounce,0.06,_nan_,146,angry minnow,hayward,wi
121,410,river pig pale ale,american pale ale (apa),16.0 oz,0.05%,_nan_,542,angry minnow brewing company,hayward,wi
122,409,oaky's oatmeal stout,oatmeal stout,16.0 oz.,0.05%,_nan_,542,angry minnow brewing company,hayward wi,wi
123,1294,angry orchard apple ginger,cider,16.0 oz.,0.05,42.0,434,angry orchard cider company,cincinnati,oh
124,1293,angry orchard crisp apple,cider,16.0 oz.,0.05%,42.0,434,angry orchard cider company,cincinnati,oh
125,1292,angry orchard crisp apple,cider,12.0 oz.,0.05,42.0,434,angry orchard cider company,cincinnati,oh
126,2207,golden one,belgian pale ale,12.0 oz.,0.068,25.0,193,anthem brewing company,oklahoma city,ok
127,2040,arjuna,witbier,12.0 ounce,0.06,25.0,193,anthem brewing company,oklahoma city,ok
128,2039,uroboros,american stout,12.0 oz.,0.09%,25.0,193,anthem brewing company,oklahoma city,ok
129,2511,long leaf,american ipa,16.0 oz.,0.071,75.0,69,appalachian mountain brewery,boone,nc
130,2510,honey badger blonde,american blonde ale,16.0 oz. alumi-tek,0.047,19.0,69,appalachian mountain brewery,boone,nc
131,2509,porter (a/k/a black gold porter),american porter,16.0 ounce,0.06,23.0,69,appalachian mountain brewery,boone,nc
132,413,sky high rye,american pale ale (apa),12.0 oz. silo can,0.06%,55.0,541,arcadia brewing company,battle creek,mi
133,390,whitsun,american pale wheat ale,12.0 oz.,0.062,17.0,541,arcadia brewing company,battle creek,mi
134,735,on-on ale (2008),american pale ale (apa),12.0 oz,0.052,_nan_,513,arctic craft brewery,colorado springs,co
135,1333,quakertown stout,american double / imperial stout,12.0 ounce,0.092,50.0,426,armadillo ale works,denton tx,tx
136,1332,greenbelt farmhouse ale,saison / farmhouse ale,12.0 oz.,0.05%,20.0,426,armadillo ale works,denton,tx
137,1172,mo's gose,gose,16.0 oz,0.052,10.0,461,armstrong brewing company,south san francisco,ca
138,1322,green bullet organic india pale ale,american ipa,16.0 oz.,0.07,45.0,429,asher brewing company,boulder,co
139,550,rocket girl,k?lsch,12.0 oz,0.032,27.0,528,asheville brewing company,asheville,nc
140,429,ninja porter,american porter,12.0 oz,0.053,26.0,528,asheville brewing company,asheville nc,nc
141,428,shiva ipa,american ipa,12.0 oz.,0.06,69.0,528,asheville brewing company,asheville,nc
142,1640,aslan k?lsch,k?lsch,16.0 ounce,0.048,_nan_,353,aslan brewing company,bellingham,wa
143,1639,aslan ipa,american ipa,16.0 oz. alumi-tek,0.077,_nan_,353,aslan brewing company,bellingham,wa
144,1638,aslan amber,american amber / red ale,16.0 oz. silo can,0.077,_nan_,353,aslan brewing company,bellingham,wa
145,597,this season's blonde,american blonde ale,12.0 oz.,0.056,27.0,523,aspen brewing company,aspen,co
146,596,independence pass ale,american ipa,12.0 oz,0.07%,67.0,523,aspen brewing company,aspen,co
147,1580,trolley stop stout,american stout,12.0 oz.,0.057,40.0,374,astoria brewing company,astoria,or
148,980,bitter bitch imperial ipa,american double / imperial ipa,12.0 oz.,0.08%,138.0,374,astoria brewing company,astoria,or
149,979,poop deck porter,american porter,12.0 ounce,0.062,35.0,374,astoria brewing company,astoria,or
150,978,old red beard amber ale,american amber / red ale,12.0 oz.,0.06,35.0,374,astoria brewing company,astoria,or
151,2503,hop a-peel,american double / imperial ipa,16.0 ounce,0.075,115.0,72,atwater brewery,detroit,mi
152,2502,vanilla java porter,american porter,16.0 oz.,0.06%,12.0,72,atwater brewery,detroit,mi
153,2495,michelada,fruit / vegetable beer,16.0 oz,0.052,12.0,72,atwater brewery,detroit,mi
154,534,dirty blonde ale,american blonde ale,12.0 oz.,0.045,8.0,72,atwater brewery,detroit,mi
155,528,grand circus ipa,american ipa,12.0 oz,0.05%,62.0,72,atwater brewery,detroit,mi
156,527,atwater's lager,munich helles lager,12.0 oz.,0.05,12.0,72,atwater brewery,detroit mi,mi
157,1409,heavy machinery ipa series #1: heavy fist,american black ale,16.0 oz,0.07,75.0,413,austin beerworks,austin,tx
158,343,fire eagle ipa,american ipa,12.0 oz.,0.06%,75.0,413,austin beerworks,austin,tx
159,342,peacemaker,american pale ale (apa),12.0 oz,0.051,35.0,413,austin beerworks,austin,tx
160,341,pearl-snap,german pilsener,12.0 oz.,0.053,35.0,413,austin beerworks,austin,tx
161,340,black thunder,schwarzbier,12.0 ounce,0.052,40.0,413,austin beerworks,austin,tx
162,2589,raja,american double / imperial ipa,12.0 oz.,0.08%,69.0,37,avery brewing company,boulder,co
163,2546,perzik saison,saison / farmhouse ale,12.0 oz.,0.064,17.0,37,avery brewing company,boulder,co
164,146,avery joe’s premium american pilsner,german pilsener,12.0 oz.,0.047,42.0,37,avery brewing company,boulder,co
165,108,white rascal,witbier,12.0 oz.,0.056,10.0,37,avery brewing company,boulder,co
166,107,avery india pale ale,american ipa,12.0 oz,0.063,69.0,37,avery brewing company,boulder,co
167,106,ellie’s brown ale,american brown ale,12.0 ounce,0.055,17.0,37,avery brewing company,boulder,co
168,1620,pumpkin beast,pumpkin ale,12.0 oz. alumi-tek,0.062,17.0,360,aviator brewing company,fuquay-varina,nc
169,1579,oktoberbeast,m?rzen / oktoberfest,12.0 oz.,0.072,22.0,360,aviator brewing company,fuquay-varina,nc
170,1228,mad beach,american pale wheat ale,12.0 ounce,0.05%,23.0,360,aviator brewing company,fuquay-varina,nc
171,705,hog wild india pale ale,american ipa,12.0 oz.,0.067,22.0,360,aviator brewing company,fuquay-varina,nc
172,704,devils tramping ground tripel,tripel,12.0 oz.,0.092,5.0,360,aviator brewing company,fuquay-varina,nc
173,702,hot rod red,american amber / red ale,12.0 ounce,0.061,41.0,360,aviator brewing company,fuquay-varina,nc
174,2058,palate mallet,american double / imperial ipa,12.0 ounce,0.086,11.0,235,back east brewing company,bloomfield,ct
175,1483,back east porter,american porter,12.0 oz.,0.06,11.0,235,back east brewing company,bloomfield,ct
176,1426,back east golden ale,american blonde ale,12.0 oz.,0.05%,11.0,235,back east brewing company,bloomfield,ct
177,1132,misty mountain ipa,american ipa,12.0 oz.,0.07,11.0,235,back east brewing company,bloomfield,ct
178,1131,back east ale,american amber / red ale,12.0 ounce,0.05,11.0,235,back east brewing company,bloomfield,ct
179,1876,truck stop honey brown ale,english brown ale,12.0 ounce,0.06%,43.0,286,back forty beer company,gadsden,al
180,1875,naked pig pale ale,american pale ale (apa),12.0 oz,0.06%,43.0,286,back forty beer company,gadsden,al
181,966,topcutter india pale ale,american ipa,12.0 ounce,0.068,70.0,483,bale breaker brewing company,yakima,wa
182,965,field 41 pale ale,american pale ale (apa),12.0 ounce,0.04%,38.0,483,bale breaker brewing company,yakima,wa
183,2593,grapefruit sculpin,american ipa,12.0 ounce,0.07%,75.0,34,ballast point brewing company,san diego,ca
184,2105,even keel,american ipa,12.0 ounce,0.04%,40.0,34,ballast point brewing company,san diego ca,ca
185,1401,ballast point pale ale,k?lsch,12.0 oz.,0.05%,23.0,34,ballast point brewing company,san diego,ca
186,1400,big eye india pale ale,american ipa,12.0 oz.,0.07,75.0,34,ballast point brewing company,san diego,ca
187,1019,longfin lager,munich helles lager,12.0 oz,0.046,75.0,34,ballast point brewing company,san diego,ca
188,1018,sculpin ipa,american ipa,12.0 oz.,0.07,70.0,34,ballast point brewing company,san diego,ca
189,1776,all nighter ale,extra special / strong bitter (esb),12.0 oz. alumi-tek,0.045,45.0,318,banner beer company,williamsburg,ma
190,1644,banner american rye,rye beer,12.0 oz,0.05%,20.0,318,banner beer company,williamsburg,ma
191,1643,banner american ale,american amber / red ale,12.0 ounce,0.035,45.0,318,banner beer company,williamsburg,ma
192,2618,thai.p.a,american ipa,16.0 oz,0.07,46.0,20,bare hands brewery,granger,in
193,2005,barrio blanco,american ipa,12.0 oz.,0.06,60.0,251,barrio brewing company,tucson,az
194,1343,barrio tucson blonde,american blonde ale,12.0 oz,0.045,60.0,251,barrio brewing company,tucson,az
195,2404,hop in the ‘pool helles,american pilsner,12.0 oz. alumi-tek,0.05%,22.0,116,base camp brewing co.,portland,or
196,2323,ultra gnar gnar ipa,american ipa,12.0 oz.,0.067,60.0,116,base camp brewing co.,portland,or
197,2189,in-tents india pale lager,american pale lager,12.0 ounce,0.068,62.0,116,base camp brewing co.,portland,or
198,2188,lost meridian wit,witbier,12.0 oz.,0.05,20.0,116,base camp brewing co.,portland,or
199,2187,celestial meridian cascadian dark lager,euro dark lager,12.0 oz,0.051,45.0,116,base camp brewing co.,portland,or
200,1966,wagon party,california common / steam beer,12.0 ounce,0.054,55.0,258,bauhaus brew labs,minneapolis,mn
201,1965,sky-five,american ipa,12.0 oz.,0.07%,70.0,258,bauhaus brew labs,minneapolis,mn
202,1964,stargrazer,schwarzbier,12.0 oz.,0.05,28.0,258,bauhaus brew labs,minneapolis,mn
203,1963,wonderstuff,german pilsener,12.0 oz.,0.054,48.0,258,bauhaus brew labs,minneapolis,mn
204,1855,tarnation california-style lager,california common / steam beer,12.0 oz,0.053,35.0,292,baxter brewing company,lewiston,me
205,1778,on the count of 3 (2015),hefeweizen,16.0 oz,0.07%,42.0,292,baxter brewing company,lewiston,me
206,1209,summer swelter,american pale wheat ale,12.0 oz,0.047,35.0,292,baxter brewing company,lewiston,me
207,954,phantom punch winter stout,foreign / export stout,12.0 oz.,0.068,28.0,292,baxter brewing company,lewiston,me
208,910,hayride autumn ale,rye beer,12.0 ounce,0.066,35.0,292,baxter brewing company,lewiston,me
209,707,celsius summer ale (2012),american pale wheat ale,12.0 oz.,0.047,35.0,292,baxter brewing company,lewiston,me
210,533,amber road,american amber / red ale,12.0 oz.,0.055,35.0,292,baxter brewing company,lewiston,me
211,183,pamola xtra pale ale,american pale ale (apa),12.0 oz.,0.05%,28.0,292,baxter brewing company,lewiston,me
212,182,stowaway ipa,american ipa,12.0 oz,0.069,69.0,292,baxter brewing company,lewiston,me
213,1806,hoptopus double ipa,american double / imperial ipa,16.0 ounce,0.088,108.0,306,beach brewing company,virginia beach,va
214,2435,watermelon ale,fruit / vegetable beer,12.0 oz.,0.05,10.0,103,beer works brewery,lowell,ma
215,2423,fenway american pale ale,american pale ale (apa),12.0 oz. alumi-tek,0.06%,45.0,103,beer works brewery,lowell,ma
216,2420,back bay ipa,american ipa,12.0 oz.,0.07%,85.0,103,beer works brewery,lowell,ma
217,2419,bunker hill blueberry ale,other,12.0 ounce,0.048,16.0,103,beer works brewery,lowell,ma
218,2494,oberon,american pale wheat ale,12.0 oz,0.06%,11.0,76,bell's brewery,kalamazoo,mi
219,2325,smitten,rye beer,16.0 oz.,0.06%,11.0,76,bell's brewery,kalamazoo,mi
220,2022,winter white,witbier,16.0 oz.,0.05,11.0,76,bell's brewery,kalamazoo,mi
221,1989,oberon,american pale wheat ale,16.0 oz.,0.058,11.0,76,bell's brewery,kalamazoo,mi
222,1988,two hearted,american ipa,16.0 oz.,0.07,11.0,76,bell's brewery,kalamazoo,mi
223,1955,best brown,american brown ale,16.0 oz.,0.058,11.0,76,bell's brewery,kalamazoo,mi
224,2558,moar,english india pale ale (ipa),12.0 oz.,0.044,44.0,53,bent brewstillery,roseville,mn
225,2557,uber lupin schwarz ipa,american double / imperial ipa,16.0 ounce,0.083,27.0,53,bent brewstillery,roseville,mn
226,2556,nordic blonde,american blonde ale,12.0 oz.,0.06%,27.0,53,bent brewstillery,roseville,mn
227,2496,cold press,american black ale,12.0 oz.,0.06,38.0,75,bent paddle brewing company,duluth,mn
228,2410,harness the winter,american ipa,12.0 oz.,0.072,87.0,75,bent paddle brewing company,duluth,mn
229,1902,14° esb,extra special / strong bitter (esb),12.0 ounce,0.056,32.0,75,bent paddle brewing company,duluth,mn
230,1901,bent hop golden ipa,american ipa,12.0 oz.,0.062,68.0,75,bent paddle brewing company,duluth,mn
231,1261,bent paddle black ale,american black ale,12.0 oz.,0.06%,34.0,75,bent paddle brewing company,duluth mn,mn
232,1253,venture pils,german pilsener,12.0 oz.,0.05,38.0,75,bent paddle brewing company,duluth,mn
233,1900,lost sailor ipa,english india pale ale (ipa),12.0 ounce,0.055,40.0,278,berkshire brewing company,south deerfield,ma
234,1317,steel rail extra pale ale,american pale ale (apa),12.0 oz,0.053,20.0,278,berkshire brewing company,south deerfield,ma
235,1158,la frontera premium ipa,american ipa,12.0 oz.,0.08%,_nan_,463,big bend brewing company,alpine,tx
236,1157,tejas lager,czech pilsener,12.0 oz.,0.05%,_nan_,463,big bend brewing company,alpine,tx
237,1156,number 22 porter,american porter,12.0 oz,0.064,_nan_,463,big bend brewing company,alpine,tx
238,1155,big bend hefeweizen,hefeweizen,12.0 oz,0.06%,_nan_,463,big bend brewing company,alpine,tx
239,1154,terlingua gold,american blonde ale,12.0 oz.,0.06,_nan_,463,big bend brewing company,alpine,tx
240,2104,aprè shred,american strong ale,16.0 oz. alumi-tek,0.081,17.0,220,big choice brewing,broomfield,co
241,1762,hemlock double ipa,american double / imperial ipa,12.0 ounce,0.10%,104.0,220,big choice brewing,broomfield,co
242,1422,west portal colorado common summer ale,california common / steam beer,16.0 oz.,0.041,85.0,220,big choice brewing,broomfield,co
243,1067,disconnected red,american amber / red ale,16.0 oz,0.067,85.0,220,big choice brewing,broomfield,co
244,1003,big elm ipa,american ipa,12.0 ounce,0.07%,_nan_,477,big elm brewing,sheffield,ma
245,1002,gerry dog stout,american stout,12.0 oz.,0.065,_nan_,477,big elm brewing,sheffield,ma
246,1001,413 farmhouse ale,saison / farmhouse ale,12.0 ounce,0.06,_nan_,477,big elm brewing,sheffield,ma
247,2639,dark star,american stout,16.0 oz.,0.08,54.0,8,big lake brewing,holland,mi
248,2469,ryecoe,american ipa,16.0 ounce,0.062,54.0,8,big lake brewing,holland,mi
249,2586,blueberry blonde,fruit / vegetable beer,12.0 oz.,0.06,60.0,40,big muddy brewing,murphysboro,il
250,2585,galaxy ipa,american ipa,16.0 oz.,0.075,60.0,40,big muddy brewing,murphysboro,il
251,643,big river pilsner,czech pilsener,12.0 oz.,0.05,32.0,519,big river brewing company,chattanooga,tn
252,632,house brand ipa,american ipa,12.0 oz.,0.06,55.0,519,big river brewing company,chattanooga,tn
253,1714,big sky ipa,american ipa,12.0 ounce,0.062,65.0,336,big sky brewing company,missoula,mt
254,1713,scape goat pale ale,english pale ale,12.0 oz,0.05%,40.0,336,big sky brewing company,missoula,mt
255,1712,montana trout slayer ale,american pale wheat ale,12.0 oz,0.05,35.0,336,big sky brewing company,missoula,mt
256,1711,moose drool brown ale,american brown ale,12.0 oz.,0.051,26.0,336,big sky brewing company,missoula,mt
257,1456,powder hound winter ale,english strong ale,12.0 oz.,0.072,60.0,336,big sky brewing company,missoula,mt
258,767,moose drool brown ale (2011),american brown ale,12.0 oz.,0.051,26.0,336,big sky brewing company,missoula,mt
259,766,montana trout slayer ale (2012),american pale wheat ale,12.0 oz,0.05,35.0,336,big sky brewing company,missoula,mt
260,579,big sky ipa (2012),american ipa,12.0 oz.,0.062,65.0,336,big sky brewing company,missoula,mt
